Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Metainfo: set brand color to Mint 500 (#257),0.35814387,Metainfo Improvements by @danirabbit in link,Co-authored-by: Leo lenemter@gmail.com,0
Translated using Weblate (Norwegian Bokmål (nb)),0.47613156,Updated translations,Currently translated at 94.4% (17 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Fix crash when pasting into division or multiplication expression (#259),0.387111,Calculator 1.5.2 is out!,Ignore .flatpak directory when searching Partition entry text properly,0
Translated using Weblate (Hungarian),0.47012088,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Catalan),0.45771357,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Polish),0.5019865,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (English (United Kingdom)),0.5324431,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Russian),0.47169003,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Hebrew),0.47547996,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (French),0.49974912,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Indonesian),0.47265768,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Japanese),0.46496546,Updated translations,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Ukrainian),0.4648865,Fix missing icon for Ukrainian,Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Release 2.0.2 (#253),0.84091914,Release 2.0.2 by @danirabbit in link,,1
Update translation files,0.65815496,* Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: link/",0
Update translation template,0.546684,* Updated translations,,0
Update calculator.metainfo.xml.in (#256),0.8693236,Update calculator.metainfo.xml.in by @danirabbit in link,,1
Metainfo Improvements (#255),0.77586436,Metainfo Improvements by @danirabbit in link,,1
Fix meson warnings (#254),0.6694361,Fix meson warnings by @lenemter in link,,0
Bump flatpak/flatpak-github-actions from 5 to 6 (#252),0.8795297,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in link,Bumps flatpak/flatpak-github-actions from 5 to 6. - Release notes - Commits updated-dependencies: - dependency-name: flatpak/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump runtime to 7.2 (#251),0.84273833,Bump runtime to 7.2 by @danirabbit in link,Bump runtime to 7.2 Update ci.yml Update merge.yml Update release.yml,1
Update flatpak actions to new namespace (#250),0.9250074,Update flatpak actions to new namespace by @davidmhewitt in link,,1
Bump docker/setup-qemu-action from 1 to 2 (#248),0.815603,Bump docker/setup-qemu-action from 1 to 2 by @dependabot in link,Bumps docker/setup-qemu-action from 1 to 2. - Release notes - Commits updated-dependencies: - dependency-name: docker/setup-qemu-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 (#249),0.83848786,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 by @dependabot in link,Bumps bilelmoussaoui/flatpak-github-actions from 4 to 5. - Release notes - Commits updated-dependencies: - dependency-name: bilelmoussaoui/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Create .github/dependabot.yml,0.5337767,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 by @dependabot in link,,0
Switch to GHCR container (#247),0.87981606,Switch to GHCR container by @davidmhewitt in link,,1
Translated using Weblate (Georgian),0.41277,Updated translations,Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Paste text into entry on Ctrl+V (#245),0.7550826,Paste text into entry on Ctrl+V by @lenemter in link,,1
Copy entry content on Ctrl+C (#244),0.7394652,Copy entry content on Ctrl+C by @lenemter in link,Copy shortcut Fix Fix Fix lint Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,1
Translated using Weblate (Dutch),0.48295522,Updated translations,Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Marathi),0.4157931,Updated translations,Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Norwegian Nynorsk),0.50219566,Updated translations,Currently translated at 82.9% (39 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/,0
actions/checkout@v3 (#239),0.8148523,actions/checkout@v3 by @meisenzahl in link,,1
"Hardcode elementary styles, set empty title label (#238)",0.83468354,"Hardcode elementary styles, set empty title label by @danirabbit in link",,1
Application: use startup () and clean up (#237),0.7265263,Application: use startup () and clean up by @danirabbit in link,,1
Translated using Weblate (Slovak),0.46323937,This release includes updated translations.,Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Translated using Weblate (Portuguese),0.53343976,Updated translations,Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Update screenshot filename in README.md (#235),0.8530502,Update screenshot filename in README.md by @jlnr in link,,1
Update screenshots (#234),0.7261602,Update screenshots by @ryonakano in link,,1
Release 2.0.1 (#230),0.82479525,Release 2.0.2 by @danirabbit in link,Release 2.0.1 Update meson.build Update io.elementary.calculator.appdata.xml.in Update io.elementary.calculator.appdata.xml.in,1
Update io.elementary.calculator.appdata.xml.in,0.7280393,Update calculator.metainfo.xml.in by @danirabbit in link,,1
Changed HeaderBar Style to Granite.STYLE_CLASS_FLAT (#213),0.49140826,Flat titlebar,,0
Update Flatpak runtime to 7.1 (#233),0.6764331,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in link,,0
Redesign app icon (#232),0.8666607,Redesigned app icon,,1
Translated using Weblate (Turkish),0.4617622,Updated translations,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/,0
Update Gettext Action,0.3530486,actions/checkout@v3 by @meisenzahl in link,,0
