Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
chore(deps): update nest monorepo to v10.0.1,0.9700606,chore(deps): update nest monorepo to v6.10.14 (5cf8466),,1
chore(deps): update dependency eslint to v8.43.0,0.97969806,chore(deps): update dependency eslint to v8.0.1 (2124470),,1
chore(deps): update dependency bullmq to v3.15.8,0.9001988,chore(deps): update dependency bull to v3.15.0 (11c14ad),,1
chore(release): publish new releases,0.68837893,chore(): publish 0.0.1 release (7fee01b), @nestjs/bull-shared@10.0.0 @nestjs/bull@10.0.0 @nestjs/bullmq@10.0.0,0
ci: revert node version,0.5102248,chore(deps): update node.js to v16 (8640421),,0
ci: update config.yml,0.38226706,fix(): add missing angular commitlint config (65cffef),,0
Merge pull request #1706 from nestjs/renovate/major-nest-monorepo,0.98347276,Merge pull request #464 from nestjs/renovate/nest-monorepo (032593f),chore(deps): update nest monorepo to v10 (major),1
chore(deps): update nest monorepo to v10,0.95497036,chore(deps): update nest monorepo to v6.10.14 (5cf8466),,1
Merge pull request #1699 from nestjs/10.0.0,0.9187919,Merge pull request #191 from nestjs/refactor/move-under-org (409cd01),chore: laying the grounds for v10.0.0 (core),1
chore(deps): update dependency bullmq to v3.15.6,0.9027411,chore(deps): update dependency bull to v3.15.0 (11c14ad),,1
chore(deps): update typescript-eslint monorepo to v5.59.11,0.9844452,chore(deps): update typescript-eslint monorepo to v5.3.0 (6065926),,1
chore(deps): update nest monorepo to v9.4.3,0.97046816,chore(deps): update nest monorepo to v7.0.11 (9be5b4b),,1
chore(deps): update dependency bullmq to v3.15.5,0.9030436,chore(deps): update dependency bull to v3.15.0 (11c14ad),,1
chore(deps): update dependency @types/node to v18.16.18,0.9810487,chore(deps): update dependency @types/node to v16.11.18 (6c0b16c),,1
chore: laying the grounds for v10.0.0 (core),0.5141017,chore(): release 0.0.1-beta.1 release (a5f5be8),,0
Merge pull request #1677 from nestjs/renovate/cimg-node-20.x,0.8316215,Merge pull request #984 from nestjs/renovate/circleci-node-17.x (cad7e2c),chore(deps): update node.js to v20,1
Merge pull request #1674 from nestjs/renovate/tslib-2.x,0.8414098,Merge pull request #303 from nestjs/renovate/major-nest-monorepo (725fda8),fix(deps): update dependency tslib to v2.5.3,1
chore(deps): update dependency bullmq to v3.15.4,0.9035213,chore(deps): update dependency bull to v3.15.0 (11c14ad),,1
chore(deps): update dependency bullmq to v3.15.2,0.9044721,chore(deps): update dependency bull to v3.15.0 (11c14ad),,1
chore(deps): update dependency bullmq to v3.15.1,0.9042474,chore(deps): update dependency bull to v3.15.0 (11c14ad),,1
chore(deps): update typescript-eslint monorepo to v5.59.9,0.9818642,chore(deps): update typescript-eslint monorepo to v5.3.0 (6065926),,1
chore(deps): update dependency eslint to v8.42.0,0.97959906,chore(deps): update dependency eslint to v8.0.1 (2124470),,1
fix(deps): update dependency tslib to v2.5.3,0.738916,chore(deps): update dependency tslint to v6.1.1 (2b587cd),,1
chore(deps): update dependency typescript to v5.1.3,0.9701525,chore(deps): update dependency typescript to v4.5.5 (6e799aa),,1
