Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Merge pull request #17389 from webpack/dependabot/npm_and_yarn/browserslist-4.21.9,0.6106004,add missing optional peerDependencies for webpack-cli and webpack-command to support Yarn 2,chore(deps): bump browserslist from 4.21.8 to 4.21.9,0
chore(deps): bump browserslist from 4.21.8 to 4.21.9,0.7911911,Bump browserslist from 4.21.6 to 4.21.8 by @dependabot in link,Bumps browserslist from 4.21.8 to 4.21.9. - Changelog - Commits updated-dependencies: - dependency-name: browserslist   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,1
5.87.0,0.5270274,Note: 0.12 will expire in December 2017. We will remove it soon too.,,0
Merge pull request #17365 from webpack/refactor-types,0.60996485,Improved internal typings to match webpack-sources typings for Source instances by @snitin315 in link,refactor(types): more,0
refactor: rebase,0.66719735,Refactoring,,0
test: fix,0.532751,Bugfix,,0
refactor(types): more,0.6193353,add more typings,,0
Merge pull request #17339 from webpack/feat-allow-to-have-falsy-values,0.68418884,"webpack configuration API now accepts ""falsy values"" loaders and plugins by @alexander-akait in link",feat: allow to use falsy loaders and plugins,0
chore: fix lint,0.46949017,chore(deps-dev): bump lint-staged from 13.2.1 to 13.2.2 by @dependabot in link,,0
chore: update types,0.5833394,update typings to include undefined/null types (for strict type),,0
chore: update lock files and extra test,0.5626841,Automatically upgrades lockfile during development when remote resources change,,0
chore: update deps and tests,0.52528673,chore(deps-dev): bump date-fns from 2.29.3 to 2.30.0 by @dependabot in link,,0
chore: update schema for resolve plugins,0.88567567,fix schema for resolve.plugins,,1
chore: update schema,0.6173856,fix typo in schema,,0
fix: exclude from CLI,0.60355806,exclude deprecated --module-rules-options from Cli arguments,,0
test: update,0.4247846,update ajv,,0
feat: handle more and fixes,0.4539067,Bugfixes:,,0
test: move comment,0.41028723,fix problem with new line after comment,,0
feat: allow to use falsy loaders and plugins,0.55035114,add typings for loaders,,0
Merge pull request #17346 from burhanuday/feat/style-field-resolution,0.55448437,[CSS] - Fix runtime generation bug for merged CSS Chunks by @janlent1 in link,feat: resolve style fields in package json,0
Merge pull request #16577 from ahabhgk/type-css-auto,0.6556807,[CSS] - Introduce 'css/auto' as a css module type by @ahabhgk in link,feat: 'css/auto' as a css module type,0
Merge pull request #17249 from webpack/fetchPriority,0.5596084,upgrade webpack-sources for a performance bugfix,feat: added fetchPriority,0
Merge pull request #17369 from burhanuday/docs/readme-links-update,0.48808968,Full Changelog: link,docs: add link to svelte loader for webpack,0
test: more,0.40781778,Tests & Contributor Experience,,0
refactor: update comments,0.47174534,fix problem with new line after comment,,0
test: update snapshots,0.5696795,Cache validated snapshots,,0
fix: prefer relative,0.47447348,"fix new URL(""relative/file.png"", import.meta.url) to resolve relative",,0
Merge pull request #17366 from webpack/dependabot/npm_and_yarn/types/node-20.3.1,0.6427711,add missing optional peerDependencies for webpack-cli and webpack-command to support Yarn 2,chore(deps-dev): bump @types/node from 20.3.0 to 20.3.1,0
Merge pull request #17367 from webpack/dependabot/npm_and_yarn/browserslist-4.21.8,0.61716294,upgrade webpack-sources,chore(deps): bump browserslist from 4.21.6 to 4.21.8,0
docs: add link to svelte loader,0.79110426,Add link to svelte loader for webpack by @burhanuday in link,,1
test: add test cases for custom extension and data uri,0.5625679,"Add test case for with { type: ""json"" } by @alexander-akait in link",,0
chore(deps): bump browserslist from 4.21.6 to 4.21.8,0.7924612,Bump browserslist from 4.21.6 to 4.21.8 by @dependabot in link,Bumps browserslist from 4.21.6 to 4.21.8. - Changelog - Commits updated-dependencies: - dependency-name: browserslist   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps-dev): bump @types/node from 20.3.0 to 20.3.1,0.8526416,chore(deps-dev): bump @types/node from 18.16.2 to 18.16.3 by @dependabot in link,"Bumps @types/node from 20.3.0 to 20.3.1. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",1
refactor(types): update,0.644354,update typings to include undefined/null types (for strict type),,0
refactor: code,0.8369241,Refactoring,,1
refactor: use runtime logic but only when needed,0.5564193,Refactoring,,0
fix: use hasOwnProperty,0.62400675,add hasOwnProperty helper function to runtime to reduce size of other runtime code,,0
test: improve logic,0.4330911,"improved tests, linting and CI",,0
fix: compatibility with prefetchOrder,0.48210445,prefetching chunks is no executed after the initial module evaluation,,0
test: update snapshot,0.52413714,Cache validated snapshots,,0
refactor: avoid boolean,0.465383,Refactoring,,0
refactor: fix types,0.7827755,fix object types in typings,,1
fix: logic,0.4846251,Fix spelling error for statement.finalizer in parser by @xiaoboost in link,,0
fix: reduce size more,0.4591092,Fix prettier by @alexander-akait in link,,0
fix: false value,0.46212402,defaults to true,,0
fix: reduce runtime size,0.5429068,eliminated some memory leaks,,0
fix: import.meta.webpackContext,0.7813419,import.meta.webpack is the webpack major version,,1
refactor: logic,0.65111643,Refactoring,,0
Update snaps and stats,0.41158056,Performance improvements for snapshotting,,0
Adding option to set fetchPriority on script tags,0.5830838,script tags are no longer text/javascript and async as this are the default values (saves a few bytes),,0
test: add failure cases,0.5147446,change test cases to text format,,0
Merge pull request #17353 from burhanuday/fix/codecov-badge,0.7079033,Fix codecov badge in readme by @burhanuday in link,fix: use codecov badge in readme,1
test: add contents to js file,0.5445421,test on node.js 12,,0
test: add more test cases,0.5602965,change test cases to text format,,0
fix: resolver options,0.70889604,resolve context is provided to resolver,,1
Merge pull request #17360 from webpack/dependabot/npm_and_yarn/core-js-3.31.0,0.64284664,upgrade webpack-sources,chore(deps-dev): bump core-js from 3.30.2 to 3.31.0,0
Merge pull request #17361 from webpack/dependabot/npm_and_yarn/types/node-20.3.0,0.6476722,add missing optional peerDependencies for webpack-cli and webpack-command to support Yarn 2,chore(deps-dev): bump @types/node from 20.2.5 to 20.3.0,0
Merge pull request #17362 from webpack/dependabot/npm_and_yarn/es-module-lexer-1.3.0,0.6627096,Fix compatibility of non_webpack_require with ES modules by @alexander-akait in link,chore(deps): bump es-module-lexer from 1.2.1 to 1.3.0,0
chore(deps): bump es-module-lexer from 1.2.1 to 1.3.0,0.79929256,Bump es-module-lexer from 1.2.1 to 1.3.0 by @dependabot in link,Bumps es-module-lexer from 1.2.1 to 1.3.0. - Release notes - Commits updated-dependencies: - dependency-name: es-module-lexer   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps-dev): bump @types/node from 20.2.5 to 20.3.0,0.8423706,chore(deps-dev): bump @types/node from 18.16.2 to 18.16.3 by @dependabot in link,"Bumps @types/node from 20.2.5 to 20.3.0. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com",1
chore(deps-dev): bump core-js from 3.30.2 to 3.31.0,0.7904669,Bump core-js from 3.30.2 to 3.31.0 by @dependabot in link,Bumps core-js from 3.30.2 to 3.31.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: core-js   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,1
test for matchResource,0.59738237,Allow to match rules on resourceQuery,,0
fix path,0.53561604,remove the absolute path from the parser error message (@sokra),,0
correct comment,0.36474657,fix problem with new line after comment,,0
fix test,0.49806938,Increase test reliability for DefinePlugin @alexander-akait in link,,0
feat: css/auto,0.59670466,[CSS] - Introduce 'css/auto' as a css module type by @ahabhgk in link,,0
Merge pull request #17349 from webpack/dependabot/npm_and_yarn/webpack-cli-5.1.4,0.68428266,Bump webpack-cli from 5.0.2 to 5.1.0 by @dependabot in link,chore(deps-dev): bump webpack-cli from 5.1.3 to 5.1.4,0
Merge pull request #17347 from webpack/dependabot/npm_and_yarn/memfs-3.5.3,0.5710628,"update dependencies (webpack-sources, @webassemblyjs/*)",chore(deps-dev): bump memfs from 3.5.2 to 3.5.3,0
fix: use codecov badge in readme,0.8770264,Fix codecov badge in readme by @burhanuday in link,,1
test: add more tests,0.44775704,[CSS] - Increase imports external test coverage by @alexander-akait in link,,0
fix: move resolution to by dependency,0.7377337,fix resolving bug when resolving build dependencies,,1
chore(deps-dev): bump webpack-cli from 5.1.3 to 5.1.4,0.8903311,chore(deps-dev): bump webpack-cli from 5.0.1 to 5.0.2 by @dependabot in link,Bumps webpack-cli from 5.1.3 to 5.1.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: webpack-cli   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps-dev): bump memfs from 3.5.2 to 3.5.3,0.79065716,Bump memfs from 3.5.2 to 3.5.3 by @dependabot in link,Bumps memfs from 3.5.2 to 3.5.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: memfs   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,1
test: update tests,0.47637415,Refactor tests to no longer use deprecated or legacy dependencies and APIs by @alexander-akait in link,,0
fix: dont resolve css field,0.6189258,[CSS] - Style-specific fields now automatically resolve in package.json by @burhanuday in link,,0
test: add testcases for style field resolution,0.6171346,[CSS] - Added test case for @supports field by @alexander-akait in link,,0
feat: style field resolution,0.49587297,[CSS] - Style-specific fields now automatically resolve in package.json by @burhanuday in link,,0
5.86.0,0.47185224,Note: 0.12 will expire in December 2017. We will remove it soon too.,,0
Merge pull request #17331 from webpack/issue-16415,0.62915313,bump webpack-sources for Stack Overflow bugfix,fix: do not add js extension for eval source maps,0
