Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Merge pull request #296 from cyb3rko/message-delete-confirmation,0.60212684,Add delete message undo (#99 by @leopoldsedev),Confirmation dialog to delete all messages,0
Require confirmation to delete all messages,0.56185466,Add delete message undo (#99 by @leopoldsedev),,0
Merge pull request #292 from chunfengyao/master-TranslucentStatusBar,0.36933687,Notification improvements (#18 partly fixed in #16 & #22 by @schwma),TranslucentStatusBar by default.,0
colorPrimary changed for transplant status bar.,0.37323138,Change notification icon by @PanderMusubi,,0
TranslucentStatusBar by default.,0.32374868,Add dark mode (#26 via #110),,0
Merge pull request #288 from chunfengyao/master-ObserveNetworkChanges,0.37509626,Migrate to GitHub actions (#157),feat: observe network changes,0
Fix thread safety,0.26768038,Fix release,"syncExec synced on the Listener instance, but it modified properties of the WebSocketConnection without synchronizing on the WebSocketConnection.",0
Try to reconnect when network gets available,0.64246535,Listen to network changes to prevent unnecessary reconnects (#40 fixed in #41 by @eternal-flame-AD),,0
Merge pull request #286 from cyb3rko/fdroid-metadata,0.4284175,Huge thanks to @cyb3rko for implementing most of the changes!,Fix F-Droid metadata folder,0
Fix F-Droid metadata folder,0.30439696,Remove unused permission (READ_PHONE_STATE),,0
Version 2.6.0,0.39928824,Fix release,,0
Add exclude from recents,0.5310458,Add setting to exclude the message activity from the recent apps by @sgpublic ,Co-authored-by: Jannis Mattheis contact@jmattheis.de,0
Merge pull request #278 from cyb3rko/notification-channels,0.532573,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,Separate Notification channels for each app,0
Remove unused intent filter,0.46904027,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
Move appIdToApp to WebSocketService,0.471323,Improve websocket reconnects,"The PicassoHandler doesn't really need access to the full list, as it only requires the application image.",0
Move channel creation to WebSocketService,0.5110745,Improve websocket reconnects,,0
Shrink signature of channel fallback creation method,0.3084982,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,0
Switch channel id components,0.26997587,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,0
Show restart dialog on setting change,0.35250247,Add notification permission popup,,0
Merge pull request #279 from cyb3rko/fix-pink-background,0.50760794,Huge thanks to @cyb3rko for implementing most of the changes!,Fix pink button background bug,0
Fix pink button background bug,0.35892385,Improve link colors by @Sternagfonkel,,0
Fix unexpected settings dialog behaviour,0.23973715,Do not start message activity twice (#23),,0
Apply Material 3 design to preference switch,0.26927942,Keep selected application on screen rotation (#207 via #208 by @Sternagfonkel),,0
Implement optional separate app notification channels,0.72890425,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,1
Merge pull request #276 from cyb3rko/simplify-header,0.47632888,Huge thanks to @cyb3rko for implementing most of the changes!,Simplify Navigation Header,0
Merge pull request #275 from cyb3rko/message-image-combine-fix,0.52062607,Fix styling of messages (#37 fixed in #54 by @hugegreenbug),Fix MessageImageCombiner error,0
Use data class,0.14489043,Add fastlane metadata + images,,0
Let Nav Header expand to fit multi line textviews,0.4874308,Fix navigation drawer header when having a long server URL by @cyb3rko ,,0
Update Nav Header component style,0.44991165,Fix navigation drawer header when having a long server URL by @cyb3rko ,,0
Cut the username prefix of url in Nav Header,0.54033023,Fix navigation drawer header when having a long server URL by @cyb3rko ,,0
Limit Nav Header max lines of username and url to 2,0.57866955,Fix navigation drawer header when having a long server URL by @cyb3rko ,,0
Update Nav Header placeholder text,0.4401494,Fix navigation drawer header when having a long server URL by @cyb3rko ,,0
Fix error when combining Message and Image,0.4794047,Fix styling of messages (#37 fixed in #54 by @hugegreenbug),,0
Merge pull request #273 from cyb3rko/design-renewal,0.52606297,Huge thanks to @cyb3rko for implementing most of the changes!,Design Renewal,0
Fix cancelable client name dialog,0.482749,Delete client on logout (#114),,0
Fix messages not being selectable,0.5737846,Fix styling of messages (#37 fixed in #54 by @hugegreenbug),,0
Update missed components,0.51944405,Update dependencies (link),,0
Remove unused dialog style,0.36383453,Fix styling of messages (#37 fixed in #54 by @hugegreenbug),,0
Update app bar design,0.6112471,Update app design by @cyb3rko ,,0
Update Messages design,0.5311107,Add 'no messages' text with explanation how to send messages (#97 by @leopoldsedev),,0
Update Splashscreen dialog design,0.6107925,Add native android splash screen,,0
Update Settings design,0.4719308,Update app design by @cyb3rko ,,0
Fix Java requirement,0.5928229,Update to Java 11,,0
