Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
History.markdown: Fix release date of 0.9.3,0.41063577,"Loosen Jekyll version requirements (#53, props @envygeeks)",,0
Update history to reflect merge of #384 [ci skip],0.46179974,Update CI status badge (#363),,0
Fix typos in Readme (#384),0.50595325,Correct typo in tests (#102),Merge pull request 384,0
Update history to reflect merge of #381 [ci skip],0.48128134,Update CI status badge (#363),,0
Upgrade to Rake 13 to fix master (#381),0.48641717,Add Ruby 3.0 to CI (#337),Merge pull request 381,0
Release :gem: v0.17.0,0.6580553,Require Ruby >=2.4.0 (#307),,0
Update history to reflect merge of #370 [ci skip],0.45872545,Update CI status badge (#363),,0
Allow disabling of jekyll-feed while in development (#370),1.0000001,Allow disabling of jekyll-feed while in development (#370),Merge pull request 370,1
Update history to reflect merge of #365 [ci skip],0.4514727,Update CI status badge (#363),,0
Add Ruby 3.1 to the CI matrix (#365),0.99999994,Add Ruby 3.1 to the CI matrix (#365),Merge pull request 365,1
Update history to reflect merge of #363 [ci skip],0.48746896,Update CI status badge (#363),,0
Update CI status badge (#363),0.9999999,Update CI status badge (#363),Merge pull request 363,1
Release :gem: v0.16.0,0.6745388,Require Ruby >=2.4.0 (#307),,0
Improve readability of entries in History document,0.24869227,Replace newlines with spaces in title and summary elements (#67),,0
Update history to reflect merge of #359 [ci skip],0.46175182,Update CI status badge (#363),,0
Use .atom extension since we write an Atom feed (#359),0.8942105,Use .atom extension in documented examples since we write an Atom feed (#359),Merge pull request 359,1
Update history to reflect merge of #332 [ci skip],0.47367603,Update CI status badge (#363),,0
Switched xml_escape for <![CDATA[]]> for post content (#332),1.0000002,Switched xml_escape for <![CDATA[]]> for post content (#332),Merge pull request 332,1
Update history to reflect merge of #357 [ci skip],0.4784153,Update CI status badge (#363),,0
Check post.categories instead of post.category (#357),0.99999976,Check post.categories instead of post.category (#357),Merge pull request 357,1
Update history to reflect merge of #355 [ci skip],0.463144,Update CI status badge (#363),,0
Add workflow to release gem via GH Action (#355),1.0000001,Add workflow to release gem via GH Action (#355),Merge pull request 355,1
Remove redundant CI entries,0.38459983,dev: update CI and style settings (#258),,0
Update history to reflect merge of #297 [ci skip],0.45432612,Update CI status badge (#363),,0
Add support for description in front matter (#297),0.780229,Add support for page.description in front matter to become entry  (#297),Merge pull request 297,1
Update history to reflect merge of #327 [ci skip],0.45655945,Update CI status badge (#363),,0
Fold private methods into the :render method as local variables (#327),0.99999994,Fold private methods into the :render method as local variables (#327),Merge pull request 327,1
Update history to reflect merge of #348 [ci skip],0.47100377,Update CI status badge (#363),,0
Lock RuboCop to v1.18.x (#348),1.0,Lock RuboCop to v1.18.x (#348),Merge pull request 348,1
Update history to reflect merge of #337 [ci skip],0.48008648,Update CI status badge (#363),,0
Add Ruby 3.0 to CI (#337),0.99999976,Add Ruby 3.0 to CI (#337),Merge pull request 337,1
chore(ci): start simple,0.25512373,Refactor to remove redundant calls and variables (#240),,0
fix: rss required by Ruby 3.0,0.68308157,Require Ruby 2.3 (#222),,0
chore(ci): bundler,0.242145,Add workflow to release gem via GH Action (#355),,0
fix: ruby-version 💎,0.75206566,Require Ruby >=2.4.0 (#307),,1
chore(ci): Test with GitHub Actions,0.3751529,Add workflow to release gem via GH Action (#355),,0
chore(ci): test against latest versions,0.41114384,Add Ruby 3.1 to the CI matrix (#365),,0
Release :gem: v0.15.1,0.6531529,Fix: Add note about using plugins instead of gems key (#197),,0
Update history to reflect merge of #326 [ci skip],0.46117073,Update CI status badge (#363),,0
"MetaTag: when encoding for XML special characters, handle non-string objects (#326)",1.0,"MetaTag: when encoding for XML special characters, handle non-string objects (#326)",Merge pull request 326,1
docs: typo,0.5533844,Correct typo in tests (#102),,0
docs: style feed,0.56715727,Make feed stylesheet optional (#149),fix #323,0
Conditionally load GFM parser in CI builds,0.324628,Test feeds that have a site.lang (#164),,0
chore(release): :gem: 0.15.0,0.6149868,Require Ruby >=2.4.0 (#307),,0
Update history to reflect merge of #316 [ci skip],0.45676178,Update CI status badge (#363),,0
Add support to drafts (#316),0.97986406,Add support for drafts (#316),Merge pull request 316,1
chore(release): :gem: 0.14.0,0.64419484,Require Ruby >=2.4.0 (#307),,0
style: target Ruby 2.4,0.67697674,Rubocop: Target Ruby 2.2 (#195),,0
Update history to reflect merge of #153 [ci skip],0.4321177,Update CI status badge (#363),,0
add support for categories frontmatter (#153),0.72201407,add support for categories (#153) (#233),Merge pull request 153,1
Update history to reflect merge of #264 [ci skip],0.46030182,Update CI status badge (#363),,0
Feed by tag (#264),0.64017206,Add feed_meta tag (#25),Merge pull request 264,0
Update history to reflect merge of #307 [ci skip],0.4649128,Update CI status badge (#363),,0
chore(deps): require Ruby >=2.4.0 (#307),0.77357846,Require Ruby >=2.4.0 (#307),Merge pull request 307,1
Update history to reflect merge of #233 [ci skip],0.46346506,Update CI status badge (#363),,0
Dont forget about categories (#233),0.58681405,add support for categories (#153) (#233),Merge pull request 233,0
Update history to reflect merge of #314 [ci skip],0.4779463,Update CI status badge (#363),,0
Make posts limit configurable (#314),0.99999994,Make posts limit configurable (#314),Merge pull request 314,1
Update history to reflect merge of #309 [ci skip],0.46738762,Update CI status badge (#363),,0
chore: use Dir class to list files (#309),0.6650443,Use Dir to list source files (#309),Merge pull request 309,0
Update history to reflect merge of #306 [ci skip],0.47212783,Update CI status badge (#363),,0
XML escape the title field of feed_meta (#306),1.0000004,XML escape the title field of feed_meta (#306),Merge pull request 306,1
chore(deps): bump Ruby versions,0.64584327,Require Ruby >=2.4.0 (#307),Ruby 2.4 is now EOL,0
Update history to reflect merge of #305 [ci skip],0.4542027,Update CI status badge (#363),,0
Fix generation of feed when post title contains HTML (#305),0.9198077,Fix feed link when post title contains HTML (#305),Merge pull request 305,1
chore(dev): simplify require for version,0.42916974,Require Ruby >=2.4.0 (#307),,0
Merge pull request #291 from jekyll/pull/v0.13.0,0.67730504,"Loosen Jekyll version requirements (#53, props @envygeeks)",Release: v0.13.0,0
Release: v0.13.0,0.88257146,Release: v0.12.0 (#271),Minor enhancements: Excerpt only flag (#287) Add media:content tag (#290) Fix #283,1
Update history to reflect merge of #290 [ci skip],0.43559712,Update CI status badge (#363),,0
Add media:content tag (#290),1.0,Add media:content tag (#290),Merge pull request 290,1
Update history to reflect merge of #287 [ci skip],0.46164128,Update CI status badge (#363),,0
Excerpt only flag (#287),1.0,Excerpt only flag (#287),Merge pull request 287,1
Update history to reflect merge of #249 [ci skip],0.4635388,Update CI status badge (#363),,0
test: use categories in post (#249),1.0,test: use categories in post (#249),Merge pull request 249,1
Use secure protocol in example URL (#282),0.5292413,"Use https in more places. (#165, props @XhmikosR)",,0
Release: v0.12.1,0.920135,Release: v0.12.0 (#271),,1
Update history to reflect merge of #272 [ci skip],0.4660347,Update CI status badge (#363),,0
Re-introduce Ruby 2.3 support and test Jekyll 3.7+ (#272),1.0000001,Re-introduce Ruby 2.3 support and test Jekyll 3.7+ (#272),Merge pull request 272,1
Update history to reflect merge of #271 [ci skip],0.46395227,Update CI status badge (#363),,0
Release: v0.12.0 (#271),0.9999999,Release: v0.12.0 (#271),Merge pull request 271,1
Update history to reflect merge of #265 [ci skip],0.43491456,Update CI status badge (#363),,0
Enable testing for Windows platform (#265),1.0,Enable testing for Windows platform (#265),Merge pull request 265,1
Update history to reflect merge of #258 [ci skip],0.47528553,Update CI status badge (#363),,0
dev: update CI and style settings (#258),1.0000002,dev: update CI and style settings (#258),Merge pull request 258,1
chore(ci): test oldest and latest ruby versions only,0.6201462,Add Ruby 3.1 to the CI matrix (#365),,0
chore(deps): :up: jekyll-rubocop 0.4,0.54397446,Rubocop: Target Ruby 2.2 (#195),,0
Update history to reflect merge of #248 [ci skip],0.45314747,Update CI status badge (#363),,0
style: fix offenses in specs (#248),0.99999964,style: fix offenses in specs (#248),Merge pull request 248,1
style: immutable constant,0.37442434,style: fix offenses in specs (#248),,0
chore(deps): rubocop-jekyll 0.3.0,0.5832989,Re-introduce Ruby 2.3 support and test Jekyll 3.7+ (#272),,0
Merge pull request #247 from jekyll/pull/fix-defaults,0.65121156,"Loosen Jekyll version requirements (#53, props @envygeeks)",test: update type in defaults,0
test: update type ,0.5084362,Correct typo in tests (#102),type is pages since Jekyll 3,0
style: Add empty line after guard clause,0.40847322,Strip newlines (#13),,0
chore(deps): bump rubucop-jekyll,0.58781755,Bump Rubocop (#230),,0
Update history to reflect merge of #241 [ci skip],0.45609182,Update CI status badge (#363),,0
Release :gem: 0.11 (#241),0.6621741,Require Ruby >=2.4.0 (#307),Merge pull request 241,0
Update history to reflect merge of #240 [ci skip],0.442213,Update CI status badge (#363),,0
Refactor to remove redundant calls and variables (#240),0.99999994,Refactor to remove redundant calls and variables (#240),Merge pull request 240,1
Update history to reflect merge of #234 [ci skip],0.45424488,Update CI status badge (#363),,0
Remove check for older version of Jekyll (#234),1.0,Remove check for older version of Jekyll (#234),Merge pull request 234,1
Update history to reflect merge of #228 [ci skip],0.45657685,Update CI status badge (#363),,0
Categories and collections (#228),1.0,Categories and collections (#228),Merge pull request 228,1
Rubocop ~> 0.57.2,0.73529506,Rubocop 0.55 (#223),,1
Update history to reflect merge of #222 [ci skip],0.44203418,Update CI status badge (#363),,0
Require Ruby 2.3 (#222),0.9999999,Require Ruby 2.3 (#222),Merge pull request 222,1
Release :gem: 0.10.0,0.6586857,Require Ruby >=2.4.0 (#307),,0
Update history to reflect merge of #232 [ci skip],0.43743432,Update CI status badge (#363),,0
Support Typhoeus 1.0 (#232),1.0000004,Support Typhoeus 1.0 (#232),Merge pull request 232,1
Update history to reflect merge of #230 [ci skip],0.43636203,Update CI status badge (#363),,0
Bump Rubocop (#230),0.99999994,Bump Rubocop (#230),Merge pull request 230,1
update CI config,0.60482216,dev: update CI and style settings (#258),,0
Update history to reflect merge of #223 [ci skip],0.44162208,Update CI status badge (#363),,0
rubocop 0.55 (#223),1.0000002,Rubocop 0.55 (#223),Merge pull request 223,1
Update History.markdown,0.518878,Markdownify content prior to generation (#37),,0
Update history to reflect merge of #209 [ci skip],0.43870142,Update CI status badge (#363),,0
Fix #208 (#209),0.46106583,style: fix offenses in specs (#248),Merge pull request 209,0
Release :gem: v0.9.3,0.664543,Require Ruby >=2.4.0 (#307),,0
Bump development dependencies,0.40703636,Bump Ruby for Travis (#188),,0
Update history to reflect merge of #205 [ci skip],0.4349103,Update CI status badge (#363),,0
Add documentation for disabling smartify filter (#205),1.0000002,Add documentation for disabling smartify filter (#205),Merge pull request 205,1
Update history to reflect merge of #201 [ci skip],0.45055735,Update CI status badge (#363),,0
Test against Ruby 2.5 (#201),0.9999999,Test against Ruby 2.5 (#201),Merge pull request 201,1
Update LICENSE.txt,0.26708844,Update CI status badge (#363),,0
Update Copyright notice,0.34299543,Update CI status badge (#363),,0
Dev: Standardize scripts,0.3665498,dev: update CI and style settings (#258),,0
Move version to its own file for easier bumping,0.33629915,Bump Ruby for Travis (#188),,0
Update history to reflect merge of #197 [ci skip],0.44330645,Update CI status badge (#363),,0
Fix: Add note about using plugins instead of gems key (#197),1.0000002,Fix: Add note about using plugins instead of gems key (#197),Merge pull request 197,1
Update history to reflect merge of #164 [ci skip],0.45922726,Update CI status badge (#363),,0
Test feeds that have a site.lang (#164),1.0,Test feeds that have a site.lang (#164),Merge pull request 164,1
Update history to reflect merge of #195 [ci skip],0.45287842,Update CI status badge (#363),,0
Rubocop: Target Ruby 2.1 (#195),0.9937628,Rubocop: Target Ruby 2.2 (#195),Merge pull request 195,1
Update history to reflect merge of #188 [ci skip],0.4532423,Update CI status badge (#363),,0
Test against Ruby 2.1 to 2.4 (#188),0.865327,Test against Ruby 2.5 (#201),Merge pull request 188,1
Update history to reflect merge of #187 [ci skip],0.4516562,Update CI status badge (#363),,0
Define path with __dir (#187),0.9999999,Define path with __dir (#187),Merge pull request 187,1
rubocop -a,0.88821745,rubocop -a (#160),,1
:gem: bump,0.5879101,Bump Rubocop (#230),,0
Update history to reflect merge of #168 [ci skip],0.45563447,Update CI status badge (#363),,0
Merge pull request #168 from jokester/fix-entry-lang,0.4409622,"fix  template for posts with post.lang defined (#168, props @jokester)",Merge pull request 168,0
fix  template for posts with post.lang defined,0.89005864,"fix  template for posts with post.lang defined (#168, props @jokester)",It has been outputting invalid XML like ,1
Update history to reflect merge of #165 [ci skip],0.4586667,Update CI status badge (#363),,0
Merge pull request #165 from XhmikosR/master,0.29123804,Update CI status badge (#363),Merge pull request 165,0
Use https in more places.,0.7529575,"Use https in more places. (#165, props @XhmikosR)",,1
Release :gem: v0.9.1,0.65892553,Require Ruby >=2.4.0 (#307),,0
Update history to reflect merge of #162 [ci skip],0.4618494,Update CI status badge (#363),,0
Merge pull request #162 from XhmikosR/patch-1,0.3224095,Update CI status badge (#363),Merge pull request 162,0
Update feed.xml,0.94363034,Update feed.xml (#162),,1
Release :gem: v0.9.0,0.6543597,Require Ruby >=2.4.0 (#307),,0
Update history to reflect merge of #159 [ci skip],0.42848802,Update CI status badge (#363),,0
Merge pull request #159 from jekyll/pr/double-slash,0.5302633,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 159,0
Merge branch 'master' into pr/double-slash,0.3006883,Remove trailing slash from feed ID (#159),,0
Update history to reflect merge of #160 [ci skip],0.4421457,Update CI status badge (#363),,0
Merge pull request #160 from jekyll/pr/rubocop,0.52861965,Moved to @jekyll org (#3),Merge pull request 160,0
Remove trailing slash from feed ID,0.9732869,Remove trailing slash from feed ID (#159),Fixes #158,1
Update history to reflect merge of #152 [ci skip],0.4456265,Update CI status badge (#363),,0
Merge pull request #152 from jekyll/pull/default-author,0.6254189,"Support for extended author information (#31) and jekyll-last-modified updated times, if present (#42), both props @pathawks.",Merge pull request 152,0
Make explicit that this will sometimes be empty,0.3082272,"Check to ensure the post excerpt isn't blank before outputting (#57, props @parkr)",,0
Feed entries must contain an author,0.6568677,Feed entries must contain  (#152),,0
Update history to reflect merge of #154 [ci skip],0.45703673,Update CI status badge (#363),,0
Merge pull request #154 from jekyll/pull/filter-drafts-before-limit,0.5641964,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 154,0
Filter out drafts before applying limit,0.9211468,Filter out drafts before limit (#154),,1
Failing Test: Feed should filter out drafts before applying limit,0.72566706,Filter out drafts before limit (#154),,1
Update history to reflect merge of #151 [ci skip],0.4509009,Update CI status badge (#363),,0
Merge pull request #151 from jekyll/namespace,0.5903231,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 151,0
Resolve merge conflicts,0.25566226,Fix for duplicate closing  tag when author.uri was specified.,,0
Use Travis to cut new gems,0.581892,Bump Ruby for Travis (#188),,0
Organize release notes,0.2986252,Development Fixes,,0
Update history to reflect merge of #150 [ci skip],0.43946725,Update CI status badge (#363),,0
Merge pull request #150 from jekyll/use-absolute-url,0.5751002,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 150,0
namespace as JekyllFeed,0.9521817,Namespace as JekyllFeed (#151),,1
use absolute_url to generate the feed_meta url,0.96119696,Use absolute_url to generate the feed_meta url (#150),,1
Update history to reflect merge of #149,0.28676248,Update feed.xml (#162),,0
Merge pull request #149 from jekyll/optional-xslt,0.57835263,"Loosen Jekyll version requirements (#53, props @envygeeks)",Make feed stylesheet optional,0
remove stylesheet and document,0.40405503,Removed frontmatter from template (#12),,0
make xslt optional,0.5398237,Add XML stylesheet example with XSLT (#119),,0
Update history to reflect merge of #143 [ci skip],0.45170358,Update CI status badge (#363),,0
Merge pull request #143 from jekyll/pull/normalize_whitespace,0.5263203,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 143,0
Use new normalize_whitespace filter,0.9484559,Use new normalize_whitespace filter (#143),,1
Update history to reflect merge of #141 [ci skip],0.45751604,Update CI status badge (#363),,0
Merge pull request #141 from jekyll/pr/regex,0.5673434,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 141,0
Simplify regular expression,0.8058867,Simplify minify regular expression (#141),,1
Release :gem: v0.8.0,0.6737257,Require Ruby >=2.4.0 (#307),,0
Update history to reflect merge of #139 [ci skip],0.4354798,Update CI status badge (#363),,0
Merge pull request #139 from jekyll/pr/rubocop,0.5411835,Moved to @jekyll org (#3),Merge pull request 139,0
Appease Rubocop,0.8916915,Appease Rubocop (#139),,1
Update history to reflect merge of #134 [ci skip],0.45137244,Update CI status badge (#363),,0
Merge pull request #134 from jekyll/pr/newfilters,0.5648187,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 134,0
Require Jekyll 3.3.0,0.78752244,"Loosen Jekyll version requirements (#53, props @envygeeks)",,1
Update history to reflect merge of #138 [ci skip],0.4500401,Update CI status badge (#363),,0
Merge pull request #138 from arsmentis/fix-site-time-bug,0.45012218,"Don't set @site.config[""time""] on feed generation (#138)",Merge pull request 138,0
"Don't set @site.config[""time""] on feed generation",0.9834603,"Don't set @site.config[""time""] on feed generation (#138)","Setting @site.config[""time""] causes problems when Jekyll is operating in --draft mode. See: link",1
Merge branch 'master' of link,0.2545941,Fix for duplicate closing  tag when author.uri was specified.,,0
update docs to note ability to pass image as a hash,0.55044335,Add support for post image (#104),,0
Consistent formatting,0.32271582,Strip newlines (#13),,0
Update history to reflect merge of #137,0.29650652,Update feed.xml (#162),,0
Merge branch 'Haacked-115-fix-seo-thumbnail',0.3321636,Remove check for older version of Jekyll (#234),,0
add a test to confirm images as objects,0.44011778,Support image.path when post.image is an object (#137),,0
Use the image path if available,0.53186625,Escape image URL (#209),Fixes #115,0
Release :gem: v0.7.1,0.6644629,Require Ruby >=2.4.0 (#307),,0
Remove old shim for strip filter,0.32237113,Use filters to clean up Liquid template (#134),,0
Make use of default filter,0.5511662,Use smartify filter (#117),,0
Use absolute_url filter,0.56163,Use absolute_url to generate the feed_meta url (#150),,0
Update history to reflect merge of #133 [ci skip],0.44400308,Update CI status badge (#363),,0
Merge pull request #133 from jekyll/pr/stylesheet,0.55293083,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 133,0
Fix stylesheet test,0.45469302,Correct typo in tests (#102),,0
moves url_base assignment to before first usage,0.8955652,Assign url_base before first usage (#133),,1
Release :gem: v0.7.0,0.6613244,Require Ruby >=2.4.0 (#307),,0
Update history to reflect merge of #127 [ci skip],0.45820782,Update CI status badge (#363),,0
Merge pull request #127 from jekyll/pr/double-escape,0.54881775,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 127,0
"Update test to expect type=""html",0.44651258,Correct typo in tests (#102),,0
"Use type=""html"" to skirt around double escaping problem",0.9572146,"Use type=""html"" to skirt around double escaping problem (#127)",,1
Release :gem: v0.6.0,0.6624226,Require Ruby >=2.4.0 (#307),,0
Update history to reflect merge of #117 [ci skip],0.44097072,Update CI status badge (#363),,0
