Index,Release Note,Release Note Abstract
1,"Features

✨ Add support for dependencies in WebSocket routes. PR #4534 by @paulo-raca.
✨ Add exception handler for WebSocketRequestValidationError (which also allows to override it). PR #6030 by @kristjanvalur.

Refactors

⬆️ Upgrade and fully migrate to Ruff, remove isort, includes a couple of tweaks suggested by the new version of Ruff. PR #9660 by @tiangolo.
♻️ Update internal type annotations and upgrade mypy. PR #9658 by @tiangolo.
♻️ Simplify AsyncExitStackMiddleware as without Python 3.6 AsyncExitStack is always available. PR #9657 by @tiangolo.

Upgrades

⬆️ Upgrade Black. PR #9661 by @tiangolo.

Internal

💚 Update CI cache to fix installs when dependencies change. PR #9659 by @tiangolo.
⬇️ Separate requirements for development into their own requirements.txt files, they shouldn't be extras. PR #9655 by @tiangolo.
","Features
✨ Add support for dependencies in WebSocket routes. PR #4534 by @paulo-raca.
✨ Add exception handler for WebSocketRequestValidationError (which also allows to override it). PR #6030 by @kristjanvalur.
Refactors
⬆️ Upgrade and fully migrate to Ruff, remove isort, includes a couple of tweaks suggested by the new version of Ruff. PR #9660 by @tiangolo.
♻️ Update internal type annotations and upgrade mypy. PR #9658 by @tiangolo.
♻️ Simplify AsyncExitStackMiddleware as without Python 3.6 AsyncExitStack is always available. PR #9657 by @tiangolo.
Upgrades
⬆️ Upgrade Black. PR #9661 by @tiangolo.
Internal
💚 Update CI cache to fix installs when dependencies change. PR #9659 by @tiangolo.
⬇️ Separate requirements for development into their own requirements.txt files, they shouldn't be extras. PR #9655 by @tiangolo."
2,"Fixes

🐛 Fix HTTPException header type annotations. PR #9648 by @tiangolo.
🐛 Fix OpenAPI model fields int validations, gte to ge. PR #9635 by @tiangolo.

Upgrades

📌 Update minimum version of Pydantic to >=1.7.4. This fixes an issue when trying to use an old version of Pydantic. PR #9567 by @Kludex.

Refactors

♻ Remove media_type from ORJSONResponse as it's inherited from the parent class. PR #5805 by @Kludex.
♻ Instantiate HTTPException only when needed, optimization refactor. PR #5356 by @pawamoy.

Docs

🔥 Remove link to Pydantic's benchmark, as it was removed there. PR #5811 by @Kludex.

Translations

🌐 Fix spelling in Indonesian translation of docs/id/docs/tutorial/index.md. PR #5635 by @purwowd.
🌐 Add Russian translation for docs/ru/docs/tutorial/index.md. PR #5896 by @Wilidon.
🌐 Add Chinese translations for docs/zh/docs/advanced/response-change-status-code.md and docs/zh/docs/advanced/response-headers.md. PR #9544 by @ChoyeonChern.
🌐 Add Russian translation for docs/ru/docs/tutorial/schema-extra-example.md. PR #9621 by @Alexandrhub.

Internal

🔧 Add sponsor Platform.sh. PR #9650 by @tiangolo.
👷 Add custom token to Smokeshow and Preview Docs for download-artifact, to prevent API rate limits. PR #9646 by @tiangolo.
👷 Add custom tokens for GitHub Actions to avoid rate limits. PR #9647 by @tiangolo.
","Fixes
🐛 Fix HTTPException header type annotations. PR #9648 by @tiangolo.
🐛 Fix OpenAPI model fields int validations, gte to ge. PR #9635 by @tiangolo.
Upgrades
📌 Update minimum version of Pydantic to >=1.7.4. This fixes an issue when trying to use an old version of Pydantic. PR #9567 by @Kludex.
Refactors
♻ Remove media_type from ORJSONResponse as it's inherited from the parent class. PR #5805 by @Kludex.
♻ Instantiate HTTPException only when needed, optimization refactor. PR #5356 by @pawamoy.
Docs
🔥 Remove link to Pydantic's benchmark, as it was removed there. PR #5811 by @Kludex.
Translations
🌐 Fix spelling in Indonesian translation of docs/id/docs/tutorial/index.md. PR #5635 by @purwowd.
🌐 Add Russian translation for docs/ru/docs/tutorial/index.md. PR #5896 by @Wilidon.
🌐 Add Chinese translations for docs/zh/docs/advanced/response-change-status-code.md and docs/zh/docs/advanced/response-headers.md. PR #9544 by @ChoyeonChern.
🌐 Add Russian translation for docs/ru/docs/tutorial/schema-extra-example.md. PR #9621 by @Alexandrhub.
Internal
🔧 Add sponsor Platform.sh. PR #9650 by @tiangolo.
👷 Add custom token to Smokeshow and Preview Docs for download-artifact, to prevent API rate limits. PR #9646 by @tiangolo.
👷 Add custom tokens for GitHub Actions to avoid rate limits. PR #9647 by @tiangolo."
3,"Features

⚡ Update create_cloned_field to use a global cache and improve startup performance. PR #4645 by @madkinsz and previous original PR by @huonw.

Docs

📝 Update Deta deployment tutorial for compatibility with Deta Space. PR #6004 by @mikBighne98.
✏️ Fix typo in Deta deployment tutorial. PR #9501 by @lemonyte.

Translations

🌐 Add Russian translation for docs/tutorial/body.md. PR #3885 by @solomein-sv.
🌐 Add Russian translation for docs/ru/docs/tutorial/static-files.md. PR #9580 by @Alexandrhub.
🌐 Add Russian translation for docs/ru/docs/tutorial/query-params.md. PR #9584 by @Alexandrhub.
🌐 Add Russian translation for docs/ru/docs/tutorial/first-steps.md. PR #9471 by @AGolicyn.
🌐 Add Russian translation for docs/ru/docs/tutorial/debugging.md. PR #9579 by @Alexandrhub.
🌐 Add Russian translation for docs/ru/docs/tutorial/path-params.md. PR #9519 by @AGolicyn.
🌐 Add Chinese translation for docs/zh/docs/tutorial/static-files.md. PR #9436 by @wdh99.
🌐 Update Spanish translation including new illustrations in docs/es/docs/async.md. PR #9483 by @andresbermeoq.
🌐 Add Russian translation for docs/ru/docs/tutorial/path-params-numeric-validations.md. PR #9563 by @ivan-abc.
🌐 Add Russian translation for docs/ru/docs/deployment/concepts.md. PR #9577 by @Xewus.
🌐 Add Russian translation for docs/ru/docs/tutorial/body-multiple-params.md. PR #9586 by @Alexandrhub.

Internal

👥 Update FastAPI People. PR #9602 by @github-actions[bot].
🔧 Update sponsors, remove InvestSuite. PR #9612 by @tiangolo.
","Features
⚡ Update create_cloned_field to use a global cache and improve startup performance. PR #4645 by @madkinsz and previous original PR by @huonw.
Docs
📝 Update Deta deployment tutorial for compatibility with Deta Space. PR #6004 by @mikBighne98.
✏️ Fix typo in Deta deployment tutorial. PR #9501 by @lemonyte.
Translations
🌐 Add Russian translation for docs/tutorial/body.md. PR #3885 by @solomein-sv.
🌐 Add Russian translation for docs/ru/docs/tutorial/static-files.md. PR #9580 by @Alexandrhub.
🌐 Add Russian translation for docs/ru/docs/tutorial/query-params.md. PR #9584 by @Alexandrhub.
🌐 Add Russian translation for docs/ru/docs/tutorial/first-steps.md. PR #9471 by @AGolicyn.
🌐 Add Russian translation for docs/ru/docs/tutorial/debugging.md. PR #9579 by @Alexandrhub.
🌐 Add Russian translation for docs/ru/docs/tutorial/path-params.md. PR #9519 by @AGolicyn.
🌐 Add Chinese translation for docs/zh/docs/tutorial/static-files.md. PR #9436 by @wdh99.
🌐 Update Spanish translation including new illustrations in docs/es/docs/async.md. PR #9483 by @andresbermeoq.
🌐 Add Russian translation for docs/ru/docs/tutorial/path-params-numeric-validations.md. PR #9563 by @ivan-abc.
🌐 Add Russian translation for docs/ru/docs/deployment/concepts.md. PR #9577 by @Xewus.
🌐 Add Russian translation for docs/ru/docs/tutorial/body-multiple-params.md. PR #9586 by @Alexandrhub.
Internal
👥 Update FastAPI People. PR #9602 by @github-actions[bot].
🔧 Update sponsors, remove InvestSuite. PR #9612 by @tiangolo."
4,"
⬆️ Upgrade Starlette version to >=0.27.0 for a security release. PR #9541 by @tiangolo. Details on Starlette's security advisory.

Translations

🌐 Add Portuguese translation for docs/pt/docs/advanced/events.md. PR #9326 by @oandersonmagalhaes.
🌐 Add Russian translation for docs/ru/docs/deployment/manually.md. PR #9417 by @Xewus.
🌐 Add setup for translations to Lao. PR #9396 by @TheBrown.
🌐 Add Russian translation for docs/ru/docs/tutorial/testing.md. PR #9403 by @Xewus.
🌐 Add Russian translation for docs/ru/docs/deployment/https.md. PR #9428 by @Xewus.
✏ Fix command to install requirements in Windows. PR #9445 by @MariiaRomanuik.
🌐 Add French translation for docs/fr/docs/advanced/response-directly.md. PR #9415 by @axel584.
🌐 Initiate Czech translation setup. PR #9288 by @3p1463k.
✏ Fix typo in Portuguese docs for docs/pt/docs/index.md. PR #9337 by @lucasbalieiro.
🌐 Add Russian translation for docs/ru/docs/tutorial/response-status-code.md. PR #9370 by @nadia3373.

Internal

🐛 Fix flask.escape warning for internal tests. PR #9468 by @samuelcolvin.
✅ Refactor 2 tests, for consistency and simplification. PR #9504 by @tiangolo.
✅ Refactor OpenAPI tests, prepare for Pydantic v2. PR #9503 by @tiangolo.
⬆ Bump dawidd6/action-download-artifact from 2.26.0 to 2.27.0. PR #9394 by @dependabot[bot].
💚 Disable setup-python pip cache in CI. PR #9438 by @tiangolo.
⬆ Bump pypa/gh-action-pypi-publish from 1.6.4 to 1.8.5. PR #9346 by @dependabot[bot].
","⬆️ Upgrade Starlette version to >=0.27.0 for a security release. PR #9541 by @tiangolo. Details on Starlette's security advisory.
Translations
🌐 Add Portuguese translation for docs/pt/docs/advanced/events.md. PR #9326 by @oandersonmagalhaes.
🌐 Add Russian translation for docs/ru/docs/deployment/manually.md. PR #9417 by @Xewus.
🌐 Add setup for translations to Lao. PR #9396 by @TheBrown.
🌐 Add Russian translation for docs/ru/docs/tutorial/testing.md. PR #9403 by @Xewus.
🌐 Add Russian translation for docs/ru/docs/deployment/https.md. PR #9428 by @Xewus.
✏ Fix command to install requirements in Windows. PR #9445 by @MariiaRomanuik.
🌐 Add French translation for docs/fr/docs/advanced/response-directly.md. PR #9415 by @axel584.
🌐 Initiate Czech translation setup. PR #9288 by @3p1463k.
✏ Fix typo in Portuguese docs for docs/pt/docs/index.md. PR #9337 by @lucasbalieiro.
🌐 Add Russian translation for docs/ru/docs/tutorial/response-status-code.md. PR #9370 by @nadia3373.
Internal
🐛 Fix flask.escape warning for internal tests. PR #9468 by @samuelcolvin.
✅ Refactor 2 tests, for consistency and simplification. PR #9504 by @tiangolo.
✅ Refactor OpenAPI tests, prepare for Pydantic v2. PR #9503 by @tiangolo.
⬆ Bump dawidd6/action-download-artifact from 2.26.0 to 2.27.0. PR #9394 by @dependabot[bot].
💚 Disable setup-python pip cache in CI. PR #9438 by @tiangolo.
⬆ Bump pypa/gh-action-pypi-publish from 1.6.4 to 1.8.5. PR #9346 by @dependabot[bot]."
5,"Fixes

🐛 Fix using Annotated in routers or path operations decorated multiple times. PR #9315 by @sharonyogev.

Docs

🌐 🔠 📄 🐢 Translate docs to Emoji 🥳 🎉 💥 🤯 🤯. PR #5385 by @LeeeeT.
📝 Add notification message warning about old versions of FastAPI not supporting Annotated. PR #9298 by @grdworkin.
📝 Fix typo in docs/en/docs/advanced/behind-a-proxy.md. PR #5681 by @Leommjr.
✏ Fix wrong import from typing module in Persian translations for docs/fa/docs/index.md. PR #6083 by @Kimiaattaei.
✏️ Fix format, remove unnecessary asterisks in docs/en/docs/help-fastapi.md. PR #9249 by @armgabrielyan.
✏ Fix typo in docs/en/docs/tutorial/query-params-str-validations.md. PR #9272 by @nicornk.
✏ Fix typo/bug in inline code example in docs/en/docs/tutorial/query-params-str-validations.md. PR #9273 by @tim-habitat.
✏ Fix typo in docs/en/docs/tutorial/path-params-numeric-validations.md. PR #9282 by @aadarsh977.
✏ Fix typo: 'wll' to 'will' in docs/en/docs/tutorial/query-params-str-validations.md. PR #9380 by @dasstyxx.

Translations

🌐 Add French translation for docs/fr/docs/advanced/index.md. PR #5673 by @axel584.
🌐 Add Portuguese translation for docs/pt/docs/tutorial/body-nested-models.md. PR #4053 by @luccasmmg.
🌐 Add Russian translation for docs/ru/docs/alternatives.md. PR #5994 by @Xewus.
🌐 Add Portuguese translation for docs/pt/docs/tutorial/extra-models.md. PR #5912 by @LorhanSohaky.
🌐 Add Portuguese translation for docs/pt/docs/tutorial/path-operation-configuration.md. PR #5936 by @LorhanSohaky.
🌐 Add Russian translation for docs/ru/docs/contributing.md. PR #6002 by @stigsanek.
🌐 Add Korean translation for docs/tutorial/dependencies/classes-as-dependencies.md. PR #9176 by @sehwan505.
🌐 Add Russian translation for docs/ru/docs/project-generation.md. PR #9243 by @Xewus.
🌐 Add French translation for docs/fr/docs/index.md. PR #9265 by @frabc.
🌐 Add Russian translation for docs/ru/docs/tutorial/query-params-str-validations.md. PR #9267 by @dedkot01.
🌐 Add Russian translation for docs/ru/docs/benchmarks.md. PR #9271 by @Xewus.

Internal

🔧 Update sponsors: remove Jina. PR #9388 by @tiangolo.
🔧 Update sponsors, add databento, remove Ines's course and StriveWorks. PR #9351 by @tiangolo.
","Fixes
🐛 Fix using Annotated in routers or path operations decorated multiple times. PR #9315 by @sharonyogev.
Docs
🌐 🔠 📄 🐢 Translate docs to Emoji 🥳 🎉 💥 🤯 🤯. PR #5385 by @LeeeeT.
📝 Add notification message warning about old versions of FastAPI not supporting Annotated. PR #9298 by @grdworkin.
📝 Fix typo in docs/en/docs/advanced/behind-a-proxy.md. PR #5681 by @Leommjr.
✏ Fix wrong import from typing module in Persian translations for docs/fa/docs/index.md. PR #6083 by @Kimiaattaei.
✏️ Fix format, remove unnecessary asterisks in docs/en/docs/help-fastapi.md. PR #9249 by @armgabrielyan.
✏ Fix typo in docs/en/docs/tutorial/query-params-str-validations.md. PR #9272 by @nicornk.
✏ Fix typo/bug in inline code example in docs/en/docs/tutorial/query-params-str-validations.md. PR #9273 by @tim-habitat.
✏ Fix typo in docs/en/docs/tutorial/path-params-numeric-validations.md. PR #9282 by @aadarsh977.
✏ Fix typo: 'wll' to 'will' in docs/en/docs/tutorial/query-params-str-validations.md. PR #9380 by @dasstyxx.
Translations
🌐 Add French translation for docs/fr/docs/advanced/index.md. PR #5673 by @axel584.
🌐 Add Portuguese translation for docs/pt/docs/tutorial/body-nested-models.md. PR #4053 by @luccasmmg.
🌐 Add Russian translation for docs/ru/docs/alternatives.md. PR #5994 by @Xewus.
🌐 Add Portuguese translation for docs/pt/docs/tutorial/extra-models.md. PR #5912 by @LorhanSohaky.
🌐 Add Portuguese translation for docs/pt/docs/tutorial/path-operation-configuration.md. PR #5936 by @LorhanSohaky.
🌐 Add Russian translation for docs/ru/docs/contributing.md. PR #6002 by @stigsanek.
🌐 Add Korean translation for docs/tutorial/dependencies/classes-as-dependencies.md. PR #9176 by @sehwan505.
🌐 Add Russian translation for docs/ru/docs/project-generation.md. PR #9243 by @Xewus.
🌐 Add French translation for docs/fr/docs/index.md. PR #9265 by @frabc.
🌐 Add Russian translation for docs/ru/docs/tutorial/query-params-str-validations.md. PR #9267 by @dedkot01.
🌐 Add Russian translation for docs/ru/docs/benchmarks.md. PR #9271 by @Xewus.
Internal
🔧 Update sponsors: remove Jina. PR #9388 by @tiangolo.
🔧 Update sponsors, add databento, remove Ines's course and StriveWorks. PR #9351 by @tiangolo."
6,"Highlights
This release adds support for dependencies and parameters using Annotated and recommends its usage. ✨
This has several benefits, one of the main ones is that now the parameters of your functions with Annotated would not be affected at all.
If you call those functions in other places in your code, the actual default values will be kept, your editor will help you notice missing required arguments, Python will require you to pass required arguments at runtime, you will be able to use the same functions for different things and with different libraries (e.g. Typer will soon support Annotated too, then you could use the same function for an API and a CLI), etc.
Because Annotated is standard Python, you still get all the benefits from editors and tools, like autocompletion, inline errors, etc.
One of the biggest benefits is that now you can create Annotated dependencies that are then shared by multiple path operation functions, this will allow you to reduce a lot of code duplication in your codebase, while keeping all the support from editors and tools.
For example, you could have code like this:
```Python
def get_current_user(token: str):
    # authenticate user
    return User()
@app.get(""/items/"")
def read_items(user: User = Depends(get_current_user)):
    ...
@app.post(""/items/"")
def create_item(*, user: User = Depends(get_current_user), item: Item):
    ...
@app.get(""/items/{item_id}"")
def read_item(*, user: User = Depends(get_current_user), item_id: int):
    ...
@app.delete(""/items/{item_id}"")
def delete_item(*, user: User = Depends(get_current_user), item_id: int):
    ...
```
There's a bit of code duplication for the dependency:
Python
user: User = Depends(get_current_user)
...the bigger the codebase, the more noticeable it is.
Now you can create an annotated dependency once, like this:
Python
CurrentUser = Annotated[User, Depends(get_current_user)]
And then you can reuse this Annotated dependency:
```Python
CurrentUser = Annotated[User, Depends(get_current_user)]
@app.get(""/items/"")
def read_items(user: CurrentUser):
    ...
@app.post(""/items/"")
def create_item(user: CurrentUser, item: Item):
    ...
@app.get(""/items/{item_id}"")
def read_item(user: CurrentUser, item_id: int):
    ...
@app.delete(""/items/{item_id}"")
def delete_item(user: CurrentUser, item_id: int):
    ...
```
...and CurrentUser has all the typing information as User, so your editor will work as expected (autocompletion and everything), and FastAPI will be able to understand the dependency defined in Annotated. 😎
Roughly all the docs have been rewritten to use Annotated as the main way to declare parameters and dependencies. All the examples in the docs now include a version with Annotated and a version without it, for each of the specific Python versions (when there are small differences/improvements in more recent versions). There were around 23K new lines added between docs, examples, and tests. 🚀
The key updated docs are:

Python Types Intro:
Type Hints with Metadata Annotations.


Tutorial:
Query Parameters and String Validations - Additional validation
Advantages of Annotated


Path Parameters and Numeric Validations - Order the parameters as you need, tricks
Better with Annotated


Dependencies - First Steps - Share Annotated dependencies



Special thanks to @nzig for the core implementation and to @adriangb for the inspiration and idea with Xpresso! 🚀
Features

✨Add support for PEP-593 Annotated for specifying dependencies and parameters. PR #4871 by @nzig.

Docs

📝 Tweak tip recommending Annotated in docs. PR #9270 by @tiangolo.
📝 Update order of examples, latest Python version first, and simplify version tab names. PR #9269 by @tiangolo.
📝 Update all docs to use Annotated as the main recommendation, with new examples and tests. PR #9268 by @tiangolo.
","Highlights
This release adds support for dependencies and parameters using Annotated and recommends its usage. ✨
This has several benefits, one of the main ones is that now the parameters of your functions with Annotated would not be affected at all.
If you call those functions in other places in your code, the actual default values will be kept, your editor will help you notice missing required arguments, Python will require you to pass required arguments at runtime, you will be able to use the same functions for different things and with different libraries (e.g. Typer will soon support Annotated too, then you could use the same function for an API and a CLI), etc.
Because Annotated is standard Python, you still get all the benefits from editors and tools, like autocompletion, inline errors, etc.
One of the biggest benefits is that now you can create Annotated dependencies that are then shared by multiple path operation functions, this will allow you to reduce a lot of code duplication in your codebase, while keeping all the support from editors and tools.
For example, you could have code like this:
module
There's a bit of code duplication for the dependency:
Python
user: User = Depends(get_current_user)
...the bigger the codebase, the more noticeable it is.
Now you can create an annotated dependency once, like this:
Python
CurrentUser = Annotated[User, Depends(get_current_user)]
And then you can reuse this Annotated dependency:
module
...and CurrentUser has all the typing information as User, so your editor will work as expected (autocompletion and everything), and FastAPI will be able to understand the dependency defined in Annotated. 😎
Roughly all the docs have been rewritten to use Annotated as the main way to declare parameters and dependencies. All the examples in the docs now include a version with Annotated and a version without it, for each of the specific Python versions (when there are small differences/improvements in more recent versions). There were around 23K new lines added between docs, examples, and tests. 🚀
The key updated docs are:
Python Types Intro:
Type Hints with Metadata Annotations.
Tutorial:
Query Parameters and String Validations - Additional validation
Advantages of Annotated
Path Parameters and Numeric Validations - Order the parameters as you need, tricks
Better with Annotated
Dependencies - First Steps - Share Annotated dependencies
Special thanks to @nzig for the core implementation and to @adriangb for the inspiration and idea with Xpresso! 🚀
Features
✨Add support for PEP-593 Annotated for specifying dependencies and parameters. PR #4871 by @nzig.
Docs
📝 Tweak tip recommending Annotated in docs. PR #9270 by @tiangolo.
📝 Update order of examples, latest Python version first, and simplify version tab names. PR #9269 by @tiangolo.
📝 Update all docs to use Annotated as the main recommendation, with new examples and tests. PR #9268 by @tiangolo."
7,"Fixes

🎨 Fix types for lifespan, upgrade Starlette to 0.26.1. PR #9245 by @tiangolo.
","Fixes
🎨 Fix types for lifespan, upgrade Starlette to 0.26.1. PR #9245 by @tiangolo."
8,"Upgrades

⬆ Upgrade python-multipart to support 0.0.6. PR #9212 by @musicinmybrain.
⬆️ Upgrade Starlette version, support new lifespan with state. PR #9239 by @tiangolo.

Docs

📝 Update Sentry link in docs. PR #9218 by @smeubank.

Translations

🌐 Add Russian translation for docs/ru/docs/history-design-future.md. PR #5986 by @Xewus.

Internal

➕ Add pydantic to PyPI classifiers. PR #5914 by @yezz123.
⬆ Bump black from 22.10.0 to 23.1.0. PR #5953 by @dependabot[bot].
⬆ Bump types-ujson from 5.6.0.0 to 5.7.0.1. PR #6027 by @dependabot[bot].
⬆ Bump dawidd6/action-download-artifact from 2.24.3 to 2.26.0. PR #6034 by @dependabot[bot].
⬆ [pre-commit.ci] pre-commit autoupdate. PR #5709 by @pre-commit-ci[bot].
","Upgrades
⬆ Upgrade python-multipart to support 0.0.6. PR #9212 by @musicinmybrain.
⬆️ Upgrade Starlette version, support new lifespan with state. PR #9239 by @tiangolo.
Docs
📝 Update Sentry link in docs. PR #9218 by @smeubank.
Translations
🌐 Add Russian translation for docs/ru/docs/history-design-future.md. PR #5986 by @Xewus.
Internal
➕ Add pydantic to PyPI classifiers. PR #5914 by @yezz123.
⬆ Bump black from 22.10.0 to 23.1.0. PR #5953 by @dependabot[bot].
⬆ Bump types-ujson from 5.6.0.0 to 5.7.0.1. PR #6027 by @dependabot[bot].
⬆ Bump dawidd6/action-download-artifact from 2.24.3 to 2.26.0. PR #6034 by @dependabot[bot].
⬆ [pre-commit.ci] pre-commit autoupdate. PR #5709 by @pre-commit-ci[bot]."
9,"Features

✨ Add support for lifespan async context managers (superseding startup and shutdown events). Initial PR #2944 by @uSpike.

Now, instead of using independent startup and shutdown events, you can define that logic in a single function with yield decorated with @asynccontextmanager (an async context manager).
For example:
```Python
from contextlib import asynccontextmanager
from fastapi import FastAPI
def fake_answer_to_everything_ml_model(x: float):
    return x * 42
ml_models = {}
@asynccontextmanager
async def lifespan(app: FastAPI):
    # Load the ML model
    ml_models[""answer_to_everything""] = fake_answer_to_everything_ml_model
    yield
    # Clean up the ML models and release the resources
    ml_models.clear()
app = FastAPI(lifespan=lifespan)
@app.get(""/predict"")
async def predict(x: float):
    result = ml_models""answer_to_everything""
    return {""result"": result}
```
Note: This is the recommended way going forward, instead of using startup and shutdown events.
Read more about it in the new docs: Advanced User Guide: Lifespan Events.
Docs

✏ Fix formatting in docs/en/docs/tutorial/metadata.md for ReDoc. PR #6005 by @eykamp.

Translations

🌐 Tamil translations - initial setup. PR #5564 by @gusty1g.
🌐 Add French translation for docs/fr/docs/advanced/path-operation-advanced-configuration.md. PR #9221 by @axel584.
🌐 Add French translation for docs/tutorial/debugging.md. PR #9175 by @frabc.
🌐 Initiate Armenian translation setup. PR #5844 by @har8.
🌐 Add French translation for deployment/manually.md. PR #3693 by @rjNemo.

Internal

👷 Update translation bot messages. PR #9206 by @tiangolo.
👷 Update translations bot to use Discussions, and notify when a PR is done. PR #9183 by @tiangolo.
🔧 Update sponsors-badges. PR #9182 by @tiangolo.
👥 Update FastAPI People. PR #9181 by @github-actions[bot].
🔊 Log GraphQL errors in FastAPI People, because it returns 200, with a payload with an error. PR #9171 by @tiangolo.
💚 Fix/workaround GitHub Actions in Docker with git for FastAPI People. PR #9169 by @tiangolo.
♻️ Refactor FastAPI Experts to use only discussions now that questions are migrated. PR #9165 by @tiangolo.
⬆️ Upgrade analytics. PR #6025 by @tiangolo.
⬆️ Upgrade and re-enable installing Typer-CLI. PR #6008 by @tiangolo.
","Features
✨ Add support for lifespan async context managers (superseding startup and shutdown events). Initial PR #2944 by @uSpike.
Now, instead of using independent startup and shutdown events, you can define that logic in a single function with yield decorated with @asynccontextmanager (an async context manager).
For example:
module
Note: This is the recommended way going forward, instead of using startup and shutdown events.
Read more about it in the new docs: Advanced User Guide: Lifespan Events.
Docs
✏ Fix formatting in docs/en/docs/tutorial/metadata.md for ReDoc. PR #6005 by @eykamp.
Translations
🌐 Tamil translations - initial setup. PR #5564 by @gusty1g.
🌐 Add French translation for docs/fr/docs/advanced/path-operation-advanced-configuration.md. PR #9221 by @axel584.
🌐 Add French translation for docs/tutorial/debugging.md. PR #9175 by @frabc.
🌐 Initiate Armenian translation setup. PR #5844 by @har8.
🌐 Add French translation for deployment/manually.md. PR #3693 by @rjNemo.
Internal
👷 Update translation bot messages. PR #9206 by @tiangolo.
👷 Update translations bot to use Discussions, and notify when a PR is done. PR #9183 by @tiangolo.
🔧 Update sponsors-badges. PR #9182 by @tiangolo.
👥 Update FastAPI People. PR #9181 by @github-actions[bot].
🔊 Log GraphQL errors in FastAPI People, because it returns 200, with a payload with an error. PR #9171 by @tiangolo.
💚 Fix/workaround GitHub Actions in Docker with git for FastAPI People. PR #9169 by @tiangolo.
♻️ Refactor FastAPI Experts to use only discussions now that questions are migrated. PR #9165 by @tiangolo.
⬆️ Upgrade analytics. PR #6025 by @tiangolo.
⬆️ Upgrade and re-enable installing Typer-CLI. PR #6008 by @tiangolo."
10,"🚨 This is a security fix. Please upgrade as soon as possible.
Upgrades

⬆️ Upgrade Starlette to 0.25.0. PR #5996 by @tiangolo.
This solves a vulnerability that could allow denial of service attacks by using many small multipart fields/files (parts), consuming high CPU and memory.
Only applications using forms (e.g. file uploads) could be affected.
For most cases, upgrading won't have any breaking changes.


","🚨 This is a security fix. Please upgrade as soon as possible.
Upgrades
⬆️ Upgrade Starlette to 0.25.0. PR #5996 by @tiangolo.
This solves a vulnerability that could allow denial of service attacks by using many small multipart fields/files (parts), consuming high CPU and memory.
Only applications using forms (e.g. file uploads) could be affected.
For most cases, upgrading won't have any breaking changes."
