Index,Release Note,Release Note With Abstraction
1,"CHANGELOG

#20438 [BREAKING] Drop support for Node 14
#20445 [CLEANUP] Update browser support per RFC #685. Minimum support has been updated to Chrome >= 103, Edge >= 110, Firefox >= 102, iOS >= 12, Safari >= 12, ChromeAndroid >= 112, FirefoxAndroid >= 110
#20379 [CLEANUP] Remove deprecated @ember/error package
#20380 [CLEANUP] Remove deprecated assign polyfill
#20381 [CLEANUP] Remove deprecated @ember/string package
#20382 [CLEANUP] Remove deprecated injection
#20402 [CLEANUP] Remove support for ember-cli-mocha and ember-mocha when generating test blueprints
#20406 [CLEANUP] Remove deprecated auto-location
#20413 [CLEANUP] Remove deprecated routing.transition-methods
#20416 [CLEANUP] Finish cleaning up Location interface
#20434 [BUGFIX] Fix HistoryLocation preview types
#20441 [BUGFIX] Fix for TS 5.1 nightly narrowing change
#20429 [BUGFIX] TS lint-level error in mixins/-proxy.ts
#20410 [BUGFIX] Add missing type declarations in the preview types for @ember/template-compilation
","CHANGELOG
20438 [BREAKING] Drop support for Node 14
20445 [CLEANUP] Update browser support per RFC #685. Minimum support has been updated to Chrome >= 103, Edge >= 110, Firefox >= 102, iOS >= 12, Safari >= 12, ChromeAndroid >= 112, FirefoxAndroid >= 110
20379 [CLEANUP] Remove deprecated @ember/error package
20380 [CLEANUP] Remove deprecated assign polyfill
20381 [CLEANUP] Remove deprecated @ember/string package
20382 [CLEANUP] Remove deprecated injection
20402 [CLEANUP] Remove support for ember-cli-mocha and ember-mocha when generating test blueprints
20406 [CLEANUP] Remove deprecated auto-location
20413 [CLEANUP] Remove deprecated routing.transition-methods
20416 [CLEANUP] Finish cleaning up Location interface
20434 [BUGFIX] Fix HistoryLocation preview types
20441 [BUGFIX] Fix for TS 5.1 nightly narrowing change
20429 [BUGFIX] TS lint-level error in mixins/-proxy.ts
20410 [BUGFIX] Add missing type declarations in the preview types for @ember/template-compilation"
2,"CHANGELOG

Publish v5.0.0-beta.2 again, having fixed publishing automation
","CHANGELOG
Publish v5.0.0-beta.2 again, having fixed publishing automation"
3,"CHANGELOG

#20388 [BUGFIX] Don't run getters while applying mixins
","CHANGELOG
20388 [BUGFIX] Don't run getters while applying mixins"
4,"CHANGELOG

#20388 [BUGFIX] Don't run getters while applying mixins
","CHANGELOG
20388 [BUGFIX] Don't run getters while applying mixins"
5,"CHANGELOG

#20434 [BUGFIX] Fix HistoryLocation preview types
#20438 [BREAKING] Drop support for Node 14
#20441 [BUGFIX] Fix for TS 5.1 nightly narrowing change
#20445 [CLEANUP] Update browser support per RFC #685. Minimum support has been updated to Chrome >= 103, Edge >= 110, Firefox >= 102, iOS >= 12, Safari >= 12, ChromeAndroid >= 112, FirefoxAndroid >= 110
","CHANGELOG
20434 [BUGFIX] Fix HistoryLocation preview types
20438 [BREAKING] Drop support for Node 14
20441 [BUGFIX] Fix for TS 5.1 nightly narrowing change
20445 [CLEANUP] Update browser support per RFC #685. Minimum support has been updated to Chrome >= 103, Edge >= 110, Firefox >= 102, iOS >= 12, Safari >= 12, ChromeAndroid >= 112, FirefoxAndroid >= 110"
6,"CHANGELOG

#20429 [BUGFIX] TS lint-level error in mixins/-proxy.ts
#20410 [BUGFIX] Add missing type declarations in the preview types for @ember/template-compilation
#20379 [CLEANUP] Remove deprecated @ember/error package
#20380 [CLEANUP] Remove deprecated assign polyfill
#20381 [CLEANUP] Remove deprecated @ember/string package
#20382 [CLEANUP] Remove deprecated injection
#20402 [CLEANUP] Drop support for ember-cli-mocha and ember-mocha when generating test blueprints
#20406 [CLEANUP] Remove deprecated auto-location
#20413 [CLEANUP] Remove deprecated routing.transition-methods
#20414 [CLEANUP] Add @ember/string to smoke-tests app
#20415 [CLEANUP] Remove unused imports
#20416 [CLEANUP] Finish cleaning up Location interface
","CHANGELOG
20429 [BUGFIX] TS lint-level error in mixins/-proxy.ts
20410 [BUGFIX] Add missing type declarations in the preview types for @ember/template-compilation
20379 [CLEANUP] Remove deprecated @ember/error package
20380 [CLEANUP] Remove deprecated assign polyfill
20381 [CLEANUP] Remove deprecated @ember/string package
20382 [CLEANUP] Remove deprecated injection
20402 [CLEANUP] Drop support for ember-cli-mocha and ember-mocha when generating test blueprints
20406 [CLEANUP] Remove deprecated auto-location
20413 [CLEANUP] Remove deprecated routing.transition-methods
20414 [CLEANUP] Add @ember/string to smoke-tests app
20415 [CLEANUP] Remove unused imports
20416 [CLEANUP] Finish cleaning up Location interface"
7,"CHANGELOG

#20352 [FEATURE] Enable generating Typescript blueprints when isTypeScriptProject is true without additional environment variables per RFC #800.
#20355 [FEATURE] Enhance the Typescript blueprint for generated services per RFC #800.
#20356 [FEATURE] Generate signature in Typescript component blueprints per RFC #800.
#20388 [BUGFIX] Don't run getters while applying mixins
#20398 [BUGFIX] Fix runloop types on TS 5.0+
#20385 [BUGFIX] Improve error for owner methods called after destroy
","CHANGELOG
20352 [FEATURE] Enable generating Typescript blueprints when isTypeScriptProject is true without additional environment variables per RFC #800.
20355 [FEATURE] Enhance the Typescript blueprint for generated services per RFC #800.
20356 [FEATURE] Generate signature in Typescript component blueprints per RFC #800.
20388 [BUGFIX] Don't run getters while applying mixins
20398 [BUGFIX] Fix runloop types on TS 5.0+
20385 [BUGFIX] Improve error for owner methods called after destroy"
8,"CHANGELOG

#20388 [BUGFIX] Don't run getters while applying mixins
#20398 [BUGFIX] Fix runloop types on TS 5.0+
","CHANGELOG
20388 [BUGFIX] Don't run getters while applying mixins
20398 [BUGFIX] Fix runloop types on TS 5.0+"
9,"CHANGELOG

#20385 [BUGFIX] Improve error for owner methods called after destroy
","CHANGELOG
20385 [BUGFIX] Improve error for owner methods called after destroy"
10,"CHANGELOG

#20352 [FEATURE] Enable generating Typescript blueprints when isTypeScriptProject is true without additional environment variables per RFC #800.
#20355 [FEATURE] Enhance the Typescript blueprint for generated services per RFC #800.
#20356 [FEATURE] Generate signature in Typescript component blueprints per RFC #800.
","CHANGELOG
20352 [FEATURE] Enable generating Typescript blueprints when isTypeScriptProject is true without additional environment variables per RFC #800.
20355 [FEATURE] Enhance the Typescript blueprint for generated services per RFC #800.
20356 [FEATURE] Generate signature in Typescript component blueprints per RFC #800."
11,"CHANGELOG

#20288 [FEATURE] Stable types for @ember/owner
#20323 [FEATURE] Introduce stable types for @ember/error
#20361 [BUGFIX] Support a router.ts file when generating routes
#20373 / #20374 [BUGFIX] Make the type for SafeString public
#20345 [CLEANUP] Remove flags for released features
#20285 Update to TS v4.9
","CHANGELOG
20288 [FEATURE] Stable types for @ember/owner
20323 [FEATURE] Introduce stable types for @ember/error
20361 [BUGFIX] Support a router.ts file when generating routes
20373 / #20374 [BUGFIX] Make the type for SafeString public
20345 [CLEANUP] Remove flags for released features
20285 Update to TS v4.9"
12,"CHANGELOG

#20288 [FEATURE] Stable types for @ember/owner
#20323 [FEATURE] Introduce stable types for @ember/error
#20345 [CLEANUP] Remove flags for released features
#20285 Update to TS v4.9
","CHANGELOG
20288 [FEATURE] Stable types for @ember/owner
20323 [FEATURE] Introduce stable types for @ember/error
20345 [CLEANUP] Remove flags for released features
20285 Update to TS v4.9"
13,"CHANGELOG

#20270 / #20271 [FEATURE] Add new imports for getOwner and setOwner from @ember/owner and introduce new @ember/routing sub-modules as part of RFC #821.
#20341 [DEPRECATION] Deprecations for importing htmlSafe and isHTMLSafe from @ember/string. They have moved to @ember/template. From RFC #236.
#20344 [DEPRECATION] Deprecate @ember/string when used from ember-source; point users to add the @ember/string addon per RFC #236.
#20342 [DEPRECATION] Deprecate @ember/error per RFC #889.
#20327 [BUGFIX] Fix the types for the mutation-methods of NativeArray
#20283 [BUGFIX] revert TS compilerOptions.target to ES2017
#20253 Types: Add the Resolver type to preview types
#20319 Types: resolve services with Owner.lookup
","CHANGELOG
20270 / #20271 [FEATURE] Add new imports for getOwner and setOwner from @ember/owner and introduce new @ember/routing sub-modules as part of RFC #821.
20341 [DEPRECATION] Deprecations for importing htmlSafe and isHTMLSafe from @ember/string. They have moved to @ember/template. From RFC #236.
20344 [DEPRECATION] Deprecate @ember/string when used from ember-source; point users to add the @ember/string addon per RFC #236.
20342 [DEPRECATION] Deprecate @ember/error per RFC #889.
20327 [BUGFIX] Fix the types for the mutation-methods of NativeArray
20283 [BUGFIX] revert TS compilerOptions.target to ES2017
20253 Types: Add the Resolver type to preview types
20319 Types: resolve services with Owner.lookup"
14,"CHANGELOG

#20327 [BUGFIX] Fix the types for the mutation-methods of NativeArray
","CHANGELOG
20327 [BUGFIX] Fix the types for the mutation-methods of NativeArray"
15,"CHANGELOG

#20321 [BUGFIX LTS] types: ContainerDebugAdapter extends EmberObject, not Object
","CHANGELOG
20321 [BUGFIX LTS] types: ContainerDebugAdapter extends EmberObject, not Object"
16,"CHANGELOG

#20321 [BUGFIX] types: ContainerDebugAdapter extends EmberObject, not Object
","CHANGELOG
20321 [BUGFIX] types: ContainerDebugAdapter extends EmberObject, not Object"
17,"CHANGELOG

#20296 [BUGFIX] Controller queryParams should support readonly arrays
#20318 [BUGFIX] Backport Resolver to preview types
","CHANGELOG
20296 [BUGFIX] Controller queryParams should support readonly arrays
20318 [BUGFIX] Backport Resolver to preview types"
18,"CHANGELOG

#20321 [BUGFIX LTS] types: ContainerDebugAdapter extends EmberObject, not Object
","CHANGELOG
20321 [BUGFIX LTS] types: ContainerDebugAdapter extends EmberObject, not Object"
19,"CHANGELOG

#20296 Controller queryParams should support readonly arrays
#20318 Backport Resolver to preview types
","CHANGELOG
20296 Controller queryParams should support readonly arrays
20318 Backport Resolver to preview types"
20,"CHANGELOG

#20283 [BUGFIX] revert TS compilerOptions.target to ES2017
#20284 [BUGFIX] remove incorrect types for deprecation functions
","CHANGELOG
20283 [BUGFIX] revert TS compilerOptions.target to ES2017
20284 [BUGFIX] remove incorrect types for deprecation functions"
21,"CHANGELOG

#20284 [BUGFIX] remove incorrect types for deprecation functions
","CHANGELOG
20284 [BUGFIX] remove incorrect types for deprecation functions"
22,"CHANGELOG

#20286 [BUGFIX LTS] Allow class-based helpers in strict-mode
","CHANGELOG
20286 [BUGFIX LTS] Allow class-based helpers in strict-mode"
23,"CHANGELOG

#20253 [FEATURE] Add the Resolver type to preview types
#20270 / #20271 [FEATURE] Add new imports for getOwner and setOwner from @ember/owner and introduce new @ember/routing sub-modules as part of RFC #821.
","CHANGELOG
20253 [FEATURE] Add the Resolver type to preview types
20270 / #20271 [FEATURE] Add new imports for getOwner and setOwner from @ember/owner and introduce new @ember/routing sub-modules as part of RFC #821."
24,"CHANGELOG

#20274 [BUGFIX] Add some missing types to preview types
#20256 [BUGFIX] Correct types for Ember Arrays
#20257 [BUGFIX] Fix types for getOwner and GlimmerComponent
#20233 [BUGFIX] Include package name in deprecation error message
#20235 [BUGFIX] Update @types/node for TS 4.9 issue
#20238 [BUGFIX] Update Node.js versions to match support policy
#20227 [BUGFIX] Fix unsafe internal cast for NativeArray
#20228 [BUGFIX] Remove type export for ControllerMixin
#20203 / #20204 [FEATURE] Preview types: Update to Typescript 4.8
","CHANGELOG
20274 [BUGFIX] Add some missing types to preview types
20256 [BUGFIX] Correct types for Ember Arrays
20257 [BUGFIX] Fix types for getOwner and GlimmerComponent
20233 [BUGFIX] Include package name in deprecation error message
20235 [BUGFIX] Update @types/node for TS 4.9 issue
20238 [BUGFIX] Update Node.js versions to match support policy
20227 [BUGFIX] Fix unsafe internal cast for NativeArray
20228 [BUGFIX] Remove type export for ControllerMixin
20203 / #20204 [FEATURE] Preview types: Update to Typescript 4.8"
25,"CHANGELOG

#20256 [BUGFIX] Correct types for Ember Arrays
#20257 [BUGFIX] Fix types for getOwner and GlimmerComponent
","CHANGELOG
20256 [BUGFIX] Correct types for Ember Arrays
20257 [BUGFIX] Fix types for getOwner and GlimmerComponent"
26,"CHANGELOG

#20244 Add missing type for getComponentTemplate to preview types
","CHANGELOG
20244 Add missing type for getComponentTemplate to preview types"
27,"CHANGELOG

CVE pending Fix a prototype pollution vulnerability in set and setProperties
#20233 [BUGFIX] Include package name in deprecation error message
#20235 [BUGFIX] Update @types/node for TS 4.9 issue
#20238 [BUGFIX] Update Node.js versions to match support policy
#20244 [BUGFIX] Expose getComponentTemplate type
","CHANGELOG
CVE pending Fix a prototype pollution vulnerability in set and setProperties
20233 [BUGFIX] Include package name in deprecation error message
20235 [BUGFIX] Update @types/node for TS 4.9 issue
20238 [BUGFIX] Update Node.js versions to match support policy
20244 [BUGFIX] Expose getComponentTemplate type"
28,"CHANGELOG

CVE pending Fix a prototype pollution vulnerability in set and setProperties
","CHANGELOG
CVE pending Fix a prototype pollution vulnerability in set and setProperties"
29,"CHANGELOG

CVE pending Fix a prototype pollution vulnerability in set and setProperties
","CHANGELOG
CVE pending Fix a prototype pollution vulnerability in set and setProperties"
30,"CHANGELOG

CVE pending Fix a prototype pollution vulnerability in set and setProperties
","CHANGELOG
CVE pending Fix a prototype pollution vulnerability in set and setProperties"
31,"CHANGELOG

CVE pending Fix a prototype pollution vulnerability in set and setProperties
","CHANGELOG
CVE pending Fix a prototype pollution vulnerability in set and setProperties"
32,"CHANGELOG

#20227 [BUGFIX] Fix unsafe internal cast for NativeArray
#20228 [BUGFIX] Remove type export for ControllerMixin
","CHANGELOG
20227 [BUGFIX] Fix unsafe internal cast for NativeArray
20228 [BUGFIX] Remove type export for ControllerMixin"
33,"CHANGELOG

#20203 / #20204 [FEATURE] Preview types: Update to Typescript 4.8
","CHANGELOG
20203 / #20204 [FEATURE] Preview types: Update to Typescript 4.8"
34,"CHANGELOG

#20180 [FEATURE] Publish an opt-in preview of public types for Ember
#20166 [BUGFIX] Upgrade router_js to fix Linked list of RouteInfos contains undefined object
","CHANGELOG
20180 [FEATURE] Publish an opt-in preview of public types for Ember
20166 [BUGFIX] Upgrade router_js to fix Linked list of RouteInfos contains undefined object"
