Index,Message,Description,Message Abstract,Description Abstract
1,chore(deps-dev): bump webpack from 5.86.0 to 5.87.0 (#3855),Bumps webpack from 5.86.0 to 5.87.0. - Release notes - Commits  updated-dependencies: - dependency-name: webpack   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,chore(deps-dev): bump webpack from 5.86.0 to 5.87.0 (#3855),Bumps webpack from 5.86.0 to 5.87.0. - Release notes - Commits updated-dependencies: - dependency-name: webpack   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
2,chore(deps-dev): bump @babel/core from 7.22.1 to 7.22.5 (#3842),"Bumps @babel/core from 7.22.1 to 7.22.5. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@babel/core""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",chore(deps-dev): bump @babel/core from 7.22.1 to 7.22.5 (#3842),"Bumps @babel/core from 7.22.1 to 7.22.5. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ""@babel/core""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
3,chore(deps-dev): bump sass from 1.63.3 to 1.63.4 (#3854),Bumps sass from 1.63.3 to 1.63.4. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sass   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,chore(deps-dev): bump sass from 1.63.3 to 1.63.4 (#3854),Bumps sass from 1.63.3 to 1.63.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: sass   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
4,chore(deps-dev): bump @typescript-eslint/eslint-plugin (#3851),"Bumps @typescript-eslint/eslint-plugin from 5.59.9 to 5.59.11. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/eslint-plugin""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",chore(deps-dev): bump @typescript-eslint/eslint-plugin (#3851),"Bumps @typescript-eslint/eslint-plugin from 5.59.9 to 5.59.11. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ""@typescript-eslint/eslint-plugin""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
5,chore(deps-dev): bump @typescript-eslint/parser from 5.59.9 to 5.59.11 (#3852),"Bumps @typescript-eslint/parser from 5.59.9 to 5.59.11. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/parser""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",chore(deps-dev): bump @typescript-eslint/parser from 5.59.9 to 5.59.11 (#3852),"Bumps @typescript-eslint/parser from 5.59.9 to 5.59.11. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ""@typescript-eslint/parser""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
6,chore(deps-dev): bump @types/node from 18.16.17 to 18.16.18 (#3853),"Bumps @types/node from 18.16.17 to 18.16.18. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",chore(deps-dev): bump @types/node from 18.16.17 to 18.16.18 (#3853),"Bumps @types/node from 18.16.17 to 18.16.18. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
7,chore(deps-dev): bump webpack-dev-server from 4.15.0 to 4.15.1 (#3848),Bumps webpack-dev-server from 4.15.0 to 4.15.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: webpack-dev-server   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,chore(deps-dev): bump webpack-dev-server from 4.15.0 to 4.15.1 (#3848),Bumps webpack-dev-server from 4.15.0 to 4.15.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: webpack-dev-server   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
8,chore(deps-dev): bump @types/node from 18.16.16 to 18.16.17 (#3847),"Bumps @types/node from 18.16.16 to 18.16.17. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",chore(deps-dev): bump @types/node from 18.16.16 to 18.16.17 (#3847),"Bumps @types/node from 18.16.16 to 18.16.17. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
9,chore(deps-dev): bump sass from 1.63.2 to 1.63.3 (#3850),Bumps sass from 1.63.2 to 1.63.3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sass   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,chore(deps-dev): bump sass from 1.63.2 to 1.63.3 (#3850),Bumps sass from 1.63.2 to 1.63.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: sass   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
10,chore(deps-dev): bump sass-loader from 13.3.1 to 13.3.2 (#3849),Bumps sass-loader from 13.3.1 to 13.3.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sass-loader   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,chore(deps-dev): bump sass-loader from 13.3.1 to 13.3.2 (#3849),Bumps sass-loader from 13.3.1 to 13.3.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: sass-loader   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
11,chore: .gitattributes updated to ignore .tpl files (#3846),,chore: .gitattributes updated to ignore .tpl files (#3846),
12,chore: fix eslint warnings (#3845),,chore: fix eslint warnings (#3845),
13,chore(deps-dev): bump @babel/register from 7.21.0 to 7.22.5 (#3843),"Bumps @babel/register from 7.21.0 to 7.22.5. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@babel/register""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",chore(deps-dev): bump @babel/register from 7.21.0 to 7.22.5 (#3843),"Bumps @babel/register from 7.21.0 to 7.22.5. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ""@babel/register""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
14,chore(deps-dev): bump @babel/preset-env from 7.22.4 to 7.22.5 (#3844),"Bumps @babel/preset-env from 7.22.4 to 7.22.5. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@babel/preset-env""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",chore(deps-dev): bump @babel/preset-env from 7.22.4 to 7.22.5 (#3844),"Bumps @babel/preset-env from 7.22.4 to 7.22.5. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ""@babel/preset-env""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com"
15,chore(deps-dev): bump sass from 1.62.1 to 1.63.2 (#3841),Bumps sass from 1.62.1 to 1.63.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sass   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,chore(deps-dev): bump sass from 1.62.1 to 1.63.2 (#3841),Bumps sass from 1.62.1 to 1.63.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: sass   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
16,docs: update changelog,,docs: update changelog,
17,chore(release): publish new version, @webpack-cli/generators@3.0.7 webpack-cli@5.1.4,chore(release): publish new version,@webpack-cli/generators@3.0.7 webpack-cli@5.1.4
