Index,Message,Description,Message Abstract,Description Abstract
1,chore(): release v10.0.2,,chore(): release v10.0.2,
2,ci: revert node version,,ci: revert node version,
3,feat: generate type imports for readonly visitors,,feat: generate type imports for readonly visitors,
4,chore: fix package lock,,chore: fix package lock,
5,chore(): release v10.0.1,,chore(): release v10.0.1,
6,chore: bump schematics version,,chore: bump schematics version,
7,fix: kill child process on exit (swc),,fix: kill child process on exit (swc),
8,chore(): release v10.0.0,,chore(): release v10.0.0,
9,chore: upgrade typescript,,chore: upgrade typescript,
10,chore: bump schematics version,,chore: bump schematics version,
11,Merge pull request #2120 from nestjs/renovate/swc-monorepo,chore(deps): update dependency @swc/core to v1.3.64,Merge pull request #2120 from nestjs/renovate/swc-monorepo,chore(deps): update dependency @swc/core to v1.3.64
12,Merge pull request #2118 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.87.0,Merge pull request #2118 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.87.0
13,chore(deps): update dependency @swc/core to v1.3.64,,chore(deps): update dependency @swc/core to v1.3.64,
14,Merge pull request #2117 from nestjs/10.0.0,chore: laying the grounds for v10.0.0,Merge pull request #2117 from nestjs/10.0.0,chore: laying the grounds for v10.0.0
15,fix(deps): update dependency webpack to v5.87.0,,fix(deps): update dependency webpack to v5.87.0,
16,Merge pull request #2107 from nestjs/feat/swc-support,feat: introduce swc support,Merge pull request #2107 from nestjs/feat/swc-support,feat: introduce swc support
17,chore: resolve conflicts,,chore: resolve conflicts,
18,Merge pull request #2092 from nestjs/chore/drop-support-for-old-typescript,chore: drop support for typescript < 4.8,Merge pull request #2092 from nestjs/chore/drop-support-for-old-typescript,chore: drop support for typescript < 4.8
19,chore: laying the grounds for v10.0.0,,chore: laying the grounds for v10.0.0,
20,Merge pull request #2116 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v16.1.0,Merge pull request #2116 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v16.1.0
21,fix(deps): update angular-cli monorepo to v16.1.0,,fix(deps): update angular-cli monorepo to v16.1.0,
22,chore(deps): update dependency @types/node to v18.16.18,,chore(deps): update dependency @types/node to v18.16.18,
23,chore(deps): update typescript-eslint monorepo to v5.59.11,,chore(deps): update typescript-eslint monorepo to v5.59.11,
24,Merge pull request #2113 from nestjs/renovate/node-18.x,chore(deps): update dependency @types/node to v18.16.17,Merge pull request #2113 from nestjs/renovate/node-18.x,chore(deps): update dependency @types/node to v18.16.17
25,chore(deps): update dependency @types/node to v18.16.17,,chore(deps): update dependency @types/node to v18.16.17,
26,Merge pull request #2095 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.86.0,Merge pull request #2095 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.86.0
27,Merge pull request #2097 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v16.0.5,Merge pull request #2097 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v16.0.5
28,fix(deps): update dependency webpack to v5.86.0,,fix(deps): update dependency webpack to v5.86.0,
29,fix(deps): update angular-cli monorepo to v16.0.5,,fix(deps): update angular-cli monorepo to v16.0.5,
30,chore: use export default for metadata cache,,chore: use export default for metadata cache,
31,chore: fix typo,,chore: fix typo,
32,chore: update deps,,chore: update deps,
33,feat: several improvements and minor fixes,,feat: several improvements and minor fixes,
34,feat: introduce swc support,,feat: introduce swc support,
35,chore(deps): update typescript-eslint monorepo to v5.59.9,,chore(deps): update typescript-eslint monorepo to v5.59.9,
36,chore(deps): update dependency release-it to v15.11.0,,chore(deps): update dependency release-it to v15.11.0,
37,chore(deps): update dependency eslint to v8.42.0,,chore(deps): update dependency eslint to v8.42.0,
38,chore(deps): update dependency release-it to v15.10.5,,chore(deps): update dependency release-it to v15.10.5,
39,chore(deps): update dependency @types/jest to v29.5.2,,chore(deps): update dependency @types/jest to v29.5.2,
40,chore(deps): update commitlint monorepo to v17.6.5,,chore(deps): update commitlint monorepo to v17.6.5,
41,chore(deps): update typescript-eslint monorepo to v5.59.8,,chore(deps): update typescript-eslint monorepo to v5.59.8,
42,chore(deps): update dependency @types/node to v18.16.16,,chore(deps): update dependency @types/node to v18.16.16,
43,chore(deps): update dependency @types/node to v18.16.15,,chore(deps): update dependency @types/node to v18.16.15,
44,chore(deps): update dependency ts-loader to v9.4.3,,chore(deps): update dependency ts-loader to v9.4.3,
45,chore: drop support for typescript < 4.8,,chore: drop support for typescript < 4.8,
46,chore(deps): update typescript-eslint monorepo to v5.59.7,,chore(deps): update typescript-eslint monorepo to v5.59.7,
47,chore(deps): update dependency @types/node to v18.16.14,,chore(deps): update dependency @types/node to v18.16.14,
48,chore(deps): update dependency eslint to v8.41.0,,chore(deps): update dependency eslint to v8.41.0,
49,Merge pull request #2053 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v16.0.2,Merge pull request #2053 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v16.0.2
50,Merge pull request #2084 from nestjs/renovate/nest-monorepo,fix(deps): update dependency @nestjs/schematics to v9.2.0,Merge pull request #2084 from nestjs/renovate/nest-monorepo,fix(deps): update dependency @nestjs/schematics to v9.2.0
51,Merge pull request #2085 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.83.1,Merge pull request #2085 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.83.1
52,chore(deps): update dependency @types/node to v18.16.13,,chore(deps): update dependency @types/node to v18.16.13,
53,fix(deps): update dependency webpack to v5.83.1,,fix(deps): update dependency webpack to v5.83.1,
54,fix(deps): update dependency @nestjs/schematics to v9.2.0,,fix(deps): update dependency @nestjs/schematics to v9.2.0,
55,fix(deps): update angular-cli monorepo to v16.0.2,,fix(deps): update angular-cli monorepo to v16.0.2,
56,chore(): release v9.5.0,,chore(): release v9.5.0,
57,Merge pull request #2054 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.82.1,Merge pull request #2054 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.82.1
58,Merge pull request #2062 from nestjs/renovate/cimg-node-20.x,chore(deps): update node.js to v20.2,Merge pull request #2062 from nestjs/renovate/cimg-node-20.x,chore(deps): update node.js to v20.2
59,Merge pull request #2063 from nestjs/renovate/major-angular-cli-monorepo,fix(deps): update angular-cli monorepo to v16 (major),Merge pull request #2063 from nestjs/renovate/major-angular-cli-monorepo,fix(deps): update angular-cli monorepo to v16 (major)
60,Merge pull request #2083 from nestjs/dependabot/npm_and_yarn/vm2-3.9.19,chore(deps): bump vm2 from 3.9.17 to 3.9.19,Merge pull request #2083 from nestjs/dependabot/npm_and_yarn/vm2-3.9.19,chore(deps): bump vm2 from 3.9.17 to 3.9.19
61,Merge pull request #2046 from micalevisk/file-system-reader-refactor,refactor: use native fs promise-based API instead of promisify & fix formatting,Merge pull request #2046 from micalevisk/file-system-reader-refactor,refactor: use native fs promise-based API instead of promisify & fix formatting
62,Merge pull request #2070 from m4tt72/feat/allow-disable-manual-restart-watchmode,feat: allow disabling manual restart for ts watchmode,Merge pull request #2070 from m4tt72/feat/allow-disable-manual-restart-watchmode,feat: allow disabling manual restart for ts watchmode
63,chore(deps): bump vm2 from 3.9.17 to 3.9.19,Bumps vm2 from 3.9.17 to 3.9.19. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump vm2 from 3.9.17 to 3.9.19,Bumps vm2 from 3.9.17 to 3.9.19. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
64,chore(deps): update dependency @types/node to v18.16.12,,chore(deps): update dependency @types/node to v18.16.12,
65,chore(deps): update node.js to v20.2,,chore(deps): update node.js to v20.2,
66,feat: set default value for 'manualRestart' to false,,feat: set default value for 'manualRestart' to false,
67,refactor: rename 'restartable' to 'manualRestart',,refactor: rename 'restartable' to 'manualRestart',
68,chore(deps): update dependency @types/node to v18.16.10,,chore(deps): update dependency @types/node to v18.16.10,
69,chore(deps): update typescript-eslint monorepo to v5.59.6,,chore(deps): update typescript-eslint monorepo to v5.59.6,
70,Merge pull request #2068 from cesarkohl/patch-1,Remove duplicated type,Merge pull request #2068 from cesarkohl/patch-1,Remove duplicated type
71,chore(deps): update dependency @types/node to v18.16.9,,chore(deps): update dependency @types/node to v18.16.9,
72,chore(deps): update dependency @types/node to v18.16.8,,chore(deps): update dependency @types/node to v18.16.8,
73,fix(deps): update angular-cli monorepo to v16,,fix(deps): update angular-cli monorepo to v16,
74,fix(deps): update dependency webpack to v5.82.1,,fix(deps): update dependency webpack to v5.82.1,
75,chore(deps): update dependency @types/node to v18.16.7,,chore(deps): update dependency @types/node to v18.16.7,
76,chore(deps): update dependency @types/node to v18.16.6,,chore(deps): update dependency @types/node to v18.16.6,
77,chore(deps): update typescript-eslint monorepo to v5.59.5,,chore(deps): update typescript-eslint monorepo to v5.59.5,
78,feat: allow disabling manual restart for ts watchmode,,feat: allow disabling manual restart for ts watchmode,
79,Remove duplicated type,Hey there :) There is this small thing I noticed.,Remove duplicated type,Hey there :) There is this small thing I noticed.
80,chore(deps): update dependency eslint to v8.40.0,,chore(deps): update dependency eslint to v8.40.0,
81,chore(deps): update dependency @types/node to v18.16.5,,chore(deps): update dependency @types/node to v18.16.5,
82,chore(deps): update dependency @types/node to v18.16.4,,chore(deps): update dependency @types/node to v18.16.4,
83,chore(deps): update commitlint monorepo to v17.6.3,,chore(deps): update commitlint monorepo to v17.6.3,
84,chore(deps): update dependency release-it to v15.10.3,,chore(deps): update dependency release-it to v15.10.3,
85,chore(deps): update typescript-eslint monorepo to v5.59.2,,chore(deps): update typescript-eslint monorepo to v5.59.2,
86,chore(deps): update dependency release-it to v15.10.2,,chore(deps): update dependency release-it to v15.10.2,
87,chore(deps): update dependency @types/node to v18.16.3,,chore(deps): update dependency @types/node to v18.16.3,
88,chore(deps): update dependency @types/node to v18.16.2,,chore(deps): update dependency @types/node to v18.16.2,
89,chore(deps): update dependency lint-staged to v13.2.2,,chore(deps): update dependency lint-staged to v13.2.2,
90,chore(deps): update dependency @types/node to v18.16.1,,chore(deps): update dependency @types/node to v18.16.1,
91,chore(deps): update typescript-eslint monorepo to v5.59.1,,chore(deps): update typescript-eslint monorepo to v5.59.1,
92,style: format everything,,style: format everything,
93,chore(): release v9.4.2,,chore(): release v9.4.2,
94,Merge pull request #2034 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.80.0,Merge pull request #2034 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.80.0
95,Merge pull request #2037 from nestjs/dependabot/npm_and_yarn/vm2-3.9.17,chore(deps): bump vm2 from 3.9.16 to 3.9.17,Merge pull request #2037 from nestjs/dependabot/npm_and_yarn/vm2-3.9.17,chore(deps): bump vm2 from 3.9.16 to 3.9.17
96,Merge pull request #2035 from nestjs/renovate/cimg-node-20.x,chore(deps): update node.js to v20,Merge pull request #2035 from nestjs/renovate/cimg-node-20.x,chore(deps): update node.js to v20
97,Merge pull request #2038 from nestjs/renovate/npm-vm2-vulnerability,chore(deps): update dependency vm2 to 3.9.17 [security],Merge pull request #2038 from nestjs/renovate/npm-vm2-vulnerability,chore(deps): update dependency vm2 to 3.9.17 [security]
98,Merge pull request #2043 from micalevisk/fix/issue-2039,fix: load the entry file supplied via command-line option,Merge pull request #2043 from micalevisk/fix/issue-2039,fix: load the entry file supplied via command-line option
99,Merge pull request #2042 from micalevisk/patch-1,perf(lib)!: prioritize 'nest-cli.json' file over all the others name patterns,Merge pull request #2042 from micalevisk/patch-1,perf(lib)!: prioritize 'nest-cli.json' file over all the others name patterns
100,perf(lib): prioritize 'nest-cli.json' file over all the others patterns,,perf(lib): prioritize 'nest-cli.json' file over all the others patterns,
101,test(lib): add unit tests for PackageManagerFactory.prototype.find,,test(lib): add unit tests for PackageManagerFactory.prototype.find,
102,refactor(lib): use promise version of fs.readdir,,refactor(lib): use promise version of fs.readdir,
103,chore(deps): update dependency prettier to v2.8.8,,chore(deps): update dependency prettier to v2.8.8,
104,chore(deps): update dependency @types/node to v18.16.0,,chore(deps): update dependency @types/node to v18.16.0,
105,refactor(lib): use canonical join instead of literal slash symbol,,refactor(lib): use canonical join instead of literal slash symbol,
106,refactor(lib): use fs promises node api instead of promisify it,,refactor(lib): use fs promises node api instead of promisify it,
107,fix: load the entry file supplied via command-line option,,fix: load the entry file supplied via command-line option,
108,chore(deps): update dependency eslint to v8.39.0,,chore(deps): update dependency eslint to v8.39.0,
109,chore(deps): update dependency @types/node to v18.15.13,,chore(deps): update dependency @types/node to v18.15.13,
110,chore(): release v9.4.1,,chore(): release v9.4.1,
111,chore: resolve conflicts,,chore: resolve conflicts,
112,fix: flat flag was always truthy,,fix: flat flag was always truthy,
113,chore(deps): update dependency vm2 to 3.9.17 [security],,chore(deps): update dependency vm2 to 3.9.17 [security],
114,chore(deps): bump vm2 from 3.9.16 to 3.9.17,Bumps vm2 from 3.9.16 to 3.9.17. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump vm2 from 3.9.16 to 3.9.17,Bumps vm2 from 3.9.16 to 3.9.17. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
115,chore(deps): update dependency @types/node to v18.15.12,,chore(deps): update dependency @types/node to v18.15.12,
116,chore(deps): update node.js to v20,,chore(deps): update node.js to v20,
117,fix(deps): update dependency webpack to v5.80.0,,fix(deps): update dependency webpack to v5.80.0,
118,chore(deps): update dependency @types/jest to v29.5.1,,chore(deps): update dependency @types/jest to v29.5.1,
119,chore(deps): update typescript-eslint monorepo to v5.59.0,,chore(deps): update typescript-eslint monorepo to v5.59.0,
120,chore(deps): update commitlint monorepo to v17.6.1,,chore(deps): update commitlint monorepo to v17.6.1,
121,Merge pull request #1968 from hrkeni/spec-file-suffix,feat: added new generate option to control spec file name,Merge pull request #1968 from hrkeni/spec-file-suffix,feat: added new generate option to control spec file name
122,chore(deps): update commitlint monorepo to v17.6.0,,chore(deps): update commitlint monorepo to v17.6.0,
123,chore(): release v9.4.0,,chore(): release v9.4.0,
124,Merge branch 'sheerlox-feat/manual-restart-watchmode',,Merge branch 'sheerlox-feat/manual-restart-watchmode',
125,chore: update manual restart tip message,,chore: update manual restart tip message,
126,Merge branch 'feat/manual-restart-watchmode' of https://github.com/sheerlox/nest-cli into sheerlox-feat/manual-restart-watchmode,,Merge branch 'feat/manual-restart-watchmode' of link into sheerlox-feat/manual-restart-watchmode,
127,chore: update package-lock,,chore: update package-lock,
128,Merge pull request #1952 from nestjs/renovate/rimraf-4.x,fix(deps): update dependency rimraf to v4.4.1,Merge pull request #1952 from nestjs/renovate/rimraf-4.x,fix(deps): update dependency rimraf to v4.4.1
129,Merge pull request #2017 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v15.2.6,Merge pull request #2017 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v15.2.6
130,Merge pull request #1961 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.79.0,Merge pull request #1961 from nestjs/renovate/webpack-5.x,fix(deps): update dependency webpack to v5.79.0
131,Merge pull request #1991 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.9,Merge pull request #1991 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.9
132,Merge pull request #2010 from nestjs/renovate/tsconfig-paths-4.x,fix(deps): update dependency tsconfig-paths to v4.2.0,Merge pull request #2010 from nestjs/renovate/tsconfig-paths-4.x,fix(deps): update dependency tsconfig-paths to v4.2.0
133,Merge pull request #2012 from nestjs/renovate/nest-monorepo,fix(deps): update dependency @nestjs/schematics to v9.1.0,Merge pull request #2012 from nestjs/renovate/nest-monorepo,fix(deps): update dependency @nestjs/schematics to v9.1.0
134,Merge pull request #2021 from nestjs/renovate/npm-vm2-vulnerability,chore(deps): update dependency vm2 to 3.9.16 [security],Merge pull request #2021 from nestjs/renovate/npm-vm2-vulnerability,chore(deps): update dependency vm2 to 3.9.16 [security]
135,Update lib/compiler/helpers/manual-restart.ts,,Update lib/compiler/helpers/manual-restart.ts,
136,Merge pull request #2028 from nestjs/dependabot/npm_and_yarn/vm2-3.9.16,chore(deps): bump vm2 from 3.9.14 to 3.9.16,Merge pull request #2028 from nestjs/dependabot/npm_and_yarn/vm2-3.9.16,chore(deps): bump vm2 from 3.9.14 to 3.9.16
137,Merge pull request #2027 from ydhn/master,feat: exec in configuration,Merge pull request #2027 from ydhn/master,feat: exec in configuration
138,chore(deps): update dependency @types/shelljs to v0.8.12,,chore(deps): update dependency @types/shelljs to v0.8.12,
139,chore(deps): update dependency vm2 to 3.9.16 [security],,chore(deps): update dependency vm2 to 3.9.16 [security],
140,chore(deps): bump vm2 from 3.9.14 to 3.9.16,Bumps vm2 from 3.9.14 to 3.9.16. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump vm2 from 3.9.14 to 3.9.16,Bumps vm2 from 3.9.14 to 3.9.16. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
141,feat: exec in configuration,,feat: exec in configuration,
142,fix(deps): update dependency webpack to v5.79.0,,fix(deps): update dependency webpack to v5.79.0,
143,chore(deps): update node.js to v19.9,,chore(deps): update node.js to v19.9,
144,fix(deps): update angular-cli monorepo to v15.2.6,,fix(deps): update angular-cli monorepo to v15.2.6,
145,chore(deps): update typescript-eslint monorepo to v5.58.0,,chore(deps): update typescript-eslint monorepo to v5.58.0,
146,chore(deps): update dependency eslint to v8.38.0,,chore(deps): update dependency eslint to v8.38.0,
147,chore(deps): update dependency lint-staged to v13.2.1,,chore(deps): update dependency lint-staged to v13.2.1,
148,chore: rename function,,chore: rename function,
149,Update README.md,,Update README.md,
150,chore(deps): update typescript-eslint monorepo to v5.57.1,,chore(deps): update typescript-eslint monorepo to v5.57.1,
151,chore(deps): update dependency release-it to v15.10.1,,chore(deps): update dependency release-it to v15.10.1,
152,chore(deps): update dependency ts-jest to v29.1.0,,chore(deps): update dependency ts-jest to v29.1.0,
153,fix: always display manual restart tip,,fix: always display manual restart tip,
154,feat: use trim instead of replace,https://github.com/nestjs/nest-cli/pull/2011#discussion_r1155183976,feat: use trim instead of replace,link
155,feat: display manual restart tip to user,,feat: display manual restart tip to user,
156,feat: implement manual restart for ts watchmode,,feat: implement manual restart for ts watchmode,
157,chore(deps): update dependency release-it to v15.10.0,,chore(deps): update dependency release-it to v15.10.0,
158,fix(deps): update dependency @nestjs/schematics to v9.1.0,,fix(deps): update dependency @nestjs/schematics to v9.1.0,
159,fix(deps): update dependency tsconfig-paths to v4.2.0,,fix(deps): update dependency tsconfig-paths to v4.2.0,
160,chore(deps): update dependency eslint to v8.37.0,,chore(deps): update dependency eslint to v8.37.0,
161,chore(deps): update dependency @types/node to v18.15.11,,chore(deps): update dependency @types/node to v18.15.11,
162,chore(deps): update dependency @commitlint/cli to v17.5.1,,chore(deps): update dependency @commitlint/cli to v17.5.1,
163,chore(deps): update typescript-eslint monorepo to v5.57.0,,chore(deps): update typescript-eslint monorepo to v5.57.0,
164,chore(deps): update dependency @types/node to v18.15.10,,chore(deps): update dependency @types/node to v18.15.10,
165,chore(deps): update dependency @types/node to v18.15.9,,chore(deps): update dependency @types/node to v18.15.9,
166,chore(deps): update dependency @types/node to v18.15.8,,chore(deps): update dependency @types/node to v18.15.8,
167,chore(deps): update dependency release-it to v15.9.3,,chore(deps): update dependency release-it to v15.9.3,
168,chore(deps): update dependency prettier to v2.8.7,,chore(deps): update dependency prettier to v2.8.7,
169,chore(deps): update dependency @types/node to v18.15.7,,chore(deps): update dependency @types/node to v18.15.7,
170,chore(deps): update dependency @types/node to v18.15.6,,chore(deps): update dependency @types/node to v18.15.6,
171,fix(deps): update dependency rimraf to v4.4.1,,fix(deps): update dependency rimraf to v4.4.1,
172,chore(deps): update dependency @commitlint/cli to v17.5.0,,chore(deps): update dependency @commitlint/cli to v17.5.0,
173,chore(deps): update dependency prettier to v2.8.6,,chore(deps): update dependency prettier to v2.8.6,
174,chore(deps): update dependency release-it to v15.9.1,,chore(deps): update dependency release-it to v15.9.1,
175,chore(deps): update typescript-eslint monorepo to v5.56.0,,chore(deps): update typescript-eslint monorepo to v5.56.0,
176,chore(deps): update dependency @types/node to v18.15.5,,chore(deps): update dependency @types/node to v18.15.5,
177,chore(deps): update dependency eslint-config-prettier to v8.8.0,,chore(deps): update dependency eslint-config-prettier to v8.8.0,
178,chore(deps): update dependency prettier to v2.8.5,,chore(deps): update dependency prettier to v2.8.5,
179,chore(): release v9.3.0,,chore(): release v9.3.0,
180,Merge pull request #1957 from nestjs/renovate/fork-ts-checker-webpack-plugin-8.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v8,Merge pull request #1957 from nestjs/renovate/fork-ts-checker-webpack-plugin-8.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v8
181,fix(deps): update dependency fork-ts-checker-webpack-plugin to v8,,fix(deps): update dependency fork-ts-checker-webpack-plugin to v8,
182,Merge pull request #1981 from nestjs/renovate/nest-monorepo,fix(deps): update dependency @nestjs/schematics to v9.0.4,Merge pull request #1981 from nestjs/renovate/nest-monorepo,fix(deps): update dependency @nestjs/schematics to v9.0.4
183,Merge pull request #1945 from HurSungYun/reorder_help_msg,chore: sort schematics in help message,Merge pull request #1945 from HurSungYun/reorder_help_msg,chore: sort schematics in help message
184,Merge branch 'nix6839-clean-dep',,Merge branch 'nix6839-clean-dep',
185,chore: resolve conflicts,,chore: resolve conflicts,
186,Merge pull request #1943 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.7,Merge pull request #1943 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.7
187,Merge pull request #1935 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v15.2.4,Merge pull request #1935 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v15.2.4
188,chore(deps): update dependency @types/jest to v29.5.0,,chore(deps): update dependency @types/jest to v29.5.0,
189,chore(deps): update dependency release-it to v15.9.0,,chore(deps): update dependency release-it to v15.9.0,
190,"chore(deps): update webpack,angular-cli,release-it",,"chore(deps): update webpack,angular-cli,release-it",
191,chore(deps): remove unused dependency ts-node,,chore(deps): remove unused dependency ts-node,
192,chore(deps): update dependency webpack to v5.76.1,,chore(deps): update dependency webpack to v5.76.1,
193,chore(): remove unused import,,chore(): remove unused import,
194,fix: invalid type,,fix: invalid type,
195,chore(deps): cleanup dependencies,,chore(deps): cleanup dependencies,
196,fix(deps): update angular-cli monorepo to v15.2.4,,fix(deps): update angular-cli monorepo to v15.2.4,
197,chore(deps): update dependency @types/jest to v29.4.4,,chore(deps): update dependency @types/jest to v29.4.4,
198,chore(deps): update dependency @types/jest to v29.4.3,,chore(deps): update dependency @types/jest to v29.4.3,
199,chore(deps): update node.js to v19.7,,chore(deps): update node.js to v19.7,
200,fix(deps): update dependency @nestjs/schematics to v9.0.4,,fix(deps): update dependency @nestjs/schematics to v9.0.4,
201,chore(deps): update dependency @types/jest to v29.4.2,,chore(deps): update dependency @types/jest to v29.4.2,
202,chore(deps): update dependency @types/node to v18.15.3,,chore(deps): update dependency @types/node to v18.15.3,
203,chore(deps): update typescript-eslint monorepo to v5.55.0,,chore(deps): update typescript-eslint monorepo to v5.55.0,
204,chore(deps): update dependency @types/node to v18.15.2,,chore(deps): update dependency @types/node to v18.15.2,
205,chore(deps): update dependency @types/jest to v29.4.1,,chore(deps): update dependency @types/jest to v29.4.1,
206,chore(deps): update dependency @types/node to v18.15.1,,chore(deps): update dependency @types/node to v18.15.1,
207,feat: added new generate option to control spec file name,,feat: added new generate option to control spec file name,
208,chore(deps): update dependency eslint to v8.36.0,,chore(deps): update dependency eslint to v8.36.0,
209,chore(deps): update dependency lint-staged to v13.2.0,,chore(deps): update dependency lint-staged to v13.2.0,
210,chore(deps): update dependency @types/node to v18.15.0,,chore(deps): update dependency @types/node to v18.15.0,
211,chore(deps): update dependency jest to v29.5.0,,chore(deps): update dependency jest to v29.5.0,
212,chore(deps): update dependency release-it to v15.8.0,,chore(deps): update dependency release-it to v15.8.0,
213,chore(deps): update typescript-eslint monorepo to v5.54.1,,chore(deps): update typescript-eslint monorepo to v5.54.1,
214,chore(deps): update dependency eslint-config-prettier to v8.7.0,,chore(deps): update dependency eslint-config-prettier to v8.7.0,
215,chore(deps): update dependency @types/node to v18.14.6,,chore(deps): update dependency @types/node to v18.14.6,
216,chore(deps): update dependency @types/node to v18.14.5,,chore(deps): update dependency @types/node to v18.14.5,
217,chore(deps): update dependency @types/node to v18.14.4,,chore(deps): update dependency @types/node to v18.14.4,
218,chore(deps): update dependency release-it to v15.7.0,,chore(deps): update dependency release-it to v15.7.0,
219,chore(deps): update dependency release-it to v15.6.1,,chore(deps): update dependency release-it to v15.6.1,
220,chore(deps): update typescript-eslint monorepo to v5.54.0,,chore(deps): update typescript-eslint monorepo to v5.54.0,
221,chore(deps): update dependency @types/node to v18.14.2,,chore(deps): update dependency @types/node to v18.14.2,
222,chore(deps): update dependency eslint to v8.35.0,,chore(deps): update dependency eslint to v8.35.0,
223,chore(deps): update dependency @types/node to v18.14.1,,chore(deps): update dependency @types/node to v18.14.1,
224,chore: sort schematics in help message,,chore: sort schematics in help message,
225,chore(deps): update typescript-eslint monorepo to v5.53.0,,chore(deps): update typescript-eslint monorepo to v5.53.0,
226,chore(deps): update dependency @types/node to v18.14.0,,chore(deps): update dependency @types/node to v18.14.0,
227,chore(deps): update commitlint monorepo to v17.4.4,,chore(deps): update commitlint monorepo to v17.4.4,
228,chore(deps): update dependency @types/webpack-node-externals to v3,,chore(deps): update dependency @types/webpack-node-externals to v3,
229,chore(deps): update dependency jest to v29.4.3,,chore(deps): update dependency jest to v29.4.3,
230,chore(deps): update typescript-eslint monorepo to v5.52.0,,chore(deps): update typescript-eslint monorepo to v5.52.0,
231,chore(deps): update dependency @types/inquirer to v8.2.6,,chore(deps): update dependency @types/inquirer to v8.2.6,
232,chore(deps): update dependency lint-staged to v13.1.2,,chore(deps): update dependency lint-staged to v13.1.2,
233,chore(deps): update commitlint monorepo to v17.4.3,,chore(deps): update commitlint monorepo to v17.4.3,
234,chore(deps): update dependency eslint to v8.34.0,,chore(deps): update dependency eslint to v8.34.0,
235,Merge pull request #1921 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.6,Merge pull request #1921 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.6
236,Merge pull request #1925 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v15.1.5,Merge pull request #1925 from nestjs/renovate/angular-cli-monorepo,fix(deps): update angular-cli monorepo to v15.1.5
237,fix(deps): update angular-cli monorepo to v15.1.5,,fix(deps): update angular-cli monorepo to v15.1.5,
238,chore(deps): update dependency prettier to v2.8.4,,chore(deps): update dependency prettier to v2.8.4,
239,chore(deps): update dependency jest to v29.4.2,,chore(deps): update dependency jest to v29.4.2,
240,chore(deps): update node.js to v19.6,,chore(deps): update node.js to v19.6,
241,chore(deps): update dependency @types/node to v18.13.0,,chore(deps): update dependency @types/node to v18.13.0,
242,chore(deps): update dependency lint-staged to v13.1.1,,chore(deps): update dependency lint-staged to v13.1.1,
