Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Update CHANGELOG,0.31265497,Changed,,0
Apply fixes from StyleCI,0.25128737,Fix a bug with no LinkedIn image (81adfcc),,0
add buildProvider method on DockBlock for IDE  support (#643),0.9300072,Add buildProvider method on DockBlock for IDE  support by @emrancu in link,add buildProvider on DockBlock for IDE  support Update Socialite.php,1
Fix config object override with container (#639),0.3857282,Fix unable to use updated config object when using Laravel Octane by @aprokopenko in link,,0
Fix test,0.33486316,Fix containter call (#450),,0
Rename 1_Bug_report.md to 1_Bug_report.yml,0.3572694,Use proper localized name (#329),,0
Update 1_Bug_report.md,0.35417795,Fix PHP 8.1 issues (#567)﻿,,0
Adds type checking (#630),0.42265716,Fix containter call (#450),,0
Fixed identation (#625),0.3398216,Fix containter call (#450),,0
wip (#621),0.34945327,Support Guzzle 7 (#449),,0
[5.x] Laravel v10 Support (#618),0.8263517,Laravel 9 Support (#571),Update composer.json Update tests.yml,1
Update User.php,0.37839967,Cache User instance to allow $provider->user() to be called multiple times (#498)﻿,,0
Update AbstractUser.php,0.382751,Override abstract provider for Twitter's OAuth 2.0 provider (#576),,0
Fix User return types (#614),0.6896377,Fix User return types by @antoinelame in link,,0
Update tests.yml,0.25205892,Fix unable to use updated config object when using Laravel Octane by @aprokopenko in link,,0
Update SocialiteManager.php,0.51140136,Override SocialiteServiceProvider::isDeferred() to mark as deferred (#412),,0
Create issues.yml,0.3469807,Fix scope separator in Gitlab provider (#512)﻿,,0
Test on PHP 8.2 (#607),0.65331936,PHP 8 Support (#495)﻿,Test on PHP 8.2 wip Update AbstractUser.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
Add ability to override access token request headers (#603),0.8719499,Add ability to override access token request headers by @JasonTolliver in link,"Add ability to override access token request headers This moves the currently hardcoded getAccessTokenResponse into their own method.  This allows children providers to construct their own headers as needed. A perfect example of the necessity of this feature is the newer Pinterest v5 API.  In order to exchange the code for an access token, they require an Authorization header composed of a base64 encoded client_id and client_secret.  Without this change, the Pinterest Provider would need to entirely reimplement the getAccessTokenResponse method.  With this change, the Pinterest Provider could simply: php protected function getTokenHeaders() {     return array_merge(         parent::getTokenHeaders(),         [             'Authorization' => 'Basic ' . base64_encode(""{$this->clientId}:{$this->clientSecret}""),         ]     ); } formatting Co-authored-by: Taylor Otwell taylor@laravel.com",1
Add correct encoding and the required state param. (#599),0.8126086,Add correct encoding and the required state param by @xhezairbey in link,Add correct encoding and the required state param. Set default state when stateless. Update TwitterProvider.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Update SocialiteManager.php (#596),0.52783906,Override SocialiteServiceProvider::isDeferred() to mark as deferred (#412),,0
Update update-changelog.yml,0.30283523,Fix unable to use updated config object when using Laravel Octane by @aprokopenko in link,,0
Update pull-requests.yml,0.47744113,Update Google API urls (#346),,0
Use RequestOptions constants when calling the request (#582),0.45558274,Add ability to override access token request headers by @JasonTolliver in link,,0
Remove useless variables (#586),0.28971475,Fix containter call (#450),,0
Enforce stricter comparisons (#585),0.3110664,Fix containter call (#450),,0
Move illuminate/contracts from require-dev to require (#583),0.40483028,Drop Laravel 5.8 support (4757ec4c),,0
Fix a docblock (#584),0.3773247,Fix containter call (#450),,0
[5.x] Throw deprecations in CI (#578),0.37967467,Update provider to use DeferrableProvider instead (#529)﻿,Update tests.yml Update composer.json,0
Create pull-requests.yml,0.41439828,Use Authorization header for Github provider (#430),,0
Update .styleci.yml,0.24531792,Fix unable to use updated config object when using Laravel Octane by @aprokopenko in link,,0
Update CHANGELOG.md,0.28209484,Changed,,0
allow oauth version in config,0.7399006,Allow OAuth version in the Twitter config by @taylorotwell (68afb03),,1
Override abstract provider for Twitter's OAuth 2.0 provider (#576),1.0000001,Override abstract provider for Twitter's OAuth 2.0 provider (#576),,1
Merge pull request #575 from stefanzweifel/patch-1,0.3335903,Fix bitbucket provider (#475),[5.x] Use release target branch in changelog compare URL,0
Use release target branch in changelog compare URL,0.2314655,Update Google API urls (#346),,0
Create update-changelog.yml,0.24675953,Fix unable to use updated config object when using Laravel Octane by @aprokopenko in link,,0
Merge branch 'track-approved-scopes' into 5.x,0.420526,add/set approvedScopes in User (#572),,0
formatting,0.29978567,Changed,,0
Add Twitter OAuth2 provider (#574),1.0000002,Add Twitter OAuth2 provider (#574)﻿,,1
use the scopeSeparator,0.25226372,Handle 'scope' for Twitter Oauth1 (#548)﻿,,0
switch approved scopes to an array,0.4345834,add/set approvedScopes in User (#572),,0
lint,0.20130108,Security,,0
add/set approvedScopes in User,0.93888843,add/set approvedScopes in User (#572),,1
Merge pull request #571 from laravel/develop,0.54650503,Laravel 9 Support (#571),Laravel 9 support,0
Fix PHP 8.1 issues (#567),0.99999994,Fix PHP 8.1 issues (#567)﻿,,1
Fixed DocBlock return type (#565),0.41339645,Fix containter call (#450),Fixed DocBlock return type Update Provider.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
Laravel 9 support,0.90234464,Laravel 9 Support (#571),,1
removed unnecessary assignment (#564),0.43851572,Fix containter call (#450),Co-authored-by: Sergey Lebedev sergey.lebedev@corp.mail.ru,0
Merge pull request #560 from laravel/driesvints-patch-1,0.54295105,Laravel v10 Support by @driesvints in link,Update phpunit.xml.dist,0
Update phpunit.xml.dist,0.45880497,Fix PHP 8.1 issues (#567)﻿,,0
Merge pull request #559 from sergiy-petrov/sergiy-petrov-patch-3,0.30476695,Fix bitbucket provider (#475),Test against php 8.1,0
No need to call request has twice (#557),0.3574995,Fix containter call (#450),,0
Always query and http_build_query when possible (#555),0.27761412,Only use the read_user scope for GitLab by default (#403),,0
Stop using legacy mocking syntax. (#556),0.34176227,Fix containter call (#450),,0
