Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Update CHANGELOG,0.44873333,Update version,,0
Update app.php,0.5087754,Update version,,0
Fix code styling,0.49150068,Use Pint for Code Styling by @driesvints in https://github.com/laravel/valet/pull/1366,,0
Merge pull request #1415 from laravel/mes/ensure-base-configuration,0.57896125,Ensure base configuration is correct even if file already exists by @mattstauffer in https://github.com/laravel/valet/pull/1415,Ensure base configuration is correct even if file already exists,0
Merge pull request #1414 from laravel/mes/allow-custom-drivers-to-extend-specific-drivers,0.6742412,Fix how drivers are available for extension by @mattstauffer in https://github.com/laravel/valet/pull/1317,Load specific drivers before custom drivers to allow for extension.,0
Ensure base configuration is correct even if file already exists,0.5388316,Check for config directory,,0
Load specific drivers before custom drivers to allow for extension.,0.65313286,Load specific drivers before custom drivers to allow for extension. by @mattstauffer in https://github.com/laravel/valet/pull/1414,Co-Authored-By: Chris Brown code@drbyte.dev,0
Merge pull request #1411 from drbyte/install-via-alt-tap,0.29947144,Just a note that 2.13.14 was supposed to be 2.13.4 but I have fat fingers.,Install older PHP versions via alternate tap,0
Install older PHP versions via alternate tap,0.6983384,Install older PHP versions via alternate tap by @drbyte in https://github.com/laravel/valet/pull/1411,"Fixes #1407 Homebrew's support policy now aggressively disables older versions earlier than it did previously. That is why we tap the shivammathur/php repository. But since Homebrew also now ""keeps"" those old formulae but marks them as disabled, when Valet runs brew install php@7.4 it fails because Homebrew just aborts due to its flags in the outdated formula. (They mark it as ""disabled"" and/or ""keg_only :versioned_formula"", but don't actually delete the formula from their repository.) To override that we must use brew install shivammathur/php/php@7.4 internally. Therefore, we need to maintain a list of which PHP Versions we wish to specifically prefix with the shivammathur/php tap in order to bypass Homebrew's flags. ANNUAL MAINTENANCE 1. This PR adds the array of LIMITED_PHP_VERSIONS which we will have to update annually when new PHP versions are retired as others are released. 2. We should also annually update the LATEST_PHP_VERSION string.",0
Merge branch 'master' of github.com:laravel/valet,0.6509525,Updated again to use symlinks in https://github.com/laravel/valet/pull/1201,,0
Fix Radicle code style with Pint,0.46581972,Use Pint for Code Styling by @driesvints in https://github.com/laravel/valet/pull/1366,,0
Merge pull request #1413 from csorrentino/radicle-driver,0.4008178,Add driver for Radicle by @csorrentino in https://github.com/laravel/valet/pull/1413,Add driver for Radicle,0
fix namespacing,0.45410663,Handle usernames with spaces,,0
Add driver for Radicle,0.6145744,Add Magento 2 driver,,0
Create RELEASE.md,0.34503502,Update version,,0
Fix merge issue,0.423356,Fix version number,,0
Change flow,0.38936898,Changed,,0
Merge pull request #1398 from mischabraam/hotfix/read-non-existing-config-file,0.37573963,858 - Move PHP-FPM config to a separate file for easier debugging,Fix read non existing config file,0
Merge pull request #1404 from drbyte/ngrok3-fix-for-valet4,0.6578493,Revert ngrok arm binary by @driesvints in https://github.com/laravel/valet/pull/1258,[v4] Fix ngrok.io proxy/forwarding detection,0
[v4] Fix ngrok.io proxy/forwarding detection,0.7135494,Fix ngrok.io proxy/forwarding detection by @drbyte in https://github.com/laravel/valet/pull/1404,"Fixes #1384 Since Valet 4 uses Ngrok v3, this change is needed to accommodate the change ngrok made:  In ngrok v3 the X-Original-Host header was replaced with the more standard X-Forwarded-Host to better align with web standards. More Info: https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Forwarded-Host  Credit to @streamingsystems for doing the legwork. Co-authored-by: streamingsystems streamingsystems@users.noreply.github.com",1
Update 1_Bug_report.yml,0.52587,Fix version number,,0
Update and rename 1_Bug_report.md to 1_Bug_report.yml,0.4725529,Fix version number,,0
Fix read non existing config file,0.6629886,Check for config directory,,0
Update CHANGELOG.md,0.44065875,Fix version number,,0
Bump to 4.0.1,0.5450487,Update version,,0
Merge pull request #1390 from ethanclevenger91/fix/1342,0.5050205,Just a note that 2.13.14 was supposed to be 2.13.4 but I have fat fingers.,More robust check for Bedrock environments,0
Correct function signature. Tests pass locally.,0.3507869,Fix code that checks whether multi-segment domains are secured (#825),,0
More robust check for Bedrock environments,0.59491956,More robust check for Bedrock environments by @ethanclevenger91 in https://github.com/laravel/valet/pull/1390,,0
Merge pull request #1388 from fylzero/fix-local-valet-driver,0.6359278,Fix an issue with valet on-latest-version (#1164),Fixes Valet\Drivers\LocalValetDriver not found error,0
