Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Update translation files,0.65815496,* Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Mail/Mail (Extra) Translate-URL: link/",0
Translated using Weblate (Hebrew),0.47547996,Updated translations,Currently translated at 100.0% (122 of 122 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (English (United Kingdom)),0.5324431,Updated translations,Currently translated at 100.0% (122 of 122 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (Polish),0.5019865,Updated translations,Currently translated at 100.0% (122 of 122 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (Japanese),0.46496546,Updated translations,Currently translated at 100.0% (122 of 122 strings) Translation: Mail/Mail Translate-URL: link/,0
Update translation template,0.546684,* Updated translations,,0
Move the composer editor toolbar into its own class (#908),0.5241741,"ComposerWidget: replace grid/box, code style by @danirabbit in link",,0
Sort special folders to top (#910),0.33462626,Ensure conversations are re-sorted by date when new messages appear,,0
Add support for inline images in the composer (#907),0.5006384,Remove inline composer by @leolost2605 in link,Co-authored-by: Ryan Kornheisl ryan@skarva.tech,0
Translated using Weblate (Russian),0.47169003,Updated translations,Currently translated at 100.0% (116 of 116 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (Norwegian Bokmål (nb)),0.47613156,Updated translations,Currently translated at 87.0% (101 of 116 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (Hungarian),0.47012088,Updated translations,Currently translated at 100.0% (116 of 116 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (Catalan),0.45771357,Updated translations,Currently translated at 100.0% (116 of 116 strings) Translation: Mail/Mail Translate-URL: link/,0
Create flatpak-x-checker.yml (#909),0.5695589,Update flatpak actions to new namespace by @davidmhewitt in link,,0
Translated using Weblate (German),0.51663226,Updated translations,Currently translated at 100.0% (116 of 116 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (Ukrainian),0.45672596,Updated translations,Currently translated at 100.0% (116 of 116 strings) Translation: Mail/Mail Translate-URL: link/,0
Use flatpak portal for background and autostart (#882),0.39381453,Update flatpak actions to new namespace by @davidmhewitt in link,Co-authored-by: Danielle Foré danielle@elementary.io Co-authored-by: Gustavo Marques pushstarttocontinue@outlook.com,0
Translated using Weblate (Dutch),0.48295522,Updated translations,Currently translated at 100.0% (115 of 115 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (French),0.49974912,Updated translations,Currently translated at 100.0% (115 of 115 strings) Translation: Mail/Mail Translate-URL: link/,0
Translated using Weblate (Indonesian),0.47265768,Updated translations,Currently translated at 100.0% (115 of 115 strings) Translation: Mail/Mail Translate-URL: link/,0
Move menu to FoldersListView (#905),0.3986021,Secondary-click menu on the conversations list,,0
Application: force use of Portals (#902),0.29655114,Application: use startup by @danirabbit in link,,0
Move capability (#895),0.23605171,Fix #814: Crash on setting a message flag by @leolost2605 in link,,0
Improve performance when moving messages (#897),0.47733876,Fix a freeze when archiving the last message in a folder,,0
Application: hard code Gtk theme settings (#892),0.4461717,WelcomeView: Updates for gtk4 by @leolost2605 in link,Co-authored-by: Ryan Kornheisl ryan@skarva.tech Co-authored-by: Gustavo Marques pushstarttocontinue@outlook.com,0
