Index,Release Note,Release Note Abstract
1,"
Restart PHP services after enabling them
",Restart PHP services after enabling them
2,"
Update readme.md (#1867) @stebogit
update golang to 1.20.4 (#1872) @beemensameh
fix: use correct environment variables (#1875) @Sn0wCrack
Install rabbitmqadmin CLI tool when enabling rabbitmq feature (#1876) @Sn0wCrack
feat: add logstash feature (#1877) @Sn0wCrack
Remove extra features file touch @svpernova09
Add check to enable PHP service when needed Resolves https://github.com/laravel/homestead/issues/1868 @svpernova09
","Update readme.md (#1867) @stebogit
update golang to 1.20.4 (#1872) @beemensameh
fix: use correct environment variables (#1875) @Sn0wCrack
Install rabbitmqadmin CLI tool when enabling rabbitmq feature (#1876) @Sn0wCrack
feat: add logstash feature (#1877) @Sn0wCrack
Remove extra features file touch @svpernova09
Add check to enable PHP service when needed Resolves link @svpernova09"
3,"
Add feature for installing Mailpit and disabling Mailhog (#1864) @Sn0wCrack
Faster first startup of feature MariaDB and fixing upgrading packages (#1866) @marcheffels
","Add feature for installing Mailpit and disabling Mailhog (#1864) @Sn0wCrack
Faster first startup of feature MariaDB and fixing upgrading packages (#1866) @marcheffels"
4,"
Update golang version to 1.20 (#1853) @ricardoseriani
Libvirt: fix vm naming (#1851) @csaba215
Use virtiofs for default when, no folders are defined. (#1859) @csaba215
feat: always enable symlink creation on windows (#1856) @Sn0wCrack
Force mysql purge to use new configurations @svpernova09
Provide full credentials for mariadb install @svpernova09
","Update golang version to 1.20 (#1853) @ricardoseriani
Libvirt: fix vm naming (#1851) @csaba215
Use virtiofs for default when, no folders are defined. (#1859) @csaba215
feat: always enable symlink creation on windows (#1856) @Sn0wCrack
Force mysql purge to use new configurations @svpernova09
Provide full credentials for mariadb install @svpernova09"
5,"
Updates to bring WSL to Settler v13 (#1850) 
",Updates to bring WSL to Settler v13 (#1850) 
6,"
Bump MongoDB PHP driver to v1.15.0 / Install PHP8.2 MongoDB extension @themaric
drop Yarn (#1847) @browner12
ensure single empty newline at EOF (#1848) @browner12
update for Ngrok v3 (#1846) @browner12
Readd libvirt provider (#1845) @csaba215
","Bump MongoDB PHP driver to v1.15.0 / Install PHP8.2 MongoDB extension @themaric
drop Yarn (#1847) @browner12
ensure single empty newline at EOF (#1848) @browner12
update for Ngrok v3 (#1846) @browner12
Readd libvirt provider (#1845) @csaba215"
7,"
Update example to match expected services enabled @svpernova09
Remove libvirt provider configuration to fix error on other provider  @svpernova09
sync up the example file (#1843) @browner12
","Update example to match expected services enabled @svpernova09
Remove libvirt provider configuration to fix error on other provider  @svpernova09
sync up the example file (#1843) @browner12"
8,"
Update golang version to 1.19.5 (#1836) @ricardoseriani
Add basic libvirt support (#1831) @csaba215
Clear PHP 8.1 and PHP 8.2 variables (#1837) @gerardnll 
","Update golang version to 1.19.5 (#1836) @ricardoseriani
Add basic libvirt support (#1831) @csaba215
Clear PHP 8.1 and PHP 8.2 variables (#1837) @gerardnll "
9,"Thanks for using Homestead.

Updating versions in readme
Update meilisearch for aarch64 support #1834 @josezenem
Revert host only test changes
","Thanks for using Homestead.
Updating versions in readme
Update meilisearch for aarch64 support #1834 @josezenem
Revert host only test changes"
10,"Thanks for using Homestead.

Ubuntu 20.04
PHP 8.2 is the default version
PostgreSQL 15
Node 18
","Thanks for using Homestead.
Ubuntu 20.04
PHP 8.2 is the default version
PostgreSQL 15
Node 18"
11,"
Update golang version to 1.19.3 (#1811) @ricardoseriani
fix mysql create script (#1813) @svpernova09
","Update golang version to 1.19.3 (#1811) @ricardoseriani
fix mysql create script (#1813) @svpernova09"
12,,
