Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Update dependency io.jenkins.plugins:artifact-manager-s3 to v822,0.87777,Update dependency org.jenkins-ci.plugins:artifactory to v3.18.3 (#2279) @renovate,,1
Update dependency org.jenkins-ci.plugins:job-dsl to v1.84,0.9145793,Update dependency org.jenkins-ci.plugins:job-dsl to v1.83 (#2268) @renovate,,1
Update dependency org.jenkins-ci.plugins:jira to v3.10,0.7763271,JENKINS-52906 - Update JIRA Plugin test dependency to verify the JCasC compatibility and support writing roundtrip tests (#956) @oleg-nenashev,,1
Update dependency io.jenkins.docker:docker-plugin to v1.3.9,0.92247057,Update dependency io.jenkins.docker:docker-plugin to v1.3.8 (#2278) @renovate,,1
Update htmlunit to 3.x (#2283),0.9647616,Update htmlunit to 3.x (#2283) @timja,,1
Forward compatibility with SnakeYAML 2.0 (#2282),0.9657207,Forward compatibility with SnakeYAML 2.0 (#2282) @basil,,1
Update dependency org.jenkins-ci.plugins:plugin to v4.64,0.92939377,Update dependency org.jenkins-ci.plugins:plugin to v4.64 (#2275) @renovate,,1
Update dependency org.jenkins-ci.plugins:nodejs to v1.6.0,0.9414066,Update dependency org.jenkins-ci.plugins:nodejs to v1.6.0 (#2273) @renovate,,1
Update dependency org.jenkins-ci.main:maven-plugin to v3.22,0.9224399,Update dependency org.jenkins-ci.main:maven-plugin to v3.22 (#2272) @renovate,,1
Update dependency org.apache.maven.plugins:maven-checkstyle-plugin to v3.3.0,0.9261528,Update dependency org.apache.maven.plugins:maven-checkstyle-plugin to v3.3.0 (#2280) @renovate,,1
Update dependency com.puppycrawl.tools:checkstyle to v10.12.0,0.96080047,Update dependency com.puppycrawl.tools:checkstyle to v10.12.0 (#2270) @renovate,,1
Update dependency io.jenkins.docker:docker-plugin to v1.3.8,0.9505547,Update dependency io.jenkins.docker:docker-plugin to v1.3.8 (#2278) @renovate,,1
Update dependency org.jenkins-ci.plugins:artifactory to v3.18.3,0.9406704,Update dependency org.jenkins-ci.plugins:artifactory to v3.18.3 (#2279) @renovate,,1
Update dependency com.vladsch.flexmark:flexmark-all to v0.64.8,0.9567518,Update dependency com.vladsch.flexmark:flexmark-all to v0.64.8 (#2277) @renovate,,1
Reduce GitHub actions testing (#2281),0.94898283,Reduce GitHub actions testing (#2281) @timja,,1
Update dependency com.vladsch.flexmark:flexmark-all to v0.64.4,0.95654106,Update dependency com.vladsch.flexmark:flexmark-all to v0.64.4 (#2269) @renovate,,1
Update dependency org.jenkins-ci.plugins:job-dsl to v1.83,0.9133345,Update dependency org.jenkins-ci.plugins:job-dsl to v1.83 (#2268) @renovate,,1
Update dependency org.apache.maven.plugins:maven-checkstyle-plugin to v3.2.2,0.92846817,Update dependency org.apache.maven.plugins:maven-checkstyle-plugin to v3.2.2 (#2267) @renovate,,1
Activate Spotless via Maven property rather than file (#2265),0.9816358,Activate Spotless via Maven property rather than file (#2265) @basil,,1
Update dependency org.jenkins-ci.plugins:artifactory to v3.18.1 (#2263),0.9581467,Update dependency org.jenkins-ci.plugins:artifactory to v3.18.1 (#2263) @renovate,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
build(deps-dev): Bump azure-keyvault from 185.v950b_a_591c8d5 to 188.vf46b_7fa_846a_1 in /integrations (#2260),0.99145865,build(deps-dev): Bump azure-keyvault from 185.v950b_a_591c8d5 to 188.vf46b_7fa_846a_1 in /integrations (#2260) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps-dev): Bump kubernetes from 3900.va_dce992317b_4 to 3910.ve59cec5e33ea_ in /integrations (#2261),0.9864775,build(deps-dev): Bump kubernetes from 3900.va_dce992317b_4 to 3910.ve59cec5e33ea_ in /integrations (#2261) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Create .git-blame-ignore-revs,0.439682,add reverted as an excluded label (#854) @casz,,0
Enable Spotless for code formatting (#2258),0.97285867,Enable Spotless for code formatting (#2258) @basil,,1
inbound symbol for JNLPLauncher (#2130),0.97293353,inbound symbol for JNLPLauncher (#2130) @jglick,,1
Update dependency org.jenkins-ci.plugins:role-strategy to v587.588.v850a_20a_30162 [SECURITY],0.98098606,Update dependency org.jenkins-ci.plugins:role-strategy to v587.588.v850a_20a_30162 [SECURITY] (#2257) @renovate,,1
Update dependency io.jenkins.tools.bom:bom-2.361.x to v1968 (#2255),0.94916975,Update dependency io.jenkins.tools.bom:bom-2.361.x to v1968 (#2255) @renovate,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
Update dependency org.jenkins-ci.plugins:plugin to v4.58 (#2254),0.9455236,Update dependency org.jenkins-ci.plugins:plugin to v4.58 (#2254) @renovate,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
Update dependency com.vladsch.flexmark:flexmark-all to v0.64.0,0.959309,Update dependency com.vladsch.flexmark:flexmark-all to v0.64.4 (#2269) @renovate,,1
Update dependency joda-time:joda-time to v2.12.5,0.95830214,Update dependency joda-time:joda-time to v2.12.5 (#2252) @renovate,,1
Remove integration tests for suspended plugins (#2243),0.9753405,Remove integration tests for suspended plugins (#2243) @basil,,1
Update dependency com.puppycrawl.tools:checkstyle to v10.9.3,0.95731056,Update dependency com.puppycrawl.tools:checkstyle to v10.9.3 (#2247) @renovate,,1
Update shadwell/k8s-sidecar Docker tag to v0.0.7,0.9605924,Update shadwell/k8s-sidecar Docker tag to v0.0.7 (#2246) @renovate,,1
Update dependency org.apache.maven.plugins:maven-checkstyle-plugin to v3.2.1,0.9273701,Update dependency org.apache.maven.plugins:maven-checkstyle-plugin to v3.2.1 (#2245) @renovate,,1
Update dependency joda-time:joda-time to v2.12.4,0.95760167,Update dependency joda-time:joda-time to v2.12.4 (#2244) @renovate,,1
Upgrade parent POM from 4.56 to 4.57 (#2242),0.96419096,Upgrade parent POM from 4.56 to 4.57 (#2242) @basil,,1
Remove more unnecessary dependencies from integrations/ (#2240),0.96409917,Remove more unnecessary dependencies from integrations/ (#2240) @basil,,1
Clean up integrations/pom.xml (#2239),0.9731922,Clean up integrations/pom.xml (#2239) @basil,,1
Restore JSR 305 annotations (#2238),0.96784216,Restore JSR 305 annotations (#2238) @basil,,1
Support forthcoming PCT multimodule mode (#2234),0.9783753,Support forthcoming PCT multimodule mode (#2234) @basil,,1
Update Job DSL to 1.82 (#2232),0.9570147,Update Job DSL to 1.82 (#2232) @basil,,1
Update dependency com.google.protobuf:protobuf-java to v3.22.2,0.9782946,Update dependency com.google.protobuf:protobuf-java to v3.22.2 (#2231) @renovate,,1
Update dependency com.amazonaws:aws-java-sdk-sns to v1.12.430,0.9690594,Update dependency com.amazonaws:aws-java-sdk-sns to v1.12.430 (#2230) @renovate,,1
Update dependency com.github.erosb:everit-json-schema to v1.14.2,0.9587933,Update dependency com.github.erosb:everit-json-schema to v1.14.2 (#2227) @renovate,,1
Update dependency com.amazonaws:aws-java-sdk-sns to v1.12.425,0.9741095,Update dependency com.amazonaws:aws-java-sdk-sns to v1.12.430 (#2230) @renovate,,1
Bump jenkins.version from 2.387 to 2.387.1 (#2225),0.9056365,Bump jenkins.version from 2.387 to 2.387.1 (#2225) @github-actions,"... figuration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.387.1"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",1
Update dependency org.apache.ivy:ivy to v2.5.1 [SECURITY],0.94348055,Update dependency org.apache.ivy:ivy to v2.5.1 [SECURITY] (#2223) @renovate,,1
Switch to renovate (#2222),0.874312,Switch to renovate (#2222) @timja,,1
build(deps-dev): Bump simple-theme-plugin from 136.v23a_15f86c53d to 146.v0e67db_a_9052e (#2217),0.9746077,build(deps-dev): Bump simple-theme-plugin from 136.v23a_15f86c53d to 146.v0e67db_a_9052e (#2217) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump antlr4-runtime from 4.11.1 to 4.12.0 (#2219),0.9715382,build(deps): Bump antlr4-runtime from 4.11.1 to 4.12.0 (#2219) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps-dev): Bump external-workspace-manager from 1.2.3 to 1.3.0 (#2220),0.980923,build(deps-dev): Bump external-workspace-manager from 1.2.3 to 1.3.0 (#2220) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump aws-java-sdk-sns from 1.12.286 to 1.12.420 (#2221),0.98451924,build(deps): Bump aws-java-sdk-sns from 1.12.286 to 1.12.420 (#2221) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump gson from 2.9.1 to 2.10.1 (#2216),0.97051847,build(deps): Bump gson from 2.9.1 to 2.10.1 (#2216) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump json from 20220320 to 20230227 (#2218),0.94896585,build(deps): Bump json from 20220320 to 20230227 (#2218) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps-dev): Bump role-strategy from 555.v8d194cc85b_30 to 587.v2872c41fa_e51 (#2215),0.968395,build(deps-dev): Bump role-strategy from 555.v8d194cc85b_30 to 587.v2872c41fa_e51 (#2215) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump httpcore from 4.4.15 to 4.4.16 (#2210),0.9683322,build(deps): Bump httpcore from 4.4.15 to 4.4.16 (#2210) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump protobuf-java from 3.21.7 to 3.22.0 (#2211),0.9828522,build(deps): Bump protobuf-java from 3.21.7 to 3.22.0 (#2211) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps-dev): Bump jsoup from 1.15.2 to 1.15.4 (#2212),0.968971,build(deps-dev): Bump jsoup from 1.15.2 to 1.15.4 (#2212) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump atlassian-plugins-core from 7.1.4 to 7.1.5 (#2207),0.9777447,build(deps): Bump atlassian-plugins-core from 7.1.4 to 7.1.5 (#2207) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Init next LTS line (#2206),0.86506,Init next LTS line (#2206) @NotMyFault,,1
Bump jenkins.version from 2.375.2 to 2.375.3 (#2205),0.8983606,Bump jenkins.version from 2.375.2 to 2.375.3 (#2205) @github-actions,"... figuration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.375.3"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",1
build(deps): Bump jackson.version from 2.14.0 to 2.14.2 (#2200),0.97314537,build(deps): Bump jackson.version from 2.14.0 to 2.14.2 (#2200) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps-dev): Bump artifact-manager-s3 from 666.v6c461c3d9824 to 754.vb_5d21c758eb_3 (#2197),0.9816675,build(deps-dev): Bump artifact-manager-s3 from 666.v6c461c3d9824 to 754.vb_5d21c758eb_3 (#2197) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump jenkins.version from 2.375.1 to 2.375.2 (#2194),0.89359057,Bump jenkins.version from 2.375.1 to 2.375.2 (#2194) @github-actions,"... figuration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.375.2"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",1
build(deps): Bump maven-checkstyle-plugin from 3.1.2 to 3.2.0 (#2114),0.98109937,build(deps): Bump maven-checkstyle-plugin from 3.1.2 to 3.2.0 (#2114) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump checkstyle from 10.3.3 to 10.5.0 (#2186),0.9649836,build(deps): Bump checkstyle from 10.3.3 to 10.5.0 (#2186) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps-dev): Bump simple-theme-plugin from 103.va_161d09c38c7 to 136.v23a_15f86c53d (#2184),0.97358286,build(deps-dev): Bump simple-theme-plugin from 103.va_161d09c38c7 to 136.v23a_15f86c53d (#2184) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps-dev): Bump gitea from 1.4.3 to 1.4.5 in /integrations (#2183),0.9749036,build(deps-dev): Bump gitea from 1.4.3 to 1.4.5 in /integrations (#2183) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump antlr4-runtime from 4.10.1 to 4.11.1 (#2182),0.9715922,build(deps): Bump antlr4-runtime from 4.10.1 to 4.11.1 (#2182) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
build(deps): Bump docker-java from 3.2.13 to 3.2.14 (#2179),0.9750329,build(deps): Bump docker-java from 3.2.13 to 3.2.14 (#2179) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
