Index,Release Note,Release Note Abstract
1,"1.5.6 (May 19, 2023)
IMPROVEMENTS:

core: Prevent task.kill_timeout being greater than update.progress_deadline [GH-16761]

BUG FIXES:

bug: Corrected status description and modification time for canceled evaluations [GH-17071]
build: Linux packages now have vendor label and set the default label to HashiCorp. This fix is implemented for any future releases, but will not be updated for historical releases [GH-16071]
client: Fixed a bug where restarting a terminal allocation turns it into a zombie where allocation and task hooks will run unexpectedly [GH-17175]
client: clean up resources upon failure to restore task during client restart [GH-17104]
logs: Fixed a bug where disabling log collection would prevent Windows tasks from starting [GH-17199]
scale: Fixed a bug where evals could be created with the wrong type [GH-17092]
scheduler: Fixed a bug where implicit spread targets were treated as separate targets for scoring [GH-17195]
scheduler: Fixed a bug where scores for spread scheduling could be -Inf [GH-17198]
services: Fixed a bug preventing group service deregistrations after alloc restarts [GH-16905]
","1.5.6 (May 19, 2023)
IMPROVEMENTS:
core: Prevent task.kill_timeout being greater than update.progress_deadline [GH-16761]
BUG FIXES:
bug: Corrected status description and modification time for canceled evaluations [GH-17071]
build: Linux packages now have vendor label and set the default label to HashiCorp. This fix is implemented for any future releases, but will not be updated for historical releases [GH-16071]
client: Fixed a bug where restarting a terminal allocation turns it into a zombie where allocation and task hooks will run unexpectedly [GH-17175]
client: clean up resources upon failure to restore task during client restart [GH-17104]
logs: Fixed a bug where disabling log collection would prevent Windows tasks from starting [GH-17199]
scale: Fixed a bug where evals could be created with the wrong type [GH-17092]
scheduler: Fixed a bug where implicit spread targets were treated as separate targets for scoring [GH-17195]
scheduler: Fixed a bug where scores for spread scheduling could be -Inf [GH-17198]
services: Fixed a bug preventing group service deregistrations after alloc restarts [GH-16905]"
2,"1.4.10 (May 19, 2023)
IMPROVEMENTS:

core: Prevent task.kill_timeout being greater than update.progress_deadline [GH-16761]

BUG FIXES:

bug: Corrected status description and modification time for canceled evaluations [GH-17071]
client: Fixed a bug where restarting a terminal allocation turns it into a zombie where allocation and task hooks will run unexpectedly [GH-17175]
client: clean up resources upon failure to restore task during client restart [GH-17104]
scale: Fixed a bug where evals could be created with the wrong type [GH-17092]
scheduler: Fixed a bug where implicit spread targets were treated as separate targets for scoring [GH-17195]
scheduler: Fixed a bug where scores for spread scheduling could be -Inf [GH-17198]
","1.4.10 (May 19, 2023)
IMPROVEMENTS:
core: Prevent task.kill_timeout being greater than update.progress_deadline [GH-16761]
BUG FIXES:
bug: Corrected status description and modification time for canceled evaluations [GH-17071]
client: Fixed a bug where restarting a terminal allocation turns it into a zombie where allocation and task hooks will run unexpectedly [GH-17175]
client: clean up resources upon failure to restore task during client restart [GH-17104]
scale: Fixed a bug where evals could be created with the wrong type [GH-17092]
scheduler: Fixed a bug where implicit spread targets were treated as separate targets for scoring [GH-17195]
scheduler: Fixed a bug where scores for spread scheduling could be -Inf [GH-17198]"
3,"1.3.15 (May 19, 2023)
BUG FIXES:

bug: Corrected status description and modification time for canceled evaluations [GH-17071]
client: Fixed a bug where restarting a terminal allocation turns it into a zombie where allocation and task hooks will run unexpectedly [GH-17175]
client: clean up resources upon failure to restore task during client restart [GH-17104]
scale: Fixed a bug where evals could be created with the wrong type [GH-17092]
scheduler: Fixed a bug where implicit spread targets were treated as separate targets for scoring [GH-17195]
scheduler: Fixed a bug where scores for spread scheduling could be -Inf [GH-17198]
","1.3.15 (May 19, 2023)
BUG FIXES:
bug: Corrected status description and modification time for canceled evaluations [GH-17071]
client: Fixed a bug where restarting a terminal allocation turns it into a zombie where allocation and task hooks will run unexpectedly [GH-17175]
client: clean up resources upon failure to restore task during client restart [GH-17104]
scale: Fixed a bug where evals could be created with the wrong type [GH-17092]
scheduler: Fixed a bug where implicit spread targets were treated as separate targets for scoring [GH-17195]
scheduler: Fixed a bug where scores for spread scheduling could be -Inf [GH-17198]"
4,"1.5.5 (May 05, 2023)
BUG FIXES:

logging: Fixed a bug where alloc logs would not be collected after an upgrade to 1.5.4 [GH-17087]
","1.5.5 (May 05, 2023)
BUG FIXES:
logging: Fixed a bug where alloc logs would not be collected after an upgrade to 1.5.4 [GH-17087]"
5,"1.3.14 (May 03, 2023)","1.3.14 (May 03, 2023)"
6,"1.5.4 (May 02, 2023)
BREAKING CHANGES:

artifact: environment variables no longer inherited by default from Nomad client [GH-15514]

IMPROVEMENTS:

acl: New auth-method type: JWT [GH-15897]
build: Update from Go 1.20.3 to Go 1.20.4 [GH-17056]
cli: Added new nomad job restart command to restart all allocations for a job [GH-16278]
cli: stream both stdout and stderr logs by default when following an allocation [GH-16556]
client/fingerprint: detect fastest cpu core during cpu performance fallback [GH-16740]
client: Added drain_on_shutdown configuration [GH-16827]
connect: Added support for meta field on sidecar service block [GH-16705]
dependency: update runc to 1.1.5 [GH-16712]
driver/docker: Default devices.container_path to devices.host_path like Docker's CLI [GH-16811]
ephemeral disk: migrate=true now implies sticky=true [GH-16826]
fingerprint/cpu: correctly fingerprint P/E cores of Apple Silicon chips [GH-16672]
jobspec: Added option for disabling task log collection in the logs block [GH-16962]
license: show Terminated field in license get command [GH-16892]
ui: Added copy-to-clipboard buttons to server and client pages [GH-16548]
ui: added new keyboard commands for job start, stop, exec, and client metadata [GH-16378]

BUG FIXES:

api: Fixed filtering on maps with missing keys [GH-16991]
cli: Fix panic on job plan when -diff=false [GH-16944]
client: Fix CNI plugin version fingerprint when output includes protocol version [GH-16776]
client: Fix address for ports in IPv6 networks [GH-16723]
client: Fixed a bug where restarting proxy sidecar tasks failed [GH-16815]
client: Prevent a panic when an allocation has a legacy task-level bridge network and uses a driver that does not create a network namespace [GH-16921]
client: Remove setting attributes when spawning the getter child [GH-16791]
core: the deployment's list endpoint now supports look up by prefix using the wildcard for namespace [GH-16792]
csi: gracefully recover tasks that use csi node plugins [GH-16809]
docker: Fixed a bug where plugin config values were ignored [GH-16713]
drain: Fixed a bug where drains would complete based on the server status and not the client status of an allocation [GH-14348]
driver/exec: Fixed a bug where cap_drop and cap_add would not expand capabilities [GH-16643]
fix: Added ""/usr/libexec"" to the landlocked directories the getter has access to [GH-16900]
scale: Do not allow scale requests for jobs of type system [GH-16969]
scheduler: Fix reconciliation of reconnecting allocs when the replacement allocations are not running [GH-16609]
scheduler: honor false value for distinct_hosts constraint [GH-16907]
server: Added verification of cron jobs already running before forcing new evals right after leader change [GH-16583]
ui: Fix a visual bug where evaluation response wasn't scrollable in the Web UI. [GH-16960]
","1.5.4 (May 02, 2023)
BREAKING CHANGES:
artifact: environment variables no longer inherited by default from Nomad client [GH-15514]
IMPROVEMENTS:
acl: New auth-method type: JWT [GH-15897]
build: Update from Go 1.20.3 to Go 1.20.4 [GH-17056]
cli: Added new nomad job restart command to restart all allocations for a job [GH-16278]
cli: stream both stdout and stderr logs by default when following an allocation [GH-16556]
client/fingerprint: detect fastest cpu core during cpu performance fallback [GH-16740]
client: Added drain_on_shutdown configuration [GH-16827]
connect: Added support for meta field on sidecar service block [GH-16705]
dependency: update runc to 1.1.5 [GH-16712]
driver/docker: Default devices.container_path to devices.host_path like Docker's CLI [GH-16811]
ephemeral disk: migrate=true now implies sticky=true [GH-16826]
fingerprint/cpu: correctly fingerprint P/E cores of Apple Silicon chips [GH-16672]
jobspec: Added option for disabling task log collection in the logs block [GH-16962]
license: show Terminated field in license get command [GH-16892]
ui: Added copy-to-clipboard buttons to server and client pages [GH-16548]
ui: added new keyboard commands for job start, stop, exec, and client metadata [GH-16378]
BUG FIXES:
api: Fixed filtering on maps with missing keys [GH-16991]
cli: Fix panic on job plan when -diff=false [GH-16944]
client: Fix CNI plugin version fingerprint when output includes protocol version [GH-16776]
client: Fix address for ports in IPv6 networks [GH-16723]
client: Fixed a bug where restarting proxy sidecar tasks failed [GH-16815]
client: Prevent a panic when an allocation has a legacy task-level bridge network and uses a driver that does not create a network namespace [GH-16921]
client: Remove setting attributes when spawning the getter child [GH-16791]
core: the deployment's list endpoint now supports look up by prefix using the wildcard for namespace [GH-16792]
csi: gracefully recover tasks that use csi node plugins [GH-16809]
docker: Fixed a bug where plugin config values were ignored [GH-16713]
drain: Fixed a bug where drains would complete based on the server status and not the client status of an allocation [GH-14348]
driver/exec: Fixed a bug where cap_drop and cap_add would not expand capabilities [GH-16643]
fix: Added ""/usr/libexec"" to the landlocked directories the getter has access to [GH-16900]
scale: Do not allow scale requests for jobs of type system [GH-16969]
scheduler: Fix reconciliation of reconnecting allocs when the replacement allocations are not running [GH-16609]
scheduler: honor false value for distinct_hosts constraint [GH-16907]
server: Added verification of cron jobs already running before forcing new evals right after leader change [GH-16583]
ui: Fix a visual bug where evaluation response wasn't scrollable in the Web UI. [GH-16960]"
7,"1.4.9 (May 02, 2023)
IMPROVEMENTS:

build: Update from Go 1.20.3 to Go 1.20.4 [GH-17056]
dependency: update runc to 1.1.5 [GH-16712]

BUG FIXES:

api: Fixed filtering on maps with missing keys [GH-16991]
build: Linux packages now have vendor label and set the default label to HashiCorp. This fix is implemented for any future releases, but will not be updated for historical releases [GH-16071]
client: Fix CNI plugin version fingerprint when output includes protocol version [GH-16776]
client: Fix address for ports in IPv6 networks [GH-16723]
client: Fixed a bug where restarting proxy sidecar tasks failed [GH-16815]
client: Prevent a panic when an allocation has a legacy task-level bridge network and uses a driver that does not create a network namespace [GH-16921]
core: the deployment's list endpoint now supports look up by prefix using the wildcard for namespace [GH-16792]
csi: gracefully recover tasks that use csi node plugins [GH-16809]
docker: Fixed a bug where plugin config values were ignored [GH-16713]
drain: Fixed a bug where drains would complete based on the server status and not the client status of an allocation [GH-14348]
driver/exec: Fixed a bug where cap_drop and cap_add would not expand capabilities [GH-16643]
scale: Do not allow scale requests for jobs of type system [GH-16969]
scheduler: Fix reconciliation of reconnecting allocs when the replacement allocations are not running [GH-16609]
scheduler: honor false value for distinct_hosts constraint [GH-16907]
server: Added verification of cron jobs already running before forcing new evals right after leader change [GH-16583]
services: Fixed a bug preventing group service deregistrations after alloc restarts [GH-16905]
","1.4.9 (May 02, 2023)
IMPROVEMENTS:
build: Update from Go 1.20.3 to Go 1.20.4 [GH-17056]
dependency: update runc to 1.1.5 [GH-16712]
BUG FIXES:
api: Fixed filtering on maps with missing keys [GH-16991]
build: Linux packages now have vendor label and set the default label to HashiCorp. This fix is implemented for any future releases, but will not be updated for historical releases [GH-16071]
client: Fix CNI plugin version fingerprint when output includes protocol version [GH-16776]
client: Fix address for ports in IPv6 networks [GH-16723]
client: Fixed a bug where restarting proxy sidecar tasks failed [GH-16815]
client: Prevent a panic when an allocation has a legacy task-level bridge network and uses a driver that does not create a network namespace [GH-16921]
core: the deployment's list endpoint now supports look up by prefix using the wildcard for namespace [GH-16792]
csi: gracefully recover tasks that use csi node plugins [GH-16809]
docker: Fixed a bug where plugin config values were ignored [GH-16713]
drain: Fixed a bug where drains would complete based on the server status and not the client status of an allocation [GH-14348]
driver/exec: Fixed a bug where cap_drop and cap_add would not expand capabilities [GH-16643]
scale: Do not allow scale requests for jobs of type system [GH-16969]
scheduler: Fix reconciliation of reconnecting allocs when the replacement allocations are not running [GH-16609]
scheduler: honor false value for distinct_hosts constraint [GH-16907]
server: Added verification of cron jobs already running before forcing new evals right after leader change [GH-16583]
services: Fixed a bug preventing group service deregistrations after alloc restarts [GH-16905]"
8,"1.5.3 (April 04, 2023)
SECURITY:

acl: Fixed a bug where unauthenticated HTTP API requests through the client could bypass ACL policy checking CVE-2023-1782 [GH-16775] [GH-16775]
build: update to Go 1.20.3 to prevent denial of service attack via malicious HTTP headers CVE-2023-24534 [GH-16788]
","1.5.3 (April 04, 2023)
SECURITY:
acl: Fixed a bug where unauthenticated HTTP API requests through the client could bypass ACL policy checking CVE-2023-1782 [GH-16775] [GH-16775]
build: update to Go 1.20.3 to prevent denial of service attack via malicious HTTP headers CVE-2023-24534 [GH-16788]"
9,"1.4.8 (April 04, 2023)
SECURITY:

build: update to Go 1.20.3 to prevent denial of service attack via malicious HTTP headers CVE-2023-24534 [GH-16788]
","1.4.8 (April 04, 2023)
SECURITY:
build: update to Go 1.20.3 to prevent denial of service attack via malicious HTTP headers CVE-2023-24534 [GH-16788]"
10,"1.3.13 (April 04, 2023)
SECURITY:

build: update to Go 1.20.3 to prevent denial of service attack via malicious HTTP headers CVE-2023-24534 [GH-16788]
","1.3.13 (April 04, 2023)
SECURITY:
build: update to Go 1.20.3 to prevent denial of service attack via malicious HTTP headers CVE-2023-24534 [GH-16788]"
