Index,Message,Description,Message Abstract,Description Abstract
1,mergify: no requested changes,,mergify: no requested changes,
2,Fix bug in macro average for a number of classification metrics (#1821),Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,Fix bug in macro average for a number of classification metrics (#1821),Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz
3,Fix compositional logging with lightning  (#1761),  tests   tests   fix implementation   changelog    Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,Fix compositional logging with lightning  (#1761),tests tests fix implementation changelog Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com
4,Fix confmat docs (#1844),fix docs,Fix confmat docs (#1844),fix docs
5,docs: bump sphinx ver. (#1840),,docs: bump sphinx ver. (#1840),
6,"build(deps): update transformers requirement from <4.29.3,>4.4.0 to >4.4.0,<4.30.2 in /requirements (#1837)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"build(deps): update transformers requirement from <4.29.3,>4.4.0 to >4.4.0,<4.30.2 in /requirements (#1837)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
7,Update CODEOWNERS,,Update CODEOWNERS,
8,ci: drop numba RC (#1839),Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com,ci: drop numba RC (#1839),Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com
9,build(deps): bump pytest from 7.3.1 to 7.3.2 in /requirements (#1836),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump pytest from 7.3.1 to 7.3.2 in /requirements (#1836),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
10,build(deps): bump pytest-doctestplus from 0.12.1 to 0.13.0 in /requirements (#1838),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump pytest-doctestplus from 0.12.1 to 0.13.0 in /requirements (#1838),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
11,"build(deps): update scienceplots requirement from <=2.0.1,>=2.0.0 to >=2.0.0,<=2.1.0 in /requirements (#1826)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"build(deps): update scienceplots requirement from <=2.0.1,>=2.0.0 to >=2.0.0,<=2.1.0 in /requirements (#1826)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
12,ci: extends timeout,very long setup on macOS :/,ci: extends timeout,very long setup on macOS :/
13,"build(deps): update regex requirement from <=2023.5.5,>=2021.9.24 to >=2021.9.24,<=2023.6.3 in /requirements (#1825)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"build(deps): update regex requirement from <=2023.5.5,>=2021.9.24 to >=2021.9.24,<=2023.6.3 in /requirements (#1825)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
14,build(deps): update huggingface-hub requirement from <0.15 to <0.16 in /requirements (#1824),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): update huggingface-hub requirement from <0.15 to <0.16 in /requirements (#1824),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
15,Fix docstring in MAP (#1828),,Fix docstring in MAP (#1828),
16,"build(deps): update scikit-image requirement from <=0.20.0,>=0.19.0 to >=0.19.0,<=0.21.0 in /requirements (#1827)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"build(deps): update scikit-image requirement from <=0.20.0,>=0.19.0 to >=0.19.0,<=0.21.0 in /requirements (#1827)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
17,update logos/icons (#1822),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,update logos/icons (#1822),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
18,Fix for PCC error with float16 tensor (#1819),  updated code for amp training   Updated ordering   remove xfail   changelog    Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com,Fix for PCC error with float16 tensor (#1819),updated code for amp training Updated ordering remove xfail changelog Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com
19,"Fix docstring typos for MulticlassAveragePrecision, MultilabelAveragePrecision (#1820)",,"Fix docstring typos for MulticlassAveragePrecision, MultilabelAveragePrecision (#1820)",
20,build(deps): bump pypa/gh-action-pypi-publish from 1.8.5 to 1.8.6 (#1818),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump pypa/gh-action-pypi-publish from 1.8.5 to 1.8.6 (#1818),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
21,build(deps): bump pytorch-msssim from 0.2.1 to 1.0.0 in /requirements (#1817),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump pytorch-msssim from 0.2.1 to 1.0.0 in /requirements (#1817),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
22,"build(deps): update pandas requirement from <=2.0.1,>=1.4.0 to >=1.4.0,<=2.0.2 in /requirements (#1816)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"build(deps): update pandas requirement from <=2.0.1,>=1.4.0 to >=1.4.0,<=2.0.2 in /requirements (#1816)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
23,"build(deps): update pytest-cov requirement from ==4.0.0,>2.10 to ==4.1.0 in /requirements (#1815)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"build(deps): update pytest-cov requirement from ==4.0.0,>2.10 to ==4.1.0 in /requirements (#1815)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
24,build(deps): bump coverage from 7.2.5 to 7.2.7 in /requirements (#1814),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump coverage from 7.2.5 to 7.2.7 in /requirements (#1814),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
25,Fix number of issues in SpectralDistortionIndex (#1808),,Fix number of issues in SpectralDistortionIndex (#1808),
26,Fix corner cases in MatthewsCorrCoef (#1812), fix changelog fix tests,Fix corner cases in MatthewsCorrCoef (#1812),fix changelog fix tests
27,Docs: Small plotting note for custom implementations (#1807),  docs   docs   docs   Apply suggestions from code review   Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com  Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com,Docs: Small plotting note for custom implementations (#1807),docs docs docs Apply suggestions from code review Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com
28,build(deps): update requests requirement from <=2.30.0 to <=2.31.0 in /requirements (#1804),build(deps): update requests requirement in /requirements Updates the requirements on requests to permit the latest version. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: requests   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): update requests requirement from <=2.30.0 to <=2.31.0 in /requirements (#1804),build(deps): update requests requirement in /requirements Updates the requirements on requests to permit the latest version. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: requests   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
29,ruff: A (#1799),,ruff: A (#1799),
30,"build(deps): update transformers requirement from <4.29.2,>=4.10.0 to >=4.10.0,<4.29.3 in /requirements (#1806)",build(deps): update transformers requirement in /requirements Updates the requirements on transformers to permit the latest version. - Release notes - Commits  updated-dependencies: - dependency-name: transformers   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"build(deps): update transformers requirement from <4.29.2,>=4.10.0 to >=4.10.0,<4.29.3 in /requirements (#1806)",build(deps): update transformers requirement in /requirements Updates the requirements on transformers to permit the latest version. - Release notes - Commits updated-dependencies: - dependency-name: transformers   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
31,add C-SI-SNR (#1785),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,add C-SI-SNR (#1785),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
