Index,Release Note,Release Note With Abstraction
66,"💥 Breaking Change

emotion convertion #305 (@ndelangen @Andarist @smithambera @domyen)

🐛 Bug Fix

Remove props from Icon #315 (@smithambera)
Pull (most of) Footer from frontpage into the DS #314 (@smithambera)
Remove letter spacing from Subheading muted styles #312 (@smithambera)
Pull AddonsSubheading from frontpage into the DS #311 (@smithambera)
Pull Heading from frontpage into the DS #310 (@smithambera)
333 - Pull Breadcrumb from frontpage into the DS #309 (@smithambera)
Merge branch 'tech/upgrade-storybook' into tech/convert-to-emotion #296 (@ndelangen)

Authors: 4

Amber Smith (@smithambera)
Dominic Nguyen (@domyen)
Mateusz Burzyński (@Andarist)
Norbert de Langen (@ndelangen)
","💥 Breaking Change
emotion convertion #305 (@ndelangen @Andarist @smithambera @domyen)
🐛 Bug Fix
Remove props from Icon #315 (@smithambera)
Pull (most of) Footer from frontpage into the DS #314 (@smithambera)
Remove letter spacing from Subheading muted styles #312 (@smithambera)
Pull AddonsSubheading from frontpage into the DS #311 (@smithambera)
Pull Heading from frontpage into the DS #310 (@smithambera)
333 - Pull Breadcrumb from frontpage into the DS #309 (@smithambera)
Merge branch 'tech/upgrade-storybook' into tech/convert-to-emotion #296 (@ndelangen)
Authors: 4
Amber Smith (@smithambera)
Dominic Nguyen (@domyen)
Mateusz Burzyński (@Andarist)
Norbert de Langen (@ndelangen)"
67,"🐛 Bug Fix

Update TagItem && TagList Styles #308 (@smithambera)

Authors: 1

Amber Smith (@smithambera)
","🐛 Bug Fix
Update TagItem && TagList Styles #308 (@smithambera)
Authors: 1
Amber Smith (@smithambera)"
68,"🚀 Enhancement

TooltipNote: Increased the opacity of the background color #307 (@MichaelArestad)

Authors: 1

Michael Arestad (@MichaelArestad)
","🚀 Enhancement
TooltipNote: Increased the opacity of the background color #307 (@MichaelArestad)
Authors: 1
Michael Arestad (@MichaelArestad)"
69,"🚀 Enhancement

Add OutlineCTA component #306 (@kylegach)

Authors: 1

Kyle Gach (@kylegach)
","🚀 Enhancement
Add OutlineCTA component #306 (@kylegach)
Authors: 1
Kyle Gach (@kylegach)"
70,"🚀 Enhancement

Update colors and add new badges #298 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🚀 Enhancement
Update colors and add new badges #298 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
71,"🚀 Enhancement

Remove italic style from em tags #294 (@smithambera)

Authors: 1

Amber Smith (@smithambera)
","🚀 Enhancement
Remove italic style from em tags #294 (@smithambera)
Authors: 1
Amber Smith (@smithambera)"
72,"🐛 Bug Fix

feat: add playback, playnext, and stopalt icons #293 (@darleendenno @domyen)

Authors: 2

Deen (@darleendenno)
Dominic Nguyen (@domyen)
","🐛 Bug Fix
feat: add playback, playnext, and stopalt icons #293 (@darleendenno @domyen)
Authors: 2
Deen (@darleendenno)
Dominic Nguyen (@domyen)"
73,"💥 Breaking Change

convert more to typescript #292 (@ndelangen)

Authors: 1

Norbert de Langen (@ndelangen)
","💥 Breaking Change
convert more to typescript #292 (@ndelangen)
Authors: 1
Norbert de Langen (@ndelangen)"
74,"🐛 Bug Fix

Support external portalContainer in WithTooltip #291 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Support external portalContainer in WithTooltip #291 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
75,"🐛 Bug Fix

convert to typescript #289 (@ndelangen)

Authors: 1

Norbert de Langen (@ndelangen)
","🐛 Bug Fix
convert to typescript #289 (@ndelangen)
Authors: 1
Norbert de Langen (@ndelangen)"
76,"🐛 Bug Fix

add types being generated before publishing & fix 2 typing issues #287 (@ndelangen)

Authors: 1

Norbert de Langen (@ndelangen)
","🐛 Bug Fix
add types being generated before publishing & fix 2 typing issues #287 (@ndelangen)
Authors: 1
Norbert de Langen (@ndelangen)"
77,"🐛 Bug Fix

Support z index for WithTooltip & Tooltip #283 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Support z index for WithTooltip & Tooltip #283 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
78,"🐛 Bug Fix

Support onVisibilityChange in WithTooltip #280 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Support onVisibilityChange in WithTooltip #280 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
79,"🐛 Bug Fix

Redraw menu #279 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛 Bug Fix
Redraw menu #279 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
80,"🐛 Bug Fix

Update icon set #278 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛 Bug Fix
Update icon set #278 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
81,"🐛 Bug Fix

Added ComponentDriven Icon #277 (@MichaelArestad)

Authors: 1

Michael Arestad (@MichaelArestad)
","🐛 Bug Fix
Added ComponentDriven Icon #277 (@MichaelArestad)
Authors: 1
Michael Arestad (@MichaelArestad)"
82,"🚀 Enhancement

Ensure outline appears on LinkButton keyboard focus #271 (@darleendenno)

Authors: 1

Deen (@darleendenno)
","🚀 Enhancement
Ensure outline appears on LinkButton keyboard focus #271 (@darleendenno)
Authors: 1
Deen (@darleendenno)"
83,"🐛 Bug Fix

Add a github action to auto release #274 (@winkerVSbecks)
Update README to include note about npm access token in release instructions #273 (@darleendenno @winkerVSbecks)

Authors: 2

Deen (@darleendenno)
Varun Vachhar (@winkerVSbecks)
","🐛 Bug Fix
Add a github action to auto release #274 (@winkerVSbecks)
Update README to include note about npm access token in release instructions #273 (@darleendenno @winkerVSbecks)
Authors: 2
Deen (@darleendenno)
Varun Vachhar (@winkerVSbecks)"
84,"🐛 Bug Fix

Add ""blank"" modal variant #269 (@kylesuss)

⚠️ Pushed to master

Merge branch 'master' of github.com:storybookjs/design-system (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Add ""blank"" modal variant #269 (@kylesuss)
⚠️ Pushed to master
Merge branch 'master' of github.com:storybookjs/design-system (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
85,"🐛 Bug Fix

Add ruler icon #266 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛 Bug Fix
Add ruler icon #266 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
86,"🐛 Bug Fix

Improve contrast #264 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛 Bug Fix
Improve contrast #264 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
87,"🐛 Bug Fix

Fix #262 iOS styling for stacked inputs #263 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛 Bug Fix
Fix #262 iOS styling for stacked inputs #263 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
88,"🐛 Bug Fix

Break words in ClipboardCode #259 (@ghengeveld)
Remove console log in Avatar component #258 (@kylesuss)

⚠️ Pushed to master

Update browser database (@ghengeveld)
Add Azure DevOps icon (@ghengeveld)

🔩 Dependency Updates

Bump prismjs from 1.20.0 to 1.23.0 #253 (@dependabot[bot])

Authors: 3

@dependabot[bot]
Gert Hengeveld (@ghengeveld)
Kyle Suss (@kylesuss)
","🐛 Bug Fix
Break words in ClipboardCode #259 (@ghengeveld)
Remove console log in Avatar component #258 (@kylesuss)
⚠️ Pushed to master
Update browser database (@ghengeveld)
Add Azure DevOps icon (@ghengeveld)
🔩 Dependency Updates
Bump prismjs from 1.20.0 to 1.23.0 #253 (@dependabot[bot])
Authors: 3
@dependabot[bot]
Gert Hengeveld (@ghengeveld)
Kyle Suss (@kylesuss)"
89,"🚀 Enhancement

Update design system #255 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🚀 Enhancement
Update design system #255 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
90,"🐛 Bug Fix

Allow customization of form error state placement #250 (@kylesuss)
fix: Remove button jiggle #247 (@alii)

Authors: 2

Alistair Smith (@alii)
Kyle Suss (@kylesuss)
","🐛 Bug Fix
Allow customization of form error state placement #250 (@kylesuss)
fix: Remove button jiggle #247 (@alii)
Authors: 2
Alistair Smith (@alii)
Kyle Suss (@kylesuss)"
91,"🐛 Bug Fix

Add organization type to avatar #249 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Add organization type to avatar #249 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
92,"🐛 Bug Fix

Add function support for errors on textarea, startFocused behavior #246 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Add function support for errors on textarea, startFocused behavior #246 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
93,"🐛 Bug Fix

Update tertiary Select variant to match new designs #245 (@kylesuss)
Use focus-visible to hide outlines when using mouse #241 (@domyen)

Authors: 2

Dominic Nguyen (@domyen)
Kyle Suss (@kylesuss)
","🐛 Bug Fix
Update tertiary Select variant to match new designs #245 (@kylesuss)
Use focus-visible to hide outlines when using mouse #241 (@domyen)
Authors: 2
Dominic Nguyen (@domyen)
Kyle Suss (@kylesuss)"
94,"🐛 Bug Fix

Fix clipboard logic to reset state #240 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Fix clipboard logic to reset state #240 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
95,"🐛 Bug Fix

Tighter spacing for top level flat list #238 (@winkerVSbecks)
Change grave accents to single quotes #237 (@yhor1e)

Authors: 2

Varun Vachhar (@winkerVSbecks)
yhor1e (@yhor1e)
","🐛 Bug Fix
Tighter spacing for top level flat list #238 (@winkerVSbecks)
Change grave accents to single quotes #237 (@yhor1e)
Authors: 2
Varun Vachhar (@winkerVSbecks)
yhor1e (@yhor1e)"
96,"🐛 Bug Fix

Make tag items shorter (32px) #235 (@winkerVSbecks)

Authors: 1

Varun Vachhar (@winkerVSbecks)
","🐛 Bug Fix
Make tag items shorter (32px) #235 (@winkerVSbecks)
Authors: 1
Varun Vachhar (@winkerVSbecks)"
97,"🐛 Bug Fix

change ItemType enum to avoid breaking change #234 (@winkerVSbecks)

Authors: 1

Varun Vachhar (@winkerVSbecks)
","🐛 Bug Fix
change ItemType enum to avoid breaking change #234 (@winkerVSbecks)
Authors: 1
Varun Vachhar (@winkerVSbecks)"
98,"🚀 Enhancement

Toc #226 (@winkerVSbecks)

🐛 Bug Fix

Add TagLink export #233 (@winkerVSbecks)

Authors: 1

Varun Vachhar (@winkerVSbecks)
","🚀 Enhancement
Toc #226 (@winkerVSbecks)
🐛 Bug Fix
Add TagLink export #233 (@winkerVSbecks)
Authors: 1
Varun Vachhar (@winkerVSbecks)"
99,"🐛 Bug Fix

bugfix: add ButtonToggle to the list of exports #232 (@winkerVSbecks)

Authors: 1

Varun Vachhar (@winkerVSbecks)
","🐛 Bug Fix
bugfix: add ButtonToggle to the list of exports #232 (@winkerVSbecks)
Authors: 1
Varun Vachhar (@winkerVSbecks)"
100,"🐛 Bug Fix

Add verified icon #231 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛 Bug Fix
Add verified icon #231 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
101,"🚀 Enhancement

Port over Cardinal component from Chromatic #221 (@winkerVSbecks)

🐛 Bug Fix

remove gradient background from tooltips #230 (@domyen)
Add default tooltips for copied and uncopied states #229 (@winkerVSbecks)
Update Storybook to 6.1.1 and change component organization #228 (@domyen)

Authors: 2

Dominic Nguyen (@domyen)
Varun Vachhar (@winkerVSbecks)
","🚀 Enhancement
Port over Cardinal component from Chromatic #221 (@winkerVSbecks)
🐛 Bug Fix
remove gradient background from tooltips #230 (@domyen)
Add default tooltips for copied and uncopied states #229 (@winkerVSbecks)
Update Storybook to 6.1.1 and change component organization #228 (@domyen)
Authors: 2
Dominic Nguyen (@domyen)
Varun Vachhar (@winkerVSbecks)"
102,"🐛 Bug Fix

Hardcode input sizes in pixels #227 (@domyen)

🔩 Dependency Updates

Upgrade to SB6.1 final #225 (@shilman)

Authors: 2

Dominic Nguyen (@domyen)
Michael Shilman (@shilman)
","🐛 Bug Fix
Hardcode input sizes in pixels #227 (@domyen)
🔩 Dependency Updates
Upgrade to SB6.1 final #225 (@shilman)
Authors: 2
Dominic Nguyen (@domyen)
Michael Shilman (@shilman)"
103,"🚀 Enhancement

Input styling changes, Form component addition #216 (@kylesuss @winkerVSbecks)
Add ButtonToggle #224 (@winkerVSbecks)
TagItem and TagList components #212 (@winkerVSbecks)
Clipboard components #222 (@winkerVSbecks)

🐛 Bug Fix

Add hoverable effect to shared styles #223 (@winkerVSbecks)
add the outline icon #219 (@winkerVSbecks)
Convert Link to TS #215 (@winkerVSbecks)
Fix Loading AvatarList Not Showing in Stories #214 (@ahmadatallah @kylesuss)
remove extra space around the github button #213 (@winkerVSbecks)

🔩 Dependency Updates

Upgrade to 6.1 #220 (@shilman)

Authors: 4

Ahmad Atallah (@ahmadatallah)
Kyle Suss (@kylesuss)
Michael Shilman (@shilman)
Varun Vachhar (@winkerVSbecks)
","🚀 Enhancement
Input styling changes, Form component addition #216 (@kylesuss @winkerVSbecks)
Add ButtonToggle #224 (@winkerVSbecks)
TagItem and TagList components #212 (@winkerVSbecks)
Clipboard components #222 (@winkerVSbecks)
🐛 Bug Fix
Add hoverable effect to shared styles #223 (@winkerVSbecks)
add the outline icon #219 (@winkerVSbecks)
Convert Link to TS #215 (@winkerVSbecks)
Fix Loading AvatarList Not Showing in Stories #214 (@ahmadatallah @kylesuss)
remove extra space around the github button #213 (@winkerVSbecks)
🔩 Dependency Updates
Upgrade to 6.1 #220 (@shilman)
Authors: 4
Ahmad Atallah (@ahmadatallah)
Kyle Suss (@kylesuss)
Michael Shilman (@shilman)
Varun Vachhar (@winkerVSbecks)"
104,"🐛 Bug Fix

includes className prop on tooltip/TooltipMessage component #211 (@D3Portillo)
Port over the Header component used across all sites #210 (@winkerVSbecks)

🔩 Dependency Updates

Bump storybook to 6.0 #207 (@shilman)

Authors: 3

Denny Portillo (@D3Portillo)
Michael Shilman (@shilman)
Varun Vachhar (@winkerVSbecks)
","🐛 Bug Fix
includes className prop on tooltip/TooltipMessage component #211 (@D3Portillo)
Port over the Header component used across all sites #210 (@winkerVSbecks)
🔩 Dependency Updates
Bump storybook to 6.0 #207 (@shilman)
Authors: 3
Denny Portillo (@D3Portillo)
Michael Shilman (@shilman)
Varun Vachhar (@winkerVSbecks)"
105,"🐛 Bug Fix

Pass refs to componenent pickers for button, link #205 (@kylesuss)
Forward ref for button, link components #204 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Pass refs to componenent pickers for button, link #205 (@kylesuss)
Forward ref for button, link components #204 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
106,"🐛 Bug Fix

Add TSX support to Highlight component #203 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Add TSX support to Highlight component #203 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
107,"🐛 Bug Fix

Simplify release process #201 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛 Bug Fix
Simplify release process #201 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
108,"🐛  Bug Fix

Styling for emojis in ToC #200 (@domyen)

⚠️  Pushed to master

Update version to 5.1.23  (susskyle@gmail.com)

Authors: 2

Dominic Nguyen (@domyen)
Kyle Suss (susskyle@gmail.com)
","🐛  Bug Fix
Styling for emojis in ToC #200 (@domyen)
⚠️  Pushed to master
Update version to 5.1.23  (susskyle@gmail.com)
Authors: 2
Dominic Nguyen (@domyen)
Kyle Suss (susskyle@gmail.com)"
109,"🐛  Bug Fix

Setup slot in the CodeSnippets for non-code things (like messages) #199 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.22  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Setup slot in the CodeSnippets for non-code things (like messages) #199 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.22  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
110,"🐛  Bug Fix

Add callback option for Clipboard component #198 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.21  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Add callback option for Clipboard component #198 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.21  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
111,"🐛  Bug Fix

Make single line codesnippets more handsome #197 (@domyen)

⚠️  Pushed to master

Upgrade version to 5.1.20  (susskyle@gmail.com)

Authors: 2

Dominic Nguyen (@domyen)
Kyle Suss (susskyle@gmail.com)
","🐛  Bug Fix
Make single line codesnippets more handsome #197 (@domyen)
⚠️  Pushed to master
Upgrade version to 5.1.20  (susskyle@gmail.com)
Authors: 2
Dominic Nguyen (@domyen)
Kyle Suss (susskyle@gmail.com)"
112,"🐛  Bug Fix

#195 (@domyen)
Remove unused state value in CodeSnippets #196 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.19  (@kylesuss)

Authors: 2

Dominic Nguyen (@domyen)
Kyle Suss (@kylesuss)
","🐛  Bug Fix
195 (@domyen)
Remove unused state value in CodeSnippets #196 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.19  (@kylesuss)
Authors: 2
Dominic Nguyen (@domyen)
Kyle Suss (@kylesuss)"
113,"🐛  Bug Fix

Support JSX in Highlight component #194 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.18  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Support JSX in Highlight component #194 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.18  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
114,"🐛  Bug Fix

Add stories and refine styles more based on integration QA #193 (@domyen)

⚠️  Pushed to master

Update version to 5.1.17  (susskyle@gmail.com)

Authors: 2

Dominic Nguyen (@domyen)
Kyle Suss (susskyle@gmail.com)
","🐛  Bug Fix
Add stories and refine styles more based on integration QA #193 (@domyen)
⚠️  Pushed to master
Update version to 5.1.17  (susskyle@gmail.com)
Authors: 2
Dominic Nguyen (@domyen)
Kyle Suss (susskyle@gmail.com)"
115,"🐛  Bug Fix

Fix shadow box CTA required props #191 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.16  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Fix shadow box CTA required props #191 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.16  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
116,"🐛  Bug Fix

Refine ToC and Sidebar styling #190 (@domyen)

⚠️  Pushed to master

Upgrade version to 5.1.15  (susskyle@gmail.com)

Authors: 2

Dominic Nguyen (@domyen)
Kyle Suss (susskyle@gmail.com)
","🐛  Bug Fix
Refine ToC and Sidebar styling #190 (@domyen)
⚠️  Pushed to master
Upgrade version to 5.1.15  (susskyle@gmail.com)
Authors: 2
Dominic Nguyen (@domyen)
Kyle Suss (susskyle@gmail.com)"
117,"🐛  Bug Fix

Add alias for MD in addition to Markdown #189 (@kylesuss)

⚠️  Pushed to master

Upgade version to 5.1.14  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Add alias for MD in addition to Markdown #189 (@kylesuss)
⚠️  Pushed to master
Upgade version to 5.1.14  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
118,"🐛  Bug Fix

Add markdown, mdx support to Highlight #188 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.13  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Add markdown, mdx support to Highlight #188 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.13  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
119,"🐛  Bug Fix

Code snippets #187 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.12  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Code snippets #187 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.12  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
120,"🐛  Bug Fix

Support MDX in the Highlight component #186 (@kylesuss)

⚠️  Pushed to master

Update version to 5.1.11  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Support MDX in the Highlight component #186 (@kylesuss)
⚠️  Pushed to master
Update version to 5.1.11  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
121,"🐛  Bug Fix

Port over ShadowBoxCTA from learnstorybook.com #185 (@kylesuss)

⚠️  Pushed to master

Update version to 5.1.10  (@kylesuss)
Export ShadowBoxCTA  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Port over ShadowBoxCTA from learnstorybook.com #185 (@kylesuss)
⚠️  Pushed to master
Update version to 5.1.10  (@kylesuss)
Export ShadowBoxCTA  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
122,"🐛  Bug Fix

Export styled button from ButtonComponent #184 (@kylesuss)

⚠️  Pushed to master

Update version to 5.1.9  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Export styled button from ButtonComponent #184 (@kylesuss)
⚠️  Pushed to master
Update version to 5.1.9  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
123,"🐛  Bug Fix

Pass top level menu state to consumers of the TOC component #183 (@kylesuss)

⚠️  Pushed to master

Update version to 5.1.8  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Pass top level menu state to consumers of the TOC component #183 (@kylesuss)
⚠️  Pushed to master
Update version to 5.1.8  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
