Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Merge pull request #4647 from hashicorp/add_getLatestDeployment,0.43496805,core: Combine git clone messages from job stream into a single message [GH-4115],Add get latest deployment,0
Merge pull request #4806 from hashicorp/config-sourcer-tests,0.43333995,existing server image is hashicorp/waypoint:latest [GH-3820],More config sourcer state tests,0
Merge pull request #4804 from hashicorp/b-install-nomad-network,0.46213278,the Nomad server install. [GH-4363],install/nomad: Add host network config option.,0
PR comments,0.27479324,website: many minor improvements were made in our plugin documentation section for this release,,0
test: Add config sourcer state tests.,0.5053295,cli/snapshot: Fix server snapshot when a config source is set. [GH-4523],,0
add GetLatestDeployment,0.5493758,server: Add UI_GetDeployment convenience endpoint [GH-3856],,0
install/nomad: Add host network config option,0.86086273,serverinstall/nomad: Add config flag -nomad-host-network for specifying the,"This enables users to configure the networking of the Waypoint server Nomad job to use a host network other than one named ""default"", for the gRPC and HTTP (UI) server ports.",1
Merge pull request #4666 from hashicorp/dependabot/go_modules/google.golang.org/grpc/cmd/protoc-gen-go-grpc-1.3.0,0.5681084,* Update Go build version to 1.16.12 per Go security release,chore(deps): bump google.golang.org/grpc/cmd/protoc-gen-go-grpc from 1.2.0 to 1.3.0,0
chore(deps): bump google.golang.org/grpc/cmd/protoc-gen-go-grpc,0.5315523,* Waypoint now uses Go 1.19.4 to address security vulnerability (CVE-2022-41717) See the Go announcement for more details.,Bumps google.golang.org/grpc/cmd/protoc-gen-go-grpc from 1.2.0 to 1.3.0. - Release notes - Commits updated-dependencies: - dependency-name: google.golang.org/grpc/cmd/protoc-gen-go-grpc   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #4772 from hashicorp/dependabot/github_actions/actions/labeler-4.1.0,0.41893017,"  can now trigger a full build, deploy, release cycle on changes detected in Git. [GH-1109]",chore(deps): bump actions/labeler from 4.0.4 to 4.1.0,0
Merge pull request #4791 from hashicorp/dependabot/github_actions/docker/login-action-2.2.0,0.5003345,docker-pull auth and registry auth [GH-2895],chore(deps): bump docker/login-action from 2.1.0 to 2.2.0,0
Merge pull request #4795 from hashicorp/dependabot/github_actions/actions/checkout-3.5.3,0.37944904,cli: fix git dirty check that was broken for some versions of the git cli [GH-3432],build(deps): bump actions/checkout from 3.5.2 to 3.5.3,0
Merge pull request #4802 from hashicorp/compliance/add-headers,0.36308247,request body [GH-2273],[COMPLIANCE] Add Copyright and License Headers,0
[COMPLIANCE] Add Copyright and License Headers,0.31008723,ui: Fix header spacing on build/release detail pages [GH-3614],,0
Merge pull request #4798 from hashicorp/b-nomad-runner-install-resource-cli-flags,0.63433546,cli/runnerinstall: Fix output error message for missing arguments on Nomad runner installation [GH-3761],Nomad runner install CPU and memory flags,0
Add sorting to serverstate.PipelineRunList (#4797),0.5183498,core: Fix out of order job ids for waypoint pipeline run job stream CLI. [GH-3946],Add sorting to serverstate.PipelineRunList Prefer empty sorting request to nil Co-authored-by: Brian Cain bcain@hashicorp.com,0
Merge pull request #4792 from hashicorp/b-ecs-runner-uninstall-file-system,0.6265615,cli/runnerinstall: Delete EFS file system during ECS runner uninstall. [GH-3944],AWS ECS Runner Uninstall Fix,0
cli: Add flags for Nomad runner install CPU and memory.,0.88912773,runnerinstall/nomad: Add CLI flags for setting custom CPU and memory resources. [GH-4798],,1
"fix: Return err on DescribeMountTargets failure, during ECS runner uninstall.",0.8273537,cli/runnerinstall: Delete EFS file system during ECS runner uninstall. [GH-3944],,1
build(deps): bump actions/checkout from 3.5.2 to 3.5.3,0.41611308,"  can now trigger a full build, deploy, release cycle on changes detected in Git. [GH-1109]",Bumps actions/checkout from 3.5.2 to 3.5.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #4733 from hashicorp/f-project-template-cli,0.4480248,cli: Enhance warning for project flag mismatches when project parsed from config [GH-2815],core/cli: Add project template crud commands to cli,0
imp: Use pagination func for searching EFS file systems.,0.38265657,cli/runnerinstall: Delete EFS file system during ECS runner uninstall. [GH-3944],Simplify runner uninstall func for ECS by removing an if. Add the copyright headers back in.,0
fix: Delete the file system associated with a runner.,0.6177578,cli/runnerinstall: The runner profile created by runner install no longer sets,"The runner uninstall for AWS will now loop correctly through all file systems' paginated results using a marker. Some other updates are made in this commit to skip deleting the file system if certain conditions are met (if there are no file systems that exist, or none with the right tag). Step groups were also updated.",0
Merge pull request #4762 from hashicorp/WAYP-1416,0.4694187,existing server image is hashicorp/waypoint:latest [GH-3820],Return pipeline run bundle from UI_GetPipelineRun,0
chore(deps): bump docker/login-action from 2.1.0 to 2.2.0,0.5347694,plugin/pack: Honor DOCKER_HOST properly [GH-1457],Bumps docker/login-action from 2.1.0 to 2.2.0. - Release notes - Commits updated-dependencies: - dependency-name: docker/login-action   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
Return pipeline run bundle from UI_GetPipelineRun,0.46041352,pipelines: Properly mark a pipeline run as complete [GH-4053],This was an oversight on my part. We need the extra info for the UI,0
Merge pull request #4790 from hashicorp/go-fmt-installutil-helm,0.5252017,* Update Go build version to 1.16.12 per Go security release,go fmt ./internal/installutil/helm/helm.go,0
go fmt ./internal/installutil/helm/helm.go,0.60478485,cli: Refactor k8s server install to use Helm [GH-3335],,0
parse args properly in update,0.43828967,cli: Remove unused arg and use sequence ID for CLI message in release [GH-2426],,0
Merge pull request #4764 from hashicorp/wayp1165-1163-auth-validation,0.45243943,ui: Update authentication page with new supported waypoint user token command. [GH-2006],Validate CEB token context DeploymentID,0
Merge pull request #4786 from hashicorp/fix-helm-plugin-typos,0.51517856,plugin/helm: Add support for create_namespace and skip_crds (default is now false) [GH-3950],Fix #4737,0
change update to debug log,0.5243051,entrypoint: default log level changed to DEBUG [GH-1330],,0
fix if statement typo,0.35376385,if none exists [GH-3922],,0
change log to update,0.52316386,ui: Update empty logs message [GH-2925],,0
fix formatting,0.34602404,BREAKING CHANGES:,,0
Fix name consistency with template update,0.4982751,name continues to work but is deprecated and may be removed in a future version. [GH-2892],,0
