Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
fix links (#8167) (#14927),0.4434352,* healthcare: Added back self_link functionality which was accidentally removed in 4.0.0 release. (#10808),Signed-off-by: Modular Magician magic-modules@google.com,0
Add Params and resourceManagerTags for instance and disks (#8107) (#14924),0.61551845,* compute: added disk.resource_policies field to resource google_compute_instance_template (#8393),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Riley Karson rileykarson@google.com Co-authored-by: QichangZ 764487@qq.com,0
Create files for Firewall Policy Rule - override (#7940) (#14922),0.5648205,* New Resource: google_compute_network_firewall_policy_rule (#13031),Signed-off-by: Modular Magician magic-modules@google.com,0
Move resources to the service packages (#8146) (#14919),0.58870345,* New Resource: google_service_directory_namespace (#6150),Signed-off-by: Modular Magician magic-modules@google.com,0
added VMwareEngine PrivateCloud and Cluster resource and data source (#8101) (#14917),0.6725241,* New Resource: google_vmwareengine_network (#14821),feat: Add pc and cluster resources & data sources Added pc and cluster reousres & data sources feat: Add pc and cluster resources & data sources Added pc and cluster reousres & data sources increase timeout and merge ds test Signed-off-by: Modular Magician magic-modules@google.com,0
Move resources to the resourcemanager package (#8144) (#14914),0.62627304,* resource-manager: updated documentation for folder_iam_ and organization_iam_ resources. (#6991),Signed-off-by: Modular Magician magic-modules@google.com,0
Migrating GKEHub Feature from DCL to MMv1 (#7990) (#14912),0.6224874,* gkehub: added better support for import for google_gke_hub_membership (#12207),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Shuya Ma 87669292+shuyama1@users.noreply.github.com,0
feature: add apigeeProjectId output for the apigee_organization provider (#8149) (#14911),0.79012203,* apigee: added a properties field to google_apigee_organization (#12433),Signed-off-by: Modular Magician magic-modules@google.com,1
Increase default timeout for instance creation\update and improve doc (#8161) (#14909),0.59332275,* all: bump default request timeout to avoid conflicts if creating a resource takes longer than expected (#7976),Signed-off-by: Modular Magician magic-modules@google.com,0
Duplicate cluster detection (#8119) (#14908),0.4913082,* bigtable: fixed an incorrect diff when adding two or more clusters (#12109),assert duplicated cluster ID break test intentionally to verify it works fix test fix test improve test - add assertion for update Bigtable timeouts docs (#8134) Move resources to the service packages (#8126) Added validation for plan phase Move validation to diff rather than create and update Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Zhenhua Li zhenhuali@google.com,0
fix: make service account name in bq transfer config mutable (#8152) (#14907),0.6378682,* bigquery: added service_account_name field to google_bigquery_data_transfer_config resource (#6221),Signed-off-by: Modular Magician magic-modules@google.com,0
Storage autoclass DSF (#8137) (#14902),0.5523931,* storage: added support for autoclass in google_storage_bucket resource (#13185),Add DSF for empty object in storage bucket autoclass Remove extra test step Write specific DSF for storage autoclass Signed-off-by: Modular Magician magic-modules@google.com,0
