Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Update CI status badge (#682),0.43579495,Update repo screenshot #293,,0
Process site only if not in watch mode (#700),0.63563484,Disable watch to prevent race condition between threads calling site.process #320 ,,0
Bump :gem: version,0.5173833,Bump dependencies #231 #249 ,,0
Processes site when writing files (#629),0.9999999,Processes site when writing files (#629),,1
Delete misplaced workflow config file,0.39927197,Remove unused action #559,,0
Add workflow to build gem and store as artifact,0.6653158,Use GitHub Actions to handle Continuous Integration and build the gem archive for publishing.,Artifact gets deleted after 15 days,0
Relax version constraints on Sinatra libraries (#680),1.0000005,Relax version constraints on Sinatra libraries (#680),To allow using newer versions of Sinatra libraries. Additionally add gem rack-test as development dependency.,1
Improve testing experience on AppVeyor (#679),0.5529602,Enable AppVeyor CI Builds, Bump Ruby version Switch Node version after installing Ruby deps Install 64Bit NodeJS,0
Set up Continuous Integration via GH Actions (#678),0.5079845,Use GitHub Actions to handle Continuous Integration and build the gem archive for publishing., Set up Continuous Integration via GH Actions Disable closing of opened pipes on GitHub Actions Delete TravisCI configuration,0
Release v0.11.0 (#618),0.5137558,Initial pre-release version.,  Bump versions   Add release to package.json scripts ,0
Add option to change homepage (#617),0.6645919,Add option to change homepage. It was opening pages before. (#617),  Add option to change homepage   Fix typo   Add other routes for homepage as well ,0
Fix vulnerabilities via npm audit (#612),0.9999999,Fix vulnerabilities via npm audit (#612) ,,1
Clean up implementation of ducks (#572),0.99999994,Clean up implementation of ducks (#572) ,,1
Bundle kramdown-parser-gfm gem when necessary,1.0,Bundle kramdown-parser-gfm gem when necessary,,1
Bump elliptic from 6.5.2 to 6.5.3 (#604),0.4590911,Bump Ace Editor #260 ,Bumps elliptic from 6.5.2 to 6.5.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Reduce Ruby 2.7 deprecation warnings (#603),0.99999994,Reduce Ruby 2.7 deprecation warnings (#603) ,,1
Release :gem: v0.10.2,0.6347269,Fix for compiled site not being distributed with the Gem ,,0
Allow default metadata fields to be overridden and edited in place (#597),0.9719455,Allow default metadata fields to be overridden and edited in place #597 (Thanks @i-a-n),"This allows a user to see the default fields for a new or existing document, choose to ""override"" the defaults, and revert back to the default at any time.",1
Release v0.10.1 (#592),0.5517187,Initial pre-release version.,  Bump versions   Update snapshots ,0
Temporarily disable gathering test coverage stats,0.3249808,Fix test warnings #251 ,,0
Check file type before accessing its extension (#590),0.472907,Allow previewing images with uppercase filenames #343 ,"Since directories do not have extname, when switched to index listing, FilePreview was throwing an error saying file.extname is undefined. Fixed it by checking file type before accessing extname.",0
Allow searching without enter key press (#589),0.9635521,Allow searching without enter key press #589 ,,1
Run all tests as part of the build process,0.45953175,Enable AppVeyor CI Builds,,0
Use Unix line-endings on stylesheets and partials,0.60686517,Enforce unix-style line-endings for *.js files #571,,0
Fix test:cover script definition,0.53548145,Fix test warnings #251 ,,0
Compute coverage after successful CI builds,0.4337215,Enable AppVeyor CI Builds,,0
Integrate react-scripts (#573),0.81802666,Migrate to react-scripts #573 ,  Add react-scripts & adjust scripts accordingly   Remove config files already handled by react-scripts   Update public resources   Fix build script   Rename fileMocks.js as setupTests.js which is a name react-scripts looks for   Fix font awesome paths   Fix tests   Start api   Add script for bundle analyzer   Use env file   Set CI to false   Revert setting CI to false   Fix eslint warnings   Fix bundlesize build paths   Increase maxSize for css.map files   Use relative_path for alt   Use config overrides   Add public_url   Remove node-sass from dependencies   Fix array-callback-return warning   Move build folder rather than changing its path   Remove old build folder   Disable bundle analyzer   Fix header snapshots   Add test:CI script   Update yarn.lock   Update react-scripts   Clean build folder before build ,1
Release :gem: v0.10.0 (#586),0.6153859,Fix for compiled site not being distributed with the Gem ,,0
"Prevent unexpected file overwrites for collections, drafts and pages (#582)",0.98021185,"Prevent unexpected file overwrites for collections, drafts and pages #582 (Thanks @alzeih)","For collections, drafts and pages, return HTTP 404 if a resource being created or renamed into will overwrite an existing item. Additionally, log a warning in the terminal as to why the front-end dispatched an error-notification. Co-authored-by: Ashwin Maroli ashmaroli@users.noreply.github.com",1
Render advanced metafield for categories (#588),0.58444095,Render an advanced metadata field for tags #389,,0
