Index,Message,Description,Message Abstract,Description Abstract
465,chore(): update deps,,chore(): update deps,
466,Merge pull request #1950 from nestjs/renovate/npm-got-vulnerability,chore(deps): update dependency got [security],Merge pull request #1950 from nestjs/renovate/npm-got-vulnerability,chore(deps): update dependency got [security]
467,Merge pull request #1955 from nestjs/dependabot/npm_and_yarn/parse-url-6.0.2,chore(deps): bump parse-url from 6.0.0 to 6.0.2,Merge pull request #1955 from nestjs/dependabot/npm_and_yarn/parse-url-6.0.2,chore(deps): bump parse-url from 6.0.0 to 6.0.2
468,chore(deps): bump parse-url from 6.0.0 to 6.0.2,Bumps parse-url from 6.0.0 to 6.0.2. - Release notes - Commits  updated-dependencies: - dependency-name: parse-url   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump parse-url from 6.0.0 to 6.0.2,Bumps parse-url from 6.0.0 to 6.0.2. - Release notes - Commits updated-dependencies: - dependency-name: parse-url   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
469,chore(deps): update dependency got [security],,chore(deps): update dependency got [security],
470,feat(swagger): Provide URI version to operationIdFactory,"Adds a new optional parameter to operationIdFactory to allow providing the API version prefix added to the operation's path. This allows the operationIdFactory to generate unique IDs in the case of the same controller method being used for multiple API versions. Default behavior is unchanged - the operation IDs will be of the form controllerKey_methodKey, but where necessary this can be customised using the URI version prefix. Closes #1711",feat(swagger): Provide URI version to operationIdFactory,"Adds a new optional parameter to operationIdFactory to allow providing the API version prefix added to the operation's path. This allows the operationIdFactory to generate unique IDs in the case of the same controller method being used for multiple API versions. Default behavior is unchanged - the operation IDs will be of the form controllerKey_methodKey, but where necessary this can be customised using the URI version prefix. Closes #1711"
471,fixed validate-schema.e2e-spec,,fixed validate-schema.e2e-spec,
472,"removed compatibility layer, added basic auth sample into e2e manual test",,"removed compatibility layer, added basic auth sample into e2e manual test",
473,master -> feat/routing_platform_independence,,master -> feat/routing_platform_independence,
474,chore(): update test fixtures,,chore(): update test fixtures,
475,fix(): address ts compilation error (helpers),,fix(): address ts compilation error (helpers),
476,chore(): upgrade deps to latest versions,,chore(): upgrade deps to latest versions,
477,Merge pull request #1927 from micalevisk/patch-1,chore: replace gitter by discord on contributing guide,Merge pull request #1927 from micalevisk/patch-1,chore: replace gitter by discord on contributing guide
478,Merge pull request #1926 from Tony133/chore/update-readme-and-license,chore(): update readme and license,Merge pull request #1926 from Tony133/chore/update-readme-and-license,chore(): update readme and license
479,chore: replace gitter by discord on contributing guide,,chore: replace gitter by discord on contributing guide,
480,chore(): update README.md,,chore(): update README.md,
481,chore(): update readme and license,,chore(): update readme and license,
482,chore(deps): update dependency ts-jest to v28,,chore(deps): update dependency ts-jest to v28,
483,chore(deps): update dependency jest to v28,,chore(deps): update dependency jest to v28,
484,chore(deps): update dependency fastify-swagger to v5.2.0,,chore(deps): update dependency fastify-swagger to v5.2.0,
485,chore(deps): update dependency @types/node to v16.11.31,,chore(deps): update dependency @types/node to v16.11.31,
486,chore(deps): update dependency @types/node to v16.11.30,,chore(deps): update dependency @types/node to v16.11.30,
487,chore(deps): update dependency lint-staged to v12.4.1,,chore(deps): update dependency lint-staged to v12.4.1,
488,chore(deps): update dependency express to v4.18.0,,chore(deps): update dependency express to v4.18.0,
489,chore(deps): update typescript-eslint monorepo to v5.21.0,,chore(deps): update typescript-eslint monorepo to v5.21.0,
490,chore(deps): update dependency @types/node to v16.11.29,,chore(deps): update dependency @types/node to v16.11.29,
491,fix: fix numeric enum values,fixes #1884,fix: fix numeric enum values,fixes #1884
492,chore(deps): update dependency @types/node to v16.11.28,,chore(deps): update dependency @types/node to v16.11.28,
493,chore(deps): update dependency eslint to v8.14.0,,chore(deps): update dependency eslint to v8.14.0,
494,fixed fastify serve html issue on path = /,,fixed fastify serve html issue on path = /,
495,chore(deps): update dependency lint-staged to v12.4.0,,chore(deps): update dependency lint-staged to v12.4.0,
496,merged master -> feat/routing_platform_independence,,merged master -> feat/routing_platform_independence,
497,chore(deps): update dependency @types/lodash to v4.14.182,,chore(deps): update dependency @types/lodash to v4.14.182,
498,chore(deps): update typescript-eslint monorepo to v5.20.0,,chore(deps): update typescript-eslint monorepo to v5.20.0,
499,merged master -> feat/routing_platform_independence,,merged master -> feat/routing_platform_independence,
500,chore(deps): update dependency lint-staged to v12.3.8,,chore(deps): update dependency lint-staged to v12.3.8,
501,feat(): routing platform independence (PR comments resolution),,feat(): routing platform independence (PR comments resolution),
502,merged master -> feat/routing_platform_independence + conflicts resolution,,merged master -> feat/routing_platform_independence + conflicts resolution,
503,feat(): routing platform independence (fastify-swagger uiHooks backward compatibility),,feat(): routing platform independence (fastify-swagger uiHooks backward compatibility),
504,chore(deps): update dependency @types/node to v16.11.27,,chore(deps): update dependency @types/node to v16.11.27,
505,merged master -> feat/routing_platform_independence,,merged master -> feat/routing_platform_independence,
506,merged master -> feat/routing_platform_independence,,merged master -> feat/routing_platform_independence,
507,feat(): routing platform independence (fastify-swagger options backward compatibility),,feat(): routing platform independence (fastify-swagger options backward compatibility),
508,chore(deps): update dependency fastify-swagger to v5.1.1,,chore(deps): update dependency fastify-swagger to v5.1.1,
509,feat(): routing platform independence (resolved PR remarks),,feat(): routing platform independence (resolved PR remarks),
510,chore(deps): update typescript-eslint monorepo to v5.19.0,,chore(deps): update typescript-eslint monorepo to v5.19.0,
511,chore(deps): update dependency release-it to v14.14.2,,chore(deps): update dependency release-it to v14.14.2,
512,feat(): routing platform independence (polishing),,feat(): routing platform independence (polishing),
513,feat(): routing platform independence (better static files serving solution),,feat(): routing platform independence (better static files serving solution),
514,feat(): routing platform independence (initial implementation),,feat(): routing platform independence (initial implementation),
515,chore(deps): update dependency release-it to v14.14.1,,chore(deps): update dependency release-it to v14.14.1,
516,chore(deps): update dependency eslint to v8.13.0,,chore(deps): update dependency eslint to v8.13.0,
517,chore(deps): update nest monorepo to v8.4.4,,chore(deps): update nest monorepo to v8.4.4,
518,chore(deps): update dependency eslint-plugin-import to v2.26.0,,chore(deps): update dependency eslint-plugin-import to v2.26.0,
519,chore(deps): update typescript-eslint monorepo to v5.18.0,,chore(deps): update typescript-eslint monorepo to v5.18.0,
520,chore(deps): update dependency prettier to v2.6.2,,chore(deps): update dependency prettier to v2.6.2,
521,chore(deps): update dependency release-it to v14.14.0,,chore(deps): update dependency release-it to v14.14.0,
522,chore(deps): update dependency @types/lodash to v4.14.181,,chore(deps): update dependency @types/lodash to v4.14.181,
523,chore(deps): update typescript-eslint monorepo to v5.17.0,,chore(deps): update typescript-eslint monorepo to v5.17.0,
524,chore(deps): update dependency fastify-swagger to v5.1.0,,chore(deps): update dependency fastify-swagger to v5.1.0,
525,chore(deps): update dependency eslint to v8.12.0,,chore(deps): update dependency eslint to v8.12.0,
526,chore(deps): update nest monorepo to v8.4.3,,chore(deps): update nest monorepo to v8.4.3,
527,chore(): release v5.2.1,,chore(): release v5.2.1,
528,Merge pull request #1863 from nestjs/renovate/ts-jest-27.x,chore(deps): update dependency ts-jest to v27.1.4,Merge pull request #1863 from nestjs/renovate/ts-jest-27.x,chore(deps): update dependency ts-jest to v27.1.4
529,Merge pull request #1861 from nestjs/renovate/npm-minimist-vulnerability,chore(deps): update dependency minimist to 1.2.6 [security],Merge pull request #1861 from nestjs/renovate/npm-minimist-vulnerability,chore(deps): update dependency minimist to 1.2.6 [security]
530,Merge pull request #1858 from nestjs/renovate/typescript-eslint-monorepo,chore(deps): update typescript-eslint monorepo to v5.16.0,Merge pull request #1858 from nestjs/renovate/typescript-eslint-monorepo,chore(deps): update typescript-eslint monorepo to v5.16.0
531,Merge pull request #1857 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v8.4.2,Merge pull request #1857 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v8.4.2
532,Merge pull request #1856 from nestjs/renovate/release-it-14.x,chore(deps): update dependency release-it to v14.13.1,Merge pull request #1856 from nestjs/renovate/release-it-14.x,chore(deps): update dependency release-it to v14.13.1
533,chore(deps): update typescript-eslint monorepo to v5.16.0,,chore(deps): update typescript-eslint monorepo to v5.16.0,
534,chore(deps): update dependency release-it to v14.13.1,,chore(deps): update dependency release-it to v14.13.1,
535,chore(deps): update nest monorepo to v8.4.2,,chore(deps): update nest monorepo to v8.4.2,
536,chore(deps): update dependency ts-jest to v27.1.4,,chore(deps): update dependency ts-jest to v27.1.4,
537,chore(deps): update dependency prettier to v2.6.1,,chore(deps): update dependency prettier to v2.6.1,
538,chore(deps): update dependency minimist to 1.2.6 [security],,chore(deps): update dependency minimist to 1.2.6 [security],
539,Merge pull request #1848 from CarsonF/ts-patch-plugin,feat(plugin): add export for cli plugin for ts-patch/ttypescript,Merge pull request #1848 from CarsonF/ts-patch-plugin,feat(plugin): add export for cli plugin for ts-patch/ttypescript
540,Merge pull request #1788 from npwork/feature/added_validation_decorators,"feat: added support for decorators Matches, IsPositive, IsNegative, L…",Merge pull request #1788 from npwork/feature/added_validation_decorators,"feat: added support for decorators Matches, IsPositive, IsNegative, L…"
541,Merge pull request #1634 from glebbash/fix/colon-escape,fix(): unescape colons in paths,Merge pull request #1634 from glebbash/fix/colon-escape,fix(): unescape colons in paths
542,Merge pull request #1862 from tiste/add-missing-ui-config-params,fix: add missing ui config param 'queryConfigEnabled',Merge pull request #1862 from tiste/add-missing-ui-config-params,fix: add missing ui config param 'queryConfigEnabled'
543,test(): fix ts error in unit tests,,test(): fix ts error in unit tests,
544,fix: add missing ui config param 'queryConfigEnabled',,fix: add missing ui config param 'queryConfigEnabled',
545,chore(deps): update nest monorepo to v8.4.1,,chore(deps): update nest monorepo to v8.4.1,
546,chore(deps): update dependency lint-staged to v12.3.7,,chore(deps): update dependency lint-staged to v12.3.7,
547,chore(deps): update dependency lint-staged to v12.3.6,,chore(deps): update dependency lint-staged to v12.3.6,
548,chore(deps): update dependency prettier to v2.6.0,,chore(deps): update dependency prettier to v2.6.0,
549,chore(deps): update commitlint monorepo to v16.2.3,,chore(deps): update commitlint monorepo to v16.2.3,
550,chore(deps): update typescript-eslint monorepo to v5.15.0,,chore(deps): update typescript-eslint monorepo to v5.15.0,
551,chore(deps): update dependency @types/lodash to v4.14.180,,chore(deps): update dependency @types/lodash to v4.14.180,
552,feat(plugin): add export for cli plugin for ts-patch/ttypescript,,feat(plugin): add export for cli plugin for ts-patch/ttypescript,
553,chore(deps): update dependency eslint to v8.11.0,,chore(deps): update dependency eslint to v8.11.0,
554,chore(deps): update dependency fastify-swagger to v5,,chore(deps): update dependency fastify-swagger to v5,
555,chore(deps): update typescript-eslint monorepo to v5.14.0,,chore(deps): update typescript-eslint monorepo to v5.14.0,
556,chore(deps): update dependency fastify-swagger to v4.17.1,,chore(deps): update dependency fastify-swagger to v4.17.1,
557,chore(deps): update dependency lint-staged to v12.3.5,,chore(deps): update dependency lint-staged to v12.3.5,
558,chore(deps): update dependency eslint-config-prettier to v8.5.0,,chore(deps): update dependency eslint-config-prettier to v8.5.0,
559,chore(deps): update dependency fastify-swagger to v4.17.0,,chore(deps): update dependency fastify-swagger to v4.17.0,
560,chore(deps): update typescript-eslint monorepo to v5.13.0,,chore(deps): update typescript-eslint monorepo to v5.13.0,
561,chore(deps): update dependency eslint to v8.10.0,,chore(deps): update dependency eslint to v8.10.0,
562,chore(deps): update dependency @types/lodash to v4.14.179,,chore(deps): update dependency @types/lodash to v4.14.179,
563,chore(deps): update dependency @types/node to v16.11.26,,chore(deps): update dependency @types/node to v16.11.26,
564,chore(deps): update dependency @types/jest to v27.4.1,,chore(deps): update dependency @types/jest to v27.4.1,
565,chore(deps): update dependency release-it to v14.12.5,,chore(deps): update dependency release-it to v14.12.5,
566,chore(deps): update typescript-eslint monorepo to v5.12.1,,chore(deps): update typescript-eslint monorepo to v5.12.1,
567,chore(deps): update dependency eslint-config-prettier to v8.4.0,,chore(deps): update dependency eslint-config-prettier to v8.4.0,
568,chore(deps): update dependency express to v4.17.3,,chore(deps): update dependency express to v4.17.3,
569,chore(deps): update dependency @types/node to v16.11.25,,chore(deps): update dependency @types/node to v16.11.25,
570,chore(deps): update typescript-eslint monorepo to v5.12.0,,chore(deps): update typescript-eslint monorepo to v5.12.0,
571,Merge pull request #1821 from nestjs/renovate/npm-follow-redirects-vulnerability,chore(deps): update dependency follow-redirects to 1.14.8 [security],Merge pull request #1821 from nestjs/renovate/npm-follow-redirects-vulnerability,chore(deps): update dependency follow-redirects to 1.14.8 [security]
572,chore(deps): update dependency lint-staged to v12.3.4,,chore(deps): update dependency lint-staged to v12.3.4,
573,chore(deps): update commitlint monorepo to v16.2.1,,chore(deps): update commitlint monorepo to v16.2.1,
574,chore(deps): update dependency follow-redirects to 1.14.8 [security],,chore(deps): update dependency follow-redirects to 1.14.8 [security],
575,chore(deps): update dependency eslint to v8.9.0,,chore(deps): update dependency eslint to v8.9.0,
576,chore(deps): update dependency @types/node to v16.11.24,,chore(deps): update dependency @types/node to v16.11.24,
577,chore(deps): update dependency fastify-swagger to v4.15.0,,chore(deps): update dependency fastify-swagger to v4.15.0,
578,chore(deps): update dependency @types/node to v16.11.23,,chore(deps): update dependency @types/node to v16.11.23,
579,chore(deps): update dependency jest to v27.5.1,,chore(deps): update dependency jest to v27.5.1,
580,chore(deps): update typescript-eslint monorepo to v5.11.0,,chore(deps): update typescript-eslint monorepo to v5.11.0,
581,chore(deps): update dependency jest to v27.5.0,,chore(deps): update dependency jest to v27.5.0,
582,chore(deps): update dependency fastify-swagger to v4.14.0,,chore(deps): update dependency fastify-swagger to v4.14.0,
583,chore(deps): update dependency lint-staged to v12.3.3,,chore(deps): update dependency lint-staged to v12.3.3,
584,chore(deps): update dependency @types/node to v16.11.22,,chore(deps): update dependency @types/node to v16.11.22,
585,chore(deps): update typescript-eslint monorepo to v5.10.2,,chore(deps): update typescript-eslint monorepo to v5.10.2,
586,chore(deps): update dependency eslint to v8.8.0,,chore(deps): update dependency eslint to v8.8.0,
587,chore(deps): update dependency lint-staged to v12.3.2,,chore(deps): update dependency lint-staged to v12.3.2,
588,chore(): release v5.2.0,,chore(): release v5.2.0,
589,feat(): add uihooks option to fastify driver,,feat(): add uihooks option to fastify driver,
590,Merge pull request #1525 from ton11797/fix-api-extension,fix(api-extension): support for multiple api-extension,Merge pull request #1525 from ton11797/fix-api-extension,fix(api-extension): support for multiple api-extension
591,Merge pull request #1706 from chromey/introspect-comments-with-tabs,fix: make introspectComments work with tab indentation,Merge pull request #1706 from chromey/introspect-comments-with-tabs,fix: make introspectComments work with tab indentation
592,Merge pull request #1770 from MatthieuLemoine/feat-support-bigint,feat: add plugin support for bigint,Merge pull request #1770 from MatthieuLemoine/feat-support-bigint,feat: add plugin support for bigint
593,Merge pull request #1772 from nestjs/dependabot/npm_and_yarn/follow-redirects-1.14.7,chore(deps): bump follow-redirects from 1.14.5 to 1.14.7,Merge pull request #1772 from nestjs/dependabot/npm_and_yarn/follow-redirects-1.14.7,chore(deps): bump follow-redirects from 1.14.5 to 1.14.7
594,Merge pull request #1773 from nestjs/renovate/npm-follow-redirects-vulnerability,chore(deps): update dependency follow-redirects to 1.14.7 [security],Merge pull request #1773 from nestjs/renovate/npm-follow-redirects-vulnerability,chore(deps): update dependency follow-redirects to 1.14.7 [security]
595,Merge pull request #1783 from mikeyaa/master,Add tagsSorter and operationsSorter to FastifySwaggerCustomOptions,Merge pull request #1783 from mikeyaa/master,Add tagsSorter and operationsSorter to FastifySwaggerCustomOptions
596,Merge pull request #1790 from nestjs/dependabot/npm_and_yarn/node-fetch-2.6.7,chore(deps): bump node-fetch from 2.6.1 to 2.6.7,Merge pull request #1790 from nestjs/dependabot/npm_and_yarn/node-fetch-2.6.7,chore(deps): bump node-fetch from 2.6.1 to 2.6.7
597,Merge pull request #1791 from nestjs/renovate/npm-node-fetch-vulnerability,chore(deps): update dependency node-fetch to 2.6.7 [security],Merge pull request #1791 from nestjs/renovate/npm-node-fetch-vulnerability,chore(deps): update dependency node-fetch to 2.6.7 [security]
598,chore(deps): update typescript-eslint monorepo to v5.10.1,,chore(deps): update typescript-eslint monorepo to v5.10.1,
599,chore(deps): update dependency follow-redirects to 1.14.7 [security],,chore(deps): update dependency follow-redirects to 1.14.7 [security],
600,chore(deps): bump node-fetch from 2.6.1 to 2.6.7,Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump node-fetch from 2.6.1 to 2.6.7,Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
601,chore(deps): update dependency release-it to v14.12.4,,chore(deps): update dependency release-it to v14.12.4,
602,chore(deps): update dependency lint-staged to v12.3.1,,chore(deps): update dependency lint-staged to v12.3.1,
603,chore(deps): update dependency node-fetch to 2.6.7 [security],,chore(deps): update dependency node-fetch to 2.6.7 [security],
604,chore(deps): update dependency lint-staged to v12.3.0,,chore(deps): update dependency lint-staged to v12.3.0,
605,"feat: added support for decorators Matches, IsPositive, IsNegative, Length, IsIn",,"feat: added support for decorators Matches, IsPositive, IsNegative, Length, IsIn",
606,"feat: added support for decorators Matches, IsPositive, IsNegative, Length",,"feat: added support for decorators Matches, IsPositive, IsNegative, Length",
607,chore(deps): update dependency lint-staged to v12.2.2,,chore(deps): update dependency lint-staged to v12.2.2,
608,chore(deps): update dependency @commitlint/cli to v16.1.0,,chore(deps): update dependency @commitlint/cli to v16.1.0,
609,chore(deps): update dependency lint-staged to v12.2.1,,chore(deps): update dependency lint-staged to v12.2.1,
610,chore(deps): update dependency @commitlint/cli to v16.0.3,,chore(deps): update dependency @commitlint/cli to v16.0.3,
611,chore(deps): update dependency @types/node to v16.11.21,,chore(deps): update dependency @types/node to v16.11.21,
612,Add tagsSorter and operationsSorter to FastifySwaggerCustomOptions,,Add tagsSorter and operationsSorter to FastifySwaggerCustomOptions,
613,chore(deps): update dependency lint-staged to v12.2.0,,chore(deps): update dependency lint-staged to v12.2.0,
614,chore(deps): update typescript-eslint monorepo to v5.10.0,,chore(deps): update typescript-eslint monorepo to v5.10.0,
615,chore(deps): update dependency @types/node to v16.11.20,,chore(deps): update dependency @types/node to v16.11.20,
616,chore(deps): update dependency release-it to v14.12.3,,chore(deps): update dependency release-it to v14.12.3,
617,chore(deps): update dependency eslint to v8.7.0,,chore(deps): update dependency eslint to v8.7.0,
618,chore(deps): update dependency release-it to v14.12.2,,chore(deps): update dependency release-it to v14.12.2,
619,chore(deps): update dependency ts-jest to v27.1.3,,chore(deps): update dependency ts-jest to v27.1.3,
620,chore(deps): bump follow-redirects from 1.14.5 to 1.14.7,Bumps follow-redirects from 1.14.5 to 1.14.7. - Release notes - Commits  updated-dependencies: - dependency-name: follow-redirects   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump follow-redirects from 1.14.5 to 1.14.7,Bumps follow-redirects from 1.14.5 to 1.14.7. - Release notes - Commits updated-dependencies: - dependency-name: follow-redirects   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
621,feat: add plugin support for bigint,,feat: add plugin support for bigint,
622,chore(deps): update typescript-eslint monorepo to v5.9.1,,chore(deps): update typescript-eslint monorepo to v5.9.1,
623,chore(deps): update dependency release-it to v14.12.1,,chore(deps): update dependency release-it to v14.12.1,
624,chore(deps): update dependency @commitlint/cli to v16.0.2,,chore(deps): update dependency @commitlint/cli to v16.0.2,
625,chore(deps): update dependency fastify-swagger to v4.13.1,,chore(deps): update dependency fastify-swagger to v4.13.1,
626,chore(deps): update dependency lint-staged to v12.1.7,,chore(deps): update dependency lint-staged to v12.1.7,
627,chore(deps): update dependency lint-staged to v12.1.6,,chore(deps): update dependency lint-staged to v12.1.6,
628,chore(deps): update dependency jest to v27.4.7,,chore(deps): update dependency jest to v27.4.7,
629,chore(deps): update dependency jest to v27.4.6,,chore(deps): update dependency jest to v27.4.6,
630,chore(deps): update dependency @types/node to v16.11.19,,chore(deps): update dependency @types/node to v16.11.19,
631,chore(deps): update typescript-eslint monorepo to v5.9.0,,chore(deps): update typescript-eslint monorepo to v5.9.0,
632,chore(deps): update dependency @types/node to v16.11.18,,chore(deps): update dependency @types/node to v16.11.18,
633,chore(deps): update dependency eslint-plugin-import to v2.25.4,,chore(deps): update dependency eslint-plugin-import to v2.25.4,
634,chore(deps): update dependency lint-staged to v12.1.5,,chore(deps): update dependency lint-staged to v12.1.5,
635,chore(deps): update dependency eslint to v8.6.0,,chore(deps): update dependency eslint to v8.6.0,
636,chore(deps): update dependency @types/jest to v27.4.0,,chore(deps): update dependency @types/jest to v27.4.0,
637,chore(deps): update dependency @commitlint/cli to v16.0.1,,chore(deps): update dependency @commitlint/cli to v16.0.1,
638,chore(deps): update typescript-eslint monorepo to v5.8.1,,chore(deps): update typescript-eslint monorepo to v5.8.1,
639,chore(deps): update commitlint monorepo to v16,,chore(deps): update commitlint monorepo to v16,
640,chore(deps): update dependency lint-staged to v12.1.4,,chore(deps): update dependency lint-staged to v12.1.4,
641,chore(deps): update dependency @types/node to v16.11.17,,chore(deps): update dependency @types/node to v16.11.17,
642,chore(deps): update dependency @types/node to v16.11.16,,chore(deps): update dependency @types/node to v16.11.16,
643,chore(deps): update dependency @types/node to v16.11.15,,chore(deps): update dependency @types/node to v16.11.15,
644,chore(deps): update typescript-eslint monorepo to v5.8.0,,chore(deps): update typescript-eslint monorepo to v5.8.0,
645,chore(deps): update dependency lint-staged to v12.1.3,,chore(deps): update dependency lint-staged to v12.1.3,
646,chore(deps): update dependency eslint to v8.5.0,,chore(deps): update dependency eslint to v8.5.0,
647,chore(deps): update dependency fastify-swagger to v4.13.0,,chore(deps): update dependency fastify-swagger to v4.13.0,
648,chore(deps): update dependency express to v4.17.2,,chore(deps): update dependency express to v4.17.2,
649,chore(deps): update dependency ts-jest to v27.1.2,,chore(deps): update dependency ts-jest to v27.1.2,
650,chore(deps): update dependency swagger-ui-express to v4.3.0,,chore(deps): update dependency swagger-ui-express to v4.3.0,
651,chore(deps): update dependency @types/node to v16.11.14,,chore(deps): update dependency @types/node to v16.11.14,
652,chore(deps): update dependency @types/node to v16.11.13,,chore(deps): update dependency @types/node to v16.11.13,
653,chore(deps): update dependency jest to v27.4.5,,chore(deps): update dependency jest to v27.4.5,
654,chore(deps): update typescript-eslint monorepo to v5.7.0,,chore(deps): update typescript-eslint monorepo to v5.7.0,
655,Merge pull request #1721 from andrewda/formatter,style: format code,Merge pull request #1721 from andrewda/formatter,style: format code
656,Merge pull request #1707 from nestjs/renovate/nestjs-mapped-types-1.x,fix(deps): update dependency @nestjs/mapped-types to v1.0.1,Merge pull request #1707 from nestjs/renovate/nestjs-mapped-types-1.x,fix(deps): update dependency @nestjs/mapped-types to v1.0.1
657,style: run formatter,,style: run formatter,
658,style(): run formatter,,style(): run formatter,
659,feat(): add support for additional TSDoc tags,,feat(): add support for additional TSDoc tags,
660,chore(deps): update dependency jest to v27.4.4,,chore(deps): update dependency jest to v27.4.4,
661,chore(deps): update dependency @types/lodash to v4.14.178,,chore(deps): update dependency @types/lodash to v4.14.178,
662,chore(deps): update dependency ts-jest to v27.1.1,,chore(deps): update dependency ts-jest to v27.1.1,
663,chore(deps): update dependency @types/node to v16.11.12,,chore(deps): update dependency @types/node to v16.11.12,
664,chore(deps): update dependency eslint to v8.4.1,,chore(deps): update dependency eslint to v8.4.1,
665,chore(deps): update typescript-eslint monorepo to v5.6.0,,chore(deps): update typescript-eslint monorepo to v5.6.0,
666,chore(deps): update dependency ts-jest to v27.1.0,,chore(deps): update dependency ts-jest to v27.1.0,
667,chore(deps): update dependency prettier to v2.5.1,,chore(deps): update dependency prettier to v2.5.1,
668,chore(deps): update dependency eslint to v8.4.0,,chore(deps): update dependency eslint to v8.4.0,
669,fix(deps): update dependency @nestjs/mapped-types to v1.0.1,,fix(deps): update dependency @nestjs/mapped-types to v1.0.1,
670,fix: make introspectComments work with tab indentation,introspectComments did not properly parse comments when source files used tab indentation fixes #1705,fix: make introspectComments work with tab indentation,introspectComments did not properly parse comments when source files used tab indentation fixes #1705
671,chore(deps): update dependency jest to v27.4.3,,chore(deps): update dependency jest to v27.4.3,
672,chore(deps): update dependency swagger-ui-express to v4.2.0,,chore(deps): update dependency swagger-ui-express to v4.2.0,
673,chore(deps): update dependency jest to v27.4.2,,chore(deps): update dependency jest to v27.4.2,
674,chore(deps): update dependency jest to v27.4.1,,chore(deps): update dependency jest to v27.4.1,
675,chore(deps): update dependency @types/node to v16.11.11,,chore(deps): update dependency @types/node to v16.11.11,
676,chore(deps): update typescript-eslint monorepo to v5.5.0,,chore(deps): update typescript-eslint monorepo to v5.5.0,
677,chore(deps): update dependency jest to v27.4.0,,chore(deps): update dependency jest to v27.4.0,
678,chore(deps): update dependency prettier to v2.5.0,,chore(deps): update dependency prettier to v2.5.0,
679,chore(deps): update dependency @types/node to v16.11.10,,chore(deps): update dependency @types/node to v16.11.10,
680,chore(deps): update dependency class-transformer to v0.5.1,,chore(deps): update dependency class-transformer to v0.5.1,
681,chore(deps): update nest monorepo to v8.2.3,,chore(deps): update nest monorepo to v8.2.3,
682,chore(deps): update dependency lint-staged to v12.1.2,,chore(deps): update dependency lint-staged to v12.1.2,
683,chore(deps): update dependency lint-staged to v12.1.1,,chore(deps): update dependency lint-staged to v12.1.1,
684,chore(deps): update dependency eslint to v8.3.0,,chore(deps): update dependency eslint to v8.3.0,
685,chore(deps): update dependency class-transformer to v0.5.0,,chore(deps): update dependency class-transformer to v0.5.0,
686,chore(deps): update dependency class-validator to v0.13.2,,chore(deps): update dependency class-validator to v0.13.2,
687,chore(deps): update dependency release-it to v14.11.8,,chore(deps): update dependency release-it to v14.11.8,
688,chore(deps): update dependency @types/node to v16.11.9,,chore(deps): update dependency @types/node to v16.11.9,
689,chore(deps): update dependency lint-staged to v12.0.3,,chore(deps): update dependency lint-staged to v12.0.3,
690,chore(deps): update dependency @types/jest to v27.0.3,,chore(deps): update dependency @types/jest to v27.0.3,
691,chore(deps): update dependency @types/node to v16.11.8,,chore(deps): update dependency @types/node to v16.11.8,
692,chore(deps): update nest monorepo to v8.2.2,,chore(deps): update nest monorepo to v8.2.2,
693,Merge pull request #1671 from caucik/fix-imports,refactor: update @nestjs/common and @nestjs/core imports to reference…,Merge pull request #1671 from caucik/fix-imports,refactor: update @nestjs/common and @nestjs/core imports to reference…
694,revert: refactor: update @nestjs/common and @nestjs/core imports to reference top level index.ts,This reverts changes to package-lock.json by commit ea7cf62fd17b90a0cddae9e522fb504e7a3cd535,revert: refactor: update @nestjs/common and @nestjs/core imports to reference top level index.ts,This reverts changes to package-lock.json by commit ea7cf62fd17b90a0cddae9e522fb504e7a3cd535
695,chore(): release v5.1.5,,chore(): release v5.1.5,
696,Merge pull request #1641 from nestjs/renovate/circleci-node-17.x,chore(deps): update node.js to v17,Merge pull request #1641 from nestjs/renovate/circleci-node-17.x,chore(deps): update node.js to v17
697,Merge pull request #1657 from nestjs/renovate/npm-validator-vulnerability,chore(deps): update dependency validator to 13.7.0 [security],Merge pull request #1657 from nestjs/renovate/npm-validator-vulnerability,chore(deps): update dependency validator to 13.7.0 [security]
698,Merge pull request #1673 from caucik/patch-1,style: update PR template markdown file,Merge pull request #1673 from caucik/patch-1,style: update PR template markdown file
699,Merge pull request #1658 from ItzNeviKat/patch-1,fix: add persistAuthorization property to uiConfig,Merge pull request #1658 from ItzNeviKat/patch-1,fix: add persistAuthorization property to uiConfig
700,chore(deps): update commitlint monorepo to v15,,chore(deps): update commitlint monorepo to v15,
701,chore(deps): update nest monorepo to v8.2.1,,chore(deps): update nest monorepo to v8.2.1,
