Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
chore(deps): update nest monorepo to v10.0.1,0.97065717,chore(deps): update nest monorepo to v10 (a06e34c),,1
chore(): release v7.0.1,0.78316796,chore(): minor tweaks (6b1a099),,1
fix: temporarily revert to swagger-ui-dist v4,0.9902395,fix: temporarily revert to swagger-ui-dist v4 (7118614),,1
fix: ignore non functions when applying metadata,0.85331035,fix: ignore non functions when applying metadata (da42f5e),,1
Merge pull request #2482 from micalevisk/patch-1,0.9821465,Merge pull request #2482 from micalevisk/patch-1 (11bc8e0),chore: update contributing guide repos hyperlinks,1
chore(deps): update dependency eslint to v8.43.0,0.98817897,chore(deps): update dependency eslint to v8.42.0 (1415ce1),,1
docs: update contributing guide repos hyperlinks,0.9619049,docs: update contributing guide repos hyperlinks (3ad0bac),,1
chore(): release v7.0.0,0.75985724,chore(): minor tweaks (6b1a099),,1
feat: support v10,0.9012137,feat: support v10 (5db5edf),,1
chore: address breaking changes,0.8729751,chore: address breaking changes (0e9f187),,1
chore: update package lock,0.86841726,chore: update package lock (a40fa55),,1
chore: ignore scripts in ci,0.9491428,chore: ignore scripts in ci (8a4d16c),,1
Merge pull request #2474 from nestjs/renovate/nestjs-mapped-types-2.x,0.99750453,Merge pull request #2474 from nestjs/renovate/nestjs-mapped-types-2.x (861ffe2),fix(deps): update dependency @nestjs/mapped-types to v2,1
fix(deps): update dependency @nestjs/mapped-types to v2,0.9857549,fix(deps): update dependency @nestjs/mapped-types to v2 (b4777cf),,1
Merge pull request #2473 from nestjs/renovate/major-nest-monorepo,0.9958405,Merge pull request #2473 from nestjs/renovate/major-nest-monorepo (6d42d44),chore(deps): update nest monorepo to v10 (major),1
chore(deps): update nest monorepo to v10,0.97925764,chore(deps): update nest monorepo to v10 (a06e34c),,1
Merge pull request #2462 from nestjs/renovate/cimg-node-20.x,0.9948702,Merge pull request #2396 from nestjs/renovate/cimg-node-20.x (17eea40),chore(deps): update node.js to v20.3,1
Merge pull request #2472 from nestjs/renovate/swagger-ui-dist-5.x,0.9964107,Merge pull request #2468 from nestjs/renovate/swagger-ui-dist-5.x (b3b3a09),fix(deps): update dependency swagger-ui-dist to v5,1
Merge pull request #2465 from nestjs/7.0.0,0.9941213,Merge pull request #2465 from nestjs/7.0.0 (a6bc318),chore: laying the grounds for v7.0.0,1
fix(deps): update dependency swagger-ui-dist to v5,0.9883286,fix(deps): update dependency swagger-ui-dist to v5 (4bf3e84),,1
