Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Bump Build Number to 35 (#1322),0.5108735,Bump Build Number by @github-actions in https://github.com/CodeEditApp/CodeEdit/pull/954,bump build number to 35 Co-authored-by: GitHub Action action@github.com,0
Bump Build Number to 34 (#1321),0.52447283,Bump Build Number by @github-actions in https://github.com/CodeEditApp/CodeEdit/pull/954,bump build number to 34 Co-authored-by: GitHub Action action@github.com,0
Remove upgrade alert (#1320),0.51860833,d0c29f3: [fix]: Update Mechanism (#939) (Lukas Pistrol) #939,Update AppDelegate.swift,0
Bump Build Number to 34 (#1319),0.526372,Bump Build Number by @github-actions in https://github.com/CodeEditApp/CodeEdit/pull/954,bump build number to 34 Co-authored-by: GitHub Action action@github.com,0
rename bundle identifier to app.codeedit.CodeEdit (#1287),0.891703,rename bundle identifier to app.codeedit.CodeEdit by @Wouter01 in https://github.com/CodeEditApp/CodeEdit/pull/1287, rename bundle identifier to com.codeedit.CodeEdit  Signed-off-by: Wouter01 wouterhennen@gmail.com  pre-release config update  Signed-off-by: Wouter01 wouterhennen@gmail.com  Changed com.codeedit.CodeEdit to app.codeedit.CodeEdit   Signed-off-by: Wouter01 wouterhennen@gmail.com Co-authored-by: Austin Condiff austin.condiff@gmail.com,1
Update Sparkle Path for CI (#1318),0.81766933,Update Sparkle Path for CI by @bombardier200 in https://github.com/CodeEditApp/CodeEdit/pull/1318,Update Sparkle Path,1
Update pre-release.yml to fix CI (#1317),0.7095112,Update pre-release.yml to fix CI by @bombardier200 in https://github.com/CodeEditApp/CodeEdit/pull/1317,Update pre-release.yml,1
Bump Build Number to 33 (#1316),0.5590262,Bump Build Number by @github-actions in https://github.com/CodeEditApp/CodeEdit/pull/954,bump build number to 33 Co-authored-by: GitHub Action action@github.com,0
added upgrade alert (#1297),0.54495245,d0c29f3: [fix]: Update Mechanism (#939) (Lukas Pistrol) #939,,0
docs: add dscyrescotti as a contributor for code (#1315),0.699462,docs: add dscyrescotti as a contributor for code by @allcontributors in https://github.com/CodeEditApp/CodeEdit/pull/1315,  docs: update README.md [skip ci]   docs: update .all-contributorsrc [skip ci]    Co-authored-by: allcontributors[bot] 46447321+allcontributors[bot]@users.noreply.github.com,0
Sync file selection state between tab group and outline view (#1296),0.8787775,Sync file selection state between tab group and outline view by @dscyrescotti in https://github.com/CodeEditApp/CodeEdit/pull/1296,  feat: exclude file extension when renaming filename   feat: add background layer while editing   fix: sync file highlight in outline view with active tab group   feat: select active file when expanding folder   feat: remove duplicate events from publisher   feat: use item from from collection   chore: remove debug print   feat: restore file selection if folder is expanded   chore: update selection after reloading outline datasource   chore: move array extension under util extension folder   Update CodeEdit/Features/NavigatorSidebar/ProjectNavigator/OutlineView/ProjectNavigatorOutlineView.swift   Update CodeEdit/Features/NavigatorSidebar/ProjectNavigator/OutlineView/ProjectNavigatorOutlineView.swift   Update CodeEdit/Features/NavigatorSidebar/ProjectNavigator/OutlineView/ProjectNavigatorOutlineView.swift    Co-authored-by: Austin Condiff austin.condiff@gmail.com,1
docs: add Cubik65536 as a contributor for code (#1314),0.6414308,docs: add Cubik65536 as a contributor for code by @allcontributors in https://github.com/CodeEditApp/CodeEdit/pull/1314,  docs: update README.md [skip ci]   docs: update .all-contributorsrc [skip ci]    Co-authored-by: allcontributors[bot] 46447321+allcontributors[bot]@users.noreply.github.com,0
feat: Use terminal title as the terminal tab title (#1298) (#1302),0.78054357,feat: Use terminal title as the terminal tab title (#1298) by @Cubik65536 in https://github.com/CodeEditApp/CodeEdit/pull/1302,,1
Using grouped form design in the file inspector (#1313),0.85808605,Using grouped form design in the file inspector by @austincondiff in https://github.com/CodeEditApp/CodeEdit/pull/1313,,1
