Index,Message,Description,Message Abstract,Description Abstract
1,docs: add dark mode (#6633),  wip   wip   fix stack examples   fixes   add warning and update examples   fix   add more docs   address feedback ,docs: add dark mode (#6633),wip wip fix stack examples fixes add warning and update examples fix add more docs address feedback
2,chore(deps): update all non-major dependencies (#6632),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update all non-major dependencies (#6632),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
3,docs: fix broken migration link (#6634),migration guide is under /docs/,docs: fix broken migration link (#6634),migration guide is under /docs/
4,chore(deps): replace dependency babel-eslint with @babel/eslint-parser ^7.11.0 (#6590),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): replace dependency babel-eslint with @babel/eslint-parser ^7.11.0 (#6590),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
5,chore(deps): update all non-major dependencies (#6625),  chore(deps): update all non-major dependencies   fix error    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: kyletsang 6854874+kyletsang@users.noreply.github.com,chore(deps): update all non-major dependencies (#6625),chore(deps): update all non-major dependencies fix error Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: kyletsang 6854874+kyletsang@users.noreply.github.com
6,docs: refactor nav/tab docs (#6629),,docs: refactor nav/tab docs (#6629),
7,feat: add underline variant for Nav/Tabs (#6623),  feat: new variant added for tabs   feat: tabs underline example added   fix: updated component name ,feat: add underline variant for Nav/Tabs (#6623),feat: new variant added for tabs feat: tabs underline example added fix: updated component name
8,fix(Tooltip): fix offset (#6622),,fix(Tooltip): fix offset (#6622),
9,chore(deps): update bootstrap to 5.3.0 (#6621),,chore(deps): update bootstrap to 5.3.0 (#6621),
10,docs: fix deployment project (#6620),  docs: fix deployment project   branch ,docs: fix deployment project (#6620),docs: fix deployment project branch
11,docs(Button): add onClick to button docs (#6613),  Added onClick event to button docs (#5405)   Update Button.tsx    Co-authored-by: Kyle Tsang 6854874+kyletsang@users.noreply.github.com,docs(Button): add onClick to button docs (#6613),Added onClick event to button docs (#5405) Update Button.tsx Co-authored-by: Kyle Tsang 6854874+kyletsang@users.noreply.github.com
