Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
fix: potentially fix quick actions ? (#1016),0.44680253,fix: pane ui by @Sembauke in link,,0
fix: links not opening (#1017),0.62325215,fix: analyze errors by @Nirajn2311 in link,chore: remove unused data fix: stop using launchUrlString,0
fix: overflowing text in hint panel (#1014),0.7820292,fix: overflowing text in instructions and hints panel by @Nirajn2311 in link,,1
fix: bookmarked tutorials not viewable (#1013),0.6110627,fix: newest bookmark ontop by @Sembauke in link,,0
fix: dismissible dialogs (#1005),0.45731857,fix: pane ui by @Sembauke in link,feat: cancel button in button dialog feat: dismiss dialog on outside click,0
chore(deps): update dependency flutter_launcher_icons to ^0.13.0 (#994),0.6277865,chore(ci): update flutter version to 2.10.x by @Nirajn2311 in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
feat: add background color podcast tile (#997),0.63260627,feat: podcast ui by @Sembauke in link,,0
fix(deps): update dependency mongoose to v6.11.2,0.35795605,chore: update version to 2.1.6 by @Sembauke in link,,0
fix: freeCodeCamp info in drawer by adding a SafeArea (#996),0.49598068,chore: added declaration text to drawer_widget by @Michelphoenix98 in link,,0
fix: scroll physicis cosnole (#995),0.5934796,fix(tests): scroll controller error in app test by @Nirajn2311 in link,fix: scroll physicis cosnole fix: podlock file,0
fix(deps): update kotlin monorepo to v1.8.22 (#1004),0.43129697,fix: bugs in latest release by @Nirajn2311 in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update typescript-eslint monorepo to v5.59.11 (#1001),0.5089207,fix: lint issues for routes.ts by @ojeytonwilliams in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency @types/node to v18.16.18 (#1003),0.6252743,chore(api): downgrade node image to LTS version by @Nirajn2311 in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update actions/checkout digest to c85c95e (#999),0.5281431,chore: update to 3.2.0 by @Sembauke in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
feat: upgrade flutter_html package and restructure parser (#958),0.57523066,fix: flutter errors learn by @Sembauke in link,feat: dry html parser fix: code parsing feat: flutter html 3.0.0.beta-1 fix: extensions fix: podcast description widget fix: font sizes fix: episode list view html fix: remove import fix: data url images fix: italix and link text size fix: codeblock position fix: youtube iframe width and player controls fix: bold text font size fix: consistent line spacing in list text fix: center align figure caption text fix: missing route name fix: code block width for non-overflowing code fix: podcast description font size fix: remove highlight view feat: give everything the same font size fix: ios podfile dependencies fix: set font size to xlarge fix: h4 non-relative font size fix: text color on font sizes fix: make bold text bold again fix: text size tables fix: remove list wrapper fix: block quote layout Co-authored-by: Niraj Nandish nirajnandish@icloud.com,0
chore(deps): update babel monorepo to v7.22.5 (#1000),0.5708551,chore: update to version 2.2.1 by @Sembauke in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
fix: iOS bugs (#993),0.74140096,fix: ios issues by @Sembauke in link,fix: data url images fix: handle null episode duration chore: update cached_network_image feat: add podcast episode name for analytics,1
chore(deps): update dependency typescript to v5.1.3 (#991),0.4971615,chore: update to 3.2.0 by @Sembauke in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency eslint to v8.42.0 (#990),0.51207924,chore: update to 3.2.0 by @Sembauke in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency @types/jest to v29.5.2 (#989),0.49518362,chore: update to version 2.2.1 by @Sembauke in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
fix(deps): update dependency dotenv to v16.1.4 (#992),0.38539404,fix: update license to 2022 by @Sembauke in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
release(app): v3.4.1+30401 (#988),0.90375847,release(app): v3.4.0+30400 by @Nirajn2311 in link,,1
chore: update auth0 (#987),0.74399143,chore: update auth0 by @Nirajn2311 in link,chore: update auth0 chore: update phone_ide package Co-authored-by: sembauke semboot699@gmail.com,1
feat: update challenge links (#985),0.89043075,feat: update challenge links by @Nirajn2311 in link,feat: update challenge links feat: update challenge model with dashedname value fix: update challenge link in help widget chore: update tests,1
fix: javascript test runner issues (#951),0.854383,fix: javascript test runner issues by @Sembauke in link,fix: javascript test runner issues fix: condition issues fix: move functionality to model and improve logic fix: don't empty array fix: console log isssues hopefully this time final feat: add some useful comments,1
chore(deps): update dependency fastlane to v2.213.0 (#984),0.5439327,chore: update to 3.2.0 by @Sembauke in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update babel monorepo (#983),0.57511616,chore: update version to 2.1.6 by @Sembauke in link,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
