Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
fix: potentially fix quick actions ? (#1016),0.39794874,fix: pane ui by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/470,,0
fix: links not opening (#1017),0.3029465,fix: newest bookmark ontop by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/834,  chore: remove unused data   fix: stop using launchUrlString ,0
fix: overflowing text in hint panel (#1014),0.7718018,fix: overflowing text in instructions and hints panel by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/523,,1
fix: bookmarked tutorials not viewable (#1013),0.49158522,fix: newest bookmark ontop by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/834,,0
fix: dismissible dialogs (#1005),0.42069003,fix: pane ui by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/470,  feat: cancel button in button dialog   feat: dismiss dialog on outside click ,0
chore(deps): update dependency flutter_launcher_icons to ^0.13.0 (#994),0.6294921,chore(ci): update flutter version to 2.10.x by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/392,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
feat: add background color podcast tile (#997),0.5540221,feat: podcast ui by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/398,,0
fix(deps): update dependency mongoose to v6.11.2,0.32900235,chore(api): downgrade node image to LTS version by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/812,,0
fix: freeCodeCamp info in drawer by adding a SafeArea (#996),0.5775199,fix: re-enable development wall by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/391,,0
fix: scroll physicis cosnole (#995),0.51421434,fix(tests): scroll controller error in app test by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/408,  fix: scroll physicis cosnole   fix: podlock file ,0
fix(deps): update kotlin monorepo to v1.8.22 (#1004),0.45721567,fix: flutter errors learn by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/493,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update typescript-eslint monorepo to v5.59.11 (#1001),0.43837807,fix: lint issues for routes.ts by @ojeytonwilliams in https://github.com/freeCodeCamp/mobile/pull/301,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency @types/node to v18.16.18 (#1003),0.6116982,chore(api): downgrade node image to LTS version by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/812,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update actions/checkout digest to c85c95e (#999),0.395874,chore(app): update lockfile by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/395,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
feat: upgrade flutter_html package and restructure parser (#958),0.54450434,fix: flutter errors learn by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/493,  feat: dry html parser   fix: code parsing   feat: flutter html 3.0.0.beta-1   fix: extensions   fix: podcast description widget   fix: font sizes   fix: episode list view html   fix: remove import   fix: data url images   fix: italix and link text size   fix: codeblock position   fix: youtube iframe width and player controls   fix: bold text font size   fix: consistent line spacing in list text   fix: center align figure caption text   fix: missing route name   fix: code block width for non-overflowing code   fix: podcast description font size   fix: remove highlight view   feat: give everything the same font size   fix: ios podfile dependencies   fix: set font size to xlarge   fix: h4 non-relative font size   fix: text color on font sizes   fix: make bold text bold again   fix: text size tables   fix: remove list wrapper   fix: block quote layout    Co-authored-by: Niraj Nandish nirajnandish@icloud.com,0
chore(deps): update babel monorepo to v7.22.5 (#1000),0.4337549,chore(api): downgrade node image to LTS version by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/812,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
fix: iOS bugs (#993),0.7289094,fix: ios issues by @Sembauke in https://github.com/freeCodeCamp/mobile/pull/914,  fix: data url images   fix: handle null episode duration   chore: update cached_network_image   feat: add podcast episode name for analytics ,1
chore(deps): update dependency typescript to v5.1.3 (#991),0.45887882,chore(api): downgrade node image to LTS version by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/812,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency eslint to v8.42.0 (#990),0.42189735,chore(api): downgrade node image to LTS version by @Nirajn2311 in https://github.com/freeCodeCamp/mobile/pull/812,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
