Index,Message,Description,Message Abstract,Description Abstract
1,Update CHANGELOG,,Update CHANGELOG,
2,Allow dusk attribute selectors to be chained (#1034),  Allow dusk attribute selectors to be chained   Add test ,Allow dusk attribute selectors to be chained (#1034),Allow dusk attribute selectors to be chained Add test
3,Update 1_Bug_report.yml,,Update 1_Bug_report.yml,
4,Apply fixes from StyleCI,,Apply fixes from StyleCI,
5,Update and rename 1_Bug_report.md to 1_Bug_report.yml,,Update and rename 1_Bug_report.md to 1_Bug_report.yml,
6,[7.x] Adds type checking (#1028),  Adds type checking   Update .gitattributes   Update static-analysis.yml ,[7.x] Adds type checking (#1028),Adds type checking Update .gitattributes Update static-analysis.yml
7,Update CHANGELOG,,Update CHANGELOG,
8,use --headless=new (#1027),,use --headless=new (#1027),
9,Test PHPUnit 10 (#1026),,Test PHPUnit 10 (#1026),
10,Update 1_Bug_report.md,,Update 1_Bug_report.md,
11,Update CHANGELOG,,Update CHANGELOG,
12,Update tests.yml,,Update tests.yml,
13,[7.x] Fix tests (#1024),  Use PHP 8.2 in stub tests   Use PHPUnit v10 xml for Laravel v10   Update src/Console/DuskCommand.php   Co-authored-by: Mior Muhammad Zaki crynobone@gmail.com  Update src/Console/DuskCommand.php  Co-authored-by: Mior Muhammad Zaki crynobone@gmail.com  Co-authored-by: Mior Muhammad Zaki crynobone@gmail.com,[7.x] Fix tests (#1024),Use PHP 8.2 in stub tests Use PHPUnit v10 xml for Laravel v10 Update src/Console/DuskCommand.php Co-authored-by: Mior Muhammad Zaki crynobone@gmail.com Update src/Console/DuskCommand.php Co-authored-by: Mior Muhammad Zaki crynobone@gmail.com Co-authored-by: Mior Muhammad Zaki crynobone@gmail.com
14,Update CHANGELOG,,Update CHANGELOG,
15,Adds PHPUnit 10 support  (#1023), PHPUnit 10 Supports  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  wip  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  wip  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com   wip   Re-use GHA job   wip    Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Co-authored-by: Dries Vints dries@vints.io,Adds PHPUnit 10 support  (#1023),PHPUnit 10 Supports Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Re-use GHA job wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Co-authored-by: Dries Vints dries@vints.io
16,Update CHANGELOG,,Update CHANGELOG,
17,allow custom dusk selector,,allow custom dusk selector,
18,Fix tests (#1021),  Update tests.yml   Update tests.yml   Update tests.yml ,Fix tests (#1021),Update tests.yml Update tests.yml Update tests.yml
19,Update tests.yml,,Update tests.yml,
20,Update CHANGELOG,,Update CHANGELOG,
21,[7.x] Laravel v10 support (#1015),  Update tests.yml   Update composer.json   Update tests.yml   Update tests.yml ,[7.x] Laravel v10 support (#1015),Update tests.yml Update composer.json Update tests.yml Update tests.yml
22,Update CHANGELOG,,Update CHANGELOG,
23,Adds types to stubs (#1004),,Adds types to stubs (#1004),
24,Added .env file existence check (#1014),Co-authored-by: Kravets Vadim kravets@kazinsys.kz,Added .env file existence check (#1014),Co-authored-by: Kravets Vadim kravets@kazinsys.kz
25,Update tests.yml,,Update tests.yml,
26,Update CHANGELOG,,Update CHANGELOG,
27,"Revert ""feat: add alternative tag for element selection (#1012)"" (#1013)",This reverts commit eedf08c80106ac4983b77ec23197528bf90aaec2.,"Revert ""feat: add alternative tag for element selection (#1012)"" (#1013)",This reverts commit eedf08c80106ac4983b77ec23197528bf90aaec2.
28,Update CHANGELOG,,Update CHANGELOG,
29,feat: add alternative tag for element selection (#1012),  feat: add alternative tag for element selection   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,feat: add alternative tag for element selection (#1012),feat: add alternative tag for element selection formatting Co-authored-by: Taylor Otwell taylor@laravel.com
30,Use same chrome driver as system chrome (#1010),,Use same chrome driver as system chrome (#1010),
31,Create issues.yml,,Create issues.yml,
32,Add Stub Test (#1009), Add Stub Test  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  wip  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  wip  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  wip  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  wip  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  wip  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,Add Stub Test (#1009),Add Stub Test Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com
33,"Revert ""Allow custom chromedriver install path (#1007)"" (#1008)",This reverts commit b9857c7f8bb87250e5230fd098ee9e0700c9a269.,"Revert ""Allow custom chromedriver install path (#1007)"" (#1008)",This reverts commit b9857c7f8bb87250e5230fd098ee9e0700c9a269.
34,Allow custom chromedriver install path (#1007),"  Adds config file dusk.php   Use configuration for install and exec path   Fix test   It seems PHPUnit\Framework\TestCase is not booting the Laravel app, so it doesn't find the config class. This solves it.   Fix directory separator   Create the chrome install directory if doesn't exists   Delete dusk.php   Update DuskServiceProvider.php   Update ChromeProcess.php   Update ChromeDriverCommand.php   Co-authored-by: Taylor Otwell taylor@laravel.com",Allow custom chromedriver install path (#1007),"Adds config file dusk.php Use configuration for install and exec path Fix test It seems PHPUnit\Framework\TestCase is not booting the Laravel app, so it doesn't find the config class. This solves it. Fix directory separator Create the chrome install directory if doesn't exists Delete dusk.php Update DuskServiceProvider.php Update ChromeProcess.php Update ChromeDriverCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com"
35,Test on PHP 8.2 (#1003),,Test on PHP 8.2 (#1003),
36,Update CHANGELOG,,Update CHANGELOG,
37,Merge branch '6.x' into 7.x,,Merge branch '6.x' into 7.x,
38,Fix updated Mac image name (#1001),,Fix updated Mac image name (#1001),
39,Update CHANGELOG,,Update CHANGELOG,
40,Add pauseIf() / pauseUnless() (#999),  Add pauseIf()   Add pauseUnless() ,Add pauseIf() / pauseUnless() (#999),Add pauseIf() Add pauseUnless()
41,Update CHANGELOG,,Update CHANGELOG,
42,Allow to click and wait [N] seconds for reload (#998),,Allow to click and wait [N] seconds for reload (#998),
43,Update CHANGELOG,,Update CHANGELOG,
44,Remove extra Directory Separator from ChromeProcess (#995),,Remove extra Directory Separator from ChromeProcess (#995),
45,Update CHANGELOG,,Update CHANGELOG,
46,Upgrade guide for 7.x (#994),  Upgrade guide for 7.x   Update UPGRADE.md   Co-authored-by: Taylor Otwell taylor@laravel.com,Upgrade guide for 7.x (#994),Upgrade guide for 7.x Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com
47,[7.x] Drop old PHP and Laravel versions (#993),  Drop old PHP and Laravel versions   wip ,[7.x] Drop old PHP and Laravel versions (#993),Drop old PHP and Laravel versions wip
48,wip,,wip,
49,Merge branch '6.x',Conflicts: CHANGELOG.md,Merge branch '6.x',Conflicts: CHANGELOG.md
50,Update CHANGELOG,,Update CHANGELOG,
51,[6.x] Try clicking all elements before throwing ElementClickInterceptedException (#989),  attempt to click all elements before failing   remove unused import   Update InteractsWithMouse.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[6.x] Try clicking all elements before throwing ElementClickInterceptedException (#989),attempt to click all elements before failing remove unused import Update InteractsWithMouse.php Co-authored-by: Taylor Otwell taylor@laravel.com
52,Update CHANGELOG,,Update CHANGELOG,
53,Add assertIndeterminate assertion for checkbox. (#986), Add assertIndeterminate assertion for checkbox.  Reference: https://developer.mozilla.org/en-US/docs/Web/HTML/Element/input/checkbox#indeterminate_state_checkboxes Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  wip  Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com  Update MakesAssertions.php  Co-authored-by: Taylor Otwell taylor@laravel.com,Add assertIndeterminate assertion for checkbox. (#986),Add assertIndeterminate assertion for checkbox. Reference: link Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Update MakesAssertions.php Co-authored-by: Taylor Otwell taylor@laravel.com
54,formatting,,formatting,
55,Added responsiveScreenShots method,Method uses some default screen sizes which can be altered,Added responsiveScreenShots method,Method uses some default screen sizes which can be altered
56,Update update-changelog.yml,,Update update-changelog.yml,
57,Update pull-requests.yml,,Update pull-requests.yml,
58,Update CHANGELOG,,Update CHANGELOG,
59,Add hasStartMaximizedEnabled method. (#978),  Add hasStartMaximizedEnabled method.   Fix formatting.   Update DuskTestCase.stub   Co-authored-by: Taylor Otwell taylor@laravel.com,Add hasStartMaximizedEnabled method. (#978),Add hasStartMaximizedEnabled method. Fix formatting. Update DuskTestCase.stub Co-authored-by: Taylor Otwell taylor@laravel.com
60,Update CHANGELOG,,Update CHANGELOG,
61,Fix storing page source to disk when source assertions fail. (#976),,Fix storing page source to disk when source assertions fail. (#976),
62,Update CHANGELOG,,Update CHANGELOG,
63,Add waitForEvent() method (#972)," Add waitForEvent  This commit adds a waitForEvent() method to the WaitsForElements trait, making it available to the Browser class. The waitForEvent() method pauses the test execution until a given event type occurs on a target element or object. It also adds a corresponding test case to WaitsForElementsTest.   Fix syntax in exception message   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com",Add waitForEvent() method (#972),"Add waitForEvent This commit adds a waitForEvent() method to the WaitsForElements trait, making it available to the Browser class. The waitForEvent() method pauses the test execution until a given event type occurs on a target element or object. It also adds a corresponding test case to WaitsForElementsTest. Fix syntax in exception message formatting Co-authored-by: Taylor Otwell taylor@laravel.com"
64,Update tests.yml (#973),,Update tests.yml (#973),
65,Create pull-requests.yml,,Create pull-requests.yml,
66,Update CHANGELOG,,Update CHANGELOG,
67,[6.x] Fixed vueAttribute for older Vue 2.x projects (#970),  Fixed vueAttribute for older Vue 2.X projects   Update MakesAssertionsTest.php ,[6.x] Fixed vueAttribute for older Vue 2.x projects (#970),Fixed vueAttribute for older Vue 2.X projects Update MakesAssertionsTest.php
68,Update CHANGELOG,,Update CHANGELOG,
