Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
2.57.4,0.5426441,Reverted v2.35. It unfortunately had some crashes...,,0
Bump rpm version,0.60805696,Add rpm spec by @dusansimic in link,,0
Add Apple Silicon support (#2015),0.8687798,Add Apple Silicon support by @dusansimic in link,,1
Change nvm version to 18,0.571999,Add nvmrc file by @Alex313031 in link,,0
Add nvmrc file (#2017),0.8378575,Add nvmrc file by @Alex313031 in link,Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,1
Fix macOS ui (#2014),0.6846052,Fix macOS ui by @dusansimic in link,Fix macOS traffic light buttons Fix draggable area,0
Drop EOL Windows versions,0.3899282,macOS: Drop support for macOS 10.9  23f69a5,,0
Bump verison in spec file,0.3698383,Bump Electron to 0.37.2.,,0
2.57.3,0.5514623,Reverted v2.35. It unfortunately had some crashes...,,0
Fix open link in new window again,0.6499434,Fix dragging the window. link,,0
Bump rpm spec version,0.6730255,Add rpm spec by @dusansimic in link,,0
2.57.2,0.55985415,Reverted v2.35. It unfortunately had some crashes...,,0
Bump electron to v24,0.6757588,Bump Electron to 0.37.2.,,0
Fix open links in new window issue (#2007),0.62921697,Fix dragging the window. link,,0
2.57.1,0.5748534,Reverted v2.35. It unfortunately had some crashes...,,0
Add .vscode directory to gitignore,0.21861328,Fix ci build step by @dusansimic in link,,0
Fix hidden dialog issue (#2006),0.76612747,Fix hidden dialog issue by @dusansimic in link,,1
2.57.0,0.56749,Reverted v2.35. It unfortunately had some crashes...,,0
Update rpm spec,0.7223406,Add rpm spec by @dusansimic in link,,1
Remove keyv from deps,0.39296293,deb,,0
"Revert ""Fix voice message duration text color in dark mode (#1959)""",0.80754644,Fix voice message duration text color in dark mode by @dusansimic in link,This reverts commit 43f41e99a7e0d5fe4356057e2ac059203541bfc7.,1
Fix voice message duration text color in dark mode (#1959),0.94618374,Fix voice message duration text color in dark mode by @dusansimic in link,,1
Fix new design user menu (#1910),0.82223666,Fix new design user menu by @dusansimic in link,,1
Dark mode fixes (#1955),0.8229864,Fix dark mode (#1742)  25aee78,,1
Fix typos,0.55250317,Fix spell check languages (#1728)  734ba9b,,0
Bump Electron to 21,0.73703873,Bump Electron to 0.37.2.,,1
Temporary workaround for keyv ts definitions issue,0.38180444,Hopefully fixes annoying Cmd/Ctrl+V issue: link,Keyv package should be removed from Caprine deps before next release (if the root cause of the issue is fixed) because it doesn't actually depend on it. This is there just to fix the issue with keyv ts type definitions not existing in keyv module.,0
Fix radio buttons & right sidebar search icon color in dark mode (#1948),0.9066655,Fix radio buttons & right sidebar search icon color in dark mode by @lefterisgar in link,,1
"Fix insert buttons (GIF, Sticker, Emoji, Files) shortcuts (#1947)",0.8855686,"Fix insert buttons (GIF, Sticker, Emoji, Files)",,1
Fix new room button shortcut (#1946),0.8022547,Fix new room button shortcut by @lefterisgar in link,,1
Fix dark mode icons (#1942),0.77991074,Fix dark mode icons by @lefterisgar in link,,1
CI: Use setup-node action for caching (#1941),0.88494897,CI: Use setup-node action for caching by @lefterisgar in link,Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,1
Fix typo,0.5347221,Fix spell check languages (#1728)  734ba9b,,0
Fix create room icon color in dark mode (#1937),0.9144944,Fix create room icon color in dark mode by @jrafaelsantana in link,Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,1
"Fix ""Join room"" background button on dark theme (#1938)",0.90021276,"Fix ""Join room"" background button on dark theme by @jrafaelsantana in link",Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,1
Fix attachment and receiver pill background in dark mode (#1933),0.9378474,Fix attachment and receiver pill background in dark mode by @sfrunza13 in link,Co-authored-by: stefanaz2 sfrunza@seneca.ca,1
Fix search close button color in dark mode (#1931),0.9214096,Fix search close button color in dark mode by @dusansimic in link,,1
Fix custom css default file (#1903),0.7418489,Fix custom css default file by @dusansimic in link,Remove default custom styles,1
"Remove new ""Install Messenger app"" banner (#1899)",0.9122215,"Remove new ""Install Messenger app"" banner by @mquevill in link",,1
Add rpm spec (#1896),0.75520265,Add rpm spec by @dusansimic in link,Add rpm spec Move addRepo.sh to deb package dir,1
Readme: Fix APT repo instructions,0.41156933,Update Electron  19e0423 8ccc556,,0
Add script for automatic APT repo deployment,0.3909845,Enable auto-updates on Linux,,0
CI: Add Gemfury integration,0.33538374,Fix ci build step by @dusansimic in link,,0
Completely remove old design code (#1893),0.71418536,Completely remove old design code by @lefterisgar in link,Completely remove old design code Fix lint Remove new design mentions Restore broken functions Fix lint,1
Merge css stylesheets (#1891),0.72056866,Merge css stylesheets by @lefterisgar in link,,1
"Set window title to ""Caprine"" (#1889)",0.83324355,"Set window title to ""Caprine"" by @lefterisgar in link",,1
Fix hidden and narrow sidebar,0.9109015,"Fix adaptive, hidden and narrow sidebar",,1
Readme: Fix APT repo commands,0.3631882,Fix ci build step by @dusansimic in link,Fixes #1888,0
Readme: Fix APT script link,0.5094299,Fix ci build step by @dusansimic in link,,0
2.56.1,0.49961132,Reverted v2.35. It unfortunately had some crashes...,,0
Bump dependencies,0.60116035,Dependencies,,0
CI: A few tweaks,0.4148374,Fix ci build step by @dusansimic in link,,0
CI: Major restructuring,0.3326319,User-interface improvements (#757)  93d0a1b,,0
Various improvements to readme (#1885),0.8100886,"Various improvements to readme by @Danik1601, @dusansimic and @lefterisgar in link","Update readme.md Update readme.md Update readme.md Update readme.md Update readme.md Update readme.md Update readme.md Update readme.md Update Arch Linux maintainer Remove the word ""Fedora"" from Copr AppImage, Flatpak & Snap are not universal Finalize Gemfury implementation Add instructions for openSUSE Add Chocolatey installation method Fix APT list name Co-authored-by: Dušan Simić dusan.simic1810@gmail.com Co-authored-by: Dušan Simić dusan.simic1810@gmail.com",1
Create new room (#1883),0.6711837,Create new room by @lefterisgar in link,"Add ""New Room"" option",0
Fix private mode (#1884),0.89303505,Fix private mode,Fix private mode Fix lint,1
"Fix ""Find Conversation""",0.94131577,"Fix ""Find Conversation"" feature",,1
Dark mode: Fix radio buttons accent,0.718699,"Dark mode fixes (top gap, icons, radio buttons' accent color)",,1
"Fix ""Show Message Buttons"" option (#1881)",0.95080215,"Fix ""Show Message Buttons"" option",Fix CSS classes Fix option not being applied after restart Update css selectors to fix preferences modal Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,1
Remove code related to old design (#1879),0.73385715,Remove code related to old design by @lefterisgar in link,Remove code related to old design Fix lint,1
Dark mode: Fix top gap not being removed,0.6912018,"Dark mode fixes (top gap, icons, radio buttons' accent color)",,0
"Fix insert buttons (GIF, Sticker, Emoji, Files)",1.0,"Fix insert buttons (GIF, Sticker, Emoji, Files)",,1
Dark mode fixes,0.8666126,Lots of dark mode fixes.,,1
2.56.0,0.53676444,Reverted v2.35. It unfortunately had some crashes...,,0
CI: Misc improvements,0.42390254,User-interface improvements (#757)  93d0a1b,,0
CI: Run tests on ubuntu-latest,0.43018246,For testing only,,0
"Fix ""Show Message Buttons"" option",1.0000002,"Fix ""Show Message Buttons"" option",,1
Remove all CSS related to old design,1.0000001,Remove all CSS related to old design,,1
Cookies notification: Make accept button visible on smaller windows,0.9216236,Fix cookies notification accept button being hidden on smaller windows,Caprine's default window size is too small and the notification appears cropped. This commit makes it fit.,1
Update to the new Messenger icon (2020),1.0000001,Update to the new Messenger icon (2020),Fixes #1612,1
Add maintainers in about dialog (#1874),0.87561953,Add maintainers in about dialog by @lefterisgar in link,,1
Add @mquevill as maintainer,0.68870616,Add maintainers in about dialog by @lefterisgar in link,,0
