Index,Message,Description,Message Abstract,Description Abstract
1,2.57.4,,2.57.4,
2,Bump rpm version,,Bump rpm version,
3,Add Apple Silicon support (#2015),,Add Apple Silicon support (#2015),
4,Change nvm version to 18,,Change nvm version to 18,
5,Add nvmrc file (#2017),Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,Add nvmrc file (#2017),Co-authored-by: Dušan Simić dusan.simic1810@gmail.com
6,Fix macOS ui (#2014), Fix macOS traffic light buttons Fix draggable area,Fix macOS ui (#2014),Fix macOS traffic light buttons Fix draggable area
7,Drop EOL Windows versions,,Drop EOL Windows versions,
8,Bump verison in spec file,,Bump verison in spec file,
9,2.57.3,,2.57.3,
10,Fix open link in new window again,,Fix open link in new window again,
11,Bump rpm spec version,,Bump rpm spec version,
12,2.57.2,,2.57.2,
13,Bump electron to v24,,Bump electron to v24,
14,Fix open links in new window issue (#2007),,Fix open links in new window issue (#2007),
15,2.57.1,,2.57.1,
16,Add .vscode directory to gitignore,,Add .vscode directory to gitignore,
17,Bump rpm spec version,,Bump rpm spec version,
18,Fix hidden dialog issue (#2006),,Fix hidden dialog issue (#2006),
19,2.57.0,,2.57.0,
20,Update rpm spec,,Update rpm spec,
21,Remove keyv from deps,,Remove keyv from deps,
22,"Revert ""Fix voice message duration text color in dark mode (#1959)""",This reverts commit 43f41e99a7e0d5fe4356057e2ac059203541bfc7.,"Revert ""Fix voice message duration text color in dark mode (#1959)""",This reverts commit 43f41e99a7e0d5fe4356057e2ac059203541bfc7.
23,Fix voice message duration text color in dark mode (#1959),,Fix voice message duration text color in dark mode (#1959),
24,Fix new design user menu (#1910),,Fix new design user menu (#1910),
25,Dark mode fixes (#1955),,Dark mode fixes (#1955),
26,Fix typos,,Fix typos,
27,Bump Electron to 21,,Bump Electron to 21,
28,Temporary workaround for keyv ts definitions issue,Keyv package should be removed from Caprine deps before next release (if the root cause of the issue is fixed) because it doesn't actually depend on it. This is there just to fix the issue with keyv ts type definitions not existing in keyv module.,Temporary workaround for keyv ts definitions issue,Keyv package should be removed from Caprine deps before next release (if the root cause of the issue is fixed) because it doesn't actually depend on it. This is there just to fix the issue with keyv ts type definitions not existing in keyv module.
29,Fix radio buttons & right sidebar search icon color in dark mode (#1948),,Fix radio buttons & right sidebar search icon color in dark mode (#1948),
30,"Fix insert buttons (GIF, Sticker, Emoji, Files) shortcuts (#1947)",,"Fix insert buttons (GIF, Sticker, Emoji, Files) shortcuts (#1947)",
31,Fix new room button shortcut (#1946),,Fix new room button shortcut (#1946),
32,Fix dark mode icons (#1942),,Fix dark mode icons (#1942),
33,CI: Use setup-node action for caching (#1941),Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,CI: Use setup-node action for caching (#1941),Co-authored-by: Dušan Simić dusan.simic1810@gmail.com
34,Fix typo,,Fix typo,
35,Fix create room icon color in dark mode (#1937),Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,Fix create room icon color in dark mode (#1937),Co-authored-by: Dušan Simić dusan.simic1810@gmail.com
36,"Fix ""Join room"" background button on dark theme (#1938)",Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,"Fix ""Join room"" background button on dark theme (#1938)",Co-authored-by: Dušan Simić dusan.simic1810@gmail.com
37,Fix attachment and receiver pill background in dark mode (#1933),Co-authored-by: stefanaz2 sfrunza@seneca.ca,Fix attachment and receiver pill background in dark mode (#1933),Co-authored-by: stefanaz2 sfrunza@seneca.ca
38,Fix search close button color in dark mode (#1931),,Fix search close button color in dark mode (#1931),
39,Fix custom css default file (#1903),Remove default custom styles,Fix custom css default file (#1903),Remove default custom styles
40,"Remove new ""Install Messenger app"" banner (#1899)",,"Remove new ""Install Messenger app"" banner (#1899)",
41,Add rpm spec (#1896),  Add rpm spec   Move addRepo.sh to deb package dir ,Add rpm spec (#1896),Add rpm spec Move addRepo.sh to deb package dir
42,Readme: Fix APT repo instructions,,Readme: Fix APT repo instructions,
43,Add script for automatic APT repo deployment,,Add script for automatic APT repo deployment,
44,CI: Add Gemfury integration,,CI: Add Gemfury integration,
45,Completely remove old design code (#1893),  Completely remove old design code   Fix lint   Remove new design mentions   Restore broken functions   Fix lint ,Completely remove old design code (#1893),Completely remove old design code Fix lint Remove new design mentions Restore broken functions Fix lint
46,Merge css stylesheets (#1891),,Merge css stylesheets (#1891),
47,"Set window title to ""Caprine"" (#1889)",,"Set window title to ""Caprine"" (#1889)",
48,Fix hidden and narrow sidebar,,Fix hidden and narrow sidebar,
49,Readme: Fix APT repo commands,Fixes #1888,Readme: Fix APT repo commands,Fixes #1888
50,Readme: Fix APT script link,,Readme: Fix APT script link,
51,2.56.1,,2.56.1,
52,Bump dependencies,,Bump dependencies,
53,CI: A few tweaks,,CI: A few tweaks,
54,CI: Major restructuring,,CI: Major restructuring,
55,Various improvements to readme (#1885),"  Update readme.md   Update readme.md   Update readme.md   Update readme.md   Update readme.md   Update readme.md   Update readme.md   Update readme.md   Update Arch Linux maintainer   Remove the word ""Fedora"" from Copr   AppImage, Flatpak & Snap are not universal   Finalize Gemfury implementation   Add instructions for openSUSE   Add Chocolatey installation method   Fix APT list name   Co-authored-by: Dušan Simić dusan.simic1810@gmail.com Co-authored-by: Dušan Simić dusan.simic1810@gmail.com",Various improvements to readme (#1885),"Update readme.md Update readme.md Update readme.md Update readme.md Update readme.md Update readme.md Update readme.md Update readme.md Update Arch Linux maintainer Remove the word ""Fedora"" from Copr AppImage, Flatpak & Snap are not universal Finalize Gemfury implementation Add instructions for openSUSE Add Chocolatey installation method Fix APT list name Co-authored-by: Dušan Simić dusan.simic1810@gmail.com Co-authored-by: Dušan Simić dusan.simic1810@gmail.com"
56,Create new room (#1883)," Add ""New Room"" option",Create new room (#1883),"Add ""New Room"" option"
57,Fix private mode (#1884),  Fix private mode   Fix lint ,Fix private mode (#1884),Fix private mode Fix lint
58,Fix typo,,Fix typo,
59,"Fix ""Find Conversation""",,"Fix ""Find Conversation""",
60,Dark mode: Fix radio buttons accent,,Dark mode: Fix radio buttons accent,
61,"Fix ""Show Message Buttons"" option (#1881)",  Fix CSS classes   Fix option not being applied after restart   Update css selectors to fix preferences modal   Co-authored-by: Dušan Simić dusan.simic1810@gmail.com,"Fix ""Show Message Buttons"" option (#1881)",Fix CSS classes Fix option not being applied after restart Update css selectors to fix preferences modal Co-authored-by: Dušan Simić dusan.simic1810@gmail.com
62,Remove code related to old design (#1879),  Remove code related to old design   Fix lint ,Remove code related to old design (#1879),Remove code related to old design Fix lint
63,Dark mode: Fix top gap not being removed,,Dark mode: Fix top gap not being removed,
64,"Fix insert buttons (GIF, Sticker, Emoji, Files)",,"Fix insert buttons (GIF, Sticker, Emoji, Files)",
65,Dark mode fixes,,Dark mode fixes,
66,Bump dependencies,,Bump dependencies,
67,2.56.0,,2.56.0,
68,CI: Misc improvements,,CI: Misc improvements,
69,CI: Run tests on ubuntu-latest,,CI: Run tests on ubuntu-latest,
70,Bump dependencies,,Bump dependencies,
71,"Fix ""Show Message Buttons"" option",,"Fix ""Show Message Buttons"" option",
72,Remove all CSS related to old design,,Remove all CSS related to old design,
73,Cookies notification: Make accept button visible on smaller windows,Caprine's default window size is too small and the notification appears cropped. This commit makes it fit.,Cookies notification: Make accept button visible on smaller windows,Caprine's default window size is too small and the notification appears cropped. This commit makes it fit.
74,Bump dependencies,,Bump dependencies,
75,Update to the new Messenger icon (2020),Fixes #1612,Update to the new Messenger icon (2020),Fixes #1612
76,Bump dependencies,,Bump dependencies,
77,Add maintainers in about dialog (#1874),,Add maintainers in about dialog (#1874),
78,Add @mquevill as maintainer,,Add @mquevill as maintainer,
79,Bump dependencies,,Bump dependencies,
80,"Add todo for ""Autoplay Videos""",,"Add todo for ""Autoplay Videos""",
81,"Hide ""Autoplay Videos""","Hides ""Autoplay Videos"" until #1845 is resolved.","Hide ""Autoplay Videos""","Hides ""Autoplay Videos"" until #1845 is resolved."
82,Fix CI build step (#1872),,Fix CI build step (#1872),
83,Dark mode: Fix scrollbar track,,Dark mode: Fix scrollbar track,
84,Fix linting,,Fix linting,
85,Restore snap publishing (#1870),,Restore snap publishing (#1870),
86,"Fix adaptive, hidden and narrow sidebar",,"Fix adaptive, hidden and narrow sidebar",
87,Bump dependencies,,Bump dependencies,
88,Dark mode: Fix cookies notification icons,,Dark mode: Fix cookies notification icons,
89,Bump dependencies,,Bump dependencies,
90,Meta tweaks,Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,Meta tweaks,Co-authored-by: Sindre Sorhus sindresorhus@gmail.com
91,Make non-working features invisible for end users,It makes all broken features visible only in development. This helps reduce visual clutter.,Make non-working features invisible for end users,It makes all broken features visible only in development. This helps reduce visual clutter.
92,"Dark mode: Fix ""Keep me signed in"" checkbox",,"Dark mode: Fix ""Keep me signed in"" checkbox",
93,Dark mode: Login CSS cleanup,,Dark mode: Login CSS cleanup,
94,Fix newline,,Fix newline,
95,Simplify OS checks,,Simplify OS checks,
96,Notify user when a new update is available,,Notify user when a new update is available,
97,Add option to disable automatic updates,,Add option to disable automatic updates,
98,Enable auto-updates on Linux,,Enable auto-updates on Linux,
99,"Make ""Allow cookies"" button blue in light theme too",,"Make ""Allow cookies"" button blue in light theme too",
100,"Remove ""Allow All Cookies"" button",Increases privacy because tracking cookies are rejected.,"Remove ""Allow All Cookies"" button",Increases privacy because tracking cookies are rejected.
101,Add dark mode to cookies notification,,Add dark mode to cookies notification,
102,Login: Do not show outline in input fields,,Login: Do not show outline in input fields,
103,Dark mode: Fix login button color,,Dark mode: Fix login button color,
104,Fix private mode,,Fix private mode,
105,Hide new Messenger app banner (lefterisgar#2),,Hide new Messenger app banner (lefterisgar#2),
106,Improved scrollbar theme (#1638),Co-authored-by: Michael Quevillon mquevill@nd.edu,Improved scrollbar theme (#1638),Co-authored-by: Michael Quevillon mquevill@nd.edu
107,Update Electron to 20,Co-authored-by: Nikolas Spiridakis 1nikolas@hotmail.gr Co-authored-by: Nehal Patel nehalvpatels+github@gmail.com,Update Electron to 20,Co-authored-by: Nikolas Spiridakis 1nikolas@hotmail.gr Co-authored-by: Nehal Patel nehalvpatels+github@gmail.com
108,Fix release publishing (#1867),,Fix release publishing (#1867),
109,Add @lefterisgar and @1nikolas as maintainers,,Add @lefterisgar and @1nikolas as maintainers,
110,Meta tweaks,,Meta tweaks,
111,Allow negative indexed menu items (#1853),,Allow negative indexed menu items (#1853),
112,Fix shortcuts (#1851),,Fix shortcuts (#1851),
113,Fix search icon dark mode color in right sidebar (#1849),,Fix search icon dark mode color in right sidebar (#1849),
114,2.55.7,,2.55.7,
115,Dark mode fixes (#1846),,Dark mode fixes (#1846),
116,Update links from http to https (#1847),,Update links from http to https (#1847),
117,2.55.6,,2.55.6,
118,Apply dark mode coloring to preference icons (#1844),,Apply dark mode coloring to preference icons (#1844),
119,2.55.5,,2.55.5,
120,Disable Snapcraft build temporarily,,Disable Snapcraft build temporarily,
121,Fix workaround for notifications (#1822),,Fix workaround for notifications (#1822),
122,Update settings menu and close button elements (#1815),,Update settings menu and close button elements (#1815),
123,Fix dark button for New Room (#1799),,Fix dark button for New Room (#1799),
124,Fix hidden sidebar and narrow sidebar (#1800),,Fix hidden sidebar and narrow sidebar (#1800),
125,2.55.4,,2.55.4,
