Index,Message,Description,Message Abstract,Description Abstract
1,Update history to reflect merge of #9361 [ci skip],,Update history to reflect merge of #9361 [ci skip],
2,Bump rubocop version to 1.52.x (#9361),Merge pull request 9361,Bump rubocop version to 1.52.x (#9361),Merge pull request 9361
3,Update history to reflect merge of #9376 [ci skip],,Update history to reflect merge of #9376 [ci skip],
4,"Document Exclude behavior, Include overrides and the default exclusion list (#9376)",Merge pull request 9376,"Document Exclude behavior, Include overrides and the default exclusion list (#9376)",Merge pull request 9376
5,Update history to reflect merge of #9360 [ci skip],,Update history to reflect merge of #9360 [ci skip],
6,Bump versions of ruby & nodejs in devcontainer (#9360),Merge pull request 9360,Bump versions of ruby & nodejs in devcontainer (#9360),Merge pull request 9360
7,Prefer using assert_instance_of,To appease RuboCop Minitest/AssertInstanceOf,Prefer using assert_instance_of,To appease RuboCop Minitest/AssertInstanceOf
8,Update history to reflect merge of #9326 [ci skip],,Update history to reflect merge of #9326 [ci skip],
9,Bump Rubocop to version 1.48.x (#9326),Merge pull request 9326,Bump Rubocop to version 1.48.x (#9326),Merge pull request 9326
10,Update history to reflect merge of #9292 [ci skip],,Update history to reflect merge of #9292 [ci skip],
11,Handle TypeError from where filter gracefully (#9292),Merge pull request 9292,Handle TypeError from where filter gracefully (#9292),Merge pull request 9292
12,"Revert ""Normalize line-endings in test plugins""",This reverts commit 73fcc423536d4d45f4ea2e22c6917b65135ff0c2.,"Revert ""Normalize line-endings in test plugins""",This reverts commit 73fcc423536d4d45f4ea2e22c6917b65135ff0c2.
13,Normalize line-endings in test plugins,,Normalize line-endings in test plugins,
14,Update history to reflect merge of #9304 [ci skip],,Update history to reflect merge of #9304 [ci skip],
15,Fix jekyll serve --detach with jekyll-sass-converter 3.x (#9304),Merge pull request 9304,Fix jekyll serve --detach with jekyll-sass-converter 3.x (#9304),Merge pull request 9304
16,[Docs]: Adjust line-length in Markdown code-blocks  [skip appveyor],,[Docs]: Adjust line-length in Markdown code-blocks  [skip appveyor],
17,[Docs]: Define :path url-placeholder in sample plugin [skip ci],,[Docs]: Define :path url-placeholder in sample plugin [skip ci],
18,Update history to reflect merge of #9305 [ci skip],,Update history to reflect merge of #9305 [ci skip],
19,Bump RuboCop to v1.45.x (#9305),Merge pull request 9305,Bump RuboCop to v1.45.x (#9305),Merge pull request 9305
20,Strip extra newlines in History document [ci skip],,Strip extra newlines in History document [ci skip],
21,Update History doc to reflect spelling corrections [ci skip],,Update History doc to reflect spelling corrections [ci skip],
22,Update history to reflect merge of #9199 [ci skip],,Update history to reflect merge of #9199 [ci skip],
23,Use check-spelling/check-spelling@v0.0.21 (#9199),Merge pull request 9199,Use check-spelling/check-spelling@v0.0.21 (#9199),Merge pull request 9199
24,Update history to reflect merge of #9221 [ci skip],,Update history to reflect merge of #9221 [ci skip],
25,Update S3 deployment to remove s3_website (#9221),Merge pull request 9221,Update S3 deployment to remove s3_website (#9221),Merge pull request 9221
26,Update history to reflect merge of #9205 [ci skip],,Update history to reflect merge of #9205 [ci skip],
27,Bump check-spelling/check-spelling from 0.0.20 to 0.0.21 (#9205),Merge pull request 9205,Bump check-spelling/check-spelling from 0.0.20 to 0.0.21 (#9205),Merge pull request 9205
28,Update history to reflect merge of #9284 [ci skip],,Update history to reflect merge of #9284 [ci skip],
29,Add v3.9.3 release history & post to master branch (#9284),Merge pull request 9284,Add v3.9.3 release history & post to master branch (#9284),Merge pull request 9284
30,Test with Ruby 3.2,,Test with Ruby 3.2,
31,Update history to reflect merge of #9184 [ci skip],,Update history to reflect merge of #9184 [ci skip],
32,Mark highlight mark_lines feature as 4.4 in docs (#9184),Merge pull request 9184,Mark highlight mark_lines feature as 4.4 in docs (#9184),Merge pull request 9184
33,Clean up AppVeyor config,[skip ci],Clean up AppVeyor config,[skip ci]
34,Update history to reflect merge of #9264 [ci skip],,Update history to reflect merge of #9264 [ci skip],
35,"fixed grammatical mistake on ""showcase"" page (#9264)",Merge pull request 9264,"fixed grammatical mistake on ""showcase"" page (#9264)",Merge pull request 9264
36,Update history to reflect merge of #9245 [ci skip],,Update history to reflect merge of #9245 [ci skip],
37,grammatical reordering (#9245),Merge pull request 9245,grammatical reordering (#9245),Merge pull request 9245
38,Fix History entry for v4.3.2,,Fix History entry for v4.3.2,
39,Release :gem: v4.3.2,,Release :gem: v4.3.2,
40,Update history to reflect merge of #9263 [ci skip],,Update history to reflect merge of #9263 [ci skip],
41,Add release post for v4.3.2 (#9263),Merge pull request 9263,Add release post for v4.3.2 (#9263),Merge pull request 9263
42,Update history to reflect merge of #9259 [ci skip],,Update history to reflect merge of #9259 [ci skip],
43,script/default-site: accept flags for jekyll new (#9259),Merge pull request 9259,script/default-site: accept flags for jekyll new (#9259),Merge pull request 9259
44,Update history to reflect merge of #9257 [ci skip],,Update history to reflect merge of #9257 [ci skip],
45,Rename sass partial created for new blank site (#9257),Merge pull request 9257,Rename sass partial created for new blank site (#9257),Merge pull request 9257
46,Update history to reflect merge of #9195 [ci skip],,Update history to reflect merge of #9195 [ci skip],
47,Update Jekyll on macOS (macos.md) and current ruby version to 3.1.3 in ruby.yml (#9195),Merge pull request 9195,Update Jekyll on macOS (macos.md) and current ruby version to 3.1.3 in ruby.yml (#9195),Merge pull request 9195
48,Update history to reflect merge of #9237 [ci skip],,Update history to reflect merge of #9237 [ci skip],
49,test: use hash explicitly for Struct initializer for ruby 3.2 (#9237),Merge pull request 9237,test: use hash explicitly for Struct initializer for ruby 3.2 (#9237),Merge pull request 9237
50,Update history to reflect merge of #9230 [ci skip],,Update history to reflect merge of #9230 [ci skip],
51,Split test/test_tags.rb into multiple files (#9230),Merge pull request 9230,Split test/test_tags.rb into multiple files (#9230),Merge pull request 9230
52,Update history to reflect merge of #9225 [ci skip],,Update history to reflect merge of #9225 [ci skip],
53,Publish post on major release of sass-converter (#9225),Merge pull request 9225,Publish post on major release of sass-converter (#9225),Merge pull request 9225
54,Update history to reflect merge of #9223 [ci skip],,Update history to reflect merge of #9223 [ci skip],
55,Update sass related tests for jekyll-sass-converter 3.x (#9223),Merge pull request 9223,Update sass related tests for jekyll-sass-converter 3.x (#9223),Merge pull request 9223
56,Stop testing with Rubies older than 2.7 on Windows,,Stop testing with Rubies older than 2.7 on Windows,
57,Lock psych to v4.x,"Psych 5 has stopped bundling libyaml and expects it to be installed on the host system prior to being invoked. Since we don't have a direct dependency on the Psych gem (it gets included in the gem bundle as a dependency of the rdoc gem), lock psych gem to v4.x instead of installing libyaml in our development / CI environment.",Lock psych to v4.x,"Psych 5 has stopped bundling libyaml and expects it to be installed on the host system prior to being invoked. Since we don't have a direct dependency on the Psych gem (it gets included in the gem bundle as a dependency of the rdoc gem), lock psych gem to v4.x instead of installing libyaml in our development / CI environment."
58,Reword there're to there are,,Reword there're to there are,
59,Update history to reflect merge of #9187 [ci skip],,Update history to reflect merge of #9187 [ci skip],
60,Optimize Site#each_site_file (#9187),Merge pull request 9187,Optimize Site#each_site_file (#9187),Merge pull request 9187
61,Update history to reflect merge of #9186 [ci skip],,Update history to reflect merge of #9186 [ci skip],
62,Remove totals in profile table properly (#9186),Merge pull request 9186,Remove totals in profile table properly (#9186),Merge pull request 9186
63,Update history to reflect merge of #9203 [ci skip],,Update history to reflect merge of #9203 [ci skip],
64,Fix typo (#9203),Merge pull request 9203,Fix typo (#9203),Merge pull request 9203
65,Update history to reflect merge of #9185 [ci skip],,Update history to reflect merge of #9185 [ci skip],
66,Optimize default front matter using File.fnmatch? (#9185),Merge pull request 9185,Optimize default front matter using File.fnmatch? (#9185),Merge pull request 9185
67,Update history to reflect merge of #9196 [ci skip],,Update history to reflect merge of #9196 [ci skip],
68,Lock Ruby in CI to v3.1.2 and bump JRuby to v9.4.0.0 (#9196),Merge pull request 9196,Lock Ruby in CI to v3.1.2 and bump JRuby to v9.4.0.0 (#9196),Merge pull request 9196
69,Fix ordered-list style in articles on mobiles,,Fix ordered-list style in articles on mobiles,
70,Update history to reflect merge of #9168 [ci skip],,Update history to reflect merge of #9168 [ci skip],
71,Run tests in UTC timezone (#9168),Merge pull request 9168,Run tests in UTC timezone (#9168),Merge pull request 9168
72,Update history to reflect merge of #9177 [ci skip],,Update history to reflect merge of #9177 [ci skip],
73,Cleanup highlight tag (#9177),Merge pull request 9177,Cleanup highlight tag (#9177),Merge pull request 9177
74,Update history to reflect merge of #9174 [ci skip],,Update history to reflect merge of #9174 [ci skip],
75,Fix Nested tree navigation with recursion example (#9174),Merge pull request 9174,Fix Nested tree navigation with recursion example (#9174),Merge pull request 9174
76,Update history to reflect merge of #9138 [ci skip],,Update history to reflect merge of #9138 [ci skip],
77,Allow marking specific highlighted lines via Liquid (#9138),Merge pull request 9138,Allow marking specific highlighted lines via Liquid (#9138),Merge pull request 9138
78,Bump RuboCop to v1.38.x,Closes #9173,Bump RuboCop to v1.38.x,Closes #9173
79,Remove noise in features/highlighting.feature,,Remove noise in features/highlighting.feature,
80,Release :gem: v4.3.1,,Release :gem: v4.3.1,
81,Update history to reflect merge of #9171 [ci skip],,Update history to reflect merge of #9171 [ci skip],
82,Release post for v4.3.1 (#9171),Merge pull request 9171,Release post for v4.3.1 (#9171),Merge pull request 9171
83,Update history to reflect merge of #9170 [ci skip],,Update history to reflect merge of #9170 [ci skip],
84,"Revert ""Incrementally rebuild when a data file is changed (#8771)"" (#9170)",Merge pull request 9170,"Revert ""Incrementally rebuild when a data file is changed (#8771)"" (#9170)",Merge pull request 9170
85,Update history to reflect merge of #9167 [ci skip],,Update history to reflect merge of #9167 [ci skip],
86,Respect user-defined name attribute in documents (#9167),Merge pull request 9167,Respect user-defined name attribute in documents (#9167),Merge pull request 9167
87,Revert back to developing 4.3.x,This reverts commit 556febb436c93a476365a9235403c82d3f9e74be. This reverts commit a613eb2d823919ad536063da377fc4582ce0904a.,Revert back to developing 4.3.x,This reverts commit 556febb436c93a476365a9235403c82d3f9e74be. This reverts commit a613eb2d823919ad536063da377fc4582ce0904a.
88,Mark initiation of v5.0 development,To prevent users from pointing their Gemfile to the repository and breaking their site.,Mark initiation of v5.0 development,To prevent users from pointing their Gemfile to the repository and breaking their site.
89,Disable critical GH Actions on master,To mark master as in v5 development mode,Disable critical GH Actions on master,To mark master as in v5 development mode
90,Fix spelling errors in History document,,Fix spelling errors in History document,
91,Release :gem: v4.3.0,,Release :gem: v4.3.0,
92,Update history to reflect merge of #9157 [ci skip],,Update history to reflect merge of #9157 [ci skip],
93,Release post for v4.3.0 (#9157),Merge pull request 9157,Release post for v4.3.0 (#9157),Merge pull request 9157
94,Clean up HEAD section in History document,,Clean up HEAD section in History document,
95,Document xz dependency on macOS (#9098),Signed-off-by: Giuseppe Bertone giuseppe.bertone@swirldslabs.com,Document xz dependency on macOS (#9098),Signed-off-by: Giuseppe Bertone giuseppe.bertone@swirldslabs.com
96,Fix URL to Liquid documentation (#9158),,Fix URL to Liquid documentation (#9158),
97,Bump RuboCop to v1.37.x,,Bump RuboCop to v1.37.x,
98,Update history to reflect merge of #9132 [ci skip],,Update history to reflect merge of #9132 [ci skip],
99,Support jekyll-sass-converter 3.x (#9132),Merge pull request 9132,Support jekyll-sass-converter 3.x (#9132),Merge pull request 9132
100,Update history to reflect merge of #9141 [ci skip],,Update history to reflect merge of #9141 [ci skip],
101,Fix false positive conflicts for static files in a collection (#9141),Merge pull request 9141,Fix false positive conflicts for static files in a collection (#9141),Merge pull request 9141
102,Update history to reflect merge of #9151 [ci skip],,Update history to reflect merge of #9151 [ci skip],
103,Update posts.md (#9151),Merge pull request 9151,Update posts.md (#9151),Merge pull request 9151
104,Update history to reflect merge of #9142 [ci skip],,Update history to reflect merge of #9142 [ci skip],
105,Relax RDoc version dependency (#9142),Merge pull request 9142,Relax RDoc version dependency (#9142),Merge pull request 9142
106,Update history to reflect merge of #8771 [ci skip],,Update history to reflect merge of #8771 [ci skip],
107,Incrementally rebuild when a data file is changed (#8771),Merge pull request 8771,Incrementally rebuild when a data file is changed (#8771),Merge pull request 8771
108,Update history to reflect merge of #9136 [ci skip],,Update history to reflect merge of #9136 [ci skip],
109,Disable pending cops when running rubocop (#9136),Merge pull request 9136,Disable pending cops when running rubocop (#9136),Merge pull request 9136
110,Update history to reflect merge of #9135 [ci skip],,Update history to reflect merge of #9135 [ci skip],
111,Unlock Psych dependency (#9135),Merge pull request 9135,Unlock Psych dependency (#9135),Merge pull request 9135
112,Update history to reflect merge of #9134 [ci skip],,Update history to reflect merge of #9134 [ci skip],
113,Relax version constraint to allow Rouge 4.x (#9134),Merge pull request 9134,Relax version constraint to allow Rouge 4.x (#9134),Merge pull request 9134
114,Add version badge to documentation header,,Add version badge to documentation header,
115,Document keys of the theme drop,Follow-up to #9129,Document keys of the theme drop,Follow-up to #9129
116,Update history to reflect merge of #9129 [ci skip],,Update history to reflect merge of #9129 [ci skip],
117,Introduce theme drop to expose theme details (#9129),Merge pull request 9129,Introduce theme drop to expose theme details (#9129),Merge pull request 9129
118,Update history to reflect merge of #9111 [ci skip],,Update history to reflect merge of #9111 [ci skip],
119,Use check-spelling/check-spelling@v0.0.20 (#9111),Merge pull request 9111,Use check-spelling/check-spelling@v0.0.20 (#9111),Merge pull request 9111
120,Update history to reflect merge of #9125 [ci skip],,Update history to reflect merge of #9125 [ci skip],
121,Bump RuboCop to 1.36.x (#9125),Merge pull request 9125,Bump RuboCop to 1.36.x (#9125),Merge pull request 9125
122,Update history to reflect merge of #9093 [ci skip],,Update history to reflect merge of #9093 [ci skip],
123,Bump rubocop to 1.32 (#9093),Merge pull request 9093,Bump rubocop to 1.32 (#9093),Merge pull request 9093
124,Update history to reflect merge of #9086 [ci skip],,Update history to reflect merge of #9086 [ci skip],
125,Update ruby version for macos guide (#9086),Merge pull request 9086,Update ruby version for macos guide (#9086),Merge pull request 9086
126,Update history to reflect merge of #9064 [ci skip],,Update history to reflect merge of #9064 [ci skip],
127,Improve links (http -> https) (#9064),Merge pull request 9064,Improve links (http -> https) (#9064),Merge pull request 9064
128,Update history to reflect merge of #9049 [ci skip],,Update history to reflect merge of #9049 [ci skip],
129,Windows: describe which option to choose (#9049),Merge pull request 9049,Windows: describe which option to choose (#9049),Merge pull request 9049
130,Bump RuboCop to v1.30.x,,Bump RuboCop to v1.30.x,
131,Update history to reflect merge of #9057 [ci skip],,Update history to reflect merge of #9057 [ci skip],
132,Remove Ionic Framework site from showcase (#9057),Merge pull request 9057,Remove Ionic Framework site from showcase (#9057),Merge pull request 9057
133,Bump RuboCop to v1.29.x,Closes #9053,Bump RuboCop to v1.29.x,Closes #9053
134,Fix alignment of home page section-units on mobile,,Fix alignment of home page section-units on mobile,
135,Fix news-archive list renders on small-devices,Resolves #8839,Fix news-archive list renders on small-devices,Resolves #8839
136,Update history to reflect merge of #9045 [ci skip],,Update history to reflect merge of #9045 [ci skip],
137,Remove git.io shortlinks from repo (#9045),Merge pull request 9045,Remove git.io shortlinks from repo (#9045),Merge pull request 9045
138,Update history to reflect merge of #9039 [ci skip],,Update history to reflect merge of #9039 [ci skip],
139,Remove misleading total row from --profile table (#9039),Merge pull request 9039,Remove misleading total row from --profile table (#9039),Merge pull request 9039
140,Bump RuboCop to v1.28.x,,Bump RuboCop to v1.28.x,
141,Update history to reflect merge of #8995 [ci skip],,Update history to reflect merge of #8995 [ci skip],
142,Add clarity to docs on permalinks placeholders and builtins (#8995),Merge pull request 8995,Add clarity to docs on permalinks placeholders and builtins (#8995),Merge pull request 8995
143,Bump RuboCop to v1.27.x,,Bump RuboCop to v1.27.x,
144,Update history to reflect merge of #8988 [ci skip],,Update history to reflect merge of #8988 [ci skip],
145,Ensure theme config is a Jekyll::Configuration object (#8988),Merge pull request 8988,Ensure theme config is a Jekyll::Configuration object (#8988),Merge pull request 8988
146,Update history to reflect merge of #8986 [ci skip],,Update history to reflect merge of #8986 [ci skip],
147,Bump actions/checkout from 2 to 3 (#8986),Merge pull request 8986,Bump actions/checkout from 2 to 3 (#8986),Merge pull request 8986
148,Update history to reflect merge of #8955 [ci skip],,Update history to reflect merge of #8955 [ci skip],
149,Stop testing with Rubies older than 2.7 on non-Windows  (#8955),Merge pull request 8955,Stop testing with Rubies older than 2.7 on non-Windows  (#8955),Merge pull request 8955
150,Update history to reflect merge of #9015 [ci skip],,Update history to reflect merge of #9015 [ci skip],
151,Check symlink outside site_source without Pathutil (#9015),Merge pull request 9015,Check symlink outside site_source without Pathutil (#9015),Merge pull request 9015
152,Update history to reflect merge of #9017 [ci skip],,Update history to reflect merge of #9017 [ci skip],
153,Update permalinks.md (#9017),Merge pull request 9017,Update permalinks.md (#9017),Merge pull request 9017
154,Update history to reflect merge of #8853 [ci skip],,Update history to reflect merge of #8853 [ci skip],
155,Improve document about Github Actions section (#8853),Merge pull request 8853,Improve document about Github Actions section (#8853),Merge pull request 8853
156,Update history to reflect merge of #8858 [ci skip],,Update history to reflect merge of #8858 [ci skip],
157,Allow Configurable Converters on CSV (#8858),Merge pull request 8858,Allow Configurable Converters on CSV (#8858),Merge pull request 8858
158,Update history to reflect merge of #8363 [ci skip],,Update history to reflect merge of #8363 [ci skip],
159,Only enable BOM encoding option on UTF encodings (#8363),Merge pull request 8363,Only enable BOM encoding option on UTF encodings (#8363),Merge pull request 8363
160,Update history to reflect merge of #8761 [ci skip],,Update history to reflect merge of #8761 [ci skip],
161,Expose basename from document.rb as name to Liquid templates (#8761),Merge pull request 8761,Expose basename from document.rb as name to Liquid templates (#8761),Merge pull request 8761
162,Update history to reflect merge of #8993 [ci skip],,Update history to reflect merge of #8993 [ci skip],
163,Simplify macOS installation docs (#8993),Merge pull request 8993,Simplify macOS installation docs (#8993),Merge pull request 8993
164,Update history to reflect merge of #9013 [ci skip],,Update history to reflect merge of #9013 [ci skip],
165,Add Jekyll 3.9.2 release post to 'master' branch (#9013),Merge pull request 9013,Add Jekyll 3.9.2 release post to 'master' branch (#9013),Merge pull request 9013
166,Update history to reflect merge of #8961 [ci skip],,Update history to reflect merge of #8961 [ci skip],
167,Expose collection static files via site.static_files (#8961),Merge pull request 8961,Expose collection static files via site.static_files (#8961),Merge pull request 8961
168,Update history to reflect merge of #9007 [ci skip],,Update history to reflect merge of #9007 [ci skip],
169,Remove Aerobatic (#9007),Merge pull request 9007,Remove Aerobatic (#9007),Merge pull request 9007
170,Update history to reflect merge of #9005 [ci skip],,Update history to reflect merge of #9005 [ci skip],
171,Update README.markdown re IRC Pointer (#9005),Merge pull request 9005,Update README.markdown re IRC Pointer (#9005),Merge pull request 9005
172,Update history to reflect merge of #8337 [ci skip],,Update history to reflect merge of #8337 [ci skip],
173,Trigger livereload in sites without pages (#8337),Merge pull request 8337,Trigger livereload in sites without pages (#8337),Merge pull request 8337
174,Update history to reflect merge of #8996 [ci skip],,Update history to reflect merge of #8996 [ci skip],
175,Add quiet/verbose options (#8996),Merge pull request 8996,Add quiet/verbose options (#8996),Merge pull request 8996
176,Update history to reflect merge of #8997 [ci skip],,Update history to reflect merge of #8997 [ci skip],
177,Update manual.md (#8997),Merge pull request 8997,Update manual.md (#8997),Merge pull request 8997
178,Update history to reflect merge of #8992 [ci skip],,Update history to reflect merge of #8992 [ci skip],
179,Enhace option's case for Jekyll configuration (#8992),Merge pull request 8992,Enhace option's case for Jekyll configuration (#8992),Merge pull request 8992
180,Update history to reflect merge of #8991 [ci skip],,Update history to reflect merge of #8991 [ci skip],
181,Update document by fix yaml syntax error (#8991),Merge pull request 8991,Update document by fix yaml syntax error (#8991),Merge pull request 8991
182,Bump RuboCop to v1.26.x,,Bump RuboCop to v1.26.x,
183,Update history to reflect merge of #8984 [ci skip],,Update history to reflect merge of #8984 [ci skip],
184,Document releasing off *-stable branches (#8984),Merge pull request 8984,Document releasing off *-stable branches (#8984),Merge pull request 8984
185,Release :gem: v4.2.2,,Release :gem: v4.2.2,
186,Update history to reflect merge of #8982 [ci skip],,Update history to reflect merge of #8982 [ci skip],
187,Release post for v4.2.2 (#8982),Merge pull request 8982,Release post for v4.2.2 (#8982),Merge pull request 8982
188,Update history to reflect merge of #8965 [ci skip],,Update history to reflect merge of #8965 [ci skip],
189,Fix response header for content served via jekyll serve (#8965),Merge pull request 8965,Fix response header for content served via jekyll serve (#8965),Merge pull request 8965
190,Update history to reflect merge of #8960 [ci skip],,Update history to reflect merge of #8960 [ci skip],
191,Fix deprecation message for missing doc method (#8960),Merge pull request 8960,Fix deprecation message for missing doc method (#8960),Merge pull request 8960
192,Update history to reflect merge of #8946 [ci skip],,Update history to reflect merge of #8946 [ci skip],
193,Hakiri sunsetting down (#8946),Merge pull request 8946,Hakiri sunsetting down (#8946),Merge pull request 8946
194,Update history to reflect merge of #8951 [ci skip],,Update history to reflect merge of #8951 [ci skip],
195,Update bug_report.yml (#8951),Merge pull request 8951,Update bug_report.yml (#8951),Merge pull request 8951
196,Improve note on use of actions/cache [skip ci],,Improve note on use of actions/cache [skip ci],
197,Update history to reflect merge of #8948 [ci skip],,Update history to reflect merge of #8948 [ci skip],
198,Update document for github-actions workflow by adding cache step. (#8948),Merge pull request 8948,Update document for github-actions workflow by adding cache step. (#8948),Merge pull request 8948
199,Update history to reflect merge of #8940 [ci skip],,Update history to reflect merge of #8940 [ci skip],
200,Run vendor-mimes to update mime.types (#8940),Merge pull request 8940,Run vendor-mimes to update mime.types (#8940),Merge pull request 8940
201,Bump RuboCop to v1.25.x,Closes #8941,Bump RuboCop to v1.25.x,Closes #8941
202,Update history to reflect merge of #8934 [ci skip],,Update history to reflect merge of #8934 [ci skip],
203,"Fix link for ""CloudSh"" (#8934)",Merge pull request 8934,"Fix link for ""CloudSh"" (#8934)",Merge pull request 8934
204,Update history to reflect merge of #8928 [ci skip],,Update history to reflect merge of #8928 [ci skip],
205,Improve maintainers guide on releasing a new version (#8928),Merge pull request 8928,Improve maintainers guide on releasing a new version (#8928),Merge pull request 8928
206,Adjust line-length in doc on releasing versions [skip ci],,Adjust line-length in doc on releasing versions [skip ci],
207,Update history to reflect merge of #8921 [ci skip],,Update history to reflect merge of #8921 [ci skip],
208,Rewrite documentation on installing plugins (#8921),Merge pull request 8921,Rewrite documentation on installing plugins (#8921),Merge pull request 8921
209,Update history to reflect merge of #8925 [ci skip],,Update history to reflect merge of #8925 [ci skip],
210,Update resources.md (#8925),Merge pull request 8925,Update resources.md (#8925),Merge pull request 8925
211,Update history to reflect merge of #8919 [ci skip],,Update history to reflect merge of #8919 [ci skip],
212,Update REAMDE generated by jekyll new-theme (#8919),Merge pull request 8919,Update REAMDE generated by jekyll new-theme (#8919),Merge pull request 8919
213,Update history to reflect merge of #8918 [ci skip],,Update history to reflect merge of #8918 [ci skip],
214,Lock gem psych to v3.x (#8918),Merge pull request 8918,Lock gem psych to v3.x (#8918),Merge pull request 8918
215,"Add gem ""matrix"" to Gemfile","gem ""matrix"" is no longer a default gem from Ruby 3.1 onward. Adding the gem to Gemfile is necessary until classifier-reborn adds it as a dependency. Avoiding RUBY_VERSION constraints to ensure the gem is used on older Ruby versions in CI matrix","Add gem ""matrix"" to Gemfile","gem ""matrix"" is no longer a default gem from Ruby 3.1 onward. Adding the gem to Gemfile is necessary until classifier-reborn adds it as a dependency. Avoiding RUBY_VERSION constraints to ensure the gem is used on older Ruby versions in CI matrix"
216,Add Ruby 3.1 to CI Matrix,,Add Ruby 3.1 to CI Matrix,
217,Update history to reflect merge of #8915 [ci skip],,Update history to reflect merge of #8915 [ci skip],
218,docs: add Layer0 deployment guide (#8915),Merge pull request 8915,docs: add Layer0 deployment guide (#8915),Merge pull request 8915
219,Lock rdoc to v6.3.x to avoid psych-4.x,Psych 4.x appears to mess with our Cucumber-based tests with: Tried to load unspecified class: Date (Psych::DisallowedClass),Lock rdoc to v6.3.x to avoid psych-4.x,Psych 4.x appears to mess with our Cucumber-based tests with: Tried to load unspecified class: Date (Psych::DisallowedClass)
220,Bump RuboCop to v1.24.x,,Bump RuboCop to v1.24.x,
221,Update history to reflect merge of #8908 [ci skip],,Update history to reflect merge of #8908 [ci skip],
222,Manage repository meta documents consistently (#8908),Merge pull request 8908,Manage repository meta documents consistently (#8908),Merge pull request 8908
223,Update history to reflect merge of #8823 [ci skip],,Update history to reflect merge of #8823 [ci skip],
224,Add Security Policy document (#8823),Merge pull request 8823,Add Security Policy document (#8823),Merge pull request 8823
225,Update history to reflect merge of #8907 [ci skip],,Update history to reflect merge of #8907 [ci skip],
226,Remove text on GITHUB_TOKEN which is now built-in (#8907),Merge pull request 8907,Remove text on GITHUB_TOKEN which is now built-in (#8907),Merge pull request 8907
227,Remove history entry for reverted unreleased change [skip ci],,Remove history entry for reverted unreleased change [skip ci],
228,Update history to reflect merge of #8880 [ci skip],,Update history to reflect merge of #8880 [ci skip],
229,Support both tzinfo v1 and v2 alongwith non-half hour offsets. (#8880),Merge pull request 8880,Support both tzinfo v1 and v2 alongwith non-half hour offsets. (#8880),Merge pull request 8880
230,Update history to reflect merge of #8900 [ci skip],,Update history to reflect merge of #8900 [ci skip],
231,"Linting README,markdown (#8900)",Merge pull request 8900,"Linting README,markdown (#8900)",Merge pull request 8900
232,Remove lock on Bundler version in CI,Bundler 2.2.33 has been released,Remove lock on Bundler version in CI,Bundler 2.2.33 has been released
233,Lock Bundler to v2.2.31 and bump JRuby version," Bundler 2.2.32 causes our CI to fail prematurely, affecting checks of pull requests. JRuby 9.2.20.1 is a recommended security fix.",Lock Bundler to v2.2.31 and bump JRuby version,"Bundler 2.2.32 causes our CI to fail prematurely, affecting checks of pull requests. JRuby 9.2.20.1 is a recommended security fix."
234,Allow creating issues from a blank slate [skip ci],,Allow creating issues from a blank slate [skip ci],
235,Update history to reflect merge of #8815 [ci skip],,Update history to reflect merge of #8815 [ci skip],
236,Propagate _data folder from theme (#8815),Merge pull request 8815,Propagate _data folder from theme (#8815),Merge pull request 8815
237,Upgrade Bug-report template to beta form template,,Upgrade Bug-report template to beta form template,
238,Stop assigning Frank to docs-related issues,,Stop assigning Frank to docs-related issues,
239,Bump RuboCop to v1.23.x,,Bump RuboCop to v1.23.x,
240,Update history to reflect merge of #8884 [ci skip],,Update history to reflect merge of #8884 [ci skip],
241,Fix random test failures in TestExcerpt #to_liquid. (#8884),Merge pull request 8884,Fix random test failures in TestExcerpt #to_liquid. (#8884),Merge pull request 8884
242,Update history to reflect merge of #8877 [ci skip],,Update history to reflect merge of #8877 [ci skip],
243,Improve readability of CI logs (#8877),Merge pull request 8877,Improve readability of CI logs (#8877),Merge pull request 8877
244,Update history to reflect merge of #8830 [ci skip],,Update history to reflect merge of #8830 [ci skip],
245,Add a workflow to build gems consistently (#8830),Merge pull request 8830,Add a workflow to build gems consistently (#8830),Merge pull request 8830
246,Add lang identifiers to shell based codeblocks,,Add lang identifiers to shell based codeblocks,
247,Update history to reflect merge of #8857 [ci skip],,Update history to reflect merge of #8857 [ci skip],
248,Slightly update lang sh code-block styling (#8857),Merge pull request 8857,Slightly update lang sh code-block styling (#8857),Merge pull request 8857
249,Update history to reflect merge of #8852 [ci skip],,Update history to reflect merge of #8852 [ci skip],
250,Added docs for running locally (#8852),Merge pull request 8852,Added docs for running locally (#8852),Merge pull request 8852
251,Add manual workflow to run benchmarks [skip ci],,Add manual workflow to run benchmarks [skip ci],
252,Update spell-check workflow configuration,,Update spell-check workflow configuration,
253,Regenerate RuboCop TODO file,,Regenerate RuboCop TODO file,
254,Update history to reflect merge of #8835 [ci skip],,Update history to reflect merge of #8835 [ci skip],
255,Fix typo (#8835),Merge pull request 8835,Fix typo (#8835),Merge pull request 8835
256,Update history to reflect merge of #8831 [ci skip],,Update history to reflect merge of #8831 [ci skip],
257,Relax Rubocop Dependency (#8831),Merge pull request 8831,Relax Rubocop Dependency (#8831),Merge pull request 8831
258,Update history to reflect merge of #8829 [ci skip],,Update history to reflect merge of #8829 [ci skip],
