Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Update history to reflect merge of #9361 [ci skip],0.6198499,Add in History and site changes from v1-stable branch (#1836),,0
Bump rubocop version to 1.52.x (#9361),0.9518549,Bump RuboCop to v0.59.0 (#7237),Merge pull request 9361,1
Update history to reflect merge of #9376 [ci skip],0.6200013,Add in History and site changes from v1-stable branch (#1836),,0
"Document Exclude behavior, Include overrides and the default exclusion list (#9376)",0.7534387,Make the exclude and include options backwards compatible with,Merge pull request 9376,1
Update history to reflect merge of #9360 [ci skip],0.6081227,Add in History and site changes from v1-stable branch (#1836),,0
Bump versions of ruby & nodejs in devcontainer (#9360),0.62576795,Update Ruby versions in travis.yml (#5221),Merge pull request 9360,0
Prefer using assert_instance_of,0.70529675,Use assert_nil (#5725),To appease RuboCop Minitest/AssertInstanceOf,1
Update history to reflect merge of #9326 [ci skip],0.6203301,Add in History and site changes from v1-stable branch (#1836),,0
Bump Rubocop to version 1.48.x (#9326),0.95716965,Bump Rubocop to v0.48 (#5997),Merge pull request 9326,1
Update history to reflect merge of #9292 [ci skip],0.6054326,Add in History and site changes from v1-stable branch (#1836),,0
Handle TypeError from where filter gracefully (#9292),0.5824973,Add array support to where filter (#4555),Merge pull request 9292,0
"Revert ""Normalize line-endings in test plugins""",0.52741575,Remove extraneous dash on Plugins doc page which caused a formatting error (#3431),This reverts commit 73fcc423536d4d45f4ea2e22c6917b65135ff0c2.,0
Normalize line-endings in test plugins,0.4700173,Ignore final newline in folded YAML string (#6054),,0
Update history to reflect merge of #9304 [ci skip],0.61439645,Add in History and site changes from v1-stable branch (#1836),,0
Fix jekyll serve --detach with jekyll-sass-converter 3.x (#9304),0.79594445,Support jekyll-sass-converter 3.x (#9132),Merge pull request 9304,1
[Docs]: Adjust line-length in Markdown code-blocks  [skip appveyor],0.5031172,Fix code-block highlighting in docs (#6398),,0
[Docs]: Define :path url-placeholder in sample plugin [skip ci],0.4905543,test/helper: fix flaky plugin path test by removing calls to Dir.chdir without a block (#5779),,0
Update history to reflect merge of #9305 [ci skip],0.6157249,Add in History and site changes from v1-stable branch (#1836),,0
Bump RuboCop to v1.45.x (#9305),0.95929635,Bump Rubocop to v0.48 (#5997),Merge pull request 9305,1
Strip extra newlines in History document [ci skip],0.5390633,Fix markup in History file for command line options (#1512),,0
Update History doc to reflect spelling corrections [ci skip],0.6553475,Fix typos in the History file (#1454),,0
Update history to reflect merge of #9199 [ci skip],0.6285868,Fix CI for commits to 3.9-stable branch (#8788),,0
Use check-spelling/check-spelling@v0.0.21 (#9199),0.9888683,Use check-spelling/check-spelling@v0.0.20 (#9111),Merge pull request 9199,1
Update history to reflect merge of #9221 [ci skip],0.60265267,Add in History and site changes from v1-stable branch (#1836),,0
Update S3 deployment to remove s3_website (#9221),0.74118364,Update the S3 deployment documentation (#1294),Merge pull request 9221,1
Update history to reflect merge of #9205 [ci skip],0.6046601,Add in History and site changes from v1-stable branch (#1836),,0
Bump check-spelling/check-spelling from 0.0.20 to 0.0.21 (#9205),0.9783033,Bump check-spelling/check-spelling from 0.0.18 to 0.0.19 (#8740),Merge pull request 9205,1
Update history to reflect merge of #9284 [ci skip],0.6044376,Add in History and site changes from v1-stable branch (#1836),,0
Add v3.9.3 release history & post to master branch (#9284),0.73150307,Add Jekyll 3.9.2 release post to 'master' branch (#9013),Merge pull request 9284,1
Test with Ruby 3.2,0.88588905,v3.9.x: test under Ruby 3.2 #9272)                                          ,,1
Update history to reflect merge of #9184 [ci skip],0.62326455,Fix CI for commits to 3.9-stable branch (#8788),,0
