Index,Release Note,Release Note With Abstraction
1,"Fixed

Don’t move unknown pseudo-elements to the end of selectors (#10943, #10962)
Inherit gradient stop positions when using variants (#11002)
Honor default to position of gradient when using implicit transparent colors (#11002)
Ensure @tailwindcss/oxide doesn't leak in the stable engine (#10988)
Ensure multiple theme(spacing[5]) calls with bracket notation in arbitrary properties work (#11039)
Normalize arbitrary modifiers (#11057)

Changed

Drop support for Node.js v12 (#11089)
","Fixed
Don’t move unknown pseudo-elements to the end of selectors (#10943, #10962)
Inherit gradient stop positions when using variants (#11002)
Honor default to position of gradient when using implicit transparent colors (#11002)
Ensure @tailwindcss/oxide doesn't leak in the stable engine (#10988)
Ensure multiple theme(spacing[5]) calls with bracket notation in arbitrary properties work (#11039)
Normalize arbitrary modifiers (#11057)
Changed
Drop support for Node.js v12 (#11089)"
2,"Fixed

Fix edge case bug when loading a TypeScript config file with webpack (#10898)
Fix variant, @apply, and important selectors when using :is() or :has() with pseudo-elements (#10903)
Fix safelist config types (#10901)
Fix build errors caused by @tailwindcss/line-clamp warning (#10915, #10919)
Fix ""process is not defined"" error (#10919)
","Fixed
Fix edge case bug when loading a TypeScript config file with webpack (#10898)
Fix variant, @apply, and important selectors when using :is() or :has() with pseudo-elements (#10903)
Fix safelist config types (#10901)
Fix build errors caused by @tailwindcss/line-clamp warning (#10915, #10919)
Fix ""process is not defined"" error (#10919)"
3,"
Tailwind CSS v3.3 is here! Check out the announcement post for a deep dive into all of the cool new stuff.
Added

Support ESM and TypeScript config files (#10785)
Extend default color palette with new 950 shades (#10879)
Add line-height modifier support to font-size utilities (#9875)
Add support for using variables as arbitrary values without var(...) (#9880, #9962)
Add logical properties support for inline direction (#10166)
Add hyphens utilities (#10071)
Add from-{position}, via-{position} and to-{position} utilities (#10886)
Add list-style-image utilities (#10817)
Add caption-side utilities (#10470)
Add line-clamp utilities from @tailwindcss/line-clamp to core (#10768, #10876, #10862)
Add delay-0 and duration-0 utilities (#10294)
Add justify-normal and justify-stretch utilities (#10560)
Add content-normal and content-stretch utilities (#10645)
Add whitespace-break-spaces utility (#10729)
Add support for configuring default font-variation-settings for a font-family (#10034, #10515)

Fixed

Disallow using multiple selectors in arbitrary variants (#10655)
Sort class lists deterministically for Prettier plugin (#10672)
Ensure CLI builds have a non-zero exit code on failure (#10703)
Ensure module dependencies for value null, is an empty Set (#10877)
Fix format assumption when resolving module dependencies (#10878)

Changed

Mark rtl and ltr variants as stable and remove warnings (#10764)
Use inset instead of top, right, bottom, and left properties (#10765)
Make dark and rtl/ltr variants insensitive to DOM order (#10766)
Use :is to make important selector option insensitive to DOM order (#10835)
","Tailwind CSS v3.3 is here! Check out the announcement post for a deep dive into all of the cool new stuff.
Added
Support ESM and TypeScript config files (#10785)
Extend default color palette with new 950 shades (#10879)
Add line-height modifier support to font-size utilities (#9875)
Add support for using variables as arbitrary values without var(...) (#9880, #9962)
Add logical properties support for inline direction (#10166)
Add hyphens utilities (#10071)
Add from-{position}, via-{position} and to-{position} utilities (#10886)
Add list-style-image utilities (#10817)
Add caption-side utilities (#10470)
Add line-clamp utilities from @tailwindcss/line-clamp to core (#10768, #10876, #10862)
Add delay-0 and duration-0 utilities (#10294)
Add justify-normal and justify-stretch utilities (#10560)
Add content-normal and content-stretch utilities (#10645)
Add whitespace-break-spaces utility (#10729)
Add support for configuring default font-variation-settings for a font-family (#10034, #10515)
Fixed
Disallow using multiple selectors in arbitrary variants (#10655)
Sort class lists deterministically for Prettier plugin (#10672)
Ensure CLI builds have a non-zero exit code on failure (#10703)
Ensure module dependencies for value null, is an empty Set (#10877)
Fix format assumption when resolving module dependencies (#10878)
Changed
Mark rtl and ltr variants as stable and remove warnings (#10764)
Use inset instead of top, right, bottom, and left properties (#10765)
Make dark and rtl/ltr variants insensitive to DOM order (#10766)
Use :is to make important selector option insensitive to DOM order (#10835)"
4,"Fixed

Fix use of :where(.btn) when matching !btn (#10601)
Revert including outline-color in transition and transition-colors by default (#10604)
","Fixed
Fix use of :where(.btn) when matching !btn (#10601)
Revert including outline-color in transition and transition-colors by default (#10604)"
5,"Fixed

Fix installation failing with yarn and pnpm by dropping oxide-api-shim (add1636)
","Fixed
Fix installation failing with yarn and pnpm by dropping oxide-api-shim (add1636)"
6,"Added

Add standalone CLI build for 64-bit Windows on ARM (node16-win-arm64) (#10001)

Fixed

Cleanup unused variantOrder (#9829)
Fix foo-[abc]/[def] not being handled correctly (#9866)
Add container queries plugin to standalone CLI (#9865)
Support renaming of output files by PostCSS plugins in CLI (#9944)
Improve return value of resolveConfig, unwrap ResolvableTo (#9972)
Clip unbalanced brackets in arbitrary values (#9973)
Don’t reorder webkit scrollbar pseudo elements (#9991)
Deterministic sorting of arbitrary variants (#10016)
Add data key to theme types (#10023)
Prevent invalid arbitrary variant selectors from failing the build (#10059)
Properly handle subtraction followed by a variable (#10074)
Fix missing string[] in the theme.dropShadow types (#10072)
Update list of length units (#10100)
Fix not matching arbitrary properties when closely followed by square brackets (#10212)
Allow direct nesting in root or @layer nodes (#10229)
Don't prefix classes in arbitrary variants (#10214)
Fix perf regression when checking for changed content (#10234)
Fix missing blocklist member in the Config type (#10239)
Escape group names in selectors (#10276)
Consider earlier variants before sorting functions (#10288)
Allow variants with slashes (#10336)
Ensure generated CSS is always sorted in the same order for a given set of templates (#10382)
Handle variants when the same class appears multiple times in a selector (#10397)
Handle group/peer variants with quoted strings (#10400)
Parse alpha value from rgba/hsla colors when using variables (#10429)
Sort by layer inside variants layer (#10505)
Add --watch=always option to prevent exit when stdin closes (#9966)

Changed

Alphabetize theme keys in default config (#9953)
Update esbuild to v17 (#10368)
Include outline-color in transition and transition-colors utilities (#10385)
","Added
Add standalone CLI build for 64-bit Windows on ARM (node16-win-arm64) (#10001)
Fixed
Cleanup unused variantOrder (#9829)
Fix foo-[abc]/[def] not being handled correctly (#9866)
Add container queries plugin to standalone CLI (#9865)
Support renaming of output files by PostCSS plugins in CLI (#9944)
Improve return value of resolveConfig, unwrap ResolvableTo (#9972)
Clip unbalanced brackets in arbitrary values (#9973)
Don’t reorder webkit scrollbar pseudo elements (#9991)
Deterministic sorting of arbitrary variants (#10016)
Add data key to theme types (#10023)
Prevent invalid arbitrary variant selectors from failing the build (#10059)
Properly handle subtraction followed by a variable (#10074)
Fix missing string[] in the theme.dropShadow types (#10072)
Update list of length units (#10100)
Fix not matching arbitrary properties when closely followed by square brackets (#10212)
Allow direct nesting in root or @layer nodes (#10229)
Don't prefix classes in arbitrary variants (#10214)
Fix perf regression when checking for changed content (#10234)
Fix missing blocklist member in the Config type (#10239)
Escape group names in selectors (#10276)
Consider earlier variants before sorting functions (#10288)
Allow variants with slashes (#10336)
Ensure generated CSS is always sorted in the same order for a given set of templates (#10382)
Handle variants when the same class appears multiple times in a selector (#10397)
Handle group/peer variants with quoted strings (#10400)
Parse alpha value from rgba/hsla colors when using variables (#10429)
Sort by layer inside variants layer (#10505)
Add --watch=always option to prevent exit when stdin closes (#9966)
Changed
Alphabetize theme keys in default config (#9953)
Update esbuild to v17 (#10368)
Include outline-color in transition and transition-colors utilities (#10385)"
7,"Added

Add blocklist option to prevent generating unwanted CSS (#9812)

Fixed

Fix watching of files on Linux when renames are involved (#9796)
Make sure errors are always displayed when watching for changes (#9810)
","Added
Add blocklist option to prevent generating unwanted CSS (#9812)
Fixed
Fix watching of files on Linux when renames are involved (#9796)
Make sure errors are always displayed when watching for changes (#9810)"
8,"Fixed

Fixed use of raw content in the CLI (#9773)
Pick up changes from files that are both context and content deps (#9787)
Sort pseudo-elements ONLY after classes when using variants and @apply (#9765)
Support important utilities in the safelist (pattern must include a !) (#9791)
","Fixed
Fixed use of raw content in the CLI (#9773)
Pick up changes from files that are both context and content deps (#9787)
Sort pseudo-elements ONLY after classes when using variants and @apply (#9765)
Support important utilities in the safelist (pattern must include a !) (#9791)"
9,"Fixed

Escape special characters in resolved content base paths (#9650)
Don't reuse container for array returning variant functions (#9644)
Exclude non-relevant selectors when generating rules with the important modifier (#9677)
Fix merging of arrays during config resolution (#9706)
Ensure configured font-feature-settings are included in Preflight (#9707)
Fix fractional values not being parsed properly inside arbitrary properties (#9705)
Fix incorrect selectors when using @apply in selectors with combinators and pseudos (#9722)
Fix cannot read properties of undefined (reading 'modifier') (#9656, aa979d6)
","Fixed
Escape special characters in resolved content base paths (#9650)
Don't reuse container for array returning variant functions (#9644)
Exclude non-relevant selectors when generating rules with the important modifier (#9677)
Fix merging of arrays during config resolution (#9706)
Ensure configured font-feature-settings are included in Preflight (#9707)
Fix fractional values not being parsed properly inside arbitrary properties (#9705)
Fix incorrect selectors when using @apply in selectors with combinators and pseudos (#9722)
Fix cannot read properties of undefined (reading 'modifier') (#9656, aa979d6)"
10,"Fixed

Fix missing supports in types (#9616)
Fix missing PostCSS dependencies in the CLI (#9617)
Ensure micromatch is a proper CLI dependency (#9620)
Ensure modifier values exist when using a modifiers object for matchVariant (ba6551d)
","Fixed
Fix missing supports in types (#9616)
Fix missing PostCSS dependencies in the CLI (#9617)
Ensure micromatch is a proper CLI dependency (#9620)
Ensure modifier values exist when using a modifiers object for matchVariant (ba6551d)"
11,"We just released Tailwind CSS v3.2! Read the announcement post for more details about the most exciting new features.

Added

Add new @config directive (#9405)
Add new relative: true option to resolve content paths relative to the config file (#9396)
Add new supports-* variant (#9453)
Add new min-* and max-* variants (#9558)
Add new aria-* variants (#9557, #9588)
Add new data-* variants (#9559, #9588)
Add new break-keep utility for word-break: keep-all (#9393)
Add new collapse utility for visibility: collapse (#9181)
Add new fill-none utility for fill: none (#9403)
Add new stroke-none utility for stroke: none (#9403)
Add new place-content-baseline utility for place-content: baseline (#9498)
Add new place-items-baseline utility for place-items: baseline (#9507)
Add new content-baseline utility for align-content: baseline (#9507)
Add support for configuring default font-feature-settings for a font family (#9039)
Add standalone CLI build for 32-bit Linux on ARM (node16-linux-armv7) (#9084)
Add future flag to disable color opacity utility plugins (#9088)
Add negative value support for outline-offset (#9136)
Add support for modifiers to matchUtilities (#9541)
Allow negating utilities using min/max/clamp (#9237)
Implement fallback plugins when there is ambiguity between plugins when using arbitrary values (#9376)
Support sort function in matchVariant (#9423)
Upgrade to postcss-nested v6.0 (#9546)

Fixed

Use absolute paths when resolving changed files for resilience against working directory changes (#9032)
Fix ring color utility generation when using respectDefaultRingColorOpacity (#9070)
Sort tags before classes when @apply-ing a selector with joined classes (#9107)
Remove invalid outline-hidden utility (#9147)
Honor the hidden attribute on elements in preflight (#9174)
Don't stop watching atomically renamed files (#9173, #9215)
Fix duplicate utilities issue causing memory leaks (#9208)
Fix fontFamily config TypeScript types (#9214)
Handle variants on complex selector utilities (#9262)
Fix shared config mutation issue (#9294)
Fix ordering of parallel variants (#9282)
Handle variants in utility selectors using :where() and :has() (#9309)
Improve data type analysis for arbitrary values (#9320)
Don't emit generated utilities with invalid uses of theme functions (#9319)
Revert change that only listened for stdin close on TTYs (#9331)
Ignore unset values (like null or undefined) when resolving the classList for intellisense (#9385)
Improve type checking for formal syntax (#9349, #9448)
Fix incorrect required content key in custom plugin configs (#9502, #9545)
Fix content path detection on Windows (#9569)
Ensure --content is used in the CLI when passed (#9587)
","We just released Tailwind CSS v3.2! Read the announcement post for more details about the most exciting new features.
Added
Add new @config directive (#9405)
Add new relative: true option to resolve content paths relative to the config file (#9396)
Add new supports- variant (#9453)
Add new min- and max- variants (#9558)
Add new aria- variants (#9557, #9588)
Add new data-* variants (#9559, #9588)
Add new break-keep utility for word-break: keep-all (#9393)
Add new collapse utility for visibility: collapse (#9181)
Add new fill-none utility for fill: none (#9403)
Add new stroke-none utility for stroke: none (#9403)
Add new place-content-baseline utility for place-content: baseline (#9498)
Add new place-items-baseline utility for place-items: baseline (#9507)
Add new content-baseline utility for align-content: baseline (#9507)
Add support for configuring default font-feature-settings for a font family (#9039)
Add standalone CLI build for 32-bit Linux on ARM (node16-linux-armv7) (#9084)
Add future flag to disable color opacity utility plugins (#9088)
Add negative value support for outline-offset (#9136)
Add support for modifiers to matchUtilities (#9541)
Allow negating utilities using min/max/clamp (#9237)
Implement fallback plugins when there is ambiguity between plugins when using arbitrary values (#9376)
Support sort function in matchVariant (#9423)
Upgrade to postcss-nested v6.0 (#9546)
Fixed
Use absolute paths when resolving changed files for resilience against working directory changes (#9032)
Fix ring color utility generation when using respectDefaultRingColorOpacity (#9070)
Sort tags before classes when @apply-ing a selector with joined classes (#9107)
Remove invalid outline-hidden utility (#9147)
Honor the hidden attribute on elements in preflight (#9174)
Don't stop watching atomically renamed files (#9173, #9215)
Fix duplicate utilities issue causing memory leaks (#9208)
Fix fontFamily config TypeScript types (#9214)
Handle variants on complex selector utilities (#9262)
Fix shared config mutation issue (#9294)
Fix ordering of parallel variants (#9282)
Handle variants in utility selectors using :where() and :has() (#9309)
Improve data type analysis for arbitrary values (#9320)
Don't emit generated utilities with invalid uses of theme functions (#9319)
Revert change that only listened for stdin close on TTYs (#9331)
Ignore unset values (like null or undefined) when resolving the classList for intellisense (#9385)
Improve type checking for formal syntax (#9349, #9448)
Fix incorrect required content key in custom plugin configs (#9502, #9545)
Fix content path detection on Windows (#9569)
Ensure --content is used in the CLI when passed (#9587)"
12,"Fixed

Don’t prefix classes within reused arbitrary variants (#8992)
Fix usage of alpha values inside single-named colors that are functions (#9008)
Fix @apply of user utilities when negative and non-negative versions both exist (#9027)
","Fixed
Don’t prefix classes within reused arbitrary variants (#8992)
Fix usage of alpha values inside single-named colors that are functions (#9008)
Fix @apply of user utilities when negative and non-negative versions both exist (#9027)"
13,"Fixed

Don't rewrite source maps for @layer rules (#8971)

Added

Added types for resolveConfig (#8924)
","Fixed
Don't rewrite source maps for @layer rules (#8971)
Added
Added types for resolveConfig (#8924)"
14,"Fixed

Fix usage on Node 12.x (b4e637e)
Handle theme keys with slashes when using theme() in CSS (#8831)
","Fixed
Fix usage on Node 12.x (b4e637e)
Handle theme keys with slashes when using theme() in CSS (#8831)"
