Index,Release Note,Release Note With Abstraction
1,":bug: Fixed

Fix getter and setter alpha type in GlowFilter (#380) @viniciusbitt 
",":bug: Fixed
Fix getter and setter alpha type in GlowFilter (#380) @viniciusbitt "
2,":gift: Added

Add HslAdjustmentFilter (#369, #370, #375, #378) @vikpe 
Add ColorGradientFilter (#362, #373) @vikpe 
Add knockout setting to OutlineFilter (#372) @vikpe 

🚽 Deprecated

Convert TiltShiftFilter constructor arguments to options (#376) @bigtimebuddy
Use offset for DropShadowFilter instead of rotation/distance (#377) @bigtimebuddy

:broom: Chores

Chore: Update dependencies (#367) @vikpe 
Fix actions deprecations, auto-deploy bundle files (#371) @bigtimebuddy 
Disallow warning with linting (#374) @bigtimebuddy 
",":gift: Added
Add HslAdjustmentFilter (#369, #370, #375, #378) @vikpe 
Add ColorGradientFilter (#362, #373) @vikpe 
Add knockout setting to OutlineFilter (#372) @vikpe 
🚽 Deprecated
Convert TiltShiftFilter constructor arguments to options (#376) @bigtimebuddy
Use offset for DropShadowFilter instead of rotation/distance (#377) @bigtimebuddy
:broom: Chores
Chore: Update dependencies (#367) @vikpe 
Fix actions deprecations, auto-deploy bundle files (#371) @bigtimebuddy 
Disallow warning with linting (#374) @bigtimebuddy "
3,":gift: Added

Output a browser module bundle (#365) @bigtimebuddy 

:bug: Fixed

Fix flipped characters in AsciiFilter, improved sample color (#364) @movAX13h 

:broom: Chores

Chore: Allow using query string to enable filters in the demo application (#361) @vikpe 
Chore: Allow configuring filter target per filter in screenshot renderer (#363) @vikpe 
Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot 
",":gift: Added
Output a browser module bundle (#365) @bigtimebuddy 
:bug: Fixed
Fix flipped characters in AsciiFilter, improved sample color (#364) @movAX13h 
:broom: Chores
Chore: Allow using query string to enable filters in the demo application (#361) @vikpe 
Chore: Allow configuring filter target per filter in screenshot renderer (#363) @vikpe 
Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot "
4,":gift: Added

Add alpha setting to OutlineFilter (#353) @vikpe 
Add grayscale setting to DotFilter (#354) @vikpe 
Add GrayscaleFilter (#356) @vikpe 
Add alpha setting to GlowFilter (#359) @vikpe 

:broom: Chores

Chore: Update README typos, missing GrayscaleFilter (#357) @bigtimebuddy 
Chore: Use cross-platform friendly open (#360) @vikpe 
Chore: Add a green fish to demo application (#358) @vikpe 
",":gift: Added
Add alpha setting to OutlineFilter (#353) @vikpe 
Add grayscale setting to DotFilter (#354) @vikpe 
Add GrayscaleFilter (#356) @vikpe 
Add alpha setting to GlowFilter (#359) @vikpe 
:broom: Chores
Chore: Update README typos, missing GrayscaleFilter (#357) @bigtimebuddy 
Chore: Use cross-platform friendly open (#360) @vikpe 
Chore: Add a green fish to demo application (#358) @vikpe "
5,":fire: Breaking Changes

Output is ES2017 instead of ES5
Incompatible with PixiJS v6
Remove the browser bundles for individual filters

:bug: Fixed

Update all filters links to their own docs (#342) @mauriciomassaia 

Chores

Updates Github Actions dependencies
Upgrades build tools to use esbuild
Update Electron for generating screenshots
Remove PIXI.filters namespace from API docs
Remove unused packages
",":fire: Breaking Changes
Output is ES2017 instead of ES5
Incompatible with PixiJS v6
Remove the browser bundles for individual filters
:bug: Fixed
Update all filters links to their own docs (#342) @mauriciomassaia 
Chores
Updates Github Actions dependencies
Upgrades build tools to use esbuild
Update Electron for generating screenshots
Remove PIXI.filters namespace from API docs
Remove unused packages"
6,":bug: Fixed

Fix README.md for CRTFilter (#336) @akiomik
Fix package name in README.md (#338) @akiomik 
Fix type annotation for TwistFilter (#340) @akiomik 

🧹  Chores

Add new exports format for Node.js (#337) @bigtimebuddy 
",":bug: Fixed
Fix README.md for CRTFilter (#336) @akiomik
Fix package name in README.md (#338) @akiomik 
Fix type annotation for TwistFilter (#340) @akiomik 
🧹  Chores
Add new exports format for Node.js (#337) @bigtimebuddy "
7,":bug: Fixed

Replace dat.gui with lil-gui in demo (#310) @georgealways
Remove publishing hacks and Lerna anti-patterns (#309) @bigtimebuddy 
Fix CRTFilter allowing non power-of-2 texture bounds correctly (#317) @bradedelman 
Bump node-fetch from 2.6.1 to 2.6.7 (#318)
Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319)

🔗  Links
https://filters.pixijs.download/v4.1.6/pixi-filters.js
https://filters.pixijs.download/v4.1.6/demo/index.html
🔍  Compare
https://github.com/pixijs/pixi-filters/compare/v4.1.5...v4.1.6",":bug: Fixed
Replace dat.gui with lil-gui in demo (#310) @georgealways
Remove publishing hacks and Lerna anti-patterns (#309) @bigtimebuddy 
Fix CRTFilter allowing non power-of-2 texture bounds correctly (#317) @bradedelman 
Bump node-fetch from 2.6.1 to 2.6.7 (#318)
Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319)
🔗  Links
link
link
🔍  Compare
link"
8,":bug: Fixed

Update _resolution scope for DropShadow and AdvancedBloom (#307) @mcdenhoed 
Upgrade docs and template, remove simple explicit types (#308) @bigtimebuddy 

🔗  Links
https://filters.pixijs.download/v4.1.5/pixi-filters.js
https://filters.pixijs.download/v4.1.5/demo/index.html
🔍  Compare
https://github.com/pixijs/pixi-filters/compare/v4.1.4...v4.1.5",":bug: Fixed
Update _resolution scope for DropShadow and AdvancedBloom (#307) @mcdenhoed 
Upgrade docs and template, remove simple explicit types (#308) @bigtimebuddy 
🔗  Links
link
link
🔍  Compare
link"
9,":bug: Fixed

Fix types in pixi-filters package

🔗  Links
https://filters.pixijs.download/v4.1.4/pixi-filters.js
https://filters.pixijs.download/v4.1.4/demo/index.html
🔍  Compare
https://github.com/pixijs/pixi-filters/compare/v4.1.3...v4.1.4",":bug: Fixed
Fix types in pixi-filters package
🔗  Links
link
link
🔍  Compare
link"
10,"No code changes
Testing preprelease publishing with GitHub Actions.
🔗  Links
https://filters.pixijs.download/v4.1.3/pixi-filters.js
https://filters.pixijs.download/v4.1.3/demo/index.html
🔍  Compare
https://github.com/pixijs/pixi-filters/compare/v4.1.2...v4.1.3","No code changes
Testing preprelease publishing with GitHub Actions.
🔗  Links
link
link
🔍  Compare
link"
