Index,Release Note,Release Note Abstract
1,"Note: This is an alpha release.  Please file new issues for any bugs you find in it.
This release is published to npm under the alpha tag and can be installed via npm install electron@alpha, or npm install electron@26.0.0-alpha.7.
# Release Notes for v26.0.0-alpha.7
Features

node: prefixed requires are now supported in sandboxed renderer preloads for events, timers and url. #38728 (Also in 24, 25)

Fixes

Fixed webContents.printToPDF preferCSSPageSize type error. #38793 (Also in 24, 25)

Other Changes

Updated Chromium to 116.0.5831.0. #38783 
","Note: This is an alpha release.  Please file new issues for any bugs you find in it.
This release is published to npm under the alpha tag and can be installed via npm install electron@alpha, or npm install electron@26.0.0-alpha.7.
Release Notes for v26.0.0-alpha.7
Features
node: prefixed requires are now supported in sandboxed renderer preloads for events, timers and url. #38728 (Also in 24, 25)
Fixes
Fixed webContents.printToPDF preferCSSPageSize type error. #38793 (Also in 24, 25)
Other Changes
Updated Chromium to 116.0.5831.0. #38783 "
2,"Release Notes for v25.1.1
Fixes

Added transparent color support for WCO on Windows. #38715 (Also in 26)
Fixed an error with webContents.print parameter validation by adding missing options required to set printer printable area. #38720 (Also in 26)
Fixed an issue where passing webContents.print(null) could incorrectly trigger an error. #38642 (Also in 24, 26)
Fixed an issue with potential use-after-free of child windows on close and reparent. #38678 (Also in 24, 26)
Fixed potential invalid protocol error handling. #38634 (Also in 26)
Fixed visibility of menu bar when exiting full screen. #38682 (Also in 23, 24, 26)
","Release Notes for v25.1.1
Fixes
Added transparent color support for WCO on Windows. #38715 (Also in 26)
Fixed an error with webContents.print parameter validation by adding missing options required to set printer printable area. #38720 (Also in 26)
Fixed an issue where passing webContents.print(null) could incorrectly trigger an error. #38642 (Also in 24, 26)
Fixed an issue with potential use-after-free of child windows on close and reparent. #38678 (Also in 24, 26)
Fixed potential invalid protocol error handling. #38634 (Also in 26)
Fixed visibility of menu bar when exiting full screen. #38682 (Also in 23, 24, 26)"
3,"Release Notes for v24.5.1
Fixes

Fixed an issue where passing webContents.print(null) could incorrectly trigger an error. #38640 (Also in 25, 26)
Fixed an issue with potential use-after-free of child windows on close and reparent. #38677 (Also in 25, 26)
Fixed visibility of menu bar when exiting full screen. #38681 (Also in 23, 25, 26)

Other Changes

Backported fix for b:251677220, 1431532. #38711 
Security: backported fix for 1447430.
Security: backported fix for CVE-2023-3079. #38654 
Security: backported fix for CVE-2023-2933.
Security: backported fix for CVE-2023-2932.
Security: backported fix for CVE-2023-2931.
Security: backported fix for 1444195.
Security: backported fix for CVE-2023-2936.
Security: backported fix for CVE-2023-2935.
Security: backported fix for CVE-2023-2934
Security: backported fix for CVE-2023-2930. #38536 
","Release Notes for v24.5.1
Fixes
Fixed an issue where passing webContents.print(null) could incorrectly trigger an error. #38640 (Also in 25, 26)
Fixed an issue with potential use-after-free of child windows on close and reparent. #38677 (Also in 25, 26)
Fixed visibility of menu bar when exiting full screen. #38681 (Also in 23, 25, 26)
Other Changes
Backported fix for b:251677220, 1431532. #38711 
Security: backported fix for 1447430.
Security: backported fix for CVE-2023-3079. #38654 
Security: backported fix for CVE-2023-2933.
Security: backported fix for CVE-2023-2932.
Security: backported fix for CVE-2023-2931.
Security: backported fix for 1444195.
Security: backported fix for CVE-2023-2936.
Security: backported fix for CVE-2023-2935.
Security: backported fix for CVE-2023-2934
Security: backported fix for CVE-2023-2930. #38536 "
4,"Release Notes for v23.3.7
Fixes

Fixed visibility of menu bar when exiting full screen. #38680 (Also in 24, 25, 26)

Other Changes

Security: backported fix for 1439691.
Security: backported fix for CVE-2023-2724.
Security: backported fix for 1425115.
Security: backported fix for 1431761.
Security: backported fix for CVE-2023-2725.
Security: backported fix for CVE-2023-2721.
Security: backported fix for 1442263. #38331 
Security: backported fix for 1447430.
Security: backported fix for CVE-2023-3079. #38652 
Security: backported fix for CVE-2023-2933.
Security: backported fix for CVE-2023-2932.
Security: backported fix for CVE-2023-2931.
Security: backported fix for 1444195.
Security: backported fix for CVE-2023-2936.
Security: backported fix for CVE-2023-2935.
Security: backported fix for CVE-2023-2934
Security: backported fix for CVE-2023-2930. #38533 
","Release Notes for v23.3.7
Fixes
Fixed visibility of menu bar when exiting full screen. #38680 (Also in 24, 25, 26)
Other Changes
Security: backported fix for 1439691.
Security: backported fix for CVE-2023-2724.
Security: backported fix for 1425115.
Security: backported fix for 1431761.
Security: backported fix for CVE-2023-2725.
Security: backported fix for CVE-2023-2721.
Security: backported fix for 1442263. #38331 
Security: backported fix for 1447430.
Security: backported fix for CVE-2023-3079. #38652 
Security: backported fix for CVE-2023-2933.
Security: backported fix for CVE-2023-2932.
Security: backported fix for CVE-2023-2931.
Security: backported fix for 1444195.
Security: backported fix for CVE-2023-2936.
Security: backported fix for CVE-2023-2935.
Security: backported fix for CVE-2023-2934
Security: backported fix for CVE-2023-2930. #38533 "
5,"Release Notes for v22.3.13
Other Changes

Security: backported fix for 1437346.
Security: backported fix for 1439691.
Security: backported fix for CVE-2023-2724.
Security: backported fix for CVE-2023-2723.
Security: backported fix for 1425115.
Security: backported fix for 1431761.
Security: backported fix for CVE-2023-2725.
Security: backported fix for CVE-2023-2721.
Security: backported fix for 1442263. #38332 
Security: backported fix for 1447430.
Security: backported fix for CVE-2023-3079. #38653 
Security: backported fix for CVE-2023-2933.
Security: backported fix for CVE-2023-2932.
Security: backported fix for CVE-2023-2931.
Security: backported fix for 1444195.
Security: backported fix for CVE-2023-2936.
Security: backported fix for CVE-2023-2935.
Security: backported fix for CVE-2023-2930. #38534 
","Release Notes for v22.3.13
Other Changes
Security: backported fix for 1437346.
Security: backported fix for 1439691.
Security: backported fix for CVE-2023-2724.
Security: backported fix for CVE-2023-2723.
Security: backported fix for 1425115.
Security: backported fix for 1431761.
Security: backported fix for CVE-2023-2725.
Security: backported fix for CVE-2023-2721.
Security: backported fix for 1442263. #38332 
Security: backported fix for 1447430.
Security: backported fix for CVE-2023-3079. #38653 
Security: backported fix for CVE-2023-2933.
Security: backported fix for CVE-2023-2932.
Security: backported fix for CVE-2023-2931.
Security: backported fix for 1444195.
Security: backported fix for CVE-2023-2936.
Security: backported fix for CVE-2023-2935.
Security: backported fix for CVE-2023-2930. #38534 "
6,"Note: This is an alpha release.  Please file new issues for any bugs you find in it.
This release is published to npm under the alpha tag and can be installed via npm install electron@alpha, or npm install electron@26.0.0-alpha.6.
# Release Notes for v26.0.0-alpha.6
Fixes

Added transparent color support for WCO on Windows. #38716 (Also in 25)
Fixed an error with webContents.print parameter validation by adding missing options required to set printer printable area. #38721 (Also in 25)
Fixed an issue where webContents.print() stopped triggering its callback when the user cancelled the print dialog. #38735 

Other Changes

Updated Chromium to 116.0.5817.0. #38546 
","Note: This is an alpha release.  Please file new issues for any bugs you find in it.
This release is published to npm under the alpha tag and can be installed via npm install electron@alpha, or npm install electron@26.0.0-alpha.6.
Release Notes for v26.0.0-alpha.6
Fixes
Added transparent color support for WCO on Windows. #38716 (Also in 25)
Fixed an error with webContents.print parameter validation by adding missing options required to set printer printable area. #38721 (Also in 25)
Fixed an issue where webContents.print() stopped triggering its callback when the user cancelled the print dialog. #38735 
Other Changes
Updated Chromium to 116.0.5817.0. #38546 "
7,"Note: This is an alpha release.  Please file new issues for any bugs you find in it.
This release is published to npm under the alpha tag and can be installed via npm install electron@alpha, or npm install electron@26.0.0-alpha.5.
# Release Notes for v26.0.0-alpha.5
Fixes

Fixed an issue where passing webContents.print(null) could incorrectly trigger an error. #38641 (Also in 24, 25)
Fixed an issue with potential use-after-free of child windows on close and reparent. #38679 (Also in 25)
Fixed potential invalid protocol error handling. #38635 (Also in 25)
Fixed visibility of menu bar when exiting full screen. #38683 
","Note: This is an alpha release.  Please file new issues for any bugs you find in it.
This release is published to npm under the alpha tag and can be installed via npm install electron@alpha, or npm install electron@26.0.0-alpha.5.
Release Notes for v26.0.0-alpha.5
Fixes
Fixed an issue where passing webContents.print(null) could incorrectly trigger an error. #38641 (Also in 24, 25)
Fixed an issue with potential use-after-free of child windows on close and reparent. #38679 (Also in 25)
Fixed potential invalid protocol error handling. #38635 (Also in 25)
Fixed visibility of menu bar when exiting full screen. #38683 "
8,"Release Notes for v25.1.0
Features

Added setUSBProtectedClassesHandler to allow access to protected USB classes with WebUSB. #38493 (Also in 24)
Added setUSBProtectedClassesHandler to allow access to protected USB classes with WebUSB. #38493 (Also in 24)

Fixes

Fixed an issue where <datalist> popups are positions incorrectly in BrowserViews. #38609 (Also in 23, 24, 26)

Other Changes

Improved error message when contentTracing.stopRecording() fails because no trace was in progress. #38519 (Also in 23, 24)
Updated Chromium to 114.0.5735.91. #38516 
","Release Notes for v25.1.0
Features
Added setUSBProtectedClassesHandler to allow access to protected USB classes with WebUSB. #38493 (Also in 24)
Added setUSBProtectedClassesHandler to allow access to protected USB classes with WebUSB. #38493 (Also in 24)
Fixes
Fixed an issue where  popups are positions incorrectly in BrowserViews. #38609 (Also in 23, 24, 26)
Other Changes
Improved error message when contentTracing.stopRecording() fails because no trace was in progress. #38519 (Also in 23, 24)
Updated Chromium to 114.0.5735.91. #38516 "
9,"Release Notes for v24.5.0
Features

Added setUSBProtectedClassesHandler to allow access to protected USB classes with WebUSB. #38498 (Also in 25)

Fixes

Fixed an issue where <datalist> popups are positions incorrectly in BrowserViews. #38608 (Also in 23, 25, 26)
","Release Notes for v24.5.0
Features
Added setUSBProtectedClassesHandler to allow access to protected USB classes with WebUSB. #38498 (Also in 25)
Fixes
Fixed an issue where  popups are positions incorrectly in BrowserViews. #38608 (Also in 23, 25, 26)"
10,"Release Notes for v23.3.6
Fixes

Fixed an issue where <datalist> popups are positions incorrectly in BrowserViews. #38607 (Also in 24, 25, 26)
Fixed potential issues when minimizing parent windows with non-modal children on macOS. #38507 (Also in 24, 25)

Other Changes

Improved error message when contentTracing.stopRecording() fails because no trace was in progress. #38518 (Also in 24, 25)
","Release Notes for v23.3.6
Fixes
Fixed an issue where  popups are positions incorrectly in BrowserViews. #38607 (Also in 24, 25, 26)
Fixed potential issues when minimizing parent windows with non-modal children on macOS. #38507 (Also in 24, 25)
Other Changes
Improved error message when contentTracing.stopRecording() fails because no trace was in progress. #38518 (Also in 24, 25)"
