Index,Message,Description,Message Abstract,Description Abstract
1,chore(deps): update dependency @types/node to v18.16.13,,chore(deps): update dependency @types/node to v18.16.13,
2,chore(deps): update dependency @types/node to v18.16.12,,chore(deps): update dependency @types/node to v18.16.12,
3,chore(deps): update nest monorepo to v9.4.1,,chore(deps): update nest monorepo to v9.4.1,
4,chore(deps): update dependency @types/node to v18.16.10,,chore(deps): update dependency @types/node to v18.16.10,
5,chore(deps): update dependency pg to v8.11.0,,chore(deps): update dependency pg to v8.11.0,
6,chore(deps): update typescript-eslint monorepo to v5.59.6,,chore(deps): update typescript-eslint monorepo to v5.59.6,
7,chore(deps): update dependency @types/node to v18.16.9,,chore(deps): update dependency @types/node to v18.16.9,
8,chore(deps): update dependency @types/node to v18.16.8,,chore(deps): update dependency @types/node to v18.16.8,
9,chore(deps): update dependency @types/node to v18.16.7,,chore(deps): update dependency @types/node to v18.16.7,
10,chore(deps): update dependency typeorm to v0.3.16,,chore(deps): update dependency typeorm to v0.3.16,
11,chore(deps): update dependency @types/node to v18.16.6,,chore(deps): update dependency @types/node to v18.16.6,
12,chore(deps): update typescript-eslint monorepo to v5.59.5,,chore(deps): update typescript-eslint monorepo to v5.59.5,
13,chore(deps): update dependency @types/node to v18.16.5,,chore(deps): update dependency @types/node to v18.16.5,
14,chore(deps): update dependency eslint to v8.40.0,,chore(deps): update dependency eslint to v8.40.0,
15,chore(deps): update dependency @types/node to v18.16.4,,chore(deps): update dependency @types/node to v18.16.4,
16,chore(deps): update commitlint monorepo to v17.6.3,,chore(deps): update commitlint monorepo to v17.6.3,
17,chore(deps): update dependency release-it to v15.10.3,,chore(deps): update dependency release-it to v15.10.3,
18,chore(deps): update typescript-eslint monorepo to v5.59.2,,chore(deps): update typescript-eslint monorepo to v5.59.2,
19,chore(deps): update dependency release-it to v15.10.2,,chore(deps): update dependency release-it to v15.10.2,
20,chore(deps): update dependency @types/node to v18.16.3,,chore(deps): update dependency @types/node to v18.16.3,
21,chore(deps): update dependency @types/node to v18.16.2,,chore(deps): update dependency @types/node to v18.16.2,
22,chore(deps): update dependency rxjs to v7.8.1,,chore(deps): update dependency rxjs to v7.8.1,
23,chore(deps): update dependency lint-staged to v13.2.2,,chore(deps): update dependency lint-staged to v13.2.2,
24,chore(deps): update dependency @types/node to v18.16.1,,chore(deps): update dependency @types/node to v18.16.1,
25,chore(deps): update typescript-eslint monorepo to v5.59.1,,chore(deps): update typescript-eslint monorepo to v5.59.1,
26,chore(deps): update dependency @types/node to v18.16.0,,chore(deps): update dependency @types/node to v18.16.0,
27,chore(deps): update dependency prettier to v2.8.8,,chore(deps): update dependency prettier to v2.8.8,
28,chore(deps): update dependency eslint to v8.39.0,,chore(deps): update dependency eslint to v8.39.0,
29,chore(deps): update dependency @types/node to v18.15.13,,chore(deps): update dependency @types/node to v18.15.13,
30,chore(deps): update dependency @types/node to v18.15.12,,chore(deps): update dependency @types/node to v18.15.12,
31,chore(deps): update dependency @types/jest to v29.5.1,,chore(deps): update dependency @types/jest to v29.5.1,
32,chore(deps): update typescript-eslint monorepo to v5.59.0,,chore(deps): update typescript-eslint monorepo to v5.59.0,
33,chore(deps): update dependency typeorm to v0.3.15,,chore(deps): update dependency typeorm to v0.3.15,
34,chore(deps): update commitlint monorepo to v17.6.1,,chore(deps): update commitlint monorepo to v17.6.1,
35,chore(deps): update commitlint monorepo to v17.6.0,,chore(deps): update commitlint monorepo to v17.6.0,
36,chore(deps): update typescript-eslint monorepo to v5.58.0,,chore(deps): update typescript-eslint monorepo to v5.58.0,
37,chore(deps): update dependency typeorm to v0.3.14,,chore(deps): update dependency typeorm to v0.3.14,
38,chore(deps): update dependency eslint to v8.38.0,,chore(deps): update dependency eslint to v8.38.0,
39,chore(deps): update dependency typescript to v5.0.4,,chore(deps): update dependency typescript to v5.0.4,
40,chore(deps): update dependency lint-staged to v13.2.1,,chore(deps): update dependency lint-staged to v13.2.1,
41,chore(deps): update dependency typeorm to v0.3.13,,chore(deps): update dependency typeorm to v0.3.13,
42,chore(deps): update nest monorepo to v9.4.0,,chore(deps): update nest monorepo to v9.4.0,
43,chore: update npmignore,,chore: update npmignore,
44,Update README.md,,Update README.md,
45,Merge pull request #1434 from nestjs/renovate/postgres-15.x,chore(deps): update postgres docker tag to v15,Merge pull request #1434 from nestjs/renovate/postgres-15.x,chore(deps): update postgres docker tag to v15
46,Merge pull request #1575 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.8,Merge pull request #1575 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.8
47,chore(deps): update typescript-eslint monorepo to v5.57.1,,chore(deps): update typescript-eslint monorepo to v5.57.1,
48,chore(deps): update dependency release-it to v15.10.1,,chore(deps): update dependency release-it to v15.10.1,
49,chore(deps): update dependency ts-jest to v29.1.0,,chore(deps): update dependency ts-jest to v29.1.0,
50,chore(deps): update dependency release-it to v15.10.0,,chore(deps): update dependency release-it to v15.10.0,
51,chore(deps): update dependency typescript to v5.0.3,,chore(deps): update dependency typescript to v5.0.3,
52,chore(deps): update dependency eslint to v8.37.0,,chore(deps): update dependency eslint to v8.37.0,
53,chore(deps): update dependency @types/node to v18.15.11,,chore(deps): update dependency @types/node to v18.15.11,
54,chore(deps): update dependency @commitlint/cli to v17.5.1,,chore(deps): update dependency @commitlint/cli to v17.5.1,
55,chore(deps): update typescript-eslint monorepo to v5.57.0,,chore(deps): update typescript-eslint monorepo to v5.57.0,
56,chore(deps): update dependency @types/node to v18.15.10,,chore(deps): update dependency @types/node to v18.15.10,
57,chore(deps): update dependency @types/node to v18.15.9,,chore(deps): update dependency @types/node to v18.15.9,
58,chore(deps): update dependency @types/node to v18.15.8,,chore(deps): update dependency @types/node to v18.15.8,
59,chore(deps): update dependency release-it to v15.9.3,,chore(deps): update dependency release-it to v15.9.3,
60,chore(deps): update dependency prettier to v2.8.7,,chore(deps): update dependency prettier to v2.8.7,
61,chore(deps): update dependency @types/node to v18.15.7,,chore(deps): update dependency @types/node to v18.15.7,
62,chore(deps): update dependency @types/node to v18.15.6,,chore(deps): update dependency @types/node to v18.15.6,
63,chore(deps): update dependency @commitlint/cli to v17.5.0,,chore(deps): update dependency @commitlint/cli to v17.5.0,
64,chore(deps): update nest monorepo to v9.3.12,,chore(deps): update nest monorepo to v9.3.12,
65,chore(deps): update nest monorepo to v9.3.11,,chore(deps): update nest monorepo to v9.3.11,
66,chore(deps): update dependency release-it to v15.9.1,,chore(deps): update dependency release-it to v15.9.1,
67,chore(deps): update dependency prettier to v2.8.6,,chore(deps): update dependency prettier to v2.8.6,
68,chore(deps): update typescript-eslint monorepo to v5.56.0,,chore(deps): update typescript-eslint monorepo to v5.56.0,
69,chore(deps): update dependency @types/node to v18.15.5,,chore(deps): update dependency @types/node to v18.15.5,
70,chore(deps): update dependency eslint-config-prettier to v8.8.0,,chore(deps): update dependency eslint-config-prettier to v8.8.0,
71,chore(deps): update node.js to v19.8,,chore(deps): update node.js to v19.8,
72,chore(deps): update dependency prettier to v2.8.5,,chore(deps): update dependency prettier to v2.8.5,
73,Merge pull request #1540 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.7,Merge pull request #1540 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.7
74,chore(deps): update dependency typescript to v5,,chore(deps): update dependency typescript to v5,
75,chore(deps): update dependency release-it to v15.9.0,,chore(deps): update dependency release-it to v15.9.0,
76,chore(deps): update dependency @types/jest to v29.5.0,,chore(deps): update dependency @types/jest to v29.5.0,
77,chore(deps): update dependency @types/jest to v29.4.4,,chore(deps): update dependency @types/jest to v29.4.4,
78,chore(deps): update nest monorepo to v9.3.10,,chore(deps): update nest monorepo to v9.3.10,
79,chore(deps): update node.js to v19.7,,chore(deps): update node.js to v19.7,
80,chore(deps): update dependency @types/jest to v29.4.2,,chore(deps): update dependency @types/jest to v29.4.2,
81,chore(deps): update dependency @types/node to v18.15.3,,chore(deps): update dependency @types/node to v18.15.3,
82,chore(deps): update typescript-eslint monorepo to v5.55.0,,chore(deps): update typescript-eslint monorepo to v5.55.0,
83,chore(deps): update dependency @types/node to v18.15.2,,chore(deps): update dependency @types/node to v18.15.2,
84,chore(deps): update dependency @types/jest to v29.4.1,,chore(deps): update dependency @types/jest to v29.4.1,
85,chore(deps): update dependency @types/node to v18.15.1,,chore(deps): update dependency @types/node to v18.15.1,
86,chore(deps): update dependency eslint to v8.36.0,,chore(deps): update dependency eslint to v8.36.0,
87,chore(deps): update dependency lint-staged to v13.2.0,,chore(deps): update dependency lint-staged to v13.2.0,
88,chore(deps): update dependency @types/node to v18.15.0,,chore(deps): update dependency @types/node to v18.15.0,
89,chore(deps): update dependency release-it to v15.8.0,,chore(deps): update dependency release-it to v15.8.0,
90,chore(deps): update dependency pg to v8.10.0,,chore(deps): update dependency pg to v8.10.0,
91,chore(deps): update typescript-eslint monorepo to v5.54.1,,chore(deps): update typescript-eslint monorepo to v5.54.1,
92,chore(deps): update dependency jest to v29.5.0,,chore(deps): update dependency jest to v29.5.0,
93,chore(deps): update dependency eslint-config-prettier to v8.7.0,,chore(deps): update dependency eslint-config-prettier to v8.7.0,
94,chore(deps): update dependency @types/node to v18.14.6,,chore(deps): update dependency @types/node to v18.14.6,
95,chore(deps): update dependency @types/node to v18.14.5,,chore(deps): update dependency @types/node to v18.14.5,
96,chore(deps): update dependency @types/node to v18.14.4,,chore(deps): update dependency @types/node to v18.14.4,
97,chore(deps): update dependency @types/node to v18.14.3,,chore(deps): update dependency @types/node to v18.14.3,
98,chore(deps): update dependency release-it to v15.7.0,,chore(deps): update dependency release-it to v15.7.0,
99,chore(deps): update dependency release-it to v15.6.1,,chore(deps): update dependency release-it to v15.6.1,
100,chore(deps): update typescript-eslint monorepo to v5.54.0,,chore(deps): update typescript-eslint monorepo to v5.54.0,
101,chore(deps): update dependency @types/node to v18.14.2,,chore(deps): update dependency @types/node to v18.14.2,
102,chore(deps): update dependency eslint to v8.35.0,,chore(deps): update dependency eslint to v8.35.0,
103,chore(deps): update dependency @types/node to v18.14.1,,chore(deps): update dependency @types/node to v18.14.1,
104,chore(deps): update dependency @types/uuid to v9.0.1,,chore(deps): update dependency @types/uuid to v9.0.1,
105,chore(deps): update typescript-eslint monorepo to v5.53.0,,chore(deps): update typescript-eslint monorepo to v5.53.0,
106,chore(deps): update dependency @types/node to v18.14.0,,chore(deps): update dependency @types/node to v18.14.0,
107,chore(deps): update commitlint monorepo to v17.4.4,,chore(deps): update commitlint monorepo to v17.4.4,
108,chore(deps): update nest monorepo to v9.3.9,,chore(deps): update nest monorepo to v9.3.9,
109,chore(deps): update dependency jest to v29.4.3,,chore(deps): update dependency jest to v29.4.3,
110,chore(deps): update typescript-eslint monorepo to v5.52.0,,chore(deps): update typescript-eslint monorepo to v5.52.0,
111,chore(deps): update dependency lint-staged to v13.1.2,,chore(deps): update dependency lint-staged to v13.1.2,
112,chore(deps): update commitlint monorepo to v17.4.3,,chore(deps): update commitlint monorepo to v17.4.3,
113,chore(deps): update dependency eslint to v8.34.0,,chore(deps): update dependency eslint to v8.34.0,
114,chore(deps): update postgres docker tag to v15,,chore(deps): update postgres docker tag to v15,
115,chore(deps): update nest monorepo to v9.3.8,,chore(deps): update nest monorepo to v9.3.8,
116,Merge pull request #1525 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.6,Merge pull request #1525 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.6
117,chore(deps): update nest monorepo to v9.3.7,,chore(deps): update nest monorepo to v9.3.7,
118,chore(deps): update dependency prettier to v2.8.4,,chore(deps): update dependency prettier to v2.8.4,
119,chore(deps): update dependency @types/node to v18.13.0,,chore(deps): update dependency @types/node to v18.13.0,
120,chore(deps): update nest monorepo to v9.3.5,,chore(deps): update nest monorepo to v9.3.5,
121,chore(deps): update dependency typeorm to v0.3.12,,chore(deps): update dependency typeorm to v0.3.12,
122,chore(deps): update node.js to v19.6,,chore(deps): update node.js to v19.6,
123,chore(deps): update dependency jest to v29.4.2,,chore(deps): update dependency jest to v29.4.2,
124,chore(deps): update dependency lint-staged to v13.1.1,,chore(deps): update dependency lint-staged to v13.1.1,
125,chore(deps): update typescript-eslint monorepo to v5.51.0,,chore(deps): update typescript-eslint monorepo to v5.51.0,
126,chore(deps): update nest monorepo to v9.3.3,,chore(deps): update nest monorepo to v9.3.3,
127,chore(deps): update dependency @types/node to v18.11.19,,chore(deps): update dependency @types/node to v18.11.19,
128,Merge pull request #1488 from nestjs/dependabot/npm_and_yarn/json5-1.0.2,chore(deps): bump json5 from 1.0.1 to 1.0.2,Merge pull request #1488 from nestjs/dependabot/npm_and_yarn/json5-1.0.2,chore(deps): bump json5 from 1.0.1 to 1.0.2
129,Merge pull request #1497 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.5,Merge pull request #1497 from nestjs/renovate/cimg-node-19.x,chore(deps): update node.js to v19.5
130,Merge pull request #1504 from nestjs/dependabot/npm_and_yarn/cookiejar-2.1.4,chore(deps): bump cookiejar from 2.1.3 to 2.1.4,Merge pull request #1504 from nestjs/dependabot/npm_and_yarn/cookiejar-2.1.4,chore(deps): bump cookiejar from 2.1.3 to 2.1.4
131,Merge pull request #1514 from nestjs/dependabot/npm_and_yarn/http-cache-semantics-4.1.1,chore(deps): bump http-cache-semantics from 4.1.0 to 4.1.1,Merge pull request #1514 from nestjs/dependabot/npm_and_yarn/http-cache-semantics-4.1.1,chore(deps): bump http-cache-semantics from 4.1.0 to 4.1.1
132,Merge pull request #1515 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v9.3.2,Merge pull request #1515 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v9.3.2
133,chore(deps): update nest monorepo to v9.3.2,,chore(deps): update nest monorepo to v9.3.2,
