Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Translated using Weblate (Norwegian Bokmål (nb)),0.47613156,Updated translations,Currently translated at 80.9% (17 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/nb/,0
Update translation files,0.65815496,* Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/",0
Update translation template,0.546684,* Updated translations,,0
Release 7.1.0 (#755),0.51047564,Edit: The list of issues closed by this release can be found here.,,0
Translated using Weblate (Indonesian),0.47265768,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/id/,0
MainWindow: Gtk.DropTarget: use drop instead on_drop (#754),0.73752415,MainWindow: Gtk.DropTarget: use drop instead on_drop by @leolost2605 in https://github.com/elementary/music/pull/754,on_drop is deprecated but easily replaceable with drop,1
MainWindow: use Headerbars (#753),0.713142,MainWindow: use HeaderBars by @danirabbit in https://github.com/elementary/music/pull/753,,1
Translated using Weblate (French),0.49974912,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/fr/,0
Translated using Weblate (Georgian),0.41277,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ka/,0
Translated using Weblate (Catalan),0.45771357,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ca/,0
Translated using Weblate (Russian),0.47169003,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ru/,0
Translated using Weblate (Hebrew),0.47547996,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/he/,0
Translated using Weblate (English (United Kingdom)),0.5324431,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/en_GB/,0
Translated using Weblate (Polish),0.5019865,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/pl/,0
Translated using Weblate (Japanese),0.46496546,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ja/,0
Translated using Weblate (Ukrainian),0.45672596,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/uk/,0
Update metainfo for next release (#751),0.5967309,Update metainfo for next release by @jeremypw in https://github.com/elementary/music/pull/751,,0
Allow to open directories directly (#747),0.64938843,Allow to open directories directly by @aitor-gomila in https://github.com/elementary/music/pull/747,"  Add inode/directory MIME type to desktop file   Fix typo in desktop file   Experimental code that allows to open folders. Needs feedback   Use continue instead of return not to stop loop   Use File[] instead of Array   Implement changes in review, improve readibility   Make loop code easier to understand and more performant   Implement changes in review   Use try/catch to handle errors in list_directory   Get files from subdirectories too   Lint   Make field private   Simplify code calling is_directory   Move is_directory declaration to inline   Move rest of the try/catch outside   Declare dir outside in try/catch   Co-authored-by: Leo lenemter@gmail.com   Give flatpak access to users Music folder   Ignore flatpack files   Comment and debugging message   Remove unneeded linebreak   Use type inference in File declaration at list_directory    Co-authored-by: Leo lenemter@gmail.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org",0
Bump flatpak/flatpak-github-actions from 5 to 6 (#749),0.7782835,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in https://github.com/elementary/music/pull/749,,1
Update runtime to 7.2 (#748),0.5000496,Update runtime to 7.2 by @danirabbit in https://github.com/elementary/music/pull/748,,0
Update flatpak actions to new namespace (#744),0.7580507,Update flatpak actions to new namespace by @davidmhewitt in https://github.com/elementary/music/pull/744,,1
Bump actions/checkout from 1 to 3 (#743),0.5673826,Bump actions/checkout from 1 to 3 by @dependabot in https://github.com/elementary/music/pull/743,Bumps actions/checkout from 1 to 3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
