Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Translated using Weblate (Norwegian Bokmål (nb)),0.47613156,Updated translations,Currently translated at 80.9% (17 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Update translation files,0.65815496,* Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: link/",0
Update translation template,0.546684,* Updated translations,,0
Release 7.1.0 (#755),0.8355616,Release 7.1.0 by @danirabbit in link,,1
Translated using Weblate (Indonesian),0.47265768,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
MainWindow: Gtk.DropTarget: use drop instead on_drop (#754),0.9119083,MainWindow: Gtk.DropTarget: use drop instead on_drop by @leolost2605 in link,on_drop is deprecated but easily replaceable with drop,1
MainWindow: use Headerbars (#753),0.82333565,MainWindow: use HeaderBars by @danirabbit in link,,1
Translated using Weblate (French),0.49974912,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Georgian),0.41277,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Catalan),0.45771357,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Russian),0.47169003,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Hebrew),0.47547996,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (English (United Kingdom)),0.5324431,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Polish),0.5019865,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Japanese),0.46496546,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Ukrainian),0.45672596,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Update metainfo for next release (#751),0.8258755,Update metainfo for next release by @jeremypw in link,,1
Allow to open directories directly (#747),0.72808444,Allow to open directories directly by @aitor-gomila in link,"Add inode/directory MIME type to desktop file Fix typo in desktop file Experimental code that allows to open folders. Needs feedback Use continue instead of return not to stop loop Use File[] instead of Array Implement changes in review, improve readibility Make loop code easier to understand and more performant Implement changes in review Use try/catch to handle errors in list_directory Get files from subdirectories too Lint Make field private Simplify code calling is_directory Move is_directory declaration to inline Move rest of the try/catch outside Declare dir outside in try/catch Co-authored-by: Leo lenemter@gmail.com Give flatpak access to users Music folder Ignore flatpack files Comment and debugging message Remove unneeded linebreak Use type inference in File declaration at list_directory Co-authored-by: Leo lenemter@gmail.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org",1
Bump flatpak/flatpak-github-actions from 5 to 6 (#749),0.881086,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in link,,1
Update runtime to 7.2 (#748),0.82492375,Update runtime to 7.2 by @danirabbit in link,,1
Update flatpak actions to new namespace (#744),0.91796005,Update flatpak actions to new namespace by @davidmhewitt in link,,1
Bump actions/checkout from 1 to 3 (#743),0.686972,Bump actions/checkout from 1 to 3 by @dependabot in link,Bumps actions/checkout from 1 to 3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump docker/setup-qemu-action from 1 to 2 (#741),0.8038318,Bump docker/setup-qemu-action from 1 to 2 by @dependabot in link,Bumps docker/setup-qemu-action from 1 to 2. - Release notes - Commits updated-dependencies: - dependency-name: docker/setup-qemu-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 (#742),0.8403601,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 by @dependabot in link,Bumps bilelmoussaoui/flatpak-github-actions from 4 to 5. - Release notes - Commits updated-dependencies: - dependency-name: bilelmoussaoui/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Update merge.yml,0.28927863,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 by @dependabot in link,,0
Create .github/dependabot.yml,0.53377664,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 by @dependabot in link,,0
release: Fix trigger syntax,0.40928954,Update metainfo for next release by @jeremypw in link,,0
metainfo: Add translation field (#740),0.7709828,metainfo: Add translation field by @tintou in link,,1
Translated using Weblate (German),0.51663226,Updated translations,Currently translated at 57.1% (12 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Handle dropped folder (#739),0.70663345,Handle dropped folder by @jeremypw in link,,1
Translated using Weblate (Hungarian),0.47012088,Updated translations,Currently translated at 39.1% (9 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Dutch),0.48295522,Updated translations,Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/,0
Translated using Weblate (Finnish),0.46832597,Updated translations,Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/,0
Translated using Weblate (Portuguese),0.53343976,Updated translations,Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/,0
PlaybackManager: use GLib.Once (#732),0.9373593,PlaybackManager: use GLib.Once by @danirabbit in link,,1
Release 7.0.1 (#731),0.8500694,Release 7.0.1 by @danirabbit in link,,1
Update music.metainfo.xml.in (#730),0.89935124,Update music.metainfo.xml.in by @danirabbit in link,,1
Update Flatpak runtime to 7.1 (#729),0.93052685,Update Flatpak runtime to 7.1 by @danirabbit in link,,1
Translated using Weblate (Turkish),0.4617622,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Actions: Add Gettext to Merge,0.27325064,Update flatpak actions to new namespace by @davidmhewitt in link,,0
Metainfo improvements (#728),0.7782894,Metainfo improvements by @danirabbit in link,,1
Translated using Weblate (Kurdish (Central)),0.43996477,Updated translations,Currently translated at 100.0% (14 of 14 strings) Translation: Music/Music Translate-URL: link/,0
Metainfo: Use branding tag and screenshot caption (#724),0.8975686,Metainfo: Use branding tag and screenshot caption by @danirabbit in link,,1
Application: hard code gtk styles (#723),0.8702681,Application: hard code gtk styles by @danirabbit in link,,1
Translated using Weblate (Korean),0.44281554,Updated translations,Currently translated at 100.0% (50 of 50 strings) Translation: Music/Music (Extra) Translate-URL: link/,0
Translated using Weblate (Chinese (Simplified)),0.46364343,Updated translations,Currently translated at 100.0% (14 of 14 strings) Translation: Music/Music Translate-URL: link/,0
Enable the NEXT button if repeat mode is set to ALL or ONE. (#712),0.93048203,Enable the NEXT button if repeat mode is set to ALL or ONE. by @vjr in link,Enable the NEXT button if repeate mode is set to ALL. Adjust tab Restart track if it is the only one in the queue Fix misplaced if-else block in previous commit Previous and Next buttons always enabled as if Repeat mode is set to ALL Address review comments Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,1
PlaybackManager: Skip invalid files instead of stopping playback. (#711),0.8252959,Skip invalid files instead of stopping playback. by @vjr in link,,1
Translated using Weblate (Marathi),0.4157931,Updated translations,Currently translated at 100.0% (14 of 14 strings) Translation: Music/Music Translate-URL: link/,0
PlaybackManager: Use file basename for fallback audio object title (#710),0.7079251,Use file basename instead of uri for the default audio object title. by @vjr in link,,1
Release 7.0.0 (#708),0.84906787,Release 7.0.1 by @danirabbit in link,,1
Save window size and paned position (#678),0.5602598,* Accurately remember window size,,0
Update .pot,0.37045157,* Updated translations,,0
AppData: update description,0.368494,Updated translations,,0
Translated using Weblate (Slovak),0.4622859,Updated translations,Currently translated at 100.0% (14 of 14 strings) Translation: Music/Music Translate-URL: link/,0
Flatpak: bump runtime to 7 (#707),0.7656129,Update Flatpak runtime to 7.1 by @danirabbit in link,,1
Create Flatpak deploy actions (#701),0.72290164,Update flatpak actions to new namespace by @davidmhewitt in link,,1
CI: Add ARM (#703),0.3365738,Update runtime to 7.2 by @danirabbit in link,,0
CI: Use daily docker (#702),0.31879517,Bump docker/setup-qemu-action from 1 to 2 by @dependabot in link,,0
Update extra translation files,0.6356369,* Updated translations,,0
Update POTFILES,0.2974532,Update runtime to 7.2 by @danirabbit in link,,0
l10n: Correctly setup the locales (#699),0.34483087,Updated translations,,0
SeekBar: remove outdated style class constant,0.3697812,Application: hard code gtk styles by @danirabbit in link,,0
Update music.appdata.xml.in,0.7697612,Update music.metainfo.xml.in by @danirabbit in link,,1
AudioObject: construct from uri (#696),0.69415236,Use file basename instead of uri for the default audio object title. by @vjr in link,,0
PlaybackManager: shuffle (#695),0.6424035,PlaybackManager: use GLib.Once by @danirabbit in link,,0
Queue: Accept drop (#694),0.5753024,Fix removing items from the queue,,0
MainWindow: activate row to play (#692),0.38251778,MainWindow: Gtk.DropTarget: use drop instead on_drop by @leolost2605 in link,,0
PlaybackManager: DRY changes to current_audio (#691),0.63056874,PlaybackManager: use GLib.Once by @danirabbit in link,,0
PlaybackManager: more accurately track play state (#690),0.57672954,PlaybackManager: use GLib.Once by @danirabbit in link,,0
"README, Meson, Flatpak: Update deps (#689)",0.6490654,Update Flatpak runtime to 7.1 by @danirabbit in link,,0
TrackRow: Show album and artist info (#683),0.36742887,* AlbumView: double-click to play album,,0
MprisPlayer: fix action state on startup (#681),0.45529014,PlaybackManager: use GLib.Once by @danirabbit in link,,0
PlaybackManager: discover metadata for all imports (#682),0.5244813,PlaybackManager: use GLib.Once by @danirabbit in link,,0
Implement MPRIS (#680),0.55849963,* Initial MPRIS support,,0
Application: better handlind of single window (#679),0.5100262,* Accurately remember window size,,0
Add Repeat control (#677),0.5795163,Enable the NEXT button if repeat mode is set to ALL or ONE. by @vjr in link,,0
MainWindow: use Granite.Placeholder (#676),0.5501052,* LibraryWindow: Use Granite.MessageDialog for showing alerts,,0
Make album art resizable,0.72599447,* Scale album art properly at high resolutions,,1
Handle null states,0.1534451,Skip invalid files instead of stopping playback. by @vjr in link,,0
NowPlayingView: update current_audio properties on next/previous,0.41741487,* AlbumView: double-click to play album,,0
Add Previous action,0.37043032,Bump actions/checkout from 1 to 3 by @dependabot in link,,0
NowPlayingView: fix disabled button background,0.34619755,* AlbumView: double-click to play album,,0
Application: create action_next (#660),0.34432065,Update flatpak actions to new namespace by @davidmhewitt in link,,0
"Revert ""PlaybackManager: Move timer functions to bus callback""",0.552876,PlaybackManager: use GLib.Once by @danirabbit in link,This reverts commit 3b4e5edb47cf30bfc348f8b5a8a0d06c7bd83014.,0
PlaybackManager: Move timer functions to bus callback,0.53366536,PlaybackManager: use GLib.Once by @danirabbit in link,,0
Port to Gtk4 (#669),0.46151093,Application: hard code gtk styles by @danirabbit in link,,0
TrackRow: add animated playback indicator (#659),0.32480305,PlaybackManager: use GLib.Once by @danirabbit in link,,0
PlaybackManager: Notify when tracks are queued (#658),0.5673537,PlaybackManager: use GLib.Once by @danirabbit in link,,0
Create AudioObject (#657),0.5587691,Use file basename instead of uri for the default audio object title. by @vjr in link,,0
PlaybackManager: null check current_file when adding to queue (#656),0.63996434,PlaybackManager: use GLib.Once by @danirabbit in link,,0
Application: only activate on open if playbackmanager is null (#655),0.56201893,PlaybackManager: use GLib.Once by @danirabbit in link,,0
MainWindow: Add a placeholder to the empty listbox,0.33339772,MainWindow: Gtk.DropTarget: use drop instead on_drop by @leolost2605 in link,,0
Load album art from tags (#653),0.43482912,* AlbumView: double-click to play album,,0
Add Queuelist (#652),0.5524639,Fix removing items from the queue,,0
Add Flatpak CI (#651),0.5597139,Update Flatpak runtime to 7.1 by @danirabbit in link,,0
Add Metadata (#650),0.4332639,Metainfo improvements by @danirabbit in link,,0
PlaybackManager: queue multiple files (#634),0.66567177,PlaybackManager: use GLib.Once by @danirabbit in link,,0
Reset metadata on EOS,0.3126912,* Properly restore playlists,,0
Break NowPlayingView into its own class,0.3260948,* AlbumView: double-click to play album,,0
PlaybackManager: cache play/pause action,0.5576385,PlaybackManager: use GLib.Once by @danirabbit in link,,0
Handle bad files,0.46350318,Skip invalid files instead of stopping playback. by @vjr in link,,0
Better handle null taglist,0.21642677,Skip invalid files instead of stopping playback. by @vjr in link,,0
SeekBar: set position to scale value while dragging,0.32186395,* Scale album art properly at high resolutions,,0
SeekBar: Don't update scale while being dragged,0.3300938,* Scale album art properly at high resolutions,,0
"PlaybackManager: Set action state at the end, clamp position to duration",0.44185263,PlaybackManager: use GLib.Once by @danirabbit in link,,0
PlaybackManager: Get tag list from bus,0.49920106,PlaybackManager: use GLib.Once by @danirabbit in link,,0
"Flesh out UI, add AlbumImage",0.4378725,* AlbumView: double-click to play album,,0
PlaybackManager: Add seek_to_progress method,0.59848785,PlaybackManager: use GLib.Once by @danirabbit in link,,0
Create Music.SeekBar,0.4892109,* PlaylistsUtils: Use Gtk.FileChooserNative,,0
MainWindow: Add Granite.Seekbar,0.4926977,* LibraryWindow: Use Granite.MessageDialog for showing alerts,,0
Merge branch 'main' of github.com:elementary/music into main,0.4008139,Update music.metainfo.xml.in by @danirabbit in link,,0
Add PlaybackManager,0.7160741,PlaybackManager: use GLib.Once by @danirabbit in link,,1
Create LICENSE,0.19028515,Release 7.0.1 by @danirabbit in link,,0
Let's roll,0.21003474,Music 5.0 is out!,,0
