Index,Message,Description,Message Abstract,Description Abstract
1,MainWindow: Gtk.DropTarget: use drop instead on_drop (#754),on_drop is deprecated but easily replaceable with drop,MainWindow: Gtk.DropTarget: use drop instead on_drop (#754),on_drop is deprecated but easily replaceable with drop
2,MainWindow: use Headerbars (#753),,MainWindow: use Headerbars (#753),
3,Translated using Weblate (French),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
4,Translated using Weblate (Georgian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ka/,Translated using Weblate (Georgian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
5,Translated using Weblate (Catalan),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
6,Translated using Weblate (Russian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
7,Translated using Weblate (Hebrew),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
8,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/en_GB/,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
9,Translated using Weblate (Polish),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
10,Translated using Weblate (Japanese),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
11,Translated using Weblate (Ukrainian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
12,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: link/"
13,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music Translate-URL: link/"
14,Update translation template,,Update translation template,
15,Update metainfo for next release (#751),,Update metainfo for next release (#751),
16,Allow to open directories directly (#747),"  Add inode/directory MIME type to desktop file   Fix typo in desktop file   Experimental code that allows to open folders. Needs feedback   Use continue instead of return not to stop loop   Use File[] instead of Array   Implement changes in review, improve readibility   Make loop code easier to understand and more performant   Implement changes in review   Use try/catch to handle errors in list_directory   Get files from subdirectories too   Lint   Make field private   Simplify code calling is_directory   Move is_directory declaration to inline   Move rest of the try/catch outside   Declare dir outside in try/catch   Co-authored-by: Leo lenemter@gmail.com   Give flatpak access to users Music folder   Ignore flatpack files   Comment and debugging message   Remove unneeded linebreak   Use type inference in File declaration at list_directory    Co-authored-by: Leo lenemter@gmail.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org",Allow to open directories directly (#747),"Add inode/directory MIME type to desktop file Fix typo in desktop file Experimental code that allows to open folders. Needs feedback Use continue instead of return not to stop loop Use File[] instead of Array Implement changes in review, improve readibility Make loop code easier to understand and more performant Implement changes in review Use try/catch to handle errors in list_directory Get files from subdirectories too Lint Make field private Simplify code calling is_directory Move is_directory declaration to inline Move rest of the try/catch outside Declare dir outside in try/catch Co-authored-by: Leo lenemter@gmail.com Give flatpak access to users Music folder Ignore flatpack files Comment and debugging message Remove unneeded linebreak Use type inference in File declaration at list_directory Co-authored-by: Leo lenemter@gmail.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org"
17,Bump flatpak/flatpak-github-actions from 5 to 6 (#749),,Bump flatpak/flatpak-github-actions from 5 to 6 (#749),
18,Update runtime to 7.2 (#748),,Update runtime to 7.2 (#748),
19,Update flatpak actions to new namespace (#744),,Update flatpak actions to new namespace (#744),
20,Bump actions/checkout from 1 to 3 (#743),Bumps actions/checkout from 1 to 3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump actions/checkout from 1 to 3 (#743),Bumps actions/checkout from 1 to 3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
21,Bump docker/setup-qemu-action from 1 to 2 (#741),Bumps docker/setup-qemu-action from 1 to 2. - Release notes - Commits  updated-dependencies: - dependency-name: docker/setup-qemu-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump docker/setup-qemu-action from 1 to 2 (#741),Bumps docker/setup-qemu-action from 1 to 2. - Release notes - Commits updated-dependencies: - dependency-name: docker/setup-qemu-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
22,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 (#742),Bumps bilelmoussaoui/flatpak-github-actions from 4 to 5. - Release notes - Commits  updated-dependencies: - dependency-name: bilelmoussaoui/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 (#742),Bumps bilelmoussaoui/flatpak-github-actions from 4 to 5. - Release notes - Commits updated-dependencies: - dependency-name: bilelmoussaoui/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
23,Update merge.yml,,Update merge.yml,
24,Create .github/dependabot.yml,,Create .github/dependabot.yml,
25,release: Fix trigger syntax,,release: Fix trigger syntax,
26,Translated using Weblate (Georgian),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/ka/,Translated using Weblate (Georgian),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
27,Translated using Weblate (Georgian),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ka/,Translated using Weblate (Georgian),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
28,Translated using Weblate (Norwegian Bokmål (nb)),Currently translated at 71.4% (15 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/nb/,Translated using Weblate (Norwegian Bokmål (nb)),Currently translated at 71.4% (15 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
29,metainfo: Add translation field (#740),,metainfo: Add translation field (#740),
30,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/en_GB/,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
31,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/en_GB/,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
32,Translated using Weblate (German),Currently translated at 57.1% (12 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/de/,Translated using Weblate (German),Currently translated at 57.1% (12 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
33,Translated using Weblate (French),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
34,Translated using Weblate (French),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
35,Translated using Weblate (Japanese),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
36,Translated using Weblate (Russian),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
37,Translated using Weblate (Hebrew),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
38,Translated using Weblate (Catalan),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
39,Translated using Weblate (Polish),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
40,Translated using Weblate (Ukrainian),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (21 of 21 strings) Translation: Music/Music (Extra) Translate-URL: link/
41,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: link/"
42,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music Translate-URL: link/"
43,Update translation template,,Update translation template,
44,Handle dropped folder (#739),,Handle dropped folder (#739),
45,Translated using Weblate (Hungarian),Currently translated at 39.1% (9 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 39.1% (9 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
46,Translated using Weblate (Dutch),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/nl/,Translated using Weblate (Dutch),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
47,Translated using Weblate (Finnish),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/fi/,Translated using Weblate (Finnish),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
48,Translated using Weblate (Russian),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
49,Translated using Weblate (Japanese),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
50,Translated using Weblate (Portuguese),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/pt/,Translated using Weblate (Portuguese),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
51,Translated using Weblate (Polish),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
52,PlaybackManager: use GLib.Once (#732),,PlaybackManager: use GLib.Once (#732),
53,Release 7.0.1 (#731),,Release 7.0.1 (#731),
54,Translated using Weblate (Russian),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
55,Translated using Weblate (Catalan),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
56,Translated using Weblate (Russian),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
57,Translated using Weblate (Hebrew),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
58,Translated using Weblate (French),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
59,Translated using Weblate (Ukrainian),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (23 of 23 strings) Translation: Music/Music (Extra) Translate-URL: link/
60,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: link/"
61,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Music/Music Translate-URL: link/"
62,Update translation template,,Update translation template,
63,Update music.metainfo.xml.in (#730),,Update music.metainfo.xml.in (#730),
64,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Music/Music Translate-URL: link/"
65,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: link/"
66,Update Flatpak runtime to 7.1 (#729),,Update Flatpak runtime to 7.1 (#729),
67,Translated using Weblate (Hungarian),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/hu/,Translated using Weblate (Hungarian),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
68,Translated using Weblate (Catalan),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
69,Translated using Weblate (Catalan),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
70,Translated using Weblate (Catalan),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
71,Translated using Weblate (Catalan),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
72,Translated using Weblate (Catalan),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
73,Translated using Weblate (French),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
74,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Music/Music Translate-URL: link/"
75,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Music/Music (Extra) Translate-URL: link/"
76,Translated using Weblate (Russian),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
77,Translated using Weblate (Norwegian Bokmål (nb)),Currently translated at 93.3% (14 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/nb/,Translated using Weblate (Norwegian Bokmål (nb)),Currently translated at 93.3% (14 of 15 strings) Translation: Music/Music Translate-URL: link/
78,Translated using Weblate (Hebrew),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
79,Translated using Weblate (French),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/fr/,Translated using Weblate (French),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
80,Translated using Weblate (German),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/de/,Translated using Weblate (German),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
81,Translated using Weblate (Russian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
82,Translated using Weblate (Hebrew),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
83,Translated using Weblate (Polish),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
84,Translated using Weblate (Japanese),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
85,Translated using Weblate (Turkish),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/tr/,Translated using Weblate (Turkish),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
86,Translated using Weblate (Ukrainian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: https://l10n.elementary.io/projects/music/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (22 of 22 strings) Translation: Music/Music (Extra) Translate-URL: link/
87,Translated using Weblate (Polish),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
88,Translated using Weblate (Japanese),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
89,Translated using Weblate (Turkish),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: https://l10n.elementary.io/projects/music/music/tr/,Translated using Weblate (Turkish),Currently translated at 100.0% (15 of 15 strings) Translation: Music/Music Translate-URL: link/
