Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Fix a few crashes,0.6724354,• Various crashes and bugs have been fixed,,0
"update Gradle version, remove unused Firebase library",0.344499,• Removed support for Android versions older than 4.2,,0
Fix a crash when resuming the app,0.70302,• Fix an issue where some messages could be missing when resuming the app,,1
Fix a crash when copying a URL,0.5270159,• Fixed: copying URLs on some Samsung devices,,0
Fix a few issues related to ACTION_SEND intents,0.49785167,• Fix an issue that prevented the message text from clearing after being sent and caused nick suggestions to not fill correctly on Android 4.1,,0
Update pastebin JSON endpoint hostname,0.41974148,"• You can now browse, create, and edit pastebins in the app",,0
v4.30,0.4782753,"• Stability improvements, crashes and bug fixes",,0
Add a field to modify the pastebin syntax highlighting mode,0.5272875,• Text snippet syntax highlighting mode can now be set without a filename,,0
build with the latest version of Android Studio and Gradle 8,0.46075267,• Removed support for Android versions older than 4.2,,0
use the full URL when copying / sharing from a thumbnail,0.52905965,• Use the correct URL scheme when copying video URLs,,0
update Gradle configuration,0.32806966,• Fix an issue that prevented the app from working on Android M developer preview,,0
Don't send typing notifications to console buffers,0.41467157,• Message input now remembers the contents when rotating the screen or resuming the app,,0
Fix image URL detection when filename contains multiple . characters,0.50640714,• Improved imgur URL handling,,0
Fix a crash,0.6692104,• Fix a crash on launch if crash reporting was disabled,,0
fix typing indicator formatting,0.57193434,• Fixed italics display,,0
update Gradle config,0.34180385,• Fix an issue that prevented the app from working on Android M developer preview,,0
v4.29.1,0.48557508,"• Stability improvements, crashes and bug fixes",,0
attempt to reconnect instead of logging out for auth errors that aren't in response to an auth command,0.5149426,• Disconnect button now cancels connections that are waiting to retry,,0
enable message editing on IRC servers that support labeled-response cap,0.92617166,• Enable message editing on IRCv3 servers that support labeled-response CAP,,1
increase touch area around delete button in files list,0.3963119,• Improved downloading file attachments when tapping on thumbnails,,0
adjust margins,0.41726002,• Compact Spacing setting,,0
bump versionCode,0.3697959,• This update fixes a vulnerability that could expose private data to malicious third party applications,,0
adjust typing indicator padding,0.5130367,• Adjust spacing between mode symbols and nicks when using the monospace font,,0
Adjust the input area layout,0.5489818,• Fixed the keyboard filling the screen in landscape,,0
fix a crash,0.6692104,• Fix a crash on launch if crash reporting was disabled,,0
remove extra debug message,0.4702857,• Improved error messages,,0
add some additional debug logging around logging out and migrate session cookies to hardware-backed secure storage on newer versions of Android,0.4350858,• Fixed: Post-update logout bug,,0
Send replies to the correct thread when retrying a failed message,0.46070462,• Edited messages no longer get detached from their reply thread,,0
Fix a crash and disable TrustKit for image loading,0.49757266,• Fixed: imgur URLs loading in the image viewer,,0
workaround a TLS issue on Android 5.x and 6.x,0.5810256,• Fix an issue with connecting via proxy on some versions of Android,,0
throttle typing status messages,0.4907148,• Typing indicators on supported networks,,0
Fix a typo,0.6159445,• Fix a typo on the splash screen,,0
enable Android 13 themed launcher icon,0.779208,• Android 13 themed icon support,,1
use bid from savedInstanceState on clean launch,0.3505508,• Fix a force close on launch,,0
various fixes for Android 5.x,0.6230273,• Android 5.0 support,,0
improve jump to channel,0.7288491,• Quickly jump between channels,,1
replace string scoring library,0.24550194,• Improve matching of autocomplete suggestions starting with non-alphanumeric characters,,0
Jump to channel dialog,0.69145614,• Quickly jump between channels,,0
adjust sizes,0.4524465,• Resize photos before uploading to imgur,,0
v4.29,0.48289138,"• Stability improvements, crashes and bug fixes",,0
typing status indicator,0.61636233,• Typing indicators on supported networks,,0
downgrade Crashlytics due to a known issue: link,0.60036,• Various crashes and bugs have been fixed,,0
v4.28.3,0.4753689,"• Stability improvements, crashes and bug fixes",,0
Chrome PendingIntent needs to be PendingIntent.FLAG_MUTABLE so Chrome can update the URL,0.37145054,• Fixed a hang on URLs with brackets,,0
Add missing URI to pendingintent,0.37327513,• Fixed a hang on URLs with brackets,,0
"Remove support for Google SmartLock password manager, as it has been deprecated",0.5172567,• Google Smart Lock Passwords: sign into the app securely using your saved Chrome password,,0
update Play Services,0.36174175,• Removed support for Android versions older than 4.2,,0
disable Android Auto,0.48384473,• Fix an issue replying to messages via Android Auto,,0
v4.28.1,0.483854,"• Stability improvements, crashes and bug fixes",,0
Fix remove pin appearing incorrectly for archived channels,0.5763825,• Archived and deleted channels and conversations should no longer re-appear in the drawer,,0
add pin/unpin actions to the overflow menu,0.6651826,• Channels and conversations can now be pinned / unpinned from the overflow menu,,0
Emoji 14 :emocode: shortcuts,0.716195,• Shorthand :emojicodes: are now replaced with the corresponding emoji glyph,,1
ensure the notifications are sorted by time before display,0.5904229,• Add notification timestamps,,0
update firebase,0.3605551,• Fix an issue that could prevent push notifications from being received after installing an app or OS update,,0
add additional lines to the WHOIS dialog,0.9731003,• Add some additional lines to the WHOIS dialog,,1
make channel URLs tappable,0.49737865,• Pinned channels,,0
update Google Play Services and Firebase,0.36674595,• Fix an issue that could prevent push notifications from being received after installing an app or OS update,,0
Trim whitespace from email address during login or requesting an access link,0.48174483,• Improve display of whitespace in messages,,0
"Fix an issue that could cause large embedded image files to crash the app, prevent HEIC files from opening in the image viewer as webkit doesn't support them",0.49463272,• Fix an issue that prevented image thumbnails from loading on Android 5.x and below,,0
hide Add Network when showing share target chooser,0.49766955,• Networks can now be renamed from the Edit Connection dialog,,0
update Google Play Services,0.35495228,• Removed support for Android versions older than 4.2,,0
Fix vibration/sound when sending messages from the notification reply input,0.51600164,• Choose your own notification alert sound (requires storage access),,0
remove obsolete preference,0.34388787,• Archived and deleted channels and conversations should no longer re-appear in the drawer,,0
Disable PrecomputedText to work around a crash in Emoji2 library,0.5363308,• Enlarge emoji-only messages with an option to disable in settings 👍 ,,0
Remove obsolete EmojiCompat library,0.51127523,• Emoji 12.1 :emocodes:,,0
put 'Add a network' at the bottom of the buffers list,0.62373424,• Add a network easily from the channels drawer,,0
update AndroidX and Firebase,0.42272404,• Removed support for Android versions older than 4.0,,0
upgrade Gradle,0.33898118,• Removed support for Android versions older than 4.2,,0
v4.28,0.48612875,"• Stability improvements, crashes and bug fixes",,0
Prepare for Android 12,0.5767353,• Android 6.0 support,,0
