Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
v6.2.1,0.56187356,"v6.0.4 is a small release with a lot of internal code cleanup changes. Most importantly for users, this release adds clearer error messages for [object Object] errors that were thrown during the Make step.",,0
fix(template): add missing config in plugin (#3253),0.6620663,Config: Changed plugins syntax (#2963),,0
fix(core): properly log invalid plugin configs (#3254),0.63862646,fix(core): properly log invalid plugin configs by @erickzhao in https://github.com/electron/forge/pull/3254,,0
v6.2.0,0.5813354,"v6.0.4 is a small release with a lot of internal code cleanup changes. Most importantly for users, this release adds clearer error messages for [object Object] errors that were thrown during the Make step.",,0
fix(package): pass user-defined afterComplete hooks to packager (#3123),0.61202925,core:  add params to the postPackage hook (#1896) (e9a2ba07),,0
feat(template): enable asar by default (#3077),0.6010035,feat(template): enable asar by default by @erickzhao in https://github.com/electron/forge/pull/3077,,0
build: lint JS in Markdown (#3251),0.48853165,template-typescript-webpack:  lint tsx files by default (#2403) (c2e6c49f),  docs: improve local-electron plugin forge.config.js example   build(deps): upgrade @electron/lint-roller   build: lint JS in Markdown ,0
fix(publisher-s3): ensure published files do not overwrite multiple arches (#3108),0.69131196,fix(publisher-s3): ensure published files do not overwrite multiple arches by @MarshallOfSound in https://github.com/electron/forge/pull/3108,,0
feat(make): allow async maker configs (#3248),0.7197511,feat(make): allow async maker configs by @erickzhao in https://github.com/electron/forge/pull/3248,Co-authored-by: Samuel Attard sam@electronjs.org,1
build(deps): bump vite from 4.1.4 to 4.1.5 (#3245),0.51462936,build(deps): bump json5 from 1.0.1 to 1.0.2 by @dependabot in https://github.com/electron/forge/pull/3133,Bumps vite from 4.1.4 to 4.1.5. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vite   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build: lint Markdown (#3247),0.57444704,Command: Removed lint command (#2964),,0
docs: update README status badge (#3244),0.41412407,docs: update release process by @georgexu99 in https://github.com/electron/forge/pull/3032,,0
build: migrate from github actions to circleci (#3188),0.43800515,chore: update repo link from userland migration by @dsanders11 in https://github.com/electron/forge/pull/3138, initial config  tackle some validation errors   debug windows and linux   fix linux and windows workflows   chore: dependency SMASH   refactor cleanup   remove snapcraft.yaml   clean up ,0
fix(vite-plugin): process exit on electron process exit (#3236),0.934947,fix(vite-plugin): process exit on electron process exit by @john830316 in https://github.com/electron/forge/pull/3236,,1
fix(plugin-vite): right time to start (#3220),0.66334367,fix(plugin-vite): right time to start by @caoxiemeihao in https://github.com/electron/forge/pull/3220,,0
fix(core): silent failures when linking forge dependencies in tests (#3219),0.64569163,build: add test flag to link Forge commands after running init by @georgexu99 in https://github.com/electron/forge/pull/3075,,0
fix(template-vite): ignore browser field for isomorphic packages,0.7713156,fix(template-vite): ignore browser field for isomorphic packages by @jclab-joseph in https://github.com/electron/forge/pull/3218,"Packages like axios have a browser field in package.json. The main process needs to resolve the node module, not the browser module.",1
feat(plugin-vite): auto-update server.port (#3201),0.71050036,feat(plugin-vite): auto-update server.port by @caoxiemeihao in https://github.com/electron/forge/pull/3201,,1
refactor(publisher-github): use Array.flatMap (#3199),0.4813636,This aligns the syntax for this configuration with the publishers and makers arrays.,,0
docs(publisher-github): clean up extra backticks (#3207),0.62208086,publisher-github: allow specifying alternative tag prefix (#2605) (88d9d722),,0
build: rename package.json to avoid dependabot scan (#3216),0.5432164,build(deps): bump json5 from 1.0.1 to 1.0.2 by @dependabot in https://github.com/electron/forge/pull/3133,,0
v6.1.1,0.53390706,"v6.0.4 is a small release with a lot of internal code cleanup changes. Most importantly for users, this release adds clearer error messages for [object Object] errors that were thrown during the Make step.",,0
fix: normalize artifact paths in makeResult dryRunResume (#3206),0.67652005,fix: normalize artifact paths in makeResult dryRunResume by @VerteDinde in https://github.com/electron/forge/pull/3206,,0
fix(publisher-s3): Make S3 upload fail non-silently (#3194),0.77032846,fix(publisher-s3): Make S3 upload fail non-silently by @cpmsmith in https://github.com/electron/forge/pull/3194,Fixes electron/forge#3166 See also: https://github.com/aws/aws-sdk-js-v3/issues/2311,1
fix(plugin-vite): correctly close vite dev-server (#3202),0.76930827,fix(plugin-vite): correctly close vite dev-server by @caoxiemeihao in https://github.com/electron/forge/pull/3202,,1
chore: add needed Vite infra details (#3197),0.38998216,A Vite template is now available in Forge! 🚀 Thanks to @caoxiemeihao for contributing this template and plugin.,,0
v6.1.0,0.55737567,"v6.0.4 is a small release with a lot of internal code cleanup changes. Most importantly for users, this release adds clearer error messages for [object Object] errors that were thrown during the Make step.",,0
build(deps): bump webpack from 5.69.1 to 5.76.0 (#3191),0.76527536,build(deps): bump webpack from 5.69.1 to 5.76.0 by @dependabot in https://github.com/electron/forge/pull/3191,Bumps webpack from 5.69.1 to 5.76.0. - Release notes - Commits  updated-dependencies: - dependency-name: webpack   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
fix(plugin-fuses): resetAdHocDarwinSignature rules on Mac (#3190),0.734428,fix(plugin-fuses): resetAdHocDarwinSignature rules on Mac by @erikian in https://github.com/electron/forge/pull/3190,  fix(plugin-fuses): set resetAdHocDarwinSignature to true on platform=mas when the osxSign config is missing   docs(plugin-fuses): fixed minor typo in the README ,1
fix(plugin-vite): start Vite error (#3189),0.7181714,fix(plugin-vite): start Vite error by @caoxiemeihao in https://github.com/electron/forge/pull/3189,  fix: start Vite error   fix(plugin-vite): fs.rm instead fs.rmdir ,1
feat(maker-zip): add new macUpdateManifestBaseUrl and macUpdateReleaseNotes options (#3107),0.7791756,feat(maker-zip): add new macUpdateManifestBaseUrl and macUpdateReleaseNotes options by @MarshallOfSound in https://github.com/electron/forge/pull/3107," feat(maker-zip): add new macUpdateManifestBaseUrl and macUpdateReleaseNotes options  These two new options allow the zip maker to spit out a valid RELEASES.json file for use with the Electron autoUpdater.  It makes the most sense to put this in the zip maker as the zip artifacts are what the macOS auto updater uses to update. This is part 1 of a multi-part series of PRs to forge + update-electron-app + forge-docs to make the story for ""I use forge, I want to update my app from static storage like S3"" incredibly easy to tell.  Update packages/maker/zip/src/Config.ts  Co-authored-by: Erick Zhao erick@hotmail.ca  Co-authored-by: Erick Zhao erick@hotmail.ca",1
fix: normalize dry run paths in dryRunResume (#3184),0.5129188,fix: normalize artifact paths in makeResult dryRunResume by @VerteDinde in https://github.com/electron/forge/pull/3206,,0
feat(template): add vite template (#3071),0.5217731,A Vite template is now available in Forge! 🚀 Thanks to @caoxiemeihao for contributing this template and plugin.,  feat(template): add vite template   refactor: better CLIOptions type define   feat: semantic Renderer config   feat!:support multiple renderer   chore: cleanup   feat: add ViteConfig test   chore: format code   feat: add util/plugins test   fix(test): compatible Windows OS   Update packages/plugin/vite/src/ViteConfig.ts   Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/util/plugins.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/template/vite/.eslintignore  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/ViteConfig.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com   fix: typo   Update packages/plugin/vite/README.md   Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/VitePlugin.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/VitePlugin.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/VitePlugin.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/VitePlugin.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com   chore: format code   chore: update version   chore: update version numbers   chore: update lockfile    Co-authored-by: Black-Hole 158blackhole@gmail.com Co-authored-by: Erick Zhao erick@hotmail.ca,0
ci: run tests in merge queue (#3174),0.6274497,ci: run tests in merge queue by @dsanders11 in https://github.com/electron/forge/pull/3174,,0
ci: fix the build and tests (#3173),0.56945515,ci: fix the build and tests by @erickzhao in https://github.com/electron/forge/pull/3173,  fix(plugin-fuses): use the latest version for the plugin and its dependencies   fix: updated versions in the test app   fix: rename the test fixture folder   bump   fix: use new fixture folder name in the test   attempt npm install   keep debugging   i dont know windows   zzz   bump   freeze lockfile   update lockfile   downgrade npm 8   switch shell back to bash   try again    Co-authored-by: Erik Moura erikian@erikian.dev,0
feat: add Fuses plugin (#3132),0.6755079,feat: add Fuses plugin by @erikian in https://github.com/electron/forge/pull/3132,,0
ci: use action-semantic-pull-request (#3144),0.49433857,ci: use action-semantic-pull-request by @dsanders11 in https://github.com/electron/forge/pull/3144,,0
docs: update release process guide (#3161),0.5906352,docs: update release process guide by @erickzhao in https://github.com/electron/forge/pull/3161,,0
chore: gitignore lerna-debug.log (#3162),0.6537863,chore: gitignore lerna-debug.log by @erickzhao in https://github.com/electron/forge/pull/3162,,0
v6.0.5,0.56185406,"v6.0.4 is a small release with a lot of internal code cleanup changes. Most importantly for users, this release adds clearer error messages for [object Object] errors that were thrown during the Make step.",,0
fix(build): ensure lerna publishes exact versions,0.60857815,build: improve lerna publish process by @erickzhao in https://github.com/electron/forge/pull/3082,ref: https://github.com/lerna/lerna/tree/main/libs/commands/version#--exact,0
chore(maker-rpm): map arm64 -> aarch64 (#3137),0.81240904,chore(maker-rpm): map arm64 -> aarch64 by @dsanders11 in https://github.com/electron/forge/pull/3137,,1
fix(publisher-ers): Update ERS API usage for v2.0 (#3149),0.69887495,fix(publisher-ers): Update ERS API usage for v2.x by @ArekSredzki in https://github.com/electron/forge/pull/3149,"Recently, v2.0 of electron-release-server was released. This version updated many of the underlying packages and should be adopted by all users of the server. In the process, the API changed due to a change with SailsJS. This corrects the API usage within the ERS publisher plugin to allow users to continue using it. Note that this issue was reported here: https://github.com/ArekSredzki/electron-release-server/issues/314",0
build(deps): bump http-cache-semantics from 4.1.0 to 4.1.1 (#3156),0.6774731,build(deps): bump http-cache-semantics from 4.1.0 to 4.1.1 by @dependabot in https://github.com/electron/forge/pull/3156,Bumps http-cache-semantics from 4.1.0 to 4.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: http-cache-semantics   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
ci: create a test:slow script to avoid re-running fast tests in the slow-tests job (#3150),0.76079863,ci: create a test:slow script to avoid re-running fast tests in the slow-tests job by @erikian in https://github.com/electron/forge/pull/3150,,1
