Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
fix:fix conditional Typing in useSWRMutation to Allow Optional ExtraArg Without Explicitly Passing Undefined (#2666),0.5788581,fix: mutate args for useSWRInfinite hook by @sanjeev29 in link,fix: add optional type fix: delete unused test fix: revert changes type: add case with optional ExtraArgs refactor: TriggerWithOptionalArgs -> TriggerWithOptionsArgs,0
2.2.0-beta.2,0.6384473,After 2.0.0:,,0
types: fix immutable export paths (#2670),0.81640184,types: fix immutable export paths by @huozhi in link,,1
Fix mutation types order (#2669),0.7610622,types: fix some mutation type issue by @promer94 in link,,1
2.2.0-beta.1,0.6559549,After 2.0.0:,,0
Add react-server bundle for core and infinite (#2664),0.92609954,Add react-server bundle for core and infinite by @huozhi in link,,1
feat: improve preload and suspense integration (#2658),0.88310635,feat: improve preload and suspense integration by @promer94 in link,,1
test: improve preload test (#2657),0.7975168,test: improve preload test by @promer94 in link,,1
test: fix flaky suspense test in canary (#2655),0.9263524,test: fix flaky suspense test in canary by @promer94 in link,test: fix flaky suspense test in canary chroe: fix lint,1
fix: keepPreviousData should also work in suspense (#2649),0.93578506,fix: keepPreviousData should also work in suspense by @promer94 in link,fix: keepPreviousData should also works in suspense set promise.status to fulfilled to prevent unnecessary fallback chore: remove useless check,1
fix: remove startTransition so mutation hook could update immediately (#2654),0.9538162,fix: remove startTransition so mutation hook could update immediately by @promer94 in link,fix: remove startTransition chore: bump deps test: add mutate server action test,1
ci: use script to bump semver version (#2651),0.8009743,ci: use script to bump semver version by @huozhi in link,,1
fix: reset the error when mutate succeeded (#2592),0.840552,Fix: should throw when mutate failed: #557,Co-authored-by: Yixuan Xu yixuanxu94@outlook.com,1
fix: do unsubscribe synchronously (#2648),0.86361223,fix: do unsubscribe synchronously by @promer94 in link,,1
2.2.1-beta.0,0.66485715,After 2.0.0:,,0
2.2.0-beta.0,0.6811229,After 2.0.0:,,0
ci: use gh token credentials for cloning repo (#2637),0.9310264,ci: use gh token credentials for cloning repo by @huozhi in link,,1
ci: update github token (#2636),0.7767578,ci: update github token by @huozhi in link,,1
build: fix release semver (#2630),0.79321337,build: fix release semver by @huozhi in link,,1
build: fix bad runner (#2629),0.86495453,build: fix bad runner by @huozhi in link,,1
build: fix equal signs (#2628),0.7516459,build: fix equal signs by @huozhi in link,,1
build: use prepatch/minor/major command for prerelease (#2627),0.88978535,build: use prepatch/minor/major command for prerelease by @huozhi in link,,1
ci: drop unused inputs and step (#2624),0.84819853,ci: drop unused inputs and step by @nicolewhite in link,,1
types: improve useSWRMutation type. (#2604),0.85636806,types: improve useSWRMutation type. by @promer94 in link,"types: improve trigger type, it should return Data instead of Data | undefined as default types: adjust generic order close #2477 add test case Co-authored-by: Shu Ding g@shud.in",1
chore: upgrade to pnpm8 (#2605),0.8938803,chore: upgrade to pnpm8 by @promer94 in link,upgrade pnpm to 8 chore: upgrade codesandbox build env to node18 chore: upgrade codesandbox build env to node18 chore: use react/jsx-runtime chore: format code chore: upgrade playwright image version fix failed test chore: fix install problem chore: update lockfile,1
build: determin release tag (#2616),0.8475456,build: determin release tag by @huozhi in link,,1
build: add trigger release job (#2615),0.8314606,build: add trigger release job by @huozhi in link,,1
ci: Add daily test job for react canary (#2601),0.9352912,ci: Add daily test job for react canary by @suyanhanx in link,ci: Add daily test job for react canary Signed-off-by: suyanhanx suyanhanx@gmail.com chore: fix failed test and make pnpm version is sync with packageManger chore: cleanup Signed-off-by: suyanhanx suyanhanx@gmail.com Co-authored-by: Yixuan Xu yixuanxu94@outlook.com,1
feat: use React.use API (#2596),0.87688506,feat: use React.use API by @Himself65 in link,,1
test: add a new test setting to run tests with build files (#2583),0.8724398,test: add a new test setting to run tests with build files by @koba04 in link,test: add tests with build files,1
2.1.5,0.73174715,After 2.0.0:,,1
fix: missing interop helpers in bundle (#2582),0.9164123,fix: missing interop helpers in bundle by @huozhi in link,,1
