Index,Release Note,Release Note With Abstraction
1,"Major Updates

This includes Git v2.33.0.vfs.0.0.
The merge strategy default is changed from recursive to ort which should present significant performance improvements for commands such as git merge, git rebase, and git cherry-pick. Huge thanks to external contributor @newren for creating this new merge strategy!
The build system was rewritten from scratch to simplify the process and use a more recent version of .NET.
After this release is promoted to a full release on GitHub, it will be available for installation via winget.
The gvfs upgrade command is deprecated. Future upgrades will require using winget or installing directly from the releases page.
A case where FastFetch would not download a small number of files has been fixed.

Pull Requests


1750: Update Readme.md


1751: Update Git to v2.33.0


1738: Bumping version of update-winget action


1747: UpgradeVerb: write deprecation notice


1745: do not exit early if no blobs found for a period when prefetching


1740: Skip launching UI if running unattended


1737: Update Git to v2.32.0


1746: Delete custom upgrader


1741: Fix winget tag specification


1744: Overhaul build and project systems and drop Mac/POSIX code


1736: Update Git to v2.31.1.vfs.0.3


1735: Bumping winget action version


1734: Adding winget workflow


1733: Update Git to include 2.31.1


1730: Fix an issue with FastFetch when deleting files


1732: Use one NuGet feed


1726: Config: commitGraph.generationVersion=1

","Major Updates
This includes Git v2.33.0.vfs.0.0.
The merge strategy default is changed from recursive to ort which should present significant performance improvements for commands such as git merge, git rebase, and git cherry-pick. Huge thanks to external contributor @newren for creating this new merge strategy!
The build system was rewritten from scratch to simplify the process and use a more recent version of .NET.
After this release is promoted to a full release on GitHub, it will be available for installation via winget.
The gvfs upgrade command is deprecated. Future upgrades will require using winget or installing directly from the releases page.
A case where FastFetch would not download a small number of files has been fixed.
Pull Requests
1750: Update Readme.md
1751: Update Git to v2.33.0
1738: Bumping version of update-winget action
1747: UpgradeVerb: write deprecation notice
1745: do not exit early if no blobs found for a period when prefetching
1740: Skip launching UI if running unattended
1737: Update Git to v2.32.0
1746: Delete custom upgrader
1741: Fix winget tag specification
1744: Overhaul build and project systems and drop Mac/POSIX code
1736: Update Git to v2.31.1.vfs.0.3
1735: Bumping winget action version
1734: Adding winget workflow
1733: Update Git to include 2.31.1
1730: Fix an issue with FastFetch when deleting files
1732: Use one NuGet feed
1726: Config: commitGraph.generationVersion=1"
2,"Major Changes

Includes Git 2.31.0 (Git for Windows 2.31.0.windows.1 and Microsoft Git 2.31.0.vfs.0.1).
This includes the Git 2.30.2 security fix (CVE-2021-21300).
This includes the Git Credential Manager Core v2.0.394.50751.
With this release, VFS for Git only enforces a minimum version of Microsoft Git.  Previous releases required an exact version match.  This allows users to upgrade Git without having to upgrade VFS for Git.
","Major Changes
Includes Git 2.31.0 (Git for Windows 2.31.0.windows.1 and Microsoft Git 2.31.0.vfs.0.1).
This includes the Git 2.30.2 security fix (CVE-2021-21300).
This includes the Git Credential Manager Core v2.0.394.50751.
With this release, VFS for Git only enforces a minimum version of Microsoft Git.  Previous releases required an exact version match.  This allows users to upgrade Git without having to upgrade VFS for Git."
3,"Major Changes

Includes Git for Windows 2.30.0.
Includes latest Git Credential Manager Core security release.
Includes Git LTS security release
Update NuGet upgrader with new Microsoft package signing certificate

Pull Requests


1717 [HOTFIX] Update Git to remove ODB string check


1714: Update Git to include LFS security release


1712: git-vfs: update to Git 2.30.0


1711 [HOTFIX] Fix upgrader's expectation of a single certificate


1710: Add new Microsoft certificate thumbprint


1706: Update Git to include GCM Core update


1703: Delete all macOS projects

","Major Changes
Includes Git for Windows 2.30.0.
Includes latest Git Credential Manager Core security release.
Includes Git LTS security release
Update NuGet upgrader with new Microsoft package signing certificate
Pull Requests
1717 [HOTFIX] Update Git to remove ODB string check
1714: Update Git to include LFS security release
1712: git-vfs: update to Git 2.30.0
1711 [HOTFIX] Fix upgrader's expectation of a single certificate
1710: Add new Microsoft certificate thumbprint
1706: Update Git to include GCM Core update
1703: Delete all macOS projects"
4,"Major Changes

Update NuGet upgrader with new Microsoft package signing certificate

Pull Requests


1710: Add new Microsoft certificate thumbprint

","Major Changes
Update NuGet upgrader with new Microsoft package signing certificate
Pull Requests
1710: Add new Microsoft certificate thumbprint"
5,"Major Changes

Includes latest Git Credential Manager Core security release.

Pull Requests


1706: Update Git to include GCM Core update


1703: Delete all macOS projects

","Major Changes
Includes latest Git Credential Manager Core security release.
Pull Requests
1706: Update Git to include GCM Core update
1703: Delete all macOS projects"
6,"Major Updates

Comes with Git for Windows 2.29.0.

Pull Requests


1689: Make delete docs more verbose


1697: Fix functional tests to skip around ProjFS issue


1694: Update Git to v2.29.0.

","Major Updates
Comes with Git for Windows 2.29.0.
Pull Requests
1689: Make delete docs more verbose
1697: Fix functional tests to skip around ProjFS issue
1694: Update Git to v2.29.0."
7,"Major Updates

Comes with Git for Windows 2.28.0
Previous builds were not including fully-signed DLLs. This is now fixed.

Pull Requests


1672: ProductUpgrader: be extra careful about a copy loop


1674: Config: disable status.submoduleSummary


1675: PreCommandHook: don't lock pack-objects


1676: Update Git to v2.27.0.vfs.1.0


1679: BuildGVFSForWindows.bat: use nuget on PATH


1683: GVFS.SignFiles.csproj: include more DLLs for signing


1685: minor path comparison fixup in ProductUpgrader


1682: Update Git to v2.28.0

","Major Updates
Comes with Git for Windows 2.28.0
Previous builds were not including fully-signed DLLs. This is now fixed.
Pull Requests
1672: ProductUpgrader: be extra careful about a copy loop
1674: Config: disable status.submoduleSummary
1675: PreCommandHook: don't lock pack-objects
1676: Update Git to v2.27.0.vfs.1.0
1679: BuildGVFSForWindows.bat: use nuget on PATH
1683: GVFS.SignFiles.csproj: include more DLLs for signing
1685: minor path comparison fixup in ProductUpgrader
1682: Update Git to v2.28.0"
8,"Major Changes

This is a security release on top of VFS for Git 1.0.20156.1.
Includes Git v2.27.0.vfs.1.0.
The .vfs. versions of Git were bundling old packages from git-for-windows/build-extra, so they included versions with known security flaws. None of these had known problems in use with Git, but other software or scripts might use those packages, so it is safest to update them.

Pull Requests


1678: BuildGVFSForWindows.bat: use nuget on PATH when possible


1677: Update Git to v2.27.0.vfs.1.0

","Major Changes
This is a security release on top of VFS for Git 1.0.20156.1.
Includes Git v2.27.0.vfs.1.0.
The .vfs. versions of Git were bundling old packages from git-for-windows/build-extra, so they included versions with known security flaws. None of these had known problems in use with Git, but other software or scripts might use those packages, so it is safest to update them.
Pull Requests
1678: BuildGVFSForWindows.bat: use nuget on PATH when possible
1677: Update Git to v2.27.0.vfs.1.0"
9,"Major Changes

Includes Git v2.27.0
Fixes an issue where GVFS.Service restarts in a loop when Powershell is not found on the PATH.
We have new documentation including a new troubleshooting guide!
A new config setting allows updating USN journals, which is needed when using BuildXL with VFS for Git.
Bug Fix: Fixes a bug with gvfs upgrade that causes versions v1.0.20112.1 from upgrading from private feeds.

Pull Requests


1673: [HOTFIX] ProductUpgrader: be extra careful about a copy loop


1663: Update Git to v2.27.0


1669: Docs: more troubleshooting and FAQs


1668: ProductUPgradeTimer: remove unacceptable Environment.Exit()


1664: Update USN journal entries for projected folders


1666: Docs: start basic template


1658: ProjFSFilter: Be more robust to missing PowerShell

","Major Changes
Includes Git v2.27.0
Fixes an issue where GVFS.Service restarts in a loop when Powershell is not found on the PATH.
We have new documentation including a new troubleshooting guide!
A new config setting allows updating USN journals, which is needed when using BuildXL with VFS for Git.
Bug Fix: Fixes a bug with gvfs upgrade that causes versions v1.0.20112.1 from upgrading from private feeds.
Pull Requests
1673: [HOTFIX] ProductUpgrader: be extra careful about a copy loop
1663: Update Git to v2.27.0
1669: Docs: more troubleshooting and FAQs
1668: ProductUPgradeTimer: remove unacceptable Environment.Exit()
1664: Update USN journal entries for projected folders
1666: Docs: start basic template
1658: ProjFSFilter: Be more robust to missing PowerShell"
10,"Major Changes

Includes Git v2.26.2
Fixes an issue around expiring old commit-graph files.
Fixes a problem with non-existent repos that are still registered with the service.

Pull Requests


1642: Update Git to v2.26.0


1647: Fix commit-graph expiration


1652: RepoRegistry: ignore non-existent repos


1653: Update Git to include v2.26.1


1660: Update Git to include v2.26.2

","Major Changes
Includes Git v2.26.2
Fixes an issue around expiring old commit-graph files.
Fixes a problem with non-existent repos that are still registered with the service.
Pull Requests
1642: Update Git to v2.26.0
1647: Fix commit-graph expiration
1652: RepoRegistry: ignore non-existent repos
1653: Update Git to include v2.26.1
1660: Update Git to include v2.26.2"
