Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Merge pull request #1313 from weblate/weblate-wallabag-android-app,0.47510904,@msfjarvis bumped the app's dependencies and handled the migration to AndroidX #803,Translations update from Hosted Weblate,0
Translated using Weblate (German),0.6798399,Update german translation,Currently translated at 84.2% (283 of 336 strings),0
Merge pull request #1311 from weblate/weblate-wallabag-android-app,0.4742466,@msfjarvis bumped the app's dependencies and handled the migration to AndroidX #803,Translations update from Hosted Weblate,0
Translated using Weblate (Czech),0.5443884,Translations:,Currently translated at 94.0% (316 of 336 strings),0
Translated using Weblate (French),0.5889941,Translations:,Currently translated at 85.1% (286 of 336 strings),0
Translated using Weblate (Galician),0.5564735,Translations:,Currently translated at 100.0% (336 of 336 strings),0
Translated using Weblate (Malayalam),0.50096196,Translations:,Currently translated at 4.4% (15 of 336 strings),0
Added translation using Weblate (Malayalam),0.46081877,Translation updates,,0
Merge pull request #1274 from weblate/weblate-wallabag-android-app,0.47677958,@msfjarvis bumped the app's dependencies and handled the migration to AndroidX #803,Translations update from Hosted Weblate,0
Translated using Weblate (Catalan),0.54172975,Translations:,Currently translated at 95.8% (322 of 336 strings),0
Translated using Weblate (Arabic),0.5501521,Translations:,Currently translated at 7.7% (26 of 336 strings),0
Translated using Weblate (Dutch),0.55709916,Update german translation,Currently translated at 73.5% (247 of 336 strings),0
Translated using Weblate (Thai),0.54985416,Translations:,Currently translated at 1.1% (4 of 336 strings),0
Translated using Weblate (Portuguese),0.6234187,Translations:,Currently translated at 43.7% (147 of 336 strings),0
Deleted translation using Weblate (English (United States)),0.46537542,Translation updates,,0
Translated using Weblate (Italian),0.5510492,Translations:,Currently translated at 76.4% (257 of 336 strings),0
Added translation using Weblate (English (United States)),0.5317135,Translation updates,,0
Translated using Weblate (Spanish),0.6021547,Translations:,Currently translated at 100.0% (336 of 336 strings),0
Added translation using Weblate (Catalan),0.49319476,Translation updates,,0
Translated using Weblate (Polish),0.56036454,Translations:,Currently translated at 100.0% (336 of 336 strings),0
Translated using Weblate (Chinese (Traditional)),0.610394,Chinese (Simplified),Currently translated at 17.2% (58 of 336 strings),0
Translated using Weblate (Russian),0.5434771,Translations:,Currently translated at 100.0% (336 of 336 strings),0
Merge pull request #1269 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.10.0,0.714354,@Strubbl updated the okhttp (#791) and gradle (#790) deps,,1
Bump okhttp-urlconnection from 4.9.3 to 4.10.0,0.56096846,@Strubbl updated the okhttp (#791) and gradle (#790) deps,Bumps okhttp-urlconnection from 4.9.3 to 4.10.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #1270 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.10.0,0.68286395,@Strubbl updated the okhttp (#791) and gradle (#790) deps,,0
