Index,Release Note
1,"fix

fix(cli): run terraform init in serial so no text file is busy in the cache link
fix(cli): buffer the output from the Terraform CLI and only forward output that has been terminated by a newline link
fix(cli): fix no-color flag passing link
fix(hcl2cdk): Support conversion of functions that have variate arguments at the end link

chore

chore: Mock synth to make parallelism test fail less link
chore: Refactor hcl2cdk to read nicer link
"
2,"Breaking changes
Update to .NET 6.0
We updated our C# template to .NET 6.0 as JSII updated recently and dropped support for module:

The runtime library for .NET & generated .NET bindings will no longer support netcoreapp3.1 after this release. Users are advised to upgrade their apps to use net6.0 or net7.0 instead.

from link
Changes to Terraform function bindings
Terraform functions are now generated based on the JSON schema returned by the new module command which is going to be added to the Terraform CLI in version 1.4 (link, already available in link).
The following new functions were introduced:

link - checks the suffix of a string
link - checks the prefix of a string
link - compares two timestamps

The following functions changed:

module is now module to match the format of all other functions
module does not exist anymore, use module instead
module does not exist anymore, use module instead

As part of this change, we use the same parameter names as Terraform which might require changing keyword arguments in Python.
```python
Fn.join("","", [src.stringResource.result, src.stringResource.result])
Fn.join(separator="","", value=[src.stringResource.result, src.stringResource.result])"
3,"fix

chore: update JSII to 1.75.0 link
fix(lib): zipmap arg validators  link
"
4,"fix

fix(cli): Remove @types/node-fetch from dependencies as those take precedence over direct devDependencies on @node/types link
"
5,"chore

chore: Don't run module when not required link
chore: additionally lock providers for linux only link
chore: refactor 'needs upgrade' link
chore: Update remaining Typescript documentation snippets link
chore: translate more csharp docs link
chore: translate rest of the docs to C# link
chore: run dotnet format link
chore: Update contributing link
chore: truly autoclose older GHA updater PRs link

fix

fix: rename CloudBackendProps to CloudBackendConfig in templates link
fix: switch back to offical image to fix issue with stale signature files link
fix: use correctly named syntax in comments link
fix(lib): Update special defaults link
fix(docs): camel -> snake case in resource escape hatches link
fix(docs): Go post mortem review feedback link
fix(docs): fix typo in CSharp example link
fix(docs): fix links to examples page link
fix(docs): add missing java remote backend example link
fix(docs): properties in create module example use snake case link

feat

feat: add cache flag for prettier to speed up subsequent runs link
feat: Add a wrap in stack optional param to cdktf convert link
feat(docs): Convert some code snippets in docs to Golang link
feat(docs): Translate Aspect example to Go link
feat(docs): Translate more examples to Go link
feat(docs): Translate more examples to Go link
feat(docs): Translate more examples to Go link
feat: also go through files not yet added to git link
"
6,"feat

feat: create a plan file for non-TFC runs link

fix

fix: cdktf login issues link
fix(lib): don't use Fn.set on tagged cloud backend link
fix(provider-generator): use class based map abstractions link

chore

chore: actually autoclose older GHA updater PRs link
chore: fill out homebrew pr body link
chore: support soft sentinel overrides link
"
7,"fix

fix(provider-generator): fix resources named 'provider' breaking the code generation link

chore

chore: autoclose older GHA updater PRs link
"
8,"Breaking changes
Renaming of module and module to module
We had several exports where the configuration passed to constructs or functions was using a class with a different suffix then module. If you are using a language like C#, Java, Python, or Go you might have needed to specify these classes in your CDKTF application. To simplify the usage we changed every suffix to be module, so if you currently use one of the others please rename them to use the module suffix. No options were changed in the process, only the names were aligned.
This would be one example of the change to be made (this is in Java):
```diff
import software.constructs.Construct;
import com.hashicorp.cdktf.App;
import com.hashicorp.cdktf.TerraformStack;
import com.hashicorp.cdktf.CloudBackend;
-import com.hashicorp.cdktf.CloudBackendProps;
+import com.hashicorp.cdktf.CloudBackendConfig;
import com.hashicorp.cdktf.NamedCloudWorkspace;
module

new CloudBackend(this, CloudBackendProps.builder()
new CloudBackend(this, CloudBackendConfig.builder()
                    .organization(""hashicorp"")
                    .workspaces(new NamedCloudWorkspace(""demo""))
                    .build()
            );
```

Notice: CDKTF 0.15 bumps minimum Terraform version to 1.2
CDKTF is bumping the minimum supported version of Terraform from 1.0 to 1.2 starting from CDKTF version 0.15. This change is necessary as CDKTF 0.15 uses the Terraform CLI for planning and applying changes for Terraform Cloud and Terraform Enterprise instead of link used in version 0.14.
link between all v1.x releases, so there shouldn't be any issues with this change. The only changes between these versions are bug fixes, and new feature additions.
Please open an issue if you encounter any issues or bugs with this change.
Deprecation: We deprecate the feature flags that go into the module field of the module
CDKTF used to use feature flags to enable potentially breaking behaviors in a release. These are no longer needed since most of the changes we introduce from here can not be hidden behind feature flags. When the feature flags are removed, the behavior will be the same as this configuration:
module
feat

feat(cli): Add cdktf provider list command link
feat(cli): support -var and -var-file terraform flags link
feat(cli): add -no-color tag link
feat: enable non-escaping mode for tokens link
feat: use our own pre-built package for node-pty to have builds for Nodejs 19 available link
feat(docs): Document node-gyp errors if no precompiled binaries are available and the target system misses a native toolchain link

fix

fix(cli): don't enquote args as they will be escaped and end up in the calls to Terraform link
fix: detect destroys on windows / TF version link
fix(tests): change Options -> Config as per #2471 link
fix(cli): windows fixes link
fix: limit concurrency for integration tests to 10 for each windows and linux link
fix(tests): Make version more stable link
fix: use older SHA from jsii superchain docker image link
fix: fix go build in pipeline link
fix(cli): remove newlines from tokens during terraform login link
fix(cli): abort apply if not all variables are known link
fix: Expose provider matcher to jest link
fix: Adds module to keys to preserve case link
fix: Allow git access for sentry cli in docker link
fix: add path: dist for npm and pypi link

chore

chore: create upgrade guide link
chore: increase parallel limit (10->30) to speed up integration tests link
chore: disable cron for project board link
chore(docs): fix some docs link
chore: fix typo in function name link
chore: add a notice for minimum supported version to changelog link
chore: fix broken GHA version updater link
chore: update CODEOWNERS link
chore(docs): running snippet update tool revealed an existing snippet that is not up-to-date link
chore: update JSII link
chore: Support custom endpoints link
chore: create TFC/TFE workspace using the Terraform CLI link
chore: switch to SHA-based workflow pins link
chore: Update all documentation examples for Typescript link
chore: remove long-running hooks link
chore: translate documentation to csharp link
chore: add a refactoring guide link
chore: fix homebrew deploy step link
chore: add TFE information to TFC docs link
chore: deprecate feature flags link
chore: document variable flags link

refactor

refactor: rename all Props and Options classes and interfaces to *Config link
"
9,"fix

fix: add completed tfc pending states link
fix: skip confirming on auto-apply enabled tfc workspaces link
fix(hcl2cdk): snapshot generated code instead of snapshotting that the function returns a promise link
fix: add module to json schema link

chore

chore: add provider-integration tests conditionally for PRs and to releases link
chore: increase operations per run of stale workflow link
chore: update github workflow actions link
chore(docs): Add Example for Complex input variables link
chore: add Terraform module to Docker container link

feat

feat(cli): prompt added in init - asks to use TFC when credentials are present link
feat(docs): document Token.nullValue() link
"
10,"Breaking changes
We split up our module package into module for the UI parts, utilizing module for the functionality. If you previously relied on the internal module entrypoint you should switch to module. This was never an official API, but we want to mention it here in case it breaks for anyone.
chore

chore: skip hcl2cdk tests for now link
chore: Update Digital Team Files link
chore: move from pr target to pr link
chore: fix finalizing the Sentry release link
chore: update workflows for new workflow endpoint link
chore: disable python edge test link
chore: only trigger unit tests once link
chore: use secret link
chore: document go version link
chore: fix stale workflow link
chore: add build step to ci link
chore: add workflows to auto-close and lock stale issues and PRs link
chore: add expression paranthesis link
chore: dedupe concurrency prefix link
chore: npm-check-updates && yarn upgrade link
chore: improve release pipelines link
chore: add GH Action that labels PRs link
chore(docs): Update remote-backends.mdx link
chore: ensure we run all tests on dependency updates link
chore: re-add run url link
chore: limit concurrency on releases link
chore: fix sentry release script link
chore: fix typo link
chore: offboard checks from PRs to main link
chore(docs): prepare for code samples in multiple languages link
chore: run CI more selectively link
chore: make feature flag tests more resilient to provider updates link
chore: additional potential speedup experiments for hcl2cdk unit tests link
chore(tests): enable go provider add tests link
chore: run linting and prettier as part of CI link
chore(docs): translate hcl-interop examples to c# link
chore: add workflow to update our github actions link
chore(docs): translate functions examples to c# link
chore(docs): translate data-sources examples to c# link
chore(docs): translate aspects example to c# link
chore(docs): translate all examples to python link
chore(docs): Translate Documentation Snippets for Java link

feat

feat(examples): python upcloud server link

fix

fix: pin yargs types version link
fix: Transition to planned state after cost estimation and policy checks with TFC/TFE link
fix(cli): don't fail with UsageError when determining whether a provider is installed as a pre-built provider link
fix: scoped packages need a publish config to be published to npm link
fix: scoped packages need a publish config to be published to npm link
fix(docs): fix header indentation causing no page contents sidebar for this page link
fix(hcl2json): don't overwrite crypto if it's set already link
fix: Graceful failures when using module with non-admin tokens link
fix: Prevent any release jobs from triggering if no release is required link

refactor

refactor(cli): parse json according to schema link
refactor: extract asset and constructs example into separate files link
refactor(cli): move cli library into seperate package link
"
