Index,Release Note,Release Note Abstract
1,"
Show list of headers when present by @timacdonald in https://github.com/laravel/telescope/pull/1355
",Show list of headers when present by @timacdonald in link
2,"
Avoids serialialisation of exception traces by @nunomaduro in https://github.com/laravel/telescope/pull/1354
",Avoids serialialisation of exception traces by @nunomaduro in link
3,"
Fixes jobs saying ""pending"" forever by @nunomaduro in https://github.com/laravel/telescope/pull/1349
Prevent Memory Leak when using hideRequestParameters and hideRequestHeaders by @danilopinotti in https://github.com/laravel/telescope/pull/1350
","Fixes jobs saying ""pending"" forever by @nunomaduro in link
Prevent Memory Leak when using hideRequestParameters and hideRequestHeaders by @danilopinotti in link"
4,"
Add duration to HTTP Client watcher by @DougSisk in https://github.com/laravel/telescope/pull/1348
",Add duration to HTTP Client watcher by @DougSisk in link
5,"
Fix MailWatcher tags by @Rezrazi in https://github.com/laravel/telescope/pull/1340
",Fix MailWatcher tags by @Rezrazi in link
6,"
Return callable output on Telescope::withoutRecording by @adamczykpiotr in https://github.com/laravel/telescope/pull/1317
Removed redundant default value from config file by @siarheipashkevich in https://github.com/laravel/telescope/pull/1323
Don't use constructor injection in console commands, and inject into handle() instead by @mad-briller in https://github.com/laravel/telescope/pull/1327
","Return callable output on Telescope::withoutRecording by @adamczykpiotr in link
Removed redundant default value from config file by @siarheipashkevich in link
Don't use constructor injection in console commands, and inject into handle() instead by @mad-briller in link"
7,"
Prevent Laravel\Scout\Jobs\MakeSearchable job from being recorded to avoid memory leak by @nicoverbruggen in https://github.com/laravel/telescope/pull/1306
Allows to specify the log level by @nunomaduro in https://github.com/laravel/telescope/pull/1312
","Prevent Laravel\Scout\Jobs\MakeSearchable job from being recorded to avoid memory leak by @nicoverbruggen in link
Allows to specify the log level by @nunomaduro in link"
8,"
Create a fresh instance of schema for each migration by @nunomaduro in https://github.com/laravel/telescope/pull/1305
",Create a fresh instance of schema for each migration by @nunomaduro in link
9,"Changed

Center header button icons by @timacdonald in https://github.com/laravel/telescope/pull/1299
","Changed
Center header button icons by @timacdonald in link"
10,"Changed

A fresh coat of paint by @jessarcher in https://github.com/laravel/telescope/pull/1295

Fixed

Handle redis connection exception on DumpWatcher register by @aidanthewiz in https://github.com/laravel/telescope/pull/1296
","Changed
A fresh coat of paint by @jessarcher in link
Fixed
Handle redis connection exception on DumpWatcher register by @aidanthewiz in link"
11,"Added

Laravel v10 Support by @driesvints in https://github.com/laravel/telescope/pull/1292
","Added
Laravel v10 Support by @driesvints in link"
12,"Added

Add support for model keys cast to backed enums in FormatModel by @sidquisaad in https://github.com/laravel/telescope/pull/1286

Changed

Uses PHP Native Type Declarations 🐘  by @nunomaduro in https://github.com/laravel/telescope/pull/1267
","Added
Add support for model keys cast to backed enums in FormatModel by @sidquisaad in link
Changed
Uses PHP Native Type Declarations 🐘  by @nunomaduro in link"
13,"Fixed

Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284
","Fixed
Fix deprecations by @driesvints in link"
14,"Fixed

Adjust text-break layout with text-break class by @thomas-goncalves-83 in https://github.com/laravel/telescope/pull/1281
Fix FormatModel class to work with keyless Pivot models by @Cellard in https://github.com/laravel/telescope/pull/1282
","Fixed
Adjust text-break layout with text-break class by @thomas-goncalves-83 in link
Fix FormatModel class to work with keyless Pivot models by @Cellard in link"
15,"Added

Add the Ability to Pass Custom ignore_paths To Query Watcher by @Watercycle in https://github.com/laravel/telescope/pull/1276
","Added
Add the Ability to Pass Custom ignore_paths To Query Watcher by @Watercycle in link"
16,"Fixed

Fix issue where json_encode quietly fails due to binary data inside telescope entry by @Hexide in https://github.com/laravel/telescope/pull/1266
","Fixed
Fix issue where json_encode quietly fails due to binary data inside telescope entry by @Hexide in link"
17,"Fixed

Dont register redis watcher if the redis service is not bound into the container. by @mad-briller in https://github.com/laravel/telescope/pull/1259
","Fixed
Dont register redis watcher if the redis service is not bound into the container. by @mad-briller in link"
18,"Fixed

Do not record when unserializing command by @driesvints in https://github.com/laravel/telescope/pull/1257 & https://github.com/laravel/telescope/pull/1258
","Fixed
Do not record when unserializing command by @driesvints in link & link"
19,"Fixed

Fix bug watching invokeable object events by @ziadoz in https://github.com/laravel/telescope/pull/1250
","Fixed
Fix bug watching invokeable object events by @ziadoz in link"
20,"Changed

HTML Response vs Empty Response by @bdenizar in https://github.com/laravel/telescope/pull/1242
","Changed
HTML Response vs Empty Response by @bdenizar in link"
21,"Fixed

Check tags after set $this->user() by @trin4ik in https://github.com/laravel/telescope/pull/1236
","Fixed
Check tags after set $this->user() by @trin4ik in link"
22,"Added

Add support for ignoring by HTTP Verb by @ArthurPatriot in https://github.com/laravel/telescope/pull/1222
","Added
Add support for ignoring by HTTP Verb by @ArthurPatriot in link"
